model,stage,n,positive_rate,roc_auc,average_precision,brier,log_loss,lift_top_10pct,recall_top_20pct
specialist_catboost_calibrated,T2_engaged,4112.0,0.3424124513618677,0.6285210620209118,0.4465785702273961,0.21512277690616757,0.6201242724276016,1.5098466460723743,0.27485795454545453
specialist_catboost_calibrated,MACRO,7980.0,0.4130020469799156,0.5820321417234756,0.47196150032710377,0.23462740630670928,0.6611129083212294,1.2312791290914515,0.23844644661508982
pooled_catboost_calibrated,T0_cold,1936.0,0.4452479338842975,0.534113641568048,0.4708174542014913,0.24695664060953704,0.6870609894383891,1.0187767598727486,0.21577726218097448
pooled_catboost_calibrated,T1_first_inquiry,1932.0,0.45134575569358176,0.557417344642548,0.4924762757129356,0.24787644971387401,0.6896878639301615,1.1306393644188026,0.2305045871559633
pooled_catboost_calibrated,T2_engaged,4112.0,0.3424124513618677,0.624849890944392,0.436246561638598,0.2167602542591992,0.6239700950441611,1.4106078993821711,0.2840909090909091
pooled_catboost_calibrated,MACRO,7980.0,0.4130020469799156,0.5721269590516627,0.46651343051767497,0.23719778152753676,0.6669063161375707,1.1866746745579075,0.24345758614261567
validation_selected_hybrid,T0_cold,1936.0,0.4452479338842975,0.5216307621183252,0.46231365946263003,0.24790404914310632,0.6890679889036256,1.0535077857775015,0.20649651972157773
validation_selected_hybrid,T1_first_inquiry,1932.0,0.45134575569358176,0.5617713562402632,0.4954548761483325,0.2461932367607453,0.6855955078717407,1.1534805636999907,0.22706422018348624
validation_selected_hybrid,T2_engaged,4112.0,0.3424124513618677,0.6367831012136901,0.445831663391422,0.21426267816096323,0.6180240101834871,1.389342453662842,0.2961647727272727
validation_selected_hybrid,MACRO,7980.0,0.4130020469799156,0.5733950731907594,0.46786673300079484,0.23611998802160494,0.6642291689862845,1.1987769343801113,0.24324183754411222
