model,stage,n_folds,roc_auc_mean,roc_auc_std,roc_auc_min,roc_auc_max,average_precision_mean,average_precision_std,average_precision_min,average_precision_max,brier_mean,brier_std,brier_min,brier_max,log_loss_mean,log_loss_std,log_loss_min,log_loss_max,lift_top_10pct_mean,lift_top_10pct_std,lift_top_10pct_min,lift_top_10pct_max,recall_top_20pct_mean,recall_top_20pct_std,recall_top_20pct_min,recall_top_20pct_max
pooled_nn_calibrated,T1_first_inquiry,4,0.5077987577749615,0.014072554733834735,0.4954922027290448,0.5226907271752724,0.46362888140973374,0.043420239016451416,0.40790294858632836,0.5135593257850803,0.24770423040218692,0.005289035274550489,0.23983872482209223,0.2510976520302159,0.6885763610450517,0.010692008859359375,0.6726775509044952,0.6953585914843105,1.072574065315983,0.05279458848011095,1.0214655810510733,1.1385109599395313,0.2114897866581224,0.015127804261747353,0.20207253886010362,0.23404255319148937
pooled_nn_calibrated,T2_engaged,4,0.5668335996264527,0.016630296106659656,0.5511867173764845,0.5825651516645305,0.38671964036779916,0.028645279447703176,0.3490562338239468,0.41789841035492803,0.22278767280953687,0.012728114658525287,0.20579810466708323,0.2366598209275162,0.6370186000506171,0.027195219172814266,0.6004327135375775,0.6662230960780177,1.103080313958339,0.10019841114616279,1.0095964027198947,1.208937198067633,0.22371597066208537,0.000912206502483339,0.22285714285714286,0.225
separate_logistic,MACRO,4,0.5073804083405477,0.01782281564721512,0.49075932112242393,0.5326011784530609,0.426359337094451,0.035901964979993956,0.38462679103448166,0.46208940439800744,0.2621316375951066,0.01633725638919938,0.23941455868384476,0.27832792395720546,0.7283858687824359,0.03893470593686919,0.6744863410480958,0.7665308685330214,1.0381360538071058,0.10091956570587313,0.8966758890837956,1.1353926924277917,0.2071729464907638,0.006727814683046083,0.19802003261122758,0.2122558781399574
separate_logistic,T0_cold,4,0.4842794437587359,0.02665370812584552,0.45218854051054386,0.516948698247056,0.439545238820529,0.03774139748115052,0.4057534614114322,0.4726950835964575,0.2838057718798691,0.025383838667054025,0.2518594917322654,0.3123558234086628,0.7776856575505,0.06398110400591075,0.6985767578401402,0.8478679862801325,0.9179646300125129,0.1370474134666419,0.7454755487100501,1.034298536168394,0.19125179928381741,0.019944649136710572,0.1762114537444934,0.2198952879581152
separate_logistic,T1_first_inquiry,4,0.5014459940185731,0.01599119332461561,0.48697666437886067,0.5212077898874398,0.46570401015809954,0.0403152950133342,0.41206116217888,0.5069370919418608,0.26928205352900386,0.01363998249998966,0.2540408539237091,0.28695220836553254,0.7412808967650756,0.03155350102582786,0.7069581176942104,0.7820397467898497,1.0698777030831466,0.09890561195442742,1.0018896447467875,1.2164133738601823,0.20713360627220007,0.011530804043038086,0.19689119170984457,0.2236842105263158
separate_logistic,T2_engaged,4,0.5364157872443338,0.02080344445957226,0.5125358166189112,0.5596470472246869,0.37382876230472456,0.041247088118320854,0.33606574951313284,0.43209876268521424,0.23330708737644676,0.015412634856240597,0.21234333039555972,0.24948466007143877,0.6661910520317322,0.03530582390542602,0.6179241476099366,0.7026361899185073,1.126565828325658,0.1302147807573973,0.9426624737945493,1.2487113402061856,0.22313343391627388,0.019749149247283763,0.20186335403726707,0.24285714285714285
specialist_catboost_calibrated,MACRO,4,0.5700659762312846,0.009986125092467286,0.5562447147028662,0.5791873061688831,0.46837889726081844,0.0484137361522988,0.39758841912245235,0.5013277296204857,0.23475354839598084,0.004633602643582608,0.22847660596786237,0.23962555689069368,0.6613877624035301,0.009919285408400718,0.6482545230535576,0.6722457742405726,1.1826870563685237,0.11739005712693801,1.024042059707777,1.2868628094144716,0.23427409653421072,0.013587155684811933,0.21868786271409854,0.2517377633371764
specialist_catboost_calibrated,T0_cold,4,0.5060630891714466,0.017775775480363024,0.49211505168069386,0.5321373050050926,0.4492137886297295,0.02893400738876671,0.414259676308702,0.4793388429752066,0.24657848496504228,0.005047546413009936,0.23910554242732174,0.25002216258208587,0.6862967093423149,0.010177893342647827,0.6712142490428671,0.6931957234410165,1.0375596040903283,0.1687519756587879,0.8702688123707634,1.2411582434020727,0.20612722813660547,0.023993838668291762,0.18396226415094338,0.2356020942408377
specialist_catboost_calibrated,T1_first_inquiry,4,0.5792317607147476,0.033451001264944775,0.5335536894765053,0.6128957648026315,0.5104750075358937,0.07046952936759317,0.40632072429878835,0.5539507097894397,0.24218535726358176,0.0038520237960248914,0.23674432700080913,0.24524554173133753,0.6769268873982852,0.007949205346316207,0.6656888931811545,0.6833554963019592,1.1484337621806922,0.2900958794964001,0.7150259067357513,1.3206727135298564,0.22136295421671315,0.037534082711134883,0.16580310880829016,0.24561403508771928
specialist_catboost_calibrated,T2_engaged,4,0.6249030788076595,0.02636197553673818,0.6030431496270006,0.6580234833659492,0.4454478956168322,0.04902552050048645,0.3721848567598667,0.4745972759974273,0.2154968029593185,0.012388382892757782,0.20411264937038015,0.2329860984253247,0.6209396904699904,0.02726088858310996,0.5964964433021807,0.6596094880298067,1.36206780283455,0.20278781800776954,1.1159420289855073,1.6080712788259959,0.27533210724931356,0.020839113553909293,0.2546583850931677,0.29714285714285715
specialist_extra_trees_calibrated,MACRO,4,0.5216030035606852,0.011557609313241825,0.5087010555811178,0.533002739815827,0.4359858977338438,0.04426894590642123,0.3723359279128762,0.4729395235931267,0.23940621281009034,0.00731479640437621,0.22934826976486433,0.2468141330327951,0.671657476830233,0.015216454869151104,0.6508369042542694,0.6873154347493076,1.0581142337056766,0.11923026633289475,0.9478064904061974,1.1932063012401228,0.2143110400410859,0.007574461397336988,0.21015379585277125,0.22565297138664708
specialist_extra_trees_calibrated,T0_cold,4,0.5106972195131652,0.018656520161773153,0.4866250915783643,0.5321170921198668,0.46046329646739576,0.04151200934574491,0.4012544306256205,0.49837416889170955,0.24625549233589702,0.004986125886822152,0.23938824747847387,0.2506450137813415,0.685634822324842,0.010032567219704483,0.6718212948805276,0.6944805581377952,1.0544944198452644,0.16671513051874373,0.8267553717522251,1.192118226600985,0.20939787426517725,0.013179110076651008,0.19895287958115182,0.22844827586206898
specialist_extra_trees_calibrated,T1_first_inquiry,4,0.49311326779106873,0.020230657547967663,0.4668996710526316,0.5121136173767752,0.45529682207846356,0.04281748382538124,0.39262224348012564,0.48688438501733244,0.24818837044878564,0.005624561237605204,0.23994747452066206,0.2519443390912076,0.6895452404188912,0.01133523559860819,0.6729070945669922,0.6970462613401395,0.9329820815313188,0.09638713418265492,0.8171724648408585,1.0486322188449848,0.20053809448442575,0.007797094891423129,0.18981481481481483,0.20851063829787234
specialist_extra_trees_calibrated,T2_engaged,4,0.5609985233778217,0.0248995225317547,0.544380770455269,0.597934333550772,0.39219757465567207,0.053194198778116764,0.3231311096328824,0.4345459340218416,0.22377477564558831,0.012595111728841367,0.20870908729545704,0.2394087377880604,0.6397923677469659,0.027044119217537337,0.6077823233152886,0.6735753026463165,1.1868661997404473,0.1473207611433714,0.9919484702093397,1.3388684582743988,0.2329971513736546,0.006243454450128673,0.22606382978723405,0.24
specialist_lightgbm_calibrated,MACRO,4,0.5465132547395376,0.014550212712070078,0.527410540375094,0.5590125123579321,0.45065415046108953,0.046209645792114964,0.3931584241543726,0.48959875524486446,0.23876920467259077,0.006117434517882303,0.2301826638650982,0.24378179987434304,0.6701398264514,0.013073910074154217,0.6521085971198414,0.681210698864985,1.066360863582496,0.09928252173006819,0.9673067689689433,1.2041132673513992,0.22227995370363807,0.015399249482553777,0.20206149545772187,0.23572303810734385
specialist_lightgbm_calibrated,T0_cold,4,0.4952502728622917,0.021352709507107458,0.4772301609322973,0.5259010417597341,0.44726014872942643,0.023066088537547,0.4246986234417904,0.47099204002035344,0.247652414461543,0.00621800017573044,0.2383817087522207,0.25129339964031355,0.6885354238157035,0.012650712131890377,0.6696910345288395,0.6959670690171509,0.9364007893123131,0.21682817005109034,0.7454755487100501,1.189443316593653,0.1990389740822548,0.015951373878419713,0.18396226415094338,0.2198952879581152
specialist_lightgbm_calibrated,T1_first_inquiry,4,0.5401459182705028,0.03374281753689119,0.5156065749508665,0.589038514254386,0.4802486240899503,0.05735009580265943,0.3974121169754661,0.5278730837244007,0.2487483915047369,0.006455308397174959,0.2426530531056353,0.25539471386518525,0.6910732217125704,0.013658205329907441,0.6781642851822659,0.7056114125453176,0.9896215483171622,0.17778640847321028,0.8171724648408585,1.213032581453634,0.21198245759089598,0.024715270013843035,0.18134715025906736,0.2412280701754386
specialist_lightgbm_calibrated,T2_engaged,4,0.6041435730858182,0.04179965927182602,0.5690783190066857,0.664633616003479,0.42445367856389205,0.0667537319010944,0.3515626040526052,0.4911280246796907,0.21990680805149235,0.012241820348339398,0.20835892062603756,0.2348576853930343,0.6308108338259258,0.026968588868742385,0.6058712359572521,0.6635409856479672,1.2730602531180124,0.17596694082101388,1.109014675052411,1.4813012729844413,0.2558184294377634,0.03205961297469051,0.21388888888888888,0.2914285714285714
specialist_random_forest_calibrated,MACRO,4,0.5668676495048155,0.013744963342881573,0.5532402237694309,0.5828898817381275,0.46875554596924046,0.04796388746626667,0.4007649460105443,0.5133814802536002,0.23639899255680263,0.005403929197804847,0.22888413564178559,0.2415991241054444,0.665150904325954,0.011346165722288235,0.6496643360581661,0.6765732730086156,1.1952167959245832,0.10021672364246692,1.09462013275527,1.3249901956671177,0.2412267007105435,0.01323650094319035,0.22580175718140605,0.2579547916011599
specialist_random_forest_calibrated,T0_cold,4,0.5166218815343294,0.030150294474585334,0.47830782152590884,0.5487375587441703,0.4634422732787957,0.03224387928845012,0.43001778564618176,0.4974990399454342,0.2462652088154506,0.005779428059251024,0.23798511909258754,0.2510417061697618,0.685599067157202,0.011708290434585848,0.6688284483347426,0.69528185060291,1.0403618517237436,0.23839253462481613,0.6962150498966105,1.2113977666538314,0.21318142123039582,0.02770326998087988,0.17180616740088106,0.23036649214659685
specialist_random_forest_calibrated,T1_first_inquiry,4,0.5687913327043309,0.03107408005595485,0.5229051277470074,0.591539884868421,0.5034173484676691,0.06304277538516277,0.4101338526907021,0.5491028059834772,0.24517456808946844,0.0029989330145759603,0.24210723244087745,0.2489190063032174,0.6833827706324868,0.006096085999520572,0.6771884528024501,0.6910522223817801,1.1234123304040304,0.11812770110580047,0.9703923019985196,1.2583586626139818,0.22688848751768323,0.008718656853991756,0.2175925925925926,0.23829787234042554
specialist_random_forest_calibrated,T2_engaged,4,0.6151897342757863,0.02960384275515543,0.5880779848171152,0.657055881713416,0.43940701616125666,0.05974018994624389,0.36214319969474906,0.49354259483188934,0.2177572007654889,0.010891660191611576,0.20656005539189176,0.232072804683515,0.6264708751881732,0.023749414276371592,0.6029761070373054,0.6581431850764744,1.4218762056459757,0.17464504117184323,1.2709339774557167,1.652220650636492,0.28361019338355137,0.021945689375857787,0.2577639751552795,0.31142857142857144
validation_selected_hybrid,MACRO,4,0.5590150472000519,0.01316676652689513,0.5487688020059661,0.5766501322955023,0.46080546932334526,0.0428072884082793,0.40085611627262346,0.49583124196892187,0.236253043391944,0.006245623602782378,0.22773027919320457,0.24152532894430026,0.6645141414961313,0.013277678341320013,0.6466412839962825,0.67587890132508,1.139998829286596,0.03565354871465508,1.0997479758687463,1.186401049759822,0.23071980254458654,0.00847863634107607,0.22406980151283676,0.24311707368200397
validation_selected_hybrid,T0_cold,4,0.48543128531694923,0.006247363774654104,0.4772301609322973,0.4923884783798577,0.4399486185270699,0.03275129220068042,0.4012544306256205,0.47099204002035344,0.24790404914310632,0.005718034921179313,0.23938824747847387,0.25129339964031355,0.6890679889036256,0.011593649820874527,0.6718212948805276,0.6959670690171509,0.8976145942059983,0.1638895344293251,0.7454755487100501,1.0443225748449159,0.19380337198801395,0.00853843179288461,0.18396226415094338,0.2026431718061674
validation_selected_hybrid,T1_first_inquiry,4,0.5595134450144726,0.028885643986092,0.5335536894765053,0.589038514254386,0.4945861867014909,0.06440029138923219,0.40632072429878835,0.5539507097894397,0.24619983182325025,0.006212528737597459,0.2422116261058853,0.25539471386518525,0.6856097144594027,0.01347488111940743,0.6770528768156248,0.7056114125453176,1.058461808486934,0.2462524407466825,0.7150259067357513,1.2583586626139818,0.21447942595160593,0.036105330097697494,0.16580310880829016,0.2425531914893617
validation_selected_hybrid,T2_engaged,4,0.6321004112687341,0.01999247816383948,0.6100337268128161,0.6580234833659492,0.44788160274147515,0.03546718952685328,0.39499319389346177,0.4706936360968105,0.21465524920947548,0.012813136743526283,0.20159096399525453,0.23214156880107822,0.6188647211253658,0.02766265880004472,0.5910496802926952,0.6567563736607941,1.4639200851668555,0.14032997864421798,1.3018479929809168,1.6080712788259959,0.28387660969413975,0.02891856944068686,0.24202127659574468,0.30745341614906835
