spot_id,broker_id,spot_profile
276,158,S5
277,28,S1
278,10,S5
279,59,S5
280,216,S3
281,171,S1
282,180,S7
283,13,S2
284,255,S1
285,124,S4
286,67,S4
287,295,S3
288,137,S7
289,226,S1
290,158,S4
291,227,S5
292,108,S2
293,64,S1
294,298,S5
295,258,S1
296,119,S6
297,146,S4
298,65,S2
299,17,S7
300,271,S3
301,77,S3
302,83,S4
303,210,S5
304,163,S7
305,135,S1
306,37,S4
307,163,S2
308,283,S2
309,67,S3
310,181,S7
311,265,S5
312,3,S1
313,6,S5
314,176,S7
315,139,S2
316,50,S5
317,38,S5
318,73,S7
319,204,S1
320,28,S5
321,147,S4
322,224,S1
323,171,S1
324,75,S4
325,225,S4
326,175,S2
327,119,S4
328,14,S1
329,176,S6
330,194,S2
331,229,S7
332,139,S2
333,228,S6
334,134,S1
335,168,S1
336,194,S1
337,244,S1
338,81,S2
339,297,S4
340,76,S1
341,298,S7
342,273,S7
343,278,S4
344,274,S3
345,25,S2
346,81,S1
347,154,S1
348,277,S1
349,79,S3
350,62,S1
351,162,S1
352,64,S4
353,159,S5
354,279,S3
355,129,S5
356,272,S5
357,158,S4
358,120,S5
359,45,S1
360,70,S1
361,6,S2
362,158,S3
363,37,S4
364,181,S6
365,164,S5
366,241,S1
367,111,S5
368,147,S1
369,243,S3
370,183,S2
371,55,S2
372,203,S7
373,209,S1
374,286,S5
375,190,S2
376,159,S4
377,266,S5
378,58,S7
379,157,S4
380,145,S7
381,57,S3
382,15,S3
383,240,S2
384,134,S1
385,94,S3
386,297,S3
387,171,S2
388,58,S3
389,259,S2
390,52,S4
391,202,S1
392,172,S1
393,24,S1
394,31,S1
395,98,S1
396,248,S1
397,147,S4
398,165,S6
399,203,S3
400,282,S3
401,151,S1
402,190,S2
403,236,S3
404,133,S3
405,116,S5
406,160,S4
407,70,S1
408,293,S7
409,232,S4
410,179,S1
411,64,S7
412,145,S5
413,186,S1
414,52,S1
415,71,S7
416,62,S6
417,119,S1
418,242,S2
419,202,S1
420,81,S4
421,265,S1
422,79,S6
423,46,S5
424,67,S6
425,145,S4
426,134,S4
427,45,S6
428,96,S4
429,36,S6
430,122,S1
431,209,S5
432,199,S5
433,239,S1
434,109,S7
435,148,S2
436,103,S1
437,291,S6
438,49,S7
439,120,S5
440,88,S3
441,148,S5
442,294,S2
443,42,S4
444,81,S1
445,156,S4
446,49,S2
447,173,S6
448,73,S2
449,53,S7
450,163,S4
451,106,S3
452,194,S3
453,280,S4
454,9,S1
455,113,S5
456,254,S4
457,291,S1
458,117,S5
459,270,S3
460,17,S4
461,206,S7
462,64,S2
463,288,S5
464,263,S2
465,150,S2
466,219,S4
467,225,S4
468,110,S1
469,287,S3
470,243,S3
471,111,S3
472,267,S4
473,51,S6
474,8,S1
475,196,S2
476,36,S1
477,180,S4
478,287,S3
479,83,S3
480,198,S7
481,82,S2
482,132,S1
483,165,S3
484,220,S4
485,8,S4
486,120,S1
487,85,S2
488,32,S3
489,233,S5
490,109,S2
491,150,S1
492,174,S1
493,293,S5
494,15,S7
495,221,S1
496,116,S2
497,77,S6
498,138,S4
499,28,S5
500,98,S7
501,255,S6
502,291,S2
503,201,S7
504,17,S1
505,43,S3
506,177,S2
507,75,S1
508,173,S1
509,79,S5
510,235,S1
511,44,S6
512,177,S5
513,231,S1
514,91,S5
515,124,S1
516,70,S4
517,273,S5
518,107,S3
519,225,S2
520,115,S5
521,53,S1
522,18,S7
523,253,S4
524,172,S1
525,186,S1
526,168,S3
527,276,S1
528,254,S6
529,18,S7
530,200,S3
531,197,S1
532,218,S1
533,176,S3
534,44,S1
535,97,S1
536,182,S1
537,187,S2
538,2,S2
539,212,S1
540,196,S1
541,281,S4
542,279,S4
543,31,S2
544,70,S2
545,297,S6
546,233,S6
547,98,S1
548,52,S3
549,186,S4
550,205,S2
551,173,S7
552,28,S4
553,204,S2
554,247,S3
555,194,S6
556,300,S4
557,240,S4
558,9,S1
559,181,S1
560,10,S2
561,179,S1
562,120,S3
563,138,S3
564,28,S5
565,197,S3
566,165,S1
567,297,S1
568,213,S1
569,205,S3
570,281,S6
571,184,S7
572,69,S3
573,162,S7
574,251,S1
575,106,S5
576,196,S1
577,194,S2
578,205,S7
579,39,S2
580,88,S1
581,98,S3
582,282,S4
583,122,S2
584,265,S2
585,77,S5
586,101,S4
587,87,S7
588,225,S6
589,290,S6
590,269,S1
591,88,S2
592,10,S3
593,298,S1
594,107,S3
595,93,S6
596,274,S2
597,97,S6
598,275,S2
599,45,S3
600,79,S6
601,190,S1
602,76,S6
603,230,S4
604,200,S3
605,192,S5
606,44,S4
607,117,S1
608,110,S7
609,136,S3
610,281,S5
611,33,S1
612,210,S7
613,122,S7
614,186,S5
615,150,S3
616,56,S3
617,154,S3
618,197,S1
619,20,S5
620,212,S3
621,257,S5
622,245,S2
623,108,S3
624,245,S1
625,157,S4
626,289,S1
627,179,S5
628,288,S3
629,156,S4
630,180,S4
631,90,S6
632,290,S7
633,248,S2
634,175,S1
635,240,S6
636,264,S1
637,174,S7
638,207,S7
639,47,S2
640,261,S6
641,42,S1
642,39,S4
643,81,S1
644,288,S7
645,48,S6
646,182,S7
647,11,S1
648,190,S4
649,75,S7
650,115,S7
651,124,S5
652,109,S1
653,215,S3
654,120,S4
655,269,S2
656,285,S3
657,246,S2
658,293,S4
659,109,S3
660,142,S3
661,161,S6
662,169,S7
663,216,S3
664,49,S3
665,59,S2
666,243,S2
667,79,S6
668,282,S1
669,198,S3
670,174,S5
671,210,S2
672,231,S1
673,73,S1
674,71,S1
675,212,S1
676,139,S7
677,218,S4
678,40,S1
679,156,S7
680,233,S3
681,75,S1
682,14,S1
683,250,S2
684,12,S1
685,146,S3
686,48,S1
687,266,S4
688,179,S1
689,219,S1
690,144,S2
691,158,S3
692,200,S2
693,233,S3
694,114,S4
695,248,S7
696,75,S1
697,87,S1
698,70,S7
699,67,S2
700,189,S6
701,299,S2
702,181,S6
703,251,S1
704,237,S1
705,11,S1
706,114,S4
707,274,S5
708,248,S2
709,243,S4
710,283,S1
711,197,S3
712,263,S3
713,2,S2
714,205,S7
715,37,S1
716,227,S1
717,28,S1
718,92,S1
719,135,S4
720,245,S5
721,181,S3
722,130,S1
723,51,S1
724,219,S4
725,173,S1
726,267,S7
727,124,S4
728,211,S3
729,105,S6
730,115,S1
731,201,S2
732,230,S2
733,279,S1
734,177,S3
735,98,S2
736,230,S2
737,218,S6
738,90,S4
739,189,S3
740,274,S6
741,182,S2
742,90,S7
743,109,S5
744,14,S4
745,4,S6
746,162,S1
747,124,S6
748,6,S1
749,284,S7
750,9,S5
751,210,S1
752,155,S1
753,24,S7
754,299,S3
755,244,S3
756,105,S5
757,275,S4
758,160,S7
759,4,S2
760,1,S7
761,116,S1
762,170,S1
763,194,S7
764,213,S3
765,126,S2
766,266,S2
767,61,S1
768,141,S7
769,274,S4
770,79,S3
771,143,S4
772,284,S2
773,22,S3
774,149,S6
775,262,S2
776,26,S2
777,39,S1
778,163,S7
779,48,S1
780,73,S1
781,167,S3
782,51,S4
783,297,S7
784,58,S1
785,142,S1
786,228,S6
787,208,S6
788,64,S2
789,25,S3
790,288,S5
791,300,S4
792,181,S7
793,223,S1
794,118,S1
795,68,S3
796,190,S1
797,189,S4
798,242,S2
799,99,S1
800,150,S1
801,241,S5
802,226,S1
803,139,S5
804,281,S1
805,56,S2
806,51,S2
807,13,S3
808,148,S3
809,184,S5
810,269,S6
811,115,S4
812,90,S3
813,285,S2
814,263,S2
815,235,S2
816,200,S1
817,38,S1
818,121,S5
819,123,S1
820,64,S2
821,8,S4
822,33,S1
823,156,S2
824,270,S3
825,179,S1
826,16,S1
827,281,S2
828,90,S1
829,133,S4
830,72,S1
831,102,S5
832,176,S4
833,227,S3
834,34,S4
835,194,S5
836,90,S7
837,83,S6
838,204,S5
839,159,S3
840,294,S5
841,225,S6
842,94,S1
843,62,S4
844,22,S6
845,129,S4
846,170,S3
847,27,S2
848,173,S1
849,135,S4
850,259,S7
851,112,S3
852,287,S4
853,58,S7
854,153,S7
855,80,S4
856,43,S3
857,121,S3
858,82,S1
859,226,S2
860,151,S1
861,294,S7
862,239,S4
863,52,S3
864,231,S1
865,236,S6
866,47,S3
867,239,S7
868,153,S7
869,120,S4
870,77,S3
871,151,S1
872,33,S1
873,286,S2
874,218,S1
875,106,S1
876,259,S7
877,52,S1
878,95,S4
879,124,S7
880,71,S1
881,157,S5
882,148,S2
883,63,S2
884,61,S1
885,153,S4
886,269,S1
887,234,S1
888,142,S2
889,91,S5
890,62,S5
891,3,S1
892,299,S4
893,174,S2
894,256,S5
895,33,S3
896,64,S1
897,128,S3
898,183,S5
899,298,S7
900,275,S7
901,218,S4
902,85,S4
903,238,S5
904,19,S4
905,67,S4
906,212,S6
907,265,S2
908,99,S2
909,278,S1
910,75,S4
911,28,S2
912,219,S2
913,25,S3
914,38,S3
915,21,S6
916,293,S2
917,251,S7
918,56,S1
919,128,S6
920,245,S2
921,3,S1
922,283,S1
923,20,S2
924,96,S5
925,244,S6
926,19,S4
927,173,S2
928,163,S5
929,101,S1
930,38,S2
931,228,S3
932,119,S1
933,234,S1
934,175,S1
935,252,S4
936,234,S4
937,261,S5
938,64,S7
939,255,S2
940,131,S2
941,250,S1
942,54,S2
943,67,S4
944,122,S1
945,123,S1
946,113,S1
947,65,S1
948,276,S6
949,123,S7
950,253,S3
951,146,S2
952,176,S2
953,275,S1
954,151,S1
955,117,S5
956,35,S1
957,133,S1
958,23,S4
959,229,S7
960,296,S1
961,33,S6
962,43,S1
963,250,S7
964,144,S7
965,277,S3
966,136,S6
967,237,S5
968,181,S2
969,133,S1
970,297,S2
971,251,S1
972,8,S1
973,83,S2
974,277,S1
975,293,S4
976,74,S4
977,72,S5
978,249,S1
979,171,S1
980,265,S1
981,50,S5
982,265,S6
983,73,S1
984,241,S3
985,150,S1
986,142,S1
987,111,S2
988,57,S1
989,295,S1
990,42,S3
991,85,S5
992,292,S2
993,67,S5
994,242,S4
995,68,S1
996,180,S5
997,254,S1
998,72,S1
999,91,S6
1000,69,S3
1001,140,S7
1002,169,S2
1003,224,S4
1004,27,S2
1005,112,S1
1006,268,S3
1007,227,S5
1008,266,S1
1009,70,S5
1010,23,S2
1011,109,S3
1012,177,S2
1013,258,S3
1014,278,S6
1015,69,S4
1016,174,S1
1017,79,S4
1018,64,S3
1019,46,S1
1020,282,S4
1021,52,S3
1022,227,S4
1023,20,S3
1024,187,S6
1025,258,S1
1026,14,S6
1027,16,S5
1028,81,S4
1029,296,S5
1030,126,S2
1031,45,S2
1032,233,S6
1033,51,S5
1034,146,S2
1035,294,S1
1036,174,S3
1037,267,S1
1038,45,S4
1039,226,S1
1040,60,S1
1041,177,S3
1042,137,S3
1043,130,S2
1044,28,S2
1045,239,S5
1046,108,S4
1047,10,S2
1048,39,S3
1049,229,S5
1050,23,S1
1051,212,S2
1052,171,S3
1053,239,S1
1054,147,S2
1055,158,S7
1056,61,S4
1057,24,S6
1058,258,S6
1059,171,S4
1060,11,S1
1061,161,S2
1062,51,S1
1063,41,S1
1064,3,S4
1065,294,S5
1066,13,S1
1067,137,S1
1068,146,S1
1069,257,S5
1070,262,S6
1071,136,S7
1072,203,S3
1073,260,S6
1074,17,S1
1075,294,S4
1076,197,S1
1077,250,S2
1078,154,S1
1079,197,S7
1080,156,S2
1081,218,S1
1082,123,S6
1083,132,S4
1084,19,S4
1085,107,S4
1086,62,S1
1087,65,S1
1088,130,S7
1089,203,S3
1090,145,S4
1091,160,S7
1092,263,S1
1093,209,S1
1094,219,S2
1095,234,S1
1096,160,S3
1097,7,S1
1098,13,S2
1099,85,S4
1100,108,S1
1101,37,S1
1102,149,S7
1103,71,S3
1104,87,S4
1105,97,S3
1106,225,S6
1107,60,S1
1108,279,S1
1109,144,S4
1110,102,S2
1111,230,S1
1112,107,S5
1113,73,S3
1114,140,S2
1115,161,S1
1116,34,S6
1117,203,S3
1118,176,S1
1119,234,S2
1120,142,S4
1121,120,S5
1122,142,S1
1123,91,S4
1124,196,S4
1125,3,S2
1126,232,S2
1127,133,S3
1128,206,S1
1129,259,S1
1130,181,S5
1131,193,S1
1132,79,S1
1133,142,S2
1134,104,S7
1135,10,S5
1136,289,S6
1137,168,S7
1138,187,S4
1139,226,S5
1140,190,S1
1141,118,S6
1142,101,S4
1143,72,S7
1144,66,S1
1145,233,S4
1146,151,S3
1147,137,S1
1148,180,S4
1149,189,S1
1150,43,S6
1151,53,S1
1152,150,S7
1153,33,S2
1154,154,S2
1155,220,S5
1156,30,S7
1157,43,S7
1158,18,S2
1159,190,S1
1160,159,S2
1161,71,S2
1162,269,S5
1163,186,S6
1164,65,S6
1165,244,S4
1166,87,S6
1167,118,S5
1168,223,S2
1169,227,S1
1170,86,S1
1171,168,S7
1172,290,S4
1173,65,S3
1174,251,S1
1175,132,S1
1176,187,S3
1177,86,S2
1178,106,S1
1179,258,S1
1180,209,S3
1181,51,S1
1182,59,S2
1183,104,S7
1184,213,S5
1185,4,S2
1186,43,S1
1187,254,S4
1188,52,S3
1189,23,S7
1190,21,S4
1191,198,S3
1192,106,S1
1193,192,S7
1194,290,S6
1195,178,S1
1196,295,S7
1197,212,S1
1198,291,S1
1199,181,S2
1200,89,S3
1201,286,S6
1202,211,S1
1203,63,S3
1204,197,S4
1205,269,S7
1206,133,S5
1207,29,S4
1208,102,S6
1209,75,S4
1210,200,S3
1211,72,S3
1212,78,S2
1213,78,S3
1214,74,S1
1215,86,S2
1216,117,S6
1217,75,S1
1218,140,S5
1219,210,S7
1220,185,S1
1221,203,S7
1222,51,S1
1223,130,S1
1224,129,S3
1225,148,S7
1226,140,S1
1227,25,S2
1228,173,S3
1229,254,S5
1230,212,S2
1231,55,S4
1232,145,S1
1233,241,S7
1234,107,S7
1235,36,S3
1236,189,S5
1237,133,S3
1238,9,S1
1239,287,S1
1240,25,S2
1241,68,S1
1242,230,S1
1243,74,S2
1244,220,S6
1245,240,S5
1246,87,S5
1247,149,S4
1248,220,S6
1249,7,S6
1250,184,S4
1251,192,S6
1252,185,S7
1253,100,S2
1254,62,S3
1255,203,S4
1256,42,S1
1257,74,S2
1258,101,S5
1259,174,S4
1260,133,S6
1261,175,S4
1262,294,S2
1263,124,S4
1264,167,S4
1265,126,S1
1266,158,S1
1267,79,S4
1268,140,S6
1269,116,S5
1270,285,S1
1271,137,S5
1272,82,S2
1273,20,S6
1274,35,S1
1275,205,S1
1276,244,S2
1277,259,S4
1278,132,S7
1279,214,S1
1280,99,S5
1281,106,S3
1282,77,S1
1283,166,S1
1284,189,S3
1285,297,S6
1286,33,S5
1287,104,S1
1288,99,S1
1289,171,S1
1290,226,S7
1291,49,S1
1292,49,S1
1293,11,S4
1294,224,S3
1295,151,S2
1296,122,S2
1297,257,S6
1298,272,S1
1299,225,S4
1300,116,S1
1301,59,S2
1302,25,S1
1303,123,S7
1304,16,S1
1305,276,S4
1306,78,S2
1307,102,S2
1308,98,S7
1309,66,S1
1310,15,S1
1311,176,S4
1312,106,S1
1313,17,S6
1314,154,S6
1315,140,S1
1316,143,S6
1317,256,S3
1318,212,S5
1319,297,S2
1320,115,S1
1321,76,S2
1322,143,S1
1323,247,S5
1324,120,S2
1325,196,S2
1326,112,S1
1327,261,S3
1328,283,S2
1329,85,S5
1330,157,S2
1331,90,S7
1332,189,S1
1333,31,S4
1334,242,S1
1335,124,S7
1336,35,S5
1337,253,S7
1338,70,S5
1339,280,S3
1340,91,S6
1341,108,S4
1342,63,S2
1343,187,S5
1344,287,S5
1345,241,S4
1346,249,S5
1347,268,S6
1348,139,S5
1349,52,S2
1350,41,S1
1351,33,S1
1352,22,S3
1353,294,S2
1354,274,S5
1355,282,S1
1356,177,S6
1357,41,S1
1358,16,S2
1359,180,S4
1360,125,S1
1361,121,S1
1362,229,S2
1363,59,S1
1364,193,S1
1365,297,S4
1366,27,S6
1367,144,S6
1368,277,S7
1369,172,S5
1370,283,S1
1371,172,S5
1372,92,S3
1373,68,S1
1374,259,S1
1375,290,S2
1376,167,S1
1377,213,S5
1378,154,S7
1379,105,S2
1380,230,S5
1381,260,S2
1382,296,S6
1383,163,S6
1384,157,S1
1385,214,S7
1386,29,S3
1387,211,S2
1388,113,S1
1389,263,S4
1390,243,S3
1391,233,S6
1392,131,S3
1393,181,S5
1394,131,S3
1395,191,S7
1396,270,S4
1397,44,S5
1398,128,S1
1399,251,S1
1400,184,S1
1401,149,S1
1402,125,S3
1403,182,S2
1404,83,S1
1405,13,S3
1406,93,S1
1407,262,S1
1408,237,S1
1409,46,S3
1410,109,S4
1411,38,S1
1412,75,S3
1413,28,S3
1414,149,S2
1415,289,S5
1416,100,S1
1417,84,S5
1418,141,S4
1419,129,S6
1420,86,S3
1421,186,S3
1422,100,S4
1423,93,S2
1424,275,S1
1425,14,S3
1426,3,S4
1427,100,S5
1428,226,S1
1429,134,S7
1430,277,S1
1431,221,S1
1432,192,S5
1433,245,S2
1434,42,S1
1435,97,S1
1436,300,S1
1437,76,S3
1438,297,S1
1439,92,S4
1440,171,S1
1441,233,S6
1442,196,S5
1443,185,S1
1444,290,S2
1445,284,S5
1446,290,S6
1447,100,S4
1448,24,S4
1449,294,S4
1450,168,S6
1451,61,S5
1452,127,S1
1453,220,S7
1454,42,S2
1455,34,S5
1456,196,S2
1457,219,S6
1458,242,S7
1459,228,S6
1460,120,S1
1461,6,S1
1462,297,S5
1463,180,S1
1464,261,S2
1465,139,S7
1466,223,S7
1467,56,S7
1468,229,S3
1469,73,S1
1470,289,S5
1471,75,S1
1472,266,S1
1473,128,S2
1474,99,S1
1475,157,S1
1476,137,S2
1477,285,S6
1478,52,S2
1479,289,S1
1480,41,S3
1481,103,S1
1482,274,S1
1483,168,S4
1484,59,S2
1485,292,S6
1486,269,S1
1487,9,S4
1488,210,S1
1489,126,S2
1490,128,S6
1491,116,S1
1492,65,S1
1493,136,S3
1494,154,S1
1495,174,S1
1496,223,S1
1497,145,S6
1498,260,S7
1499,14,S2
1500,190,S4
1501,254,S1
1502,10,S2
1503,23,S5
1504,158,S4
1505,146,S4
1506,1,S1
1507,65,S3
1508,275,S1
1509,231,S6
1510,22,S1
1511,291,S5
1512,150,S4
1513,254,S4
1514,286,S2
1515,99,S4
1516,30,S1
1517,103,S2
1518,133,S7
1519,166,S2
1520,36,S6
1521,139,S2
1522,88,S2
1523,264,S2
1524,300,S2
1525,243,S4
1526,296,S1
1527,153,S5
1528,202,S3
1529,23,S6
1530,76,S1
1531,2,S5
1532,221,S3
1533,207,S6
1534,257,S3
1535,125,S2
1536,61,S3
1537,216,S5
1538,52,S6
1539,76,S1
1540,86,S3
1541,223,S3
1542,223,S3
1543,11,S7
1544,122,S7
1545,70,S2
1546,130,S4
1547,153,S3
1548,176,S5
1549,198,S2
1550,150,S5
1551,145,S6
1552,19,S3
1553,267,S5
1554,86,S4
1555,157,S4
1556,69,S2
1557,100,S3
1558,116,S2
1559,162,S1
1560,38,S4
1561,280,S3
1562,192,S2
1563,143,S3
1564,282,S4
1565,171,S2
1566,121,S3
1567,236,S7
1568,66,S4
1569,201,S3
1570,92,S7
1571,296,S5
1572,174,S1
1573,263,S6
1574,213,S3
1575,177,S2
1576,125,S7
1577,105,S5
1578,202,S2
1579,234,S7
1580,113,S1
1581,92,S4
1582,7,S3
1583,134,S2
1584,210,S1
1585,215,S5
1586,210,S5
1587,170,S4
1588,252,S2
1589,43,S4
1590,91,S1
1591,38,S6
1592,264,S7
1593,17,S5
1594,64,S4
1595,244,S7
1596,172,S2
1597,271,S1
1598,143,S1
1599,184,S7
1600,53,S2
1601,43,S6
1602,225,S6
1603,37,S1
1604,141,S7
1605,293,S4
1606,222,S7
1607,96,S4
1608,105,S3
1609,52,S1
1610,283,S7
1611,216,S7
1612,232,S4
1613,144,S3
1614,88,S3
1615,132,S2
1616,152,S4
1617,248,S1
1618,47,S3
1619,200,S3
1620,222,S7
1621,256,S3
1622,54,S1
1623,56,S4
1624,54,S1
1625,113,S4
1626,208,S1
1627,77,S2
1628,276,S1
1629,224,S1
1630,99,S4
1631,104,S1
1632,200,S4
1633,4,S7
1634,162,S5
1635,41,S1
1636,56,S1
1637,49,S3
1638,170,S2
1639,104,S7
1640,64,S5
1641,261,S3
1642,36,S5
1643,32,S6
1644,21,S2
1645,105,S5
1646,134,S5
1647,125,S5
1648,139,S4
1649,88,S6
1650,43,S1
1651,192,S6
1652,80,S2
1653,254,S4
1654,25,S4
1655,287,S5
1656,259,S2
1657,184,S6
1658,243,S3
1659,99,S3
1660,178,S7
1661,101,S1
1662,211,S7
1663,138,S2
1664,35,S2
1665,178,S6
1666,188,S3
1667,235,S2
1668,44,S7
1669,245,S1
1670,115,S1
1671,32,S2
1672,86,S1
1673,109,S7
1674,150,S1
1675,113,S1
1676,239,S1
1677,107,S7
1678,166,S4
1679,282,S1
1680,172,S3
1681,240,S6
1682,285,S7
1683,170,S1
1684,212,S1
1685,115,S1
1686,62,S6
1687,59,S2
1688,262,S7
1689,191,S3
1690,34,S7
1691,18,S1
1692,162,S1
1693,33,S1
1694,95,S1
1695,282,S1
1696,95,S7
1697,247,S6
1698,2,S4
1699,223,S3
1700,11,S7
1701,240,S7
1702,154,S5
1703,82,S6
1704,266,S2
1705,103,S1
1706,38,S1
1707,37,S6
1708,137,S3
1709,214,S3
1710,211,S4
1711,28,S1
1712,43,S2
1713,273,S1
1714,230,S2
1715,76,S1
1716,83,S2
1717,111,S7
1718,213,S4
1719,259,S3
1720,162,S3
1721,246,S1
1722,142,S3
1723,129,S4
1724,279,S2
1725,143,S2
1726,59,S4
1727,259,S3
1728,14,S6
1729,37,S1
1730,259,S1
1731,108,S4
1732,32,S3
1733,292,S1
1734,126,S2
1735,56,S6
1736,216,S2
1737,132,S1
1738,77,S2
1739,97,S5
1740,59,S1
1741,195,S1
1742,109,S7
1743,273,S7
1744,174,S4
1745,203,S6
1746,135,S7
1747,267,S4
1748,27,S2
1749,157,S2
1750,180,S5
1751,76,S7
1752,275,S7
1753,199,S1
1754,36,S3
1755,285,S3
1756,108,S1
1757,277,S3
1758,288,S7
1759,9,S3
1760,139,S3
1761,16,S4
1762,212,S1
1763,257,S4
1764,6,S1
1765,217,S3
1766,99,S4
1767,154,S1
1768,126,S1
1769,5,S5
1770,136,S5
1771,177,S7
1772,37,S5
1773,194,S1
1774,161,S5
1775,120,S2
1776,171,S1
1777,142,S4
1778,32,S2
1779,55,S1
1780,276,S3
1781,188,S2
1782,218,S1
1783,70,S7
1784,52,S5
1785,156,S1
1786,241,S3
1787,38,S1
1788,272,S2
1789,221,S4
1790,146,S1
1791,117,S2
1792,30,S6
1793,81,S3
1794,239,S3
1795,258,S6
1796,21,S5
1797,155,S1
1798,62,S3
1799,275,S2
1800,293,S5
1801,273,S3
1802,114,S4
1803,87,S4
1804,53,S3
1805,39,S1
1806,225,S1
1807,55,S7
1808,47,S5
1809,27,S4
1810,65,S2
1811,290,S2
1812,119,S1
1813,81,S6
1814,210,S1
1815,41,S2
1816,279,S2
1817,133,S1
1818,272,S2
1819,263,S3
1820,296,S7
1821,279,S4
1822,236,S2
1823,139,S4
1824,139,S4
1825,276,S6
1826,69,S1
1827,278,S1
1828,144,S4
1829,30,S3
1830,133,S5
1831,53,S1
1832,277,S7
1833,138,S6
1834,291,S6
1835,260,S3
1836,249,S1
1837,61,S1
1838,217,S7
1839,248,S2
1840,279,S1
1841,253,S3
1842,300,S4
1843,245,S1
1844,251,S5
1845,120,S2
1846,107,S1
1847,70,S3
1848,203,S5
1849,64,S5
1850,175,S7
1851,19,S6
1852,33,S6
1853,172,S4
1854,16,S7
1855,26,S1
1856,273,S2
1857,189,S3
1858,25,S7
1859,62,S1
1860,171,S1
1861,106,S4
1862,42,S1
1863,211,S1
1864,279,S1
1865,21,S4
1866,34,S6
1867,140,S2
1868,269,S3
1869,47,S6
1870,81,S2
