prediction_key,lead_id,stage,score_time,n_candidates,n_snapshot_found,n_availability_known,n_no_snapshot,n_stale_gt_90d,availability_known_rate,max_snapshot_age_days
L3620:T2:I16409,3620,T2,2026-03-27T08:37:00.000Z,54,54,53,0,1,0.9814814814814815,126.35902777777778
L3620:T2:I16414,3620,T2,2026-04-20T14:24:00.000Z,55,55,52,0,3,0.9454545454545454,102.6
L3621:T0,3621,T0,2025-08-05T00:00:00.000Z,66,57,50,9,7,0.7575757575757576,185
L3621:T1:I16415,3621,T1,2025-08-17T20:42:26.000Z,73,66,61,7,5,0.8356164383561644,197.86280092592594
L3622:T0,3622,T0,2025-12-21T00:00:00.000Z,20,20,20,0,0,1,63
L3622:T1:I16418,3622,T1,2025-12-21T17:30:19.000Z,21,21,21,0,0,1,63.72938657407408
L3622:T2:I16417,3622,T2,2025-12-28T16:00:20.000Z,21,21,21,0,0,1,75.66689814814815
L3622:T2:I16419,3622,T2,2025-12-28T17:17:29.000Z,21,21,21,0,0,1,54.720474537037035
L3622:T2:I16416,3622,T2,2026-04-23T19:27:00.000Z,26,26,26,0,0,1,85.81041666666667
L3623:T0,3623,T0,2025-02-21T00:00:00.000Z,7,3,3,4,0,0.42857142857142855,27
L3623:T1:I16420,3623,T1,2025-04-22T20:20:00.000Z,10,4,4,6,0,0.4,51.84722222222222
L3623:T2:I16421,3623,T2,2025-08-21T19:36:00.000Z,15,13,12,2,1,0.8,101.81666666666666
L3624:T0,3624,T0,2026-04-09T00:00:00.000Z,76,76,74,0,2,0.9736842105263158,122
L3624:T1:I16424,3624,T1,2026-04-12T20:06:27.000Z,76,76,74,0,2,0.9736842105263158,125.8378125
L3624:T2:I16425,3624,T2,2026-04-15T07:29:13.000Z,77,77,75,0,2,0.974025974025974,128.31195601851852
L3624:T2:I16422,3624,T2,2026-04-16T19:24:11.000Z,76,76,74,0,2,0.9736842105263158,129.80846064814816
L3624:T2:I16423,3624,T2,2026-04-22T09:17:02.000Z,81,81,80,0,1,0.9876543209876543,95.3868287037037
L3625:T0,3625,T0,2025-08-15T00:00:00.000Z,62,61,53,1,8,0.8548387096774194,202
L3625:T1:I16433,3625,T1,2025-08-16T12:36:50.000Z,62,61,53,1,8,0.8548387096774194,203.5255787037037
L3625:T2:I16429,3625,T2,2025-08-17T14:49:00.000Z,63,61,54,2,7,0.8571428571428571,204.6173611111111
L3625:T2:I16432,3625,T2,2025-08-19T15:41:59.000Z,63,62,55,1,7,0.873015873015873,206.6541550925926
L3625:T2:I16431,3625,T2,2025-08-25T08:19:43.000Z,63,62,55,1,7,0.873015873015873,212.34702546296296
L3625:T2:I16430,3625,T2,2025-08-25T16:44:00.000Z,63,62,55,1,7,0.873015873015873,212.69722222222222
L3625:T2:I16426,3625,T2,2026-03-20T10:00:00.000Z,99,99,92,0,7,0.9292929292929293,176.41666666666666
L3625:T2:I16428,3625,T2,2026-04-13T19:44:00.000Z,104,104,102,0,2,0.9807692307692307,200.82222222222222
L3625:T2:I16427,3625,T2,2026-06-14T16:51:00.000Z,108,108,105,0,3,0.9722222222222222,115.70208333333333
L3626:T0,3626,T0,2025-12-22T00:00:00.000Z,74,74,68,0,6,0.918918918918919,170
L3626:T1:I16438,3626,T1,2025-12-25T15:28:03.000Z,75,75,68,0,7,0.9066666666666666,173.64447916666666
L3626:T2:I16435,3626,T2,2025-12-29T16:47:34.000Z,75,75,69,0,6,0.92,144.69969907407406
L3626:T2:I16437,3626,T2,2025-12-30T16:02:26.000Z,76,76,69,0,7,0.9078947368421053,145.66835648148148
L3626:T2:I16434,3626,T2,2025-12-31T10:34:06.000Z,76,76,69,0,7,0.9078947368421053,146.44034722222221
L3626:T2:I16436,3626,T2,2026-01-04T09:31:20.000Z,76,76,70,0,6,0.9210526315789473,150.39675925925926
L3627:T0,3627,T0,2025-03-24T00:00:00.000Z,15,10,10,5,0,0.6666666666666666,66
L3627:T1:I16443,3627,T1,2025-03-29T14:31:34.000Z,16,11,11,5,0,0.6875,71.60525462962963
L3627:T2:I16440,3627,T2,2025-04-03T17:20:18.000Z,16,10,10,6,0,0.625,76.72243055555556
L3627:T2:I16439,3627,T2,2025-07-18T17:20:00.000Z,19,18,14,1,4,0.7368421052631579,118.72222222222223
L3627:T2:I16441,3627,T2,2025-11-25T17:33:00.000Z,23,23,20,0,3,0.8695652173913043,244.73125
L3627:T2:I16442,3627,T2,2025-12-08T13:41:00.000Z,24,24,22,0,2,0.9166666666666666,171.5701388888889
L3628:T0,3628,T0,2026-05-28T00:00:00.000Z,29,29,29,0,0,1,84
L3628:T1:I16444,3628,T1,2026-05-31T15:31:51.000Z,29,29,29,0,0,1,87.64711805555555
L3628:T2:I16445,3628,T2,2026-06-03T09:36:09.000Z,30,30,29,0,1,0.9666666666666667,90.40010416666667
L3628:T2:I16446,3628,T2,2026-06-05T08:22:12.000Z,30,30,29,0,1,0.9666666666666667,92.34875
L3628:T2:I16447,3628,T2,2026-06-06T07:24:26.000Z,30,30,29,0,1,0.9666666666666667,93.30863425925926
L3629:T0,3629,T0,2025-12-08T00:00:00.000Z,54,54,49,0,5,0.9074074074074074,284
L3629:T1:I16451,3629,T1,2025-12-08T10:40:19.000Z,55,55,49,0,6,0.8909090909090909,284.4446643518518
L3629:T2:I16450,3629,T2,2025-12-10T19:36:59.000Z,54,54,50,0,4,0.9259259259259259,286.81734953703705
L3629:T2:I16448,3629,T2,2026-02-24T07:04:00.000Z,64,64,60,0,4,0.9375,117.29444444444445
L3629:T2:I16449,3629,T2,2026-06-14T18:37:00.000Z,78,78,78,0,0,1,87.77569444444444
L3630:T0,3630,T0,2025-04-11T00:00:00.000Z,42,27,26,15,1,0.6190476190476191,97
L3630:T1:I16452,3630,T1,2025-04-11T20:49:29.000Z,43,28,27,15,1,0.627906976744186,97.86769675925926
L3630:T2:I16454,3630,T2,2025-04-16T17:25:47.000Z,43,29,28,14,1,0.6511627906976745,102.72623842592593
L3630:T2:I16453,3630,T2,2026-04-09T20:05:00.000Z,87,87,87,0,0,1,86.83680555555556
L3631:T0,3631,T0,2026-05-10T00:00:00.000Z,30,30,29,0,1,0.9666666666666667,110
L3631:T1:I16461,3631,T1,2026-05-10T17:22:20.000Z,31,31,30,0,1,0.967741935483871,110.72384259259259
L3631:T2:I16456,3631,T2,2026-05-12T18:23:35.000Z,31,31,30,0,1,0.967741935483871,112.76637731481482
L3631:T2:I16462,3631,T2,2026-05-14T10:20:58.000Z,31,31,30,0,1,0.967741935483871,114.43122685185185
L3631:T2:I16459,3631,T2,2026-05-14T19:44:00.000Z,31,31,30,0,1,0.967741935483871,114.82222222222222
L3631:T2:I16457,3631,T2,2026-05-15T11:33:39.000Z,31,31,30,0,1,0.967741935483871,115.4817013888889
L3631:T2:I16460,3631,T2,2026-05-16T09:24:12.000Z,31,31,30,0,1,0.967741935483871,116.39180555555555
L3631:T2:I16455,3631,T2,2026-05-17T15:52:23.000Z,30,30,29,0,1,0.9666666666666667,117.66137731481481
L3631:T2:I16458,3631,T2,2026-05-23T10:34:07.000Z,31,31,29,0,2,0.9354838709677419,123.4403587962963
L3632:T0,3632,T0,2025-11-05T00:00:00.000Z,54,53,50,1,3,0.9259259259259259,109
L3632:T1:I16468,3632,T1,2025-11-08T09:22:31.000Z,55,54,50,1,4,0.9090909090909091,112.39063657407408
L3632:T2:I16466,3632,T2,2025-11-08T12:25:17.000Z,55,54,50,1,4,0.9090909090909091,112.51755787037037
L3632:T2:I16469,3632,T2,2025-11-10T20:36:59.000Z,55,54,49,1,5,0.8909090909090909,114.8590162037037
L3632:T2:I16463,3632,T2,2025-11-17T14:50:56.000Z,56,55,50,1,5,0.8928571428571429,121.6187037037037
L3632:T2:I16464,3632,T2,2026-01-19T08:30:00.000Z,67,67,62,0,5,0.9253731343283582,141.35416666666666
L3632:T2:I16470,3632,T2,2026-02-25T14:24:00.000Z,72,72,71,0,1,0.9861111111111112,139.6
L3632:T2:I16465,3632,T2,2026-04-19T15:32:00.000Z,78,78,76,0,2,0.9743589743589743,119.64722222222223
L3632:T2:I16467,3632,T2,2026-06-02T18:15:00.000Z,85,85,80,0,5,0.9411764705882353,123.76041666666667
L3633:T0,3633,T0,2026-02-10T00:00:00.000Z,38,38,37,0,1,0.9736842105263158,121
L3633:T1:I16471,3633,T1,2026-02-14T15:34:01.000Z,39,39,38,0,1,0.9743589743589743,125.64862268518519
L3634:T0,3634,T0,2026-03-02T00:00:00.000Z,64,64,60,0,4,0.9375,123
L3634:T1:I16472,3634,T1,2026-03-06T15:01:54.000Z,65,65,61,0,4,0.9384615384615385,127.62631944444445
L3634:T2:I16474,3634,T2,2026-03-08T19:29:14.000Z,66,66,61,0,5,0.9242424242424242,129.8119675925926
L3634:T2:I16473,3634,T2,2026-03-11T12:23:00.000Z,66,66,63,0,3,0.9545454545454546,122.51597222222222
L3635:T0,3635,T0,2025-08-30T00:00:00.000Z,13,13,11,0,2,0.8461538461538461,208
L3635:T1:I16481,3635,T1,2025-09-05T16:02:49.000Z,14,14,12,0,2,0.8571428571428571,214.6686226851852
L3635:T2:I16479,3635,T2,2025-09-06T07:58:44.000Z,14,14,12,0,2,0.8571428571428571,215.3324537037037
L3635:T2:I16475,3635,T2,2025-09-09T19:04:38.000Z,14,14,12,0,2,0.8571428571428571,218.79488425925925
L3635:T2:I16480,3635,T2,2025-09-11T18:29:04.000Z,14,14,11,0,3,0.7857142857142857,220.7701851851852
L3635:T2:I16478,3635,T2,2025-12-26T18:42:00.000Z,17,17,16,0,1,0.9411764705882353,154.77916666666667
L3635:T2:I16482,3635,T2,2026-04-09T15:44:00.000Z,18,18,17,0,1,0.9444444444444444,119.65555555555555
L3635:T2:I16477,3635,T2,2026-04-21T09:57:00.000Z,18,18,17,0,1,0.9444444444444444,131.41458333333333
L3635:T2:I16476,3635,T2,2026-06-29T11:32:00.000Z,20,20,19,0,1,0.95,91.48055555555555
L3636:T0,3636,T0,2025-06-30T00:00:00.000Z,10,9,8,1,1,0.8,114
L3636:T1:I16483,3636,T1,2025-06-30T19:19:02.000Z,11,10,9,1,1,0.8181818181818182,114.80488425925925
L3636:T2:I16486,3636,T2,2025-07-01T19:26:07.000Z,10,10,9,0,1,0.9,115.80980324074073
L3636:T2:I16487,3636,T2,2025-07-02T15:20:36.000Z,11,11,10,0,1,0.9090909090909091,116.63930555555555
L3636:T2:I16488,3636,T2,2025-07-10T12:42:02.000Z,10,10,10,0,0,1,69.52918981481481
L3636:T2:I16489,3636,T2,2025-08-12T20:55:00.000Z,12,12,11,0,1,0.9166666666666666,99.87152777777777
L3636:T2:I16485,3636,T2,2026-01-02T17:20:00.000Z,18,18,18,0,0,1,89.72222222222223
L3636:T2:I16484,3636,T2,2026-02-02T17:12:00.000Z,19,19,18,0,1,0.9473684210526315,120.71666666666667
L3637:T0,3637,T0,2025-09-16T00:00:00.000Z,58,58,53,0,5,0.9137931034482759,182
L3637:T1:I16492,3637,T1,2025-09-26T18:15:44.000Z,59,59,55,0,4,0.9322033898305084,186.76092592592593
L3637:T2:I16490,3637,T2,2026-03-18T13:56:00.000Z,85,85,84,0,1,0.9882352941176471,94.58055555555555
L3637:T2:I16491,3637,T2,2026-04-11T10:14:00.000Z,87,87,87,0,0,1,88.4263888888889
L3638:T0,3638,T0,2026-04-09T00:00:00.000Z,43,43,41,0,2,0.9534883720930233,164
L3638:T1:I16500,3638,T1,2026-04-11T12:52:05.000Z,44,44,40,0,4,0.9090909090909091,166.5361689814815
L3638:T2:I16497,3638,T2,2026-04-11T14:59:50.000Z,44,44,40,0,4,0.9090909090909091,166.62488425925926
L3638:T2:I16494,3638,T2,2026-04-14T08:46:37.000Z,44,44,40,0,4,0.9090909090909091,169.36570601851852
L3638:T2:I16498,3638,T2,2026-04-16T19:15:57.000Z,44,44,39,0,5,0.8863636363636364,171.80274305555557
L3638:T2:I16496,3638,T2,2026-04-17T18:14:09.000Z,43,43,40,0,3,0.9302325581395349,172.75982638888888
L3638:T2:I16499,3638,T2,2026-04-20T18:49:46.000Z,44,44,42,0,2,0.9545454545454546,175.78456018518517
L3638:T2:I16493,3638,T2,2026-04-21T20:01:44.000Z,44,44,42,0,2,0.9545454545454546,176.83453703703702
L3638:T2:I16495,3638,T2,2026-04-22T09:25:51.000Z,44,44,42,0,2,0.9545454545454546,177.3929513888889
L3639:T0,3639,T0,2025-11-28T00:00:00.000Z,40,40,38,0,2,0.95,149
L3639:T1:I16501,3639,T1,2025-12-09T12:35:23.000Z,40,40,35,0,5,0.875,160.52457175925926
L3639:T2:I16502,3639,T2,2026-06-25T11:51:00.000Z,54,54,53,0,1,0.9814814814814815,154.49375
L3640:T0,3640,T0,2025-01-28T00:00:00.000Z,20,3,3,17,0,0.15,11
L3640:T1:I16508,3640,T1,2025-01-31T20:39:02.000Z,21,3,3,18,0,0.14285714285714285,14.860439814814814
L3640:T2:I16506,3640,T2,2025-02-03T11:57:01.000Z,21,3,3,18,0,0.14285714285714285,17.49792824074074
L3640:T2:I16507,3640,T2,2025-02-06T12:55:20.000Z,21,4,4,17,0,0.19047619047619047,20.538425925925925
L3640:T2:I16505,3640,T2,2025-03-09T13:04:00.000Z,21,9,9,12,0,0.42857142857142855,40.544444444444444
L3640:T2:I16503,3640,T2,2025-05-09T08:50:00.000Z,26,20,19,6,1,0.7307692307692307,101.36805555555556
L3640:T2:I16504,3640,T2,2025-08-19T18:39:00.000Z,33,33,30,0,3,0.9090909090909091,157.77708333333334
L3640:T2:I16509,3640,T2,2025-12-11T20:27:00.000Z,39,39,36,0,3,0.9230769230769231,98.85208333333334
L3640:T2:I16510,3640,T2,2026-02-28T17:41:00.000Z,47,47,46,0,1,0.9787234042553191,175.73680555555555
L3641:T0,3641,T0,2026-06-02T00:00:00.000Z,74,74,72,0,2,0.972972972972973,125
L3641:T1:I16514,3641,T1,2026-06-02T15:28:24.000Z,74,74,72,0,2,0.972972972972973,125.64472222222223
L3641:T2:I16513,3641,T2,2026-06-10T12:41:29.000Z,77,77,74,0,3,0.961038961038961,133.52880787037037
L3641:T2:I16511,3641,T2,2026-06-10T14:32:11.000Z,77,77,74,0,3,0.961038961038961,133.60568287037037
L3641:T2:I16512,3641,T2,2026-06-14T08:42:28.000Z,78,78,75,0,3,0.9615384615384616,137.36282407407407
L3642:T0,3642,T0,2025-08-26T00:00:00.000Z,54,53,44,1,9,0.8148148148148148,186
L3642:T1:I16515,3642,T1,2025-09-03T17:00:36.000Z,54,53,44,1,9,0.8148148148148148,194.70875
L3643:T0,3643,T0,2026-06-05T00:00:00.000Z,42,42,40,0,2,0.9523809523809523,128
L3643:T1:I16519,3643,T1,2026-06-07T07:38:11.000Z,43,43,41,0,2,0.9534883720930233,130.31818287037038
L3643:T2:I16517,3643,T2,2026-06-15T11:45:58.000Z,43,43,41,0,2,0.9534883720930233,128.49025462962962
L3643:T2:I16516,3643,T2,2026-06-15T16:34:07.000Z,43,43,41,0,2,0.9534883720930233,128.6903587962963
L3643:T2:I16518,3643,T2,2026-06-15T20:52:15.000Z,43,43,41,0,2,0.9534883720930233,128.86961805555555
L3644:T0,3644,T0,2025-01-26T00:00:00.000Z,31,6,6,25,0,0.1935483870967742,17
L3644:T1:I16524,3644,T1,2025-02-02T15:13:40.000Z,33,6,6,27,0,0.18181818181818182,24.63449074074074
L3644:T2:I16520,3644,T2,2025-02-05T18:29:27.000Z,33,7,7,26,0,0.21212121212121213,27.77045138888889
L3644:T2:I16521,3644,T2,2025-05-15T14:19:00.000Z,46,35,32,11,3,0.6956521739130435,110.59652777777778
L3644:T2:I16523,3644,T2,2025-06-21T08:21:00.000Z,53,45,42,8,3,0.7924528301886793,147.34791666666666
L3644:T2:I16522,3644,T2,2026-04-05T19:59:00.000Z,101,101,96,0,5,0.9504950495049505,192.83263888888888
L3645:T0,3645,T0,2026-01-22T00:00:00.000Z,58,58,53,0,5,0.9137931034482759,228
L3645:T1:I16529,3645,T1,2026-01-26T07:57:24.000Z,59,59,54,0,5,0.9152542372881356,232.33152777777778
L3645:T2:I16526,3645,T2,2026-01-26T18:09:58.000Z,59,59,54,0,5,0.9152542372881356,232.7569212962963
L3645:T2:I16527,3645,T2,2026-01-29T17:46:13.000Z,60,60,55,0,5,0.9166666666666666,235.74042824074073
L3645:T2:I16530,3645,T2,2026-01-29T18:29:32.000Z,60,60,55,0,5,0.9166666666666666,235.77050925925926
L3645:T2:I16528,3645,T2,2026-01-31T14:38:01.000Z,60,60,55,0,5,0.9166666666666666,237.6097337962963
L3645:T2:I16531,3645,T2,2026-02-01T10:25:34.000Z,61,61,56,0,5,0.9180327868852459,238.4344212962963
L3645:T2:I16525,3645,T2,2026-02-01T11:42:14.000Z,61,61,56,0,5,0.9180327868852459,238.48766203703704
L3646:T0,3646,T0,2025-01-16T00:00:00.000Z,9,0,0,9,0,0,
L3646:T1:I16532,3646,T1,2025-01-18T16:10:04.000Z,10,0,0,10,0,0,
L3646:T2:I16535,3646,T2,2025-01-25T14:35:21.000Z,11,1,1,10,0,0.09090909090909091,1.6078819444444445
L3646:T2:I16536,3646,T2,2025-01-27T09:37:47.000Z,11,2,2,9,0,0.18181818181818182,3.401238425925926
L3646:T2:I16533,3646,T2,2025-02-11T20:34:00.000Z,12,5,5,7,0,0.4166666666666667,18.856944444444444
L3646:T2:I16538,3646,T2,2025-06-30T18:08:00.000Z,21,21,19,0,2,0.9047619047619048,145.75555555555556
L3646:T2:I16537,3646,T2,2025-10-04T14:44:00.000Z,26,26,24,0,2,0.9230769230769231,146.61388888888888
L3646:T2:I16534,3646,T2,2026-02-09T13:27:00.000Z,29,29,26,0,3,0.896551724137931,137.56041666666667
L3647:T0,3647,T0,2025-08-28T00:00:00.000Z,42,41,35,1,6,0.8333333333333334,215
L3647:T1:I16543,3647,T1,2025-08-28T18:28:23.000Z,43,42,36,1,6,0.8372093023255814,215.76971064814813
L3647:T2:I16541,3647,T2,2025-08-31T07:17:47.000Z,43,42,36,1,6,0.8372093023255814,218.3040162037037
L3647:T2:I16542,3647,T2,2025-09-09T12:10:58.000Z,44,43,37,1,6,0.8409090909090909,227.50761574074073
L3647:T2:I16544,3647,T2,2025-11-01T07:59:00.000Z,51,50,43,1,7,0.8431372549019608,280.3326388888889
L3647:T2:I16545,3647,T2,2025-12-08T07:52:00.000Z,52,51,47,1,4,0.9038461538461539,175.32777777777778
L3647:T2:I16539,3647,T2,2025-12-15T19:34:00.000Z,52,51,48,1,3,0.9230769230769231,182.81527777777777
L3647:T2:I16540,3647,T2,2026-03-09T10:15:00.000Z,58,58,56,0,2,0.9655172413793104,204.42708333333334
L3648:T0,3648,T0,2026-02-25T00:00:00.000Z,43,43,42,0,1,0.9767441860465116,121
L3648:T1:I16550,3648,T1,2026-02-25T07:19:57.000Z,44,44,43,0,1,0.9772727272727273,121.30552083333333
L3648:T2:I16546,3648,T2,2026-02-26T12:21:49.000Z,44,44,43,0,1,0.9772727272727273,122.51515046296296
L3648:T2:I16551,3648,T2,2026-02-28T07:13:32.000Z,44,44,43,0,1,0.9772727272727273,124.30106481481481
L3648:T2:I16549,3648,T2,2026-02-28T07:34:29.000Z,44,44,43,0,1,0.9772727272727273,124.31561342592593
L3648:T2:I16547,3648,T2,2026-02-28T14:58:44.000Z,44,44,43,0,1,0.9772727272727273,124.62412037037036
L3648:T2:I16553,3648,T2,2026-03-01T18:44:23.000Z,44,44,42,0,2,0.9545454545454546,125.78082175925925
L3648:T2:I16548,3648,T2,2026-03-02T15:00:07.000Z,44,44,41,0,3,0.9318181818181818,126.62508101851851
L3648:T2:I16552,3648,T2,2026-03-05T09:47:35.000Z,44,44,42,0,2,0.9545454545454546,129.40804398148148
L3649:T0,3649,T0,2025-05-01T00:00:00.000Z,18,16,16,2,0,0.8888888888888888,79
L3649:T1:I16554,3649,T1,2026-04-12T10:32:00.000Z,34,34,33,0,1,0.9705882352941176,116.43888888888888
L3650:T0,3650,T0,2025-02-08T00:00:00.000Z,6,2,2,4,0,0.3333333333333333,14
L3650:T1:I16555,3650,T1,2025-03-08T09:32:00.000Z,9,3,3,6,0,0.3333333333333333,42.397222222222226
L3650:T2:I16556,3650,T2,2025-11-08T09:08:00.000Z,18,17,14,1,3,0.7777777777777778,158.38055555555556
L3650:T2:I16557,3650,T2,2025-11-14T07:49:00.000Z,18,17,15,1,2,0.8333333333333334,164.32569444444445
L3651:T0,3651,T0,2025-04-03T00:00:00.000Z,18,13,13,5,0,0.7222222222222222,73
L3651:T1:I16558,3651,T1,2025-05-11T08:57:00.000Z,21,18,15,3,3,0.7142857142857143,111.37291666666667
L3651:T2:I16560,3651,T2,2025-07-06T11:41:00.000Z,25,24,21,1,3,0.84,118.48680555555555
L3651:T2:I16559,3651,T2,2026-05-02T15:14:00.000Z,51,51,50,0,1,0.9803921568627451,128.63472222222222
L3651:T2:I16561,3651,T2,2026-05-12T07:38:00.000Z,51,51,50,0,1,0.9803921568627451,138.31805555555556
L3652:T0,3652,T0,2025-04-30T00:00:00.000Z,14,9,8,5,1,0.5714285714285714,107
L3652:T1:I16562,3652,T1,2025-10-14T19:16:00.000Z,17,15,14,2,1,0.8235294117647058,94.80277777777778
L3653:T0,3653,T0,2025-01-06T00:00:00.000Z,30,1,1,29,0,0.03333333333333333,2
L3653:T1:I16563,3653,T1,2025-01-15T11:26:11.000Z,33,2,2,31,0,0.06060606060606061,11.476516203703703
L3653:T2:I16564,3653,T2,2026-06-13T11:51:00.000Z,137,137,133,0,4,0.9708029197080292,134.49375
L3654:T0,3654,T0,2026-06-07T00:00:00.000Z,82,82,80,0,2,0.975609756097561,107
L3654:T1:I16565,3654,T1,2026-06-12T07:03:47.000Z,85,85,83,0,2,0.9764705882352941,112.29429398148149
L3655:T0,3655,T0,2025-07-18T00:00:00.000Z,14,12,12,2,0,0.8571428571428571,73
L3655:T1:I16573,3655,T1,2025-07-20T10:46:24.000Z,16,14,14,2,0,0.875,75.44888888888889
L3655:T2:I16571,3655,T2,2025-07-21T17:51:50.000Z,16,14,13,2,1,0.8125,117.7443287037037
L3655:T2:I16570,3655,T2,2025-07-25T20:00:31.000Z,16,15,15,1,0,0.9375,80.83369212962963
L3655:T2:I16572,3655,T2,2025-07-28T13:41:05.000Z,17,16,16,1,0,0.9411764705882353,83.57019675925926
L3655:T2:I16568,3655,T2,2025-07-31T12:34:40.000Z,17,16,16,1,0,0.9411764705882353,86.52407407407408
L3655:T2:I16566,3655,T2,2025-11-28T10:58:00.000Z,26,26,25,0,1,0.9615384615384616,165.45694444444445
L3655:T2:I16569,3655,T2,2026-05-11T10:49:00.000Z,35,35,32,0,3,0.9142857142857143,105.45069444444445
L3655:T2:I16567,3655,T2,2026-06-12T15:12:00.000Z,36,36,35,0,1,0.9722222222222222,104.63333333333334
L3656:T0,3656,T0,2025-11-28T00:00:00.000Z,40,40,37,0,3,0.925,149
L3656:T1:I16575,3656,T1,2025-12-04T12:52:17.000Z,41,41,38,0,3,0.926829268292683,155.53630787037036
L3656:T2:I16574,3656,T2,2025-12-05T17:08:31.000Z,41,41,37,0,4,0.9024390243902439,156.71424768518517
L3657:T0,3657,T0,2025-02-03T00:00:00.000Z,23,2,2,21,0,0.08695652173913043,27
L3657:T1:I16577,3657,T1,2025-12-05T16:51:00.000Z,41,41,38,0,3,0.926829268292683,156.70208333333332
L3657:T2:I16576,3657,T2,2026-02-15T14:34:00.000Z,45,45,43,0,2,0.9555555555555556,159.60694444444445
L3658:T0,3658,T0,2026-04-10T00:00:00.000Z,57,57,52,0,5,0.9122807017543859,150
L3658:T1:I16579,3658,T1,2026-04-12T10:31:41.000Z,59,59,55,0,4,0.9322033898305084,152.43866898148147
L3658:T2:I16578,3658,T2,2026-04-21T08:04:43.000Z,59,59,57,0,2,0.9661016949152542,133.3366087962963
L3659:T0,3659,T0,2026-01-14T00:00:00.000Z,30,30,29,0,1,0.9666666666666667,103
