prediction_key,lead_id,stage,score_time,n_candidates,n_snapshot_found,n_availability_known,n_no_snapshot,n_stale_gt_90d,availability_known_rate,max_snapshot_age_days
L2707:T2:I12312,2707,T2,2026-03-16T08:20:00.000Z,47,47,46,0,1,0.9787234042553191,91.34722222222223
L2707:T2:I12313,2707,T2,2026-06-24T17:54:00.000Z,52,52,51,0,1,0.9807692307692307,132.74583333333334
L2708:T0,2708,T0,2025-02-06T00:00:00.000Z,25,3,3,22,0,0.12,15
L2708:T1:I12317,2708,T1,2025-02-18T09:50:14.000Z,28,7,7,21,0,0.25,34.40988425925926
L2708:T2:I12318,2708,T2,2025-04-06T07:41:00.000Z,32,18,18,14,0,0.5625,74.32013888888889
L2708:T2:I12316,2708,T2,2026-06-28T19:09:00.000Z,80,80,77,0,3,0.9625,115.79791666666667
L2709:T0,2709,T0,2026-06-24T00:00:00.000Z,25,25,25,0,0,1,77
L2709:T1:I12321,2709,T1,2026-06-24T07:17:40.000Z,26,26,26,0,0,1,77.30393518518518
L2709:T2:I12323,2709,T2,2026-06-25T09:51:00.000Z,26,26,26,0,0,1,78.41041666666666
L2709:T2:I12319,2709,T2,2026-06-30T15:21:40.000Z,26,26,26,0,0,1,47.6400462962963
L2709:T2:I12324,2709,T2,2026-07-02T08:05:06.000Z,26,26,26,0,0,1,49.336875
L2709:T2:I12325,2709,T2,2026-07-02T11:10:43.000Z,26,26,26,0,0,1,49.46577546296297
L2709:T2:I12322,2709,T2,2026-07-02T18:50:25.000Z,26,26,26,0,0,1,49.785011574074076
L2709:T2:I12320,2709,T2,2026-07-05T17:03:19.000Z,26,26,26,0,0,1,52.71063657407407
L2709:T2:I12326,2709,T2,2026-07-07T13:10:12.000Z,26,26,26,0,0,1,54.54875
L2710:T0,2710,T0,2025-04-01T00:00:00.000Z,24,7,7,17,0,0.2916666666666667,29
L2710:T1:I12330,2710,T1,2025-04-03T19:48:01.000Z,26,8,8,18,0,0.3076923076923077,49.825011574074075
L2710:T2:I12327,2710,T2,2025-04-08T08:55:54.000Z,26,8,8,18,0,0.3076923076923077,36.37215277777778
L2710:T2:I12329,2710,T2,2025-04-08T13:43:52.000Z,26,9,9,17,0,0.34615384615384615,36.57212962962963
L2710:T2:I12331,2710,T2,2025-04-14T10:59:18.000Z,26,10,10,16,0,0.38461538461538464,65.45784722222223
L2710:T2:I12328,2710,T2,2026-06-26T19:18:00.000Z,57,57,55,0,2,0.9649122807017544,155.80416666666667
L2711:T0,2711,T0,2025-03-03T00:00:00.000Z,14,5,5,9,0,0.35714285714285715,33
L2711:T1:I12334,2711,T1,2025-03-03T11:40:20.000Z,15,6,6,9,0,0.4,33.48634259259259
L2711:T2:I12337,2711,T2,2025-03-07T15:01:17.000Z,15,5,5,10,0,0.3333333333333333,37.6258912037037
L2711:T2:I12332,2711,T2,2025-03-15T17:38:36.000Z,15,5,5,10,0,0.3333333333333333,45.73513888888889
L2711:T2:I12336,2711,T2,2025-07-07T19:24:00.000Z,22,19,15,3,4,0.6818181818181818,145.80833333333334
L2711:T2:I12335,2711,T2,2025-10-11T14:08:00.000Z,26,26,24,0,2,0.9230769230769231,110.58888888888889
L2711:T2:I12333,2711,T2,2026-01-24T17:03:00.000Z,29,29,26,0,3,0.896551724137931,160.71041666666667
L2712:T0,2712,T0,2026-02-09T00:00:00.000Z,38,38,37,0,1,0.9736842105263158,111
L2712:T1:I12339,2712,T1,2026-02-14T20:16:21.000Z,39,39,36,0,3,0.9230769230769231,116.8446875
L2712:T2:I12338,2712,T2,2026-02-17T15:50:23.000Z,39,39,36,0,3,0.9230769230769231,119.65998842592593
L2713:T0,2713,T0,2025-09-26T00:00:00.000Z,33,33,28,0,5,0.8484848484848485,136
L2713:T1:I12340,2713,T1,2025-09-27T09:28:14.000Z,34,34,28,0,6,0.8235294117647058,137.39460648148147
L2713:T2:I12341,2713,T2,2025-10-13T15:55:00.000Z,34,34,28,0,6,0.8235294117647058,153.66319444444446
L2714:T0,2714,T0,2026-05-20T00:00:00.000Z,68,68,67,0,1,0.9852941176470589,109
L2714:T1:I12346,2714,T1,2026-05-23T08:11:09.000Z,70,70,69,0,1,0.9857142857142858,91.3410763888889
L2714:T2:I12345,2714,T2,2026-05-23T20:18:41.000Z,70,70,69,0,1,0.9857142857142858,91.84630787037037
L2714:T2:I12349,2714,T2,2026-05-27T14:04:16.000Z,70,70,69,0,1,0.9857142857142858,95.5862962962963
L2714:T2:I12344,2714,T2,2026-05-28T19:52:54.000Z,69,69,68,0,1,0.9855072463768116,96.82840277777778
L2714:T2:I12348,2714,T2,2026-05-29T09:46:51.000Z,70,70,68,0,2,0.9714285714285714,97.40753472222222
L2714:T2:I12343,2714,T2,2026-05-29T13:31:34.000Z,70,70,68,0,2,0.9714285714285714,97.56358796296297
L2714:T2:I12347,2714,T2,2026-05-31T10:11:19.000Z,70,70,69,0,1,0.9857142857142858,99.42452546296296
L2714:T2:I12342,2714,T2,2026-05-31T15:12:10.000Z,70,70,69,0,1,0.9857142857142858,99.63344907407408
L2715:T0,2715,T0,2025-02-17T00:00:00.000Z,4,1,1,3,0,0.25,1
L2715:T1:I12350,2715,T1,2025-06-19T16:11:00.000Z,11,9,8,2,1,0.7272727272727273,103.67430555555555
L2716:T0,2716,T0,2025-01-09T00:00:00.000Z,15,0,0,15,0,0,
L2716:T1:I12351,2716,T1,2026-05-07T13:42:00.000Z,55,55,55,0,0,1,84.57083333333334
L2717:T0,2717,T0,2026-02-18T00:00:00.000Z,26,26,23,0,3,0.8846153846153846,229
L2717:T1:I12355,2717,T1,2026-02-18T14:22:12.000Z,27,27,24,0,3,0.8888888888888888,229.59875
L2717:T2:I12356,2717,T2,2026-02-18T20:44:39.000Z,27,27,24,0,3,0.8888888888888888,229.86434027777779
L2717:T2:I12353,2717,T2,2026-02-27T15:50:00.000Z,27,27,26,0,1,0.9629629629629629,211.65972222222223
L2717:T2:I12352,2717,T2,2026-03-03T10:30:59.000Z,26,26,25,0,1,0.9615384615384616,215.43818287037038
L2717:T2:I12354,2717,T2,2026-03-05T12:52:00.000Z,27,27,27,0,0,1,41.53611111111111
L2717:T2:I12357,2717,T2,2026-06-01T13:13:00.000Z,30,30,30,0,0,1,54.550694444444446
L2718:T0,2718,T0,2025-09-12T00:00:00.000Z,23,23,21,0,2,0.9130434782608695,116
L2718:T1:I12360,2718,T1,2025-09-15T16:37:59.000Z,24,24,22,0,2,0.9166666666666666,119.69304398148148
L2718:T2:I12358,2718,T2,2025-09-19T16:12:49.000Z,23,23,21,0,2,0.9130434782608695,123.67556712962963
L2718:T2:I12361,2718,T2,2026-02-09T13:00:00.000Z,26,26,25,0,1,0.9615384615384616,110.54166666666667
L2718:T2:I12359,2718,T2,2026-03-21T18:18:00.000Z,27,27,25,0,2,0.9259259259259259,106.7625
L2718:T2:I12362,2718,T2,2026-05-18T18:55:00.000Z,28,28,27,0,1,0.9642857142857143,164.78819444444446
L2719:T0,2719,T0,2026-03-19T00:00:00.000Z,62,62,61,0,1,0.9838709677419355,121
L2719:T1:I12363,2719,T1,2026-03-24T14:50:21.000Z,64,64,62,0,2,0.96875,126.61829861111111
L2720:T0,2720,T0,2025-10-23T00:00:00.000Z,28,27,24,1,3,0.8571428571428571,139
L2720:T1:I12367,2720,T1,2025-10-24T19:45:29.000Z,29,28,25,1,3,0.8620689655172413,140.82325231481482
L2720:T2:I12364,2720,T2,2025-10-26T07:30:36.000Z,29,28,25,1,3,0.8620689655172413,142.31291666666667
L2720:T2:I12366,2720,T2,2025-10-27T07:22:33.000Z,29,28,25,1,3,0.8620689655172413,143.3073263888889
L2720:T2:I12370,2720,T2,2025-10-29T20:00:08.000Z,29,28,25,1,3,0.8620689655172413,145.83342592592592
L2720:T2:I12368,2720,T2,2025-11-03T10:56:37.000Z,29,28,25,1,3,0.8620689655172413,150.4559837962963
L2720:T2:I12369,2720,T2,2026-02-09T20:29:00.000Z,30,30,28,0,2,0.9333333333333333,111.85347222222222
L2720:T2:I12365,2720,T2,2026-04-21T13:27:00.000Z,35,35,35,0,0,1,77.56041666666667
L2721:T0,2721,T0,2026-01-19T00:00:00.000Z,55,55,51,0,4,0.9272727272727272,121
L2721:T1:I12377,2721,T1,2026-01-21T07:57:20.000Z,56,56,52,0,4,0.9285714285714286,123.33148148148148
L2721:T2:I12373,2721,T2,2026-01-25T12:02:41.000Z,58,58,55,0,3,0.9482758620689655,122.50186342592593
L2721:T2:I12372,2721,T2,2026-02-01T14:52:16.000Z,58,58,57,0,1,0.9827586206896551,97.61962962962963
L2721:T2:I12371,2721,T2,2026-02-01T15:34:21.000Z,57,57,56,0,1,0.9824561403508771,97.64885416666667
L2721:T2:I12376,2721,T2,2026-02-03T09:26:00.000Z,58,58,57,0,1,0.9827586206896551,99.39305555555555
L2721:T2:I12374,2721,T2,2026-03-21T12:42:00.000Z,61,61,59,0,2,0.9672131147540983,145.52916666666667
L2721:T2:I12375,2721,T2,2026-04-20T20:01:00.000Z,63,63,61,0,2,0.9682539682539683,175.83402777777778
L2722:T0,2722,T0,2025-09-27T00:00:00.000Z,38,38,33,0,5,0.868421052631579,189
L2722:T1:I12378,2722,T1,2025-10-07T18:42:58.000Z,41,41,37,0,4,0.9024390243902439,199.77983796296297
L2723:T0,2723,T0,2025-12-28T00:00:00.000Z,20,20,20,0,0,1,84
L2723:T1:I12383,2723,T1,2025-12-28T12:02:41.000Z,20,20,20,0,0,1,84.50186342592593
L2723:T2:I12382,2723,T2,2026-01-01T14:28:58.000Z,22,22,22,0,0,1,88.60344907407408
L2723:T2:I12380,2723,T2,2026-01-07T13:02:06.000Z,23,23,22,0,1,0.9565217391304348,94.543125
L2723:T2:I12381,2723,T2,2026-01-10T20:53:08.000Z,23,23,22,0,1,0.9565217391304348,97.87023148148148
L2723:T2:I12379,2723,T2,2026-03-08T14:40:00.000Z,27,27,26,0,1,0.9629629629629629,92.61111111111111
L2724:T0,2724,T0,2026-03-02T00:00:00.000Z,27,27,24,0,3,0.8888888888888888,230
L2724:T1:I12384,2724,T1,2026-03-02T19:19:00.000Z,28,28,25,0,3,0.8928571428571429,230.8048611111111
L2724:T2:I12385,2724,T2,2026-03-03T14:23:34.000Z,28,28,25,0,3,0.8928571428571429,231.59969907407407
L2724:T2:I12390,2724,T2,2026-03-03T17:37:30.000Z,27,27,24,0,3,0.8888888888888888,231.734375
L2724:T2:I12389,2724,T2,2026-03-05T07:15:13.000Z,28,28,24,0,4,0.8571428571428571,233.3022337962963
L2724:T2:I12387,2724,T2,2026-03-05T08:46:42.000Z,28,28,25,0,3,0.8928571428571429,233.3657638888889
L2724:T2:I12388,2724,T2,2026-03-15T10:38:36.000Z,28,28,23,0,5,0.8214285714285714,243.44347222222223
L2724:T2:I12386,2724,T2,2026-05-11T17:52:00.000Z,31,31,31,0,0,1,78.74444444444444
L2725:T0,2725,T0,2026-03-26T00:00:00.000Z,92,92,89,0,3,0.967391304347826,116
L2725:T1:I12391,2725,T1,2026-03-28T11:34:16.000Z,93,93,90,0,3,0.967741935483871,118.48212962962963
L2726:T0,2726,T0,2025-01-14T00:00:00.000Z,11,1,1,10,0,0.09090909090909091,0
L2726:T1:I12392,2726,T1,2026-03-15T17:19:00.000Z,44,44,41,0,3,0.9318181818181818,139.72152777777777
L2727:T0,2727,T0,2026-01-28T00:00:00.000Z,50,50,48,0,2,0.96,135
L2727:T1:I12397,2727,T1,2026-02-01T12:21:37.000Z,51,51,49,0,2,0.9607843137254902,139.51501157407407
L2727:T2:I12394,2727,T2,2026-02-03T15:17:46.000Z,51,51,49,0,2,0.9607843137254902,141.63733796296296
L2727:T2:I12393,2727,T2,2026-02-05T09:43:50.000Z,51,51,49,0,2,0.9607843137254902,143.40543981481483
L2727:T2:I12395,2727,T2,2026-04-21T16:57:00.000Z,59,59,57,0,2,0.9661016949152542,133.70625
L2727:T2:I12396,2727,T2,2026-06-19T10:11:00.000Z,65,65,65,0,0,1,77.42430555555555
L2728:T0,2728,T0,2025-12-25T00:00:00.000Z,41,41,38,0,3,0.926829268292683,130
L2728:T1:I12400,2728,T1,2025-12-25T19:51:31.000Z,42,42,38,0,4,0.9047619047619048,130.82744212962962
L2728:T2:I12399,2728,T2,2025-12-26T16:52:07.000Z,42,42,39,0,3,0.9285714285714286,131.70285879629628
L2728:T2:I12402,2728,T2,2025-12-27T15:18:00.000Z,42,42,39,0,3,0.9285714285714286,132.6375
L2728:T2:I12398,2728,T2,2026-01-02T13:03:11.000Z,43,43,40,0,3,0.9302325581395349,138.5438773148148
L2728:T2:I12401,2728,T2,2026-01-05T15:35:34.000Z,43,43,40,0,3,0.9302325581395349,141.64969907407408
L2729:T0,2729,T0,2025-11-30T00:00:00.000Z,32,32,32,0,0,1,87
L2729:T1:I12409,2729,T1,2025-11-30T08:31:14.000Z,33,33,33,0,0,1,87.35502314814815
L2729:T2:I12404,2729,T2,2025-12-03T13:49:28.000Z,33,33,32,0,1,0.9696969696969697,90.57601851851852
L2729:T2:I12406,2729,T2,2025-12-07T19:45:25.000Z,33,33,31,0,2,0.9393939393939394,94.82320601851852
L2729:T2:I12403,2729,T2,2025-12-13T14:57:46.000Z,34,34,32,0,2,0.9411764705882353,100.62344907407407
L2729:T2:I12408,2729,T2,2026-03-29T18:03:00.000Z,40,40,40,0,0,1,88.75208333333333
L2729:T2:I12405,2729,T2,2026-05-17T12:07:00.000Z,41,41,40,0,1,0.975609756097561,106.50486111111111
L2729:T2:I12407,2729,T2,2026-06-14T20:48:00.000Z,44,44,44,0,0,1,71.86666666666666
L2730:T0,2730,T0,2025-12-08T00:00:00.000Z,22,22,17,0,5,0.7727272727272727,166
L2730:T1:I12411,2730,T1,2025-12-14T11:08:41.000Z,23,23,16,0,7,0.6956521739130435,172.46436342592594
L2730:T2:I12412,2730,T2,2025-12-18T13:49:47.000Z,23,23,17,0,6,0.7391304347826086,176.57623842592594
L2730:T2:I12414,2730,T2,2025-12-19T19:13:27.000Z,23,23,17,0,6,0.7391304347826086,177.80100694444445
L2730:T2:I12413,2730,T2,2025-12-20T11:41:27.000Z,23,23,16,0,7,0.6956521739130435,225.48711805555556
L2730:T2:I12415,2730,T2,2025-12-21T16:21:40.000Z,23,23,17,0,6,0.7391304347826086,179.68171296296296
L2730:T2:I12410,2730,T2,2025-12-26T08:25:00.000Z,23,23,18,0,5,0.782608695652174,175.35069444444446
L2731:T0,2731,T0,2026-01-27T00:00:00.000Z,20,20,19,0,1,0.95,91
L2731:T1:I12416,2731,T1,2026-02-05T16:16:51.000Z,21,21,20,0,1,0.9523809523809523,100.67836805555555
L2731:T2:I12418,2731,T2,2026-02-06T16:42:09.000Z,21,21,20,0,1,0.9523809523809523,101.6959375
L2731:T2:I12420,2731,T2,2026-02-07T18:49:33.000Z,21,21,20,0,1,0.9523809523809523,102.78440972222222
L2731:T2:I12421,2731,T2,2026-02-08T10:45:07.000Z,21,21,19,0,2,0.9047619047619048,109.44799768518519
L2731:T2:I12417,2731,T2,2026-02-09T13:22:50.000Z,21,21,20,0,1,0.9523809523809523,104.55752314814815
L2731:T2:I12419,2731,T2,2026-04-22T17:11:00.000Z,28,28,27,0,1,0.9642857142857143,102.71597222222222
L2732:T0,2732,T0,2026-06-24T00:00:00.000Z,93,93,89,0,4,0.956989247311828,159
L2732:T1:I12422,2732,T1,2026-07-03T20:39:42.000Z,94,94,90,0,4,0.9574468085106383,151.86090277777777
L2733:T0,2733,T0,2025-03-01T00:00:00.000Z,28,12,12,16,0,0.42857142857142855,60
L2733:T1:I12429,2733,T1,2025-03-07T11:25:46.000Z,30,15,15,15,0,0.5,66.47622685185185
L2733:T2:I12423,2733,T2,2025-03-08T09:57:25.000Z,30,16,16,14,0,0.5333333333333333,67.41487268518519
L2733:T2:I12427,2733,T2,2025-06-19T16:36:00.000Z,41,39,35,2,4,0.8536585365853658,137.69166666666666
L2733:T2:I12428,2733,T2,2025-06-19T20:50:00.000Z,41,39,35,2,4,0.8536585365853658,137.86805555555554
L2733:T2:I12425,2733,T2,2025-09-26T16:55:00.000Z,49,49,37,0,12,0.7551020408163265,226.70486111111111
L2733:T2:I12426,2733,T2,2025-10-27T17:45:00.000Z,52,52,44,0,8,0.8461538461538461,257.7395833333333
L2733:T2:I12424,2733,T2,2026-01-01T07:35:00.000Z,58,58,54,0,4,0.9310344827586207,222.31597222222223
L2734:T0,2734,T0,2025-11-08T00:00:00.000Z,88,87,81,1,6,0.9204545454545454,160
L2734:T1:I12431,2734,T1,2025-11-16T19:06:53.000Z,89,88,80,1,8,0.898876404494382,168.79644675925925
L2734:T2:I12430,2734,T2,2025-11-18T16:17:13.000Z,89,88,79,1,9,0.8876404494382022,170.6786226851852
L2735:T0,2735,T0,2025-07-09T00:00:00.000Z,25,22,21,3,1,0.84,157
L2735:T1:I12433,2735,T1,2025-07-17T07:11:43.000Z,28,26,25,2,1,0.8928571428571429,165.29980324074074
L2735:T2:I12432,2735,T2,2025-07-22T07:59:09.000Z,30,28,26,2,2,0.8666666666666667,170.33274305555557
L2735:T2:I12434,2735,T2,2025-10-12T15:32:00.000Z,37,37,30,0,7,0.8108108108108109,159.6472222222222
L2736:T0,2736,T0,2026-03-09T00:00:00.000Z,16,16,16,0,0,1,67
L2736:T1:I12436,2736,T1,2026-03-11T07:16:42.000Z,17,17,17,0,0,1,69.30326388888889
L2736:T2:I12438,2736,T2,2026-03-13T20:27:32.000Z,17,17,17,0,0,1,71.8524537037037
L2736:T2:I12441,2736,T2,2026-03-14T10:04:29.000Z,17,17,17,0,0,1,72.41978009259259
L2736:T2:I12435,2736,T2,2026-03-16T16:44:06.000Z,17,17,17,0,0,1,74.69729166666667
L2736:T2:I12437,2736,T2,2026-03-17T13:21:26.000Z,17,17,17,0,0,1,75.55655092592593
L2736:T2:I12439,2736,T2,2026-03-18T20:12:05.000Z,16,16,16,0,0,1,76.84172453703704
L2736:T2:I12440,2736,T2,2026-03-21T11:28:17.000Z,17,17,17,0,0,1,79.47797453703704
L2736:T2:I12442,2736,T2,2026-05-10T19:12:00.000Z,20,20,19,0,1,0.95,90.8
L2737:T0,2737,T0,2025-12-26T00:00:00.000Z,27,27,27,0,0,1,56
L2737:T1:I12444,2737,T1,2025-12-27T15:41:03.000Z,29,29,29,0,0,1,57.653506944444445
L2737:T2:I12443,2737,T2,2026-05-28T08:48:00.000Z,39,39,35,0,4,0.8974358974358975,114.36666666666666
L2738:T0,2738,T0,2025-10-27T00:00:00.000Z,44,44,37,0,7,0.8409090909090909,141
L2738:T1:I12448,2738,T1,2025-10-28T10:14:57.000Z,45,45,39,0,6,0.8666666666666667,138.4270486111111
L2738:T2:I12449,2738,T2,2025-11-03T18:32:59.000Z,45,45,38,0,7,0.8444444444444444,144.7729050925926
L2738:T2:I12446,2738,T2,2025-11-04T10:06:16.000Z,44,44,37,0,7,0.8409090909090909,145.4210185185185
L2738:T2:I12445,2738,T2,2025-11-13T12:31:00.000Z,46,46,39,0,7,0.8478260869565217,154.52152777777778
L2738:T2:I12447,2738,T2,2026-01-04T12:45:00.000Z,55,55,50,0,5,0.9090909090909091,178.53125
L2739:T0,2739,T0,2026-03-12T00:00:00.000Z,34,34,34,0,0,1,83
L2739:T1:I12451,2739,T1,2026-03-15T07:56:35.000Z,35,35,35,0,0,1,86.33096064814815
L2739:T2:I12452,2739,T2,2026-03-23T09:03:39.000Z,36,36,36,0,0,1,69.37753472222222
L2739:T2:I12450,2739,T2,2026-04-23T14:09:00.000Z,37,37,33,0,4,0.8918918918918919,100.58958333333334
L2740:T0,2740,T0,2025-07-25T00:00:00.000Z,13,13,10,0,3,0.7692307692307693,128
L2740:T1:I12453,2740,T1,2025-07-26T14:11:54.000Z,14,14,11,0,3,0.7857142857142857,129.59159722222222
L2740:T2:I12454,2740,T2,2025-07-30T11:56:06.000Z,14,14,11,0,3,0.7857142857142857,133.49729166666665
L2740:T2:I12455,2740,T2,2025-08-02T17:33:13.000Z,14,14,11,0,3,0.7857142857142857,136.73140046296297
L2740:T2:I12456,2740,T2,2025-08-04T17:38:56.000Z,14,14,10,0,4,0.7142857142857143,173.73537037037036
L2740:T2:I12458,2740,T2,2025-08-14T16:24:00.000Z,14,13,10,1,3,0.7142857142857143,148.68333333333334
L2740:T2:I12459,2740,T2,2026-02-21T13:16:00.000Z,21,21,20,0,1,0.9523809523809523,116.55277777777778
L2740:T2:I12457,2740,T2,2026-05-11T16:38:00.000Z,28,28,28,0,0,1,60.69305555555555
L2740:T2:I12460,2740,T2,2026-06-28T19:50:00.000Z,30,30,28,0,2,0.9333333333333333,108.82638888888889
L2741:T0,2741,T0,2025-04-25T00:00:00.000Z,25,13,13,12,0,0.52,58
L2741:T1:I12466,2741,T1,2025-05-01T15:30:14.000Z,28,17,17,11,0,0.6071428571428571,89.64599537037037
L2741:T2:I12461,2741,T2,2025-05-02T16:10:02.000Z,27,16,16,11,0,0.5925925925925926,65.67363425925926
L2741:T2:I12467,2741,T2,2025-05-05T11:25:35.000Z,28,16,16,12,0,0.5714285714285714,68.47609953703704
L2741:T2:I12463,2741,T2,2025-10-24T11:02:00.000Z,55,55,51,0,4,0.9272727272727272,208.4597222222222
L2741:T2:I12465,2741,T2,2025-11-10T16:35:00.000Z,60,60,58,0,2,0.9666666666666667,141.69097222222223
L2741:T2:I12462,2741,T2,2025-12-19T08:51:00.000Z,64,64,60,0,4,0.9375,125.36875
L2741:T2:I12464,2741,T2,2026-02-05T20:58:00.000Z,70,70,62,0,8,0.8857142857142857,153.8736111111111
L2742:T0,2742,T0,2025-08-27T00:00:00.000Z,15,15,13,0,2,0.8666666666666667,161
L2742:T1:I12472,2742,T1,2025-08-30T16:28:28.000Z,16,16,14,0,2,0.875,164.6864351851852
L2742:T2:I12473,2742,T2,2025-09-05T12:50:28.000Z,16,16,14,0,2,0.875,170.5350462962963
L2742:T2:I12471,2742,T2,2025-09-07T13:43:48.000Z,16,16,14,0,2,0.875,172.57208333333332
L2742:T2:I12468,2742,T2,2025-12-12T13:36:00.000Z,17,17,14,0,3,0.8235294117647058,109.56666666666666
L2742:T2:I12474,2742,T2,2026-01-16T12:43:00.000Z,17,17,15,0,2,0.8823529411764706,136.5298611111111
L2742:T2:I12470,2742,T2,2026-01-21T13:39:00.000Z,17,17,15,0,2,0.8823529411764706,141.56875
L2742:T2:I12469,2742,T2,2026-04-13T10:46:00.000Z,20,20,19,0,1,0.95,104.4486111111111
L2743:T0,2743,T0,2025-06-30T00:00:00.000Z,43,37,32,6,5,0.7441860465116279,125
L2743:T1:I12476,2743,T1,2025-06-30T10:19:54.000Z,44,38,33,6,5,0.75,125.43048611111111
L2743:T2:I12481,2743,T2,2025-07-04T15:46:52.000Z,44,38,33,6,5,0.75,129.6575462962963
L2743:T2:I12475,2743,T2,2025-07-09T14:20:03.000Z,45,38,33,7,5,0.7333333333333333,134.59725694444444
L2743:T2:I12480,2743,T2,2025-07-26T15:37:00.000Z,50,46,41,4,5,0.82,151.65069444444444
L2743:T2:I12477,2743,T2,2025-08-27T08:03:00.000Z,57,54,47,3,7,0.8245614035087719,183.33541666666667
L2743:T2:I12479,2743,T2,2026-01-12T16:08:00.000Z,70,70,69,0,1,0.9857142857142858,119.67222222222222
L2743:T2:I12478,2743,T2,2026-06-16T09:01:00.000Z,92,92,91,0,1,0.9891304347826086,96.37569444444445
L2744:T0,2744,T0,2026-02-19T00:00:00.000Z,11,11,10,0,1,0.9090909090909091,121
L2744:T1:I12489,2744,T1,2026-02-20T10:48:59.000Z,12,12,11,0,1,0.9166666666666666,122.45068287037037
L2744:T2:I12485,2744,T2,2026-02-22T20:10:48.000Z,12,12,11,0,1,0.9166666666666666,124.84083333333334
L2744:T2:I12484,2744,T2,2026-02-23T20:50:18.000Z,12,12,11,0,1,0.9166666666666666,125.86826388888889
L2744:T2:I12486,2744,T2,2026-02-28T10:10:00.000Z,12,12,11,0,1,0.9166666666666666,130.42361111111111
L2744:T2:I12482,2744,T2,2026-02-28T11:29:31.000Z,12,12,11,0,1,0.9166666666666666,130.47883101851852
L2744:T2:I12488,2744,T2,2026-03-02T18:02:04.000Z,12,12,11,0,1,0.9166666666666666,132.7514351851852
L2744:T2:I12483,2744,T2,2026-04-02T12:28:00.000Z,12,12,10,0,2,0.8333333333333334,163.51944444444445
L2744:T2:I12487,2744,T2,2026-04-12T13:54:00.000Z,12,12,10,0,2,0.8333333333333334,173.57916666666668
L2745:T0,2745,T0,2025-09-01T00:00:00.000Z,27,27,23,0,4,0.8518518518518519,159
L2745:T1:I12493,2745,T1,2025-09-13T18:25:32.000Z,28,28,22,0,6,0.7857142857142857,171.7677314814815
L2745:T2:I12497,2745,T2,2025-09-25T13:26:00.000Z,28,28,21,0,7,0.75,183.55972222222223
L2745:T2:I12496,2745,T2,2025-11-08T20:18:00.000Z,31,31,25,0,6,0.8064516129032258,227.84583333333333
L2745:T2:I12494,2745,T2,2025-11-26T11:33:00.000Z,32,32,27,0,5,0.84375,245.48125
L2745:T2:I12490,2745,T2,2025-11-26T14:50:00.000Z,31,31,26,0,5,0.8387096774193549,245.61805555555554
L2745:T2:I12495,2745,T2,2025-12-20T14:54:00.000Z,33,33,30,0,3,0.9090909090909091,183.62083333333334
L2745:T2:I12491,2745,T2,2026-01-14T12:46:00.000Z,36,36,33,0,3,0.9166666666666666,208.53194444444443
