prediction_key,lead_id,stage,score_time,n_candidates,n_snapshot_found,n_availability_known,n_no_snapshot,n_stale_gt_90d,availability_known_rate,max_snapshot_age_days
L1821:T0,1821,T0,2026-05-14T00:00:00.000Z,64,64,61,0,3,0.953125,114
L1821:T1:I8223,1821,T1,2026-05-14T19:35:28.000Z,65,65,62,0,3,0.9538461538461539,114.8162962962963
L1821:T2:I8218,1821,T2,2026-05-15T16:14:44.000Z,65,65,62,0,3,0.9538461538461539,115.67689814814815
L1821:T2:I8220,1821,T2,2026-05-16T11:29:40.000Z,65,65,62,0,3,0.9538461538461539,116.47893518518518
L1821:T2:I8222,1821,T2,2026-05-20T10:53:28.000Z,66,66,63,0,3,0.9545454545454546,120.45379629629629
L1821:T2:I8221,1821,T2,2026-05-25T12:57:13.000Z,66,66,63,0,3,0.9545454545454546,125.53973379629629
L1821:T2:I8224,1821,T2,2026-05-26T17:51:11.000Z,66,66,63,0,3,0.9545454545454546,126.74387731481481
L1821:T2:I8219,1821,T2,2026-05-27T14:46:03.000Z,65,65,62,0,3,0.9538461538461539,127.6153125
L1822:T0,1822,T0,2025-12-16T00:00:00.000Z,35,35,33,0,2,0.9428571428571428,186
L1822:T1:I8225,1822,T1,2025-12-20T14:18:15.000Z,36,36,34,0,2,0.9444444444444444,190.59600694444444
L1823:T0,1823,T0,2025-05-02T00:00:00.000Z,20,17,15,3,2,0.75,102
L1823:T1:I8227,1823,T1,2025-05-12T12:27:58.000Z,21,19,16,2,3,0.7619047619047619,112.5194212962963
L1823:T2:I8226,1823,T2,2025-07-14T16:59:00.000Z,28,26,24,2,2,0.8571428571428571,126.7076388888889
L1823:T2:I8228,1823,T2,2025-12-30T11:15:00.000Z,43,43,38,0,5,0.8837209302325582,163.46875
L1824:T0,1824,T0,2025-04-02T00:00:00.000Z,16,7,7,9,0,0.4375,59
L1824:T1:I8231,1824,T1,2025-04-04T13:21:16.000Z,17,8,8,9,0,0.47058823529411764,61.55643518518519
L1824:T2:I8229,1824,T2,2025-04-05T16:49:45.000Z,17,10,10,7,0,0.5882352941176471,62.70121527777778
L1824:T2:I8230,1824,T2,2025-05-10T10:27:00.000Z,18,16,14,2,2,0.7777777777777778,97.43541666666667
L1824:T2:I8232,1824,T2,2026-05-12T11:51:00.000Z,39,39,38,0,1,0.9743589743589743,106.49375
L1825:T0,1825,T0,2025-07-11T00:00:00.000Z,41,40,34,1,6,0.8292682926829268,140
L1825:T1:I8237,1825,T1,2025-07-16T08:19:39.000Z,42,41,35,1,6,0.8333333333333334,145.34697916666667
L1825:T2:I8234,1825,T2,2025-10-19T19:54:00.000Z,48,47,39,1,8,0.8125,240.82916666666668
L1825:T2:I8236,1825,T2,2025-12-01T19:47:00.000Z,50,50,43,0,7,0.86,283.82430555555555
L1825:T2:I8235,1825,T2,2025-12-06T13:23:00.000Z,50,50,43,0,7,0.86,288.5576388888889
L1825:T2:I8233,1825,T2,2026-03-06T11:45:00.000Z,60,60,58,0,2,0.9666666666666667,209.48958333333334
L1826:T0,1826,T0,2025-04-15T00:00:00.000Z,25,17,17,8,0,0.68,85
L1826:T1:I8241,1826,T1,2025-04-23T14:44:22.000Z,26,18,17,8,1,0.6538461538461539,93.61414351851852
L1826:T2:I8238,1826,T2,2025-05-09T07:54:00.000Z,26,19,16,7,3,0.6153846153846154,109.32916666666667
L1826:T2:I8243,1826,T2,2025-09-02T14:48:00.000Z,38,38,34,0,4,0.8947368421052632,120.61666666666666
L1826:T2:I8242,1826,T2,2025-10-29T17:37:00.000Z,45,45,39,0,6,0.8666666666666667,139.73402777777778
L1826:T2:I8244,1826,T2,2026-01-14T09:44:00.000Z,56,56,52,0,4,0.9285714285714286,164.40555555555557
L1826:T2:I8240,1826,T2,2026-01-17T07:48:00.000Z,56,56,52,0,4,0.9285714285714286,167.325
L1826:T2:I8239,1826,T2,2026-03-23T10:33:00.000Z,62,62,60,0,2,0.967741935483871,147.43958333333333
L1827:T0,1827,T0,2025-03-27T00:00:00.000Z,39,23,23,16,0,0.5897435897435898,82
L1827:T1:I8252,1827,T1,2025-03-30T12:29:44.000Z,40,26,26,14,0,0.65,85.52064814814815
L1827:T2:I8250,1827,T2,2025-04-08T07:52:58.000Z,43,28,27,15,1,0.627906976744186,94.32844907407407
L1827:T2:I8246,1827,T2,2025-05-20T17:58:00.000Z,47,39,35,8,4,0.7446808510638298,136.7486111111111
L1827:T2:I8245,1827,T2,2025-07-07T20:07:00.000Z,51,48,40,3,8,0.7843137254901961,184.83819444444444
L1827:T2:I8247,1827,T2,2026-04-20T11:01:00.000Z,89,89,87,0,2,0.9775280898876404,97.45902777777778
L1827:T2:I8249,1827,T2,2026-04-25T20:56:00.000Z,91,91,89,0,2,0.978021978021978,102.87222222222222
L1827:T2:I8251,1827,T2,2026-05-07T10:30:00.000Z,94,94,92,0,2,0.9787234042553191,110.4375
L1827:T2:I8248,1827,T2,2026-05-19T20:41:00.000Z,96,96,93,0,3,0.96875,109.86180555555555
L1828:T0,1828,T0,2025-03-28T00:00:00.000Z,42,23,23,19,0,0.5476190476190477,60
L1828:T1:I8255,1828,T1,2025-06-24T18:58:00.000Z,60,50,46,10,4,0.7666666666666667,143.7902777777778
L1828:T2:I8259,1828,T2,2025-07-03T20:13:00.000Z,62,54,50,8,4,0.8064516129032258,152.8423611111111
L1828:T2:I8254,1828,T2,2025-07-15T07:50:00.000Z,64,55,49,9,6,0.765625,164.32638888888889
L1828:T2:I8253,1828,T2,2025-07-29T11:00:00.000Z,67,58,50,9,8,0.746268656716418,178.45833333333334
L1828:T2:I8258,1828,T2,2026-03-06T16:26:00.000Z,105,105,103,0,2,0.9809523809523809,152.68472222222223
L1828:T2:I8256,1828,T2,2026-04-13T11:40:00.000Z,109,109,105,0,4,0.963302752293578,139.48611111111111
L1828:T2:I8257,1828,T2,2026-06-16T18:47:00.000Z,118,118,116,0,2,0.9830508474576272,94.78263888888888
L1829:T0,1829,T0,2025-01-21T00:00:00.000Z,3,0,0,3,0,0,
L1829:T1:I8261,1829,T1,2025-01-21T11:25:25.000Z,4,0,0,4,0,0,
L1829:T2:I8260,1829,T2,2025-04-26T09:12:00.000Z,6,4,4,2,0,0.6666666666666666,43.38333333333333
L1829:T2:I8262,1829,T2,2026-04-29T08:36:00.000Z,17,17,16,0,1,0.9411764705882353,120.35833333333333
L1830:T0,1830,T0,2025-01-03T00:00:00.000Z,7,0,0,7,0,0,
L1830:T1:I8264,1830,T1,2025-01-08T09:40:36.000Z,9,0,0,9,0,0,
L1830:T2:I8265,1830,T2,2025-02-08T16:48:00.000Z,10,0,0,10,0,0,
L1830:T2:I8268,1830,T2,2025-02-24T16:31:00.000Z,12,3,3,9,0,0.25,13.688194444444445
L1830:T2:I8266,1830,T2,2025-08-18T17:36:00.000Z,24,24,19,0,5,0.7916666666666666,173.73333333333332
L1830:T2:I8263,1830,T2,2025-09-02T18:45:00.000Z,24,24,21,0,3,0.875,188.78125
L1830:T2:I8267,1830,T2,2025-12-09T13:13:00.000Z,26,26,23,0,3,0.8846153846153846,120.55069444444445
L1831:T0,1831,T0,2025-08-14T00:00:00.000Z,22,19,18,3,1,0.8181818181818182,94
L1831:T1:I8272,1831,T1,2025-08-14T09:03:57.000Z,23,20,19,3,1,0.8260869565217391,94.37774305555556
L1831:T2:I8274,1831,T2,2025-08-20T10:55:03.000Z,24,21,19,3,2,0.7916666666666666,100.45489583333334
L1831:T2:I8271,1831,T2,2025-09-29T12:09:00.000Z,26,26,24,0,2,0.9230769230769231,140.50625
L1831:T2:I8269,1831,T2,2025-10-16T10:31:00.000Z,27,27,24,0,3,0.8888888888888888,157.43819444444443
L1831:T2:I8276,1831,T2,2026-03-02T16:23:00.000Z,31,31,29,0,2,0.9354838709677419,107.68263888888889
L1831:T2:I8273,1831,T2,2026-04-01T19:33:00.000Z,32,32,30,0,2,0.9375,137.81458333333333
L1831:T2:I8270,1831,T2,2026-05-23T17:14:00.000Z,35,35,35,0,0,1,68.71805555555555
L1831:T2:I8275,1831,T2,2026-06-24T14:07:00.000Z,37,37,36,0,1,0.972972972972973,90.58819444444444
L1832:T0,1832,T0,2026-05-06T00:00:00.000Z,28,28,26,0,2,0.9285714285714286,127
L1832:T1:I8281,1832,T1,2026-05-11T15:06:44.000Z,29,29,27,0,2,0.9310344827586207,132.62967592592594
L1832:T2:I8282,1832,T2,2026-05-12T14:00:22.000Z,29,29,27,0,2,0.9310344827586207,133.58358796296295
L1832:T2:I8279,1832,T2,2026-05-13T10:42:07.000Z,29,29,27,0,2,0.9310344827586207,134.44591435185185
L1832:T2:I8284,1832,T2,2026-05-14T12:33:47.000Z,29,29,28,0,1,0.9655172413793104,135.52346064814816
L1832:T2:I8278,1832,T2,2026-05-17T10:17:38.000Z,30,30,29,0,1,0.9666666666666667,138.42891203703704
L1832:T2:I8277,1832,T2,2026-05-19T08:59:15.000Z,31,31,30,0,1,0.967741935483871,140.37447916666667
L1832:T2:I8280,1832,T2,2026-05-19T13:42:03.000Z,31,31,30,0,1,0.967741935483871,140.57086805555556
L1832:T2:I8283,1832,T2,2026-06-07T19:56:00.000Z,33,33,32,0,1,0.9696969696969697,95.83055555555555
L1833:T0,1833,T0,2025-02-23T00:00:00.000Z,16,1,1,15,0,0.0625,30
L1833:T1:I8285,1833,T1,2026-05-12T19:47:00.000Z,55,55,54,0,1,0.9818181818181818,116.82430555555555
L1834:T0,1834,T0,2026-03-20T00:00:00.000Z,29,29,26,0,3,0.896551724137931,123
L1834:T1:I8287,1834,T1,2026-03-25T19:43:14.000Z,31,31,27,0,4,0.8709677419354839,128.82168981481482
L1834:T2:I8291,1834,T2,2026-03-26T20:38:40.000Z,31,31,27,0,4,0.8709677419354839,129.86018518518517
L1834:T2:I8290,1834,T2,2026-03-27T10:47:37.000Z,31,31,28,0,3,0.9032258064516129,130.4497337962963
L1834:T2:I8286,1834,T2,2026-03-29T10:35:30.000Z,30,30,27,0,3,0.9,132.44131944444445
L1834:T2:I8289,1834,T2,2026-03-31T17:21:38.000Z,31,31,27,0,4,0.8709677419354839,134.7233564814815
L1834:T2:I8288,1834,T2,2026-03-31T18:56:25.000Z,31,31,28,0,3,0.9032258064516129,134.78917824074074
L1835:T0,1835,T0,2025-06-13T00:00:00.000Z,21,18,15,3,3,0.7142857142857143,130
L1835:T1:I8294,1835,T1,2025-06-16T17:43:44.000Z,22,20,16,2,4,0.7272727272727273,133.7387037037037
L1835:T2:I8293,1835,T2,2025-06-19T13:39:54.000Z,22,20,17,2,3,0.7727272727272727,136.569375
L1835:T2:I8292,1835,T2,2026-03-15T11:59:00.000Z,32,32,30,0,2,0.9375,139.49930555555557
L1836:T0,1836,T0,2026-01-24T00:00:00.000Z,65,65,62,0,3,0.9538461538461539,190
L1836:T1:I8297,1836,T1,2026-01-27T08:29:00.000Z,66,66,64,0,2,0.9696969696969697,137.35347222222222
L1836:T2:I8298,1836,T2,2026-01-29T18:37:07.000Z,66,66,64,0,2,0.9696969696969697,139.77577546296297
L1836:T2:I8296,1836,T2,2026-02-06T19:32:06.000Z,67,67,64,0,3,0.9552238805970149,147.81395833333335
L1836:T2:I8295,1836,T2,2026-02-14T14:31:00.000Z,67,67,63,0,4,0.9402985074626866,155.60486111111112
L1836:T2:I8299,1836,T2,2026-04-21T10:28:00.000Z,74,74,72,0,2,0.972972972972973,126.43611111111112
L1837:T0,1837,T0,2026-04-09T00:00:00.000Z,48,48,46,0,2,0.9583333333333334,106
L1837:T1:I8300,1837,T1,2026-04-17T09:30:39.000Z,49,49,47,0,2,0.9591836734693877,100.39628472222222
L1837:T2:I8301,1837,T2,2026-04-17T10:44:13.000Z,49,49,47,0,2,0.9591836734693877,100.44737268518519
L1837:T2:I8302,1837,T2,2026-04-19T12:10:43.000Z,49,49,48,0,1,0.9795918367346939,98.50744212962962
L1837:T2:I8303,1837,T2,2026-04-21T09:52:55.000Z,51,51,50,0,1,0.9803921568627451,100.41174768518519
L1838:T0,1838,T0,2025-11-19T00:00:00.000Z,34,34,31,0,3,0.9117647058823529,192
L1838:T1:I8305,1838,T1,2025-11-22T11:16:45.000Z,35,35,32,0,3,0.9142857142857143,195.4699652777778
L1838:T2:I8304,1838,T2,2025-11-27T09:26:37.000Z,34,34,32,0,2,0.9411764705882353,200.3934837962963
L1838:T2:I8307,1838,T2,2025-12-01T07:10:30.000Z,35,35,33,0,2,0.9428571428571428,204.29895833333333
L1838:T2:I8306,1838,T2,2025-12-01T13:07:47.000Z,35,35,33,0,2,0.9428571428571428,204.54707175925927
L1838:T2:I8309,1838,T2,2025-12-01T15:01:45.000Z,35,35,33,0,2,0.9428571428571428,204.6262152777778
L1838:T2:I8308,1838,T2,2026-04-19T15:34:00.000Z,45,45,45,0,0,1,84.64861111111111
L1839:T0,1839,T0,2025-01-24T00:00:00.000Z,25,2,2,23,0,0.08,9
L1839:T1:I8313,1839,T1,2025-01-31T12:37:22.000Z,27,3,3,24,0,0.1111111111111111,16.525949074074074
L1839:T2:I8314,1839,T2,2025-02-06T19:44:05.000Z,26,3,3,23,0,0.11538461538461539,22.822280092592592
L1839:T2:I8310,1839,T2,2025-08-18T11:54:00.000Z,40,40,35,0,5,0.875,205.49583333333334
L1839:T2:I8315,1839,T2,2025-09-30T17:17:00.000Z,42,42,36,0,6,0.8571428571428571,248.7201388888889
L1839:T2:I8312,1839,T2,2026-04-09T16:10:00.000Z,60,60,58,0,2,0.9666666666666667,110.67361111111111
L1839:T2:I8311,1839,T2,2026-05-10T12:57:00.000Z,62,62,61,0,1,0.9838709677419355,99.53958333333334
L1840:T0,1840,T0,2025-02-25T00:00:00.000Z,17,4,4,13,0,0.23529411764705882,27
L1840:T1:I8319,1840,T1,2025-03-03T16:27:49.000Z,18,5,5,13,0,0.2777777777777778,33.6859837962963
L1840:T2:I8317,1840,T2,2025-08-01T18:51:00.000Z,35,34,32,1,2,0.9142857142857143,128.78541666666666
L1840:T2:I8316,1840,T2,2025-09-22T12:43:00.000Z,41,41,35,0,6,0.8536585365853658,132.5298611111111
L1840:T2:I8318,1840,T2,2026-06-17T08:10:00.000Z,55,55,54,0,1,0.9818181818181818,112.34027777777777
L1841:T0,1841,T0,2025-12-12T00:00:00.000Z,17,17,16,0,1,0.9411764705882353,134
L1841:T1:I8320,1841,T1,2025-12-24T11:53:18.000Z,18,18,18,0,0,1,49.49534722222222
L1841:T2:I8321,1841,T2,2026-01-14T14:23:00.000Z,20,20,20,0,0,1,68.59930555555556
L1842:T0,1842,T0,2025-11-03T00:00:00.000Z,97,97,87,0,10,0.8969072164948454,282
L1842:T1:I8322,1842,T1,2025-11-03T07:10:52.000Z,98,98,88,0,10,0.8979591836734694,282.29921296296294
L1842:T2:I8323,1842,T2,2025-11-08T19:34:34.000Z,100,100,92,0,8,0.92,154.8156712962963
L1842:T2:I8324,1842,T2,2025-11-17T17:38:00.000Z,104,104,99,0,5,0.9519230769230769,139.73472222222222
L1842:T2:I8325,1842,T2,2026-04-21T09:03:00.000Z,137,137,136,0,1,0.9927007299270073,208.37708333333333
L1843:T0,1843,T0,2025-08-01T00:00:00.000Z,17,17,12,0,5,0.7058823529411765,153
L1843:T1:I8329,1843,T1,2025-08-03T18:55:09.000Z,18,18,13,0,5,0.7222222222222222,155.78829861111112
L1843:T2:I8326,1843,T2,2025-08-04T19:30:30.000Z,18,18,12,0,6,0.6666666666666666,156.81284722222222
L1843:T2:I8330,1843,T2,2025-08-09T16:31:43.000Z,18,18,13,0,5,0.7222222222222222,161.68869212962963
L1843:T2:I8327,1843,T2,2025-11-22T07:14:00.000Z,20,20,16,0,4,0.8,241.30138888888888
L1843:T2:I8333,1843,T2,2026-01-19T14:17:00.000Z,22,22,20,0,2,0.9090909090909091,213.5951388888889
L1843:T2:I8328,1843,T2,2026-04-17T07:43:00.000Z,24,24,22,0,2,0.9166666666666666,145.3215277777778
L1843:T2:I8332,1843,T2,2026-06-09T10:15:00.000Z,29,29,29,0,0,1,80.42708333333333
L1843:T2:I8331,1843,T2,2026-06-14T16:30:00.000Z,30,30,30,0,0,1,85.6875
L1844:T0,1844,T0,2025-11-14T00:00:00.000Z,14,14,13,0,1,0.9285714285714286,94
L1844:T1:I8334,1844,T1,2025-11-29T15:17:00.000Z,15,15,13,0,2,0.8666666666666667,109.63680555555555
L1844:T2:I8335,1844,T2,2026-01-17T12:34:00.000Z,19,19,18,0,1,0.9473684210526315,104.52361111111111
L1844:T2:I8336,1844,T2,2026-01-21T10:08:00.000Z,19,19,18,0,1,0.9473684210526315,108.42222222222222
L1845:T0,1845,T0,2025-08-02T00:00:00.000Z,26,26,25,0,1,0.9615384615384616,178
L1845:T1:I8338,1845,T1,2025-08-03T11:37:15.000Z,26,26,23,0,3,0.8846153846153846,179.4842013888889
L1845:T2:I8339,1845,T2,2025-10-02T16:38:00.000Z,29,29,26,0,3,0.896551724137931,150.69305555555556
L1845:T2:I8337,1845,T2,2026-03-06T18:45:00.000Z,42,42,40,0,2,0.9523809523809523,130.78125
L1846:T0,1846,T0,2025-02-13T00:00:00.000Z,17,3,3,14,0,0.17647058823529413,20
L1846:T1:I8340,1846,T1,2025-02-17T16:09:59.000Z,18,3,3,15,0,0.16666666666666666,24.67359953703704
L1847:T0,1847,T0,2025-10-01T00:00:00.000Z,48,47,42,1,5,0.875,249
L1847:T1:I8342,1847,T1,2025-10-11T07:04:00.000Z,50,49,43,1,6,0.86,259.2944444444444
L1847:T2:I8341,1847,T2,2026-01-23T18:55:00.000Z,56,56,53,0,3,0.9464285714285714,221.78819444444446
L1847:T2:I8343,1847,T2,2026-02-25T10:37:00.000Z,58,58,56,0,2,0.9655172413793104,192.4423611111111
L1848:T0,1848,T0,2025-03-12T00:00:00.000Z,15,5,5,10,0,0.3333333333333333,29
L1848:T1:I8344,1848,T1,2025-08-15T14:57:00.000Z,20,18,13,2,5,0.65,132.62291666666667
L1849:T0,1849,T0,2025-07-08T00:00:00.000Z,16,14,11,2,3,0.6875,178
L1849:T1:I8345,1849,T1,2025-07-20T08:51:54.000Z,17,16,12,1,4,0.7058823529411765,190.369375
L1849:T2:I8346,1849,T2,2025-09-15T10:56:00.000Z,18,17,14,1,3,0.7777777777777778,185.45555555555555
L1850:T0,1850,T0,2025-09-29T00:00:00.000Z,15,15,15,0,0,1,90
L1850:T1:I8351,1850,T1,2025-10-03T12:44:36.000Z,16,16,15,0,1,0.9375,94.53097222222222
L1850:T2:I8350,1850,T2,2025-10-04T14:08:19.000Z,16,16,15,0,1,0.9375,95.5891087962963
L1850:T2:I8348,1850,T2,2025-11-03T17:18:00.000Z,18,18,18,0,0,1,83.72083333333333
L1850:T2:I8352,1850,T2,2026-03-20T20:06:00.000Z,26,26,25,0,1,0.9615384615384616,143.8375
L1850:T2:I8349,1850,T2,2026-04-11T08:49:00.000Z,27,27,26,0,1,0.9629629629629629,91.36736111111111
L1850:T2:I8347,1850,T2,2026-05-24T13:07:00.000Z,29,29,29,0,0,1,73.54652777777778
L1851:T0,1851,T0,2025-02-14T00:00:00.000Z,43,12,12,31,0,0.27906976744186046,41
L1851:T1:I8355,1851,T1,2025-02-20T07:51:00.000Z,44,15,15,29,0,0.3409090909090909,47.327083333333334
L1851:T2:I8354,1851,T2,2025-02-27T20:11:08.000Z,47,17,17,30,0,0.3617021276595745,54.841064814814814
L1851:T2:I8357,1851,T2,2025-03-10T16:51:00.000Z,48,20,20,28,0,0.4166666666666667,65.70208333333333
L1851:T2:I8359,1851,T2,2025-03-30T11:52:00.000Z,49,32,32,17,0,0.6530612244897959,85.49444444444444
L1851:T2:I8358,1851,T2,2025-10-11T17:09:00.000Z,82,80,75,2,5,0.9146341463414634,125.71458333333334
L1851:T2:I8356,1851,T2,2025-12-31T10:03:00.000Z,100,100,92,0,8,0.92,206.41875
L1851:T2:I8353,1851,T2,2026-01-08T12:03:00.000Z,102,102,94,0,8,0.9215686274509803,214.50208333333333
L1852:T0,1852,T0,2026-04-16T00:00:00.000Z,48,48,47,0,1,0.9791666666666666,92
L1852:T1:I8360,1852,T1,2026-04-18T12:12:33.000Z,49,49,48,0,1,0.9795918367346939,94.50871527777778
L1852:T2:I8362,1852,T2,2026-04-20T17:43:32.000Z,49,49,48,0,1,0.9795918367346939,96.73856481481481
L1852:T2:I8363,1852,T2,2026-04-21T09:57:35.000Z,49,49,48,0,1,0.9795918367346939,97.41498842592593
L1852:T2:I8361,1852,T2,2026-04-27T11:59:35.000Z,50,50,49,0,1,0.98,103.49971064814815
L1853:T0,1853,T0,2026-04-29T00:00:00.000Z,31,31,30,0,1,0.967741935483871,137
L1853:T1:I8365,1853,T1,2026-04-30T20:23:09.000Z,32,32,31,0,1,0.96875,138.84940972222222
L1853:T2:I8368,1853,T2,2026-05-07T07:48:48.000Z,32,32,30,0,2,0.9375,145.32555555555555
L1853:T2:I8370,1853,T2,2026-05-07T20:12:08.000Z,32,32,31,0,1,0.96875,145.84175925925925
L1853:T2:I8369,1853,T2,2026-05-08T19:29:00.000Z,32,32,31,0,1,0.96875,146.81180555555557
L1853:T2:I8364,1853,T2,2026-05-11T14:35:04.000Z,33,33,32,0,1,0.9696969696969697,149.60768518518518
L1853:T2:I8367,1853,T2,2026-05-11T20:28:12.000Z,33,33,32,0,1,0.9696969696969697,149.85291666666666
L1853:T2:I8366,1853,T2,2026-05-12T19:07:08.000Z,33,33,32,0,1,0.9696969696969697,150.79662037037036
L1853:T2:I8371,1853,T2,2026-06-13T12:49:00.000Z,33,33,32,0,1,0.9696969696969697,93.53402777777778
L1854:T0,1854,T0,2025-02-14T00:00:00.000Z,5,0,0,5,0,0,
L1854:T1:I8372,1854,T1,2025-06-20T10:48:00.000Z,13,11,9,2,2,0.6923076923076923,104.45
L1854:T2:I8373,1854,T2,2025-08-15T17:45:00.000Z,14,13,12,1,1,0.8571428571428571,102.73958333333333
L1855:T0,1855,T0,2025-04-16T00:00:00.000Z,42,28,27,14,1,0.6428571428571429,102
L1855:T1:I8377,1855,T1,2025-04-19T18:07:14.000Z,44,31,30,13,1,0.6818181818181818,105.75502314814815
L1855:T2:I8378,1855,T2,2025-04-23T14:03:26.000Z,44,32,30,12,2,0.6818181818181818,109.58571759259259
L1855:T2:I8375,1855,T2,2025-04-26T09:21:36.000Z,44,31,29,13,2,0.6590909090909091,112.39
L1855:T2:I8374,1855,T2,2025-04-28T14:15:24.000Z,43,31,29,12,2,0.6744186046511628,114.59402777777778
L1855:T2:I8376,1855,T2,2025-06-24T15:29:00.000Z,49,46,38,3,8,0.7755102040816326,171.64513888888888
L1855:T2:I8380,1855,T2,2026-02-01T19:51:00.000Z,78,78,76,0,2,0.9743589743589743,115.82708333333333
L1855:T2:I8379,1855,T2,2026-05-02T16:15:00.000Z,93,93,91,0,2,0.978494623655914,105.67708333333333
L1856:T0,1856,T0,2025-06-16T00:00:00.000Z,47,41,37,6,4,0.7872340425531915,150
L1856:T1:I8386,1856,T1,2025-06-17T19:08:37.000Z,48,42,38,6,4,0.7916666666666666,151.79765046296296
L1856:T2:I8382,1856,T2,2025-06-25T10:59:55.000Z,48,45,39,3,6,0.8125,159.45827546296297
L1856:T2:I8383,1856,T2,2025-06-29T08:26:17.000Z,50,48,42,2,6,0.84,163.35158564814816
L1856:T2:I8384,1856,T2,2025-07-07T11:33:00.000Z,53,52,46,1,6,0.8679245283018868,171.48125
