prediction_key,lead_id,stage,score_time,current_inquiry_id,current_spot_id,inquiry_number,stage_eligibility,target_status,target_value,current_spot_existed_at_score_time,user_type,company_size,industry,search_sector,search_modality,target_area_sqm,min_budget_mxn_rent_monthly,max_budget_mxn_rent_monthly,min_budget_mxn_sale_total,max_budget_mxn_sale_total,preferred_state,preferred_municipality,preferred_corridor,source,channel,message_length,requested_area_sqm,requested_budget_mxn_rent_monthly,requested_budget_mxn_sale_total,urgency_days,asked_visit,hist_prior_inquiry_count,hist_prior_unique_spots,hist_prior_asked_visit_count,hist_prior_asked_visit_rate,hist_prior_message_length_mean,hist_prior_urgency_known_count,hist_prior_urgency_days_mean,hist_max_inquiry_time,natural_light,luminaires,charging_ports,security_type,floor_level,elevators,vertical_height_m,parking_spaces,building_status,floor_material,amenities,prior_searches,prior_inquiries,has_converted_before
L7:T2:I21,7,T2,2025-07-30T09:27:00.000Z,21,2914,2,ELIGIBLE,NEGATIVE,0,true,investor,large,retail,Office,sale,620.5,,,27753533.16,32845564.83,Estado de México,Naucalpan de Juárez,lomas-verdes-satelite,organic,app,91,448.3,,28415700.34,153,true,1,1,1,1,282,1,3,2025-06-21T07:49:00.000Z,true,5,0,basic,0,0,3.3,7,good,ceramic,"[""kitchen"", ""rooftop"", ""reception""]",12,0,false
L7:T2:I20,7,T2,2025-07-30T15:40:00.000Z,20,1983,3,ELIGIBLE,POSITIVE,1,true,investor,large,retail,Office,sale,620.5,,,27753533.16,32845564.83,Estado de México,Naucalpan de Juárez,lomas-verdes-satelite,organic,phone,90,639.7,,24258714.03,209,false,2,2,2,1,186.5,2,78,2025-07-30T09:27:00.000Z,false,0,0,basic,0,1,3.3,9,good,polished_concrete,[],12,0,false
L7:T2:I19,7,T2,2025-08-22T16:09:00.000Z,19,2801,4,INELIGIBLE_PRIOR_SCHEDULED_VISIT,INELIGIBLE,,true,investor,large,retail,Office,sale,620.5,,,27753533.16,32845564.83,Estado de México,Naucalpan de Juárez,lomas-verdes-satelite,organic,email,144,458.0,,31306153.69,,true,3,3,2,0.6666666666666666,154.33333333333334,3,121.66666666666667,2025-07-30T15:40:00.000Z,true,11,,basic,8,3,3.5,7,new,concrete,[],12,0,false
L7:T2:I16,7,T2,2026-04-20T19:09:00.000Z,16,2056,5,INELIGIBLE_PRIOR_SCHEDULED_VISIT,INELIGIBLE,,true,investor,large,retail,Office,sale,620.5,,,27753533.16,32845564.83,Estado de México,Naucalpan de Juárez,lomas-verdes-satelite,organic,app,210,799.4,,25141063.99,,false,4,4,3,0.75,151.75,3,121.66666666666667,2025-08-22T16:09:00.000Z,true,4,,basic,5,2,2.4,28,new,polished_concrete,"[""meeting_rooms"", ""reception"", ""lounge""]",12,0,false
L7:T2:I18,7,T2,2026-05-14T11:06:00.000Z,18,245,6,INELIGIBLE_PRIOR_SCHEDULED_VISIT,INELIGIBLE,,true,investor,large,retail,Office,sale,620.5,,,27753533.16,32845564.83,Estado de México,Naucalpan de Juárez,lomas-verdes-satelite,organic,email,200,372.0,,32746648.62,,false,5,5,3,0.6,163.4,3,121.66666666666667,2026-04-20T19:09:00.000Z,true,9,0,none,0,0,2.6,4,new,concrete,"[""lounge"", ""cafeteria"", ""conference_room""]",12,0,false
L8:T0,8,T0,2025-05-05T00:00:00.000Z,,,0,ELIGIBLE,POSITIVE,1,true,investor,large,other,Land,sale,976.3,,,,9376746.76,Puebla,Puebla,,email,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,0,82,true
L8:T1:I27,8,T1,2025-05-07T07:10:37.000Z,27,958,1,ELIGIBLE,POSITIVE,1,true,investor,large,other,Land,sale,976.3,,,,9376746.76,Puebla,Puebla,,email,web,384,1062.7,,7354039.26,,false,0,0,0,,,0,,,true,39,0,cctv,17,7,0.0,1,fair,wood,[],0,82,true
L8:T2:I22,8,T2,2025-05-16T09:51:39.000Z,22,1508,2,INELIGIBLE_PRIOR_SCHEDULED_VISIT,INELIGIBLE,,true,investor,large,other,Land,sale,976.3,,,,9376746.76,Puebla,Puebla,,email,web,171,1226.5,,8860584.5,126,false,1,1,0,0,384,0,,2025-05-07T07:10:37.000Z,false,0,,basic,1,0,4.1,11,new,concrete,"[""conference_room"", ""meeting_rooms"", ""lounge"", ""rooftop""]",0,82,true
L8:T2:I25,8,T2,2025-05-18T12:57:59.000Z,25,2182,3,INELIGIBLE_PRIOR_SCHEDULED_VISIT,INELIGIBLE,,true,investor,large,other,Land,sale,976.3,,,,9376746.76,Puebla,Puebla,,email,web,69,902.2,,9376746.76,,false,2,2,0,0,277.5,1,126,2025-05-16T09:51:39.000Z,true,6,0,full,4,4,4.7,14,good,carpet,"[""cafeteria"", ""meeting_rooms""]",0,82,true
L8:T2:I23,8,T2,2025-07-03T14:43:00.000Z,23,2434,4,INELIGIBLE_PRIOR_SCHEDULED_VISIT,INELIGIBLE,,true,investor,large,other,Land,sale,976.3,,,,9376746.76,Puebla,Puebla,,email,email,331,994.6,,8603613.65,90,false,3,3,0,0,208,1,126,2025-05-18T12:57:59.000Z,true,4,0,none,6,7,0.0,2,good,carpet,"[""storage"", ""cafeteria"", ""parking""]",0,82,true
L8:T2:I28,8,T2,2025-10-20T18:10:00.000Z,28,1171,5,INELIGIBLE_PRIOR_SCHEDULED_VISIT,INELIGIBLE,,true,investor,large,other,Land,sale,976.3,,,,9376746.76,Puebla,Puebla,,email,web,213,781.7,,6966995.32,86,false,4,4,0,0,238.75,2,108,2025-07-03T14:43:00.000Z,true,0,0,basic,1,5,0.0,3,good,polished_concrete,"[""kitchen"", ""reception"", ""loading_dock"", ""cafeteria""]",0,82,true
L8:T2:I29,8,T2,2025-11-15T13:54:00.000Z,29,2618,6,INELIGIBLE_PRIOR_SCHEDULED_VISIT,INELIGIBLE,,true,investor,large,other,Land,sale,976.3,,,,9376746.76,Puebla,Puebla,,email,email,109,1063.5,,7328289.28,36,true,5,5,0,0,233.6,3,100.66666666666667,2025-10-20T18:10:00.000Z,true,5,5,none,2,3,0.0,2,good,concrete,"[""gym"", ""conference_room""]",0,82,true
L8:T2:I24,8,T2,2026-01-02T19:23:00.000Z,24,2782,7,INELIGIBLE_PRIOR_SCHEDULED_VISIT,INELIGIBLE,,true,investor,large,other,Land,sale,976.3,,,,9376746.76,Puebla,Puebla,,email,email,167,1121.0,,7423771.42,35,false,6,6,1,0.16666666666666666,212.83333333333334,4,84.5,2025-11-15T13:54:00.000Z,true,5,0,basic,2,9,5.1,79,good,concrete,"[""security_booth"", ""lounge"", ""conference_room""]",0,82,true
L8:T2:I26,8,T2,2026-02-04T11:22:00.000Z,26,2035,8,INELIGIBLE_PRIOR_SCHEDULED_VISIT,INELIGIBLE,,true,investor,large,other,Land,sale,976.3,,,,9376746.76,Puebla,Puebla,,email,app,236,246.0,,8659419.75,227,false,7,7,1,0.14285714285714285,206.28571428571428,5,74.6,2026-01-02T19:23:00.000Z,true,11,0,cctv,1,2,2.3,5,good,,"[""rooftop"", ""parking"", ""cafeteria"", ""kitchen""]",0,82,true
L9:T0,9,T0,2026-02-03T00:00:00.000Z,,,0,ELIGIBLE,POSITIVE,1,true,broker,large,technology,Office,sale,345.3,,,18705461.64,25706225.9,Jalisco,Zapopan,andares-puerta-hierro,paid,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,1,0,false
L9:T1:I30,9,T1,2026-02-03T07:57:46.000Z,30,378,1,ELIGIBLE,NEGATIVE,0,true,broker,large,technology,Office,sale,345.3,,,18705461.64,25706225.9,Jalisco,Zapopan,andares-puerta-hierro,paid,email,156,235.5,,25706225.9,26,false,0,0,0,,,0,,,true,4,,none,10,4,5.1,5,fair,concrete,"[""conference_room""]",1,0,false
L9:T2:I32,9,T2,2026-02-06T10:21:57.000Z,32,1360,2,ELIGIBLE,POSITIVE,1,true,broker,large,technology,Office,sale,345.3,,,18705461.64,25706225.9,Jalisco,Zapopan,andares-puerta-hierro,paid,app,517,406.5,,25677304.63,38,true,1,1,0,0,156,1,26,2026-02-03T07:57:46.000Z,false,2,0,basic,9,5,3.3,9,good,polished_concrete,[],1,0,false
L9:T2:I33,9,T2,2026-02-06T18:15:24.000Z,33,540,3,ELIGIBLE,NEGATIVE,0,true,broker,large,technology,Office,sale,345.3,,,18705461.64,25706225.9,Jalisco,Zapopan,andares-puerta-hierro,paid,web,358,150.0,,25706225.9,44,false,2,2,1,0.5,336.5,2,32,2026-02-06T10:21:57.000Z,true,39,0,none,0,2,2.2,2,fair,concrete,"[""kitchen""]",1,0,false
L9:T2:I31,9,T2,2026-02-09T14:23:54.000Z,31,1980,4,INELIGIBLE_PRIOR_SCHEDULED_VISIT,INELIGIBLE,,true,broker,large,technology,Office,sale,345.3,,,18705461.64,25706225.9,Jalisco,Zapopan,andares-puerta-hierro,paid,email,311,1495.2,,20054158.52,78,false,3,3,1,0.3333333333333333,343.6666666666667,3,36,2026-02-06T18:15:24.000Z,false,14,2,basic,0,10,8.9,99,good,concrete,[],1,0,false
L10:T0,10,T0,2026-03-20T00:00:00.000Z,,,0,ELIGIBLE,NEGATIVE,0,true,tenant_direct,medium,retail,Office,rent,414.0,102080.36,143828.99,,,Baja California,Tijuana,zona-rio-aguacaliente,paid,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,10,0,false
L10:T1:I35,10,T1,2026-03-22T08:24:43.000Z,35,1334,1,ELIGIBLE,NEGATIVE,0,true,tenant_direct,medium,retail,Office,rent,414.0,102080.36,143828.99,,,Baja California,Tijuana,zona-rio-aguacaliente,paid,whatsapp,182,405.8,133517.7,,,false,0,0,0,,,0,,,true,0,,cctv,0,0,3.2,7,good,,"[""rooftop"", ""meeting_rooms"", ""lounge""]",10,0,false
L10:T2:I34,10,T2,2026-04-28T13:24:00.000Z,34,2813,2,ELIGIBLE,POSITIVE,1,true,tenant_direct,medium,retail,Office,rent,414.0,102080.36,143828.99,,,Baja California,Tijuana,zona-rio-aguacaliente,paid,email,138,100.0,100720.37,,255,false,1,1,0,0,182,0,,2026-03-22T08:24:43.000Z,true,0,0,full,0,1,4.4,4,fair,ceramic,"[""cafeteria"", ""parking"", ""security_booth"", ""meeting_rooms""]",10,0,false
L11:T0,11,T0,2026-06-28T00:00:00.000Z,,,0,ELIGIBLE,CENSORED,,true,tenant_direct,small,financial,Industrial,rent,549.8,58701.79,74837.02,,,Yucatán,Mérida,paseo-montejo,organic,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,0,19,false
L11:T1:I39,11,T1,2026-06-28T16:19:29.000Z,39,2134,1,ELIGIBLE,NEGATIVE,0,true,tenant_direct,small,financial,Industrial,rent,549.8,58701.79,74837.02,,,Yucatán,Mérida,paseo-montejo,organic,whatsapp,277,519.0,63955.26,,12,false,0,0,0,,,0,,,true,0,0,basic,1,4,4.8,4,good,wood,[],0,19,false
L11:T2:I40,11,T2,2026-06-28T19:30:38.000Z,40,1520,2,ELIGIBLE,POSITIVE,1,true,tenant_direct,small,financial,Industrial,rent,549.8,58701.79,74837.02,,,Yucatán,Mérida,paseo-montejo,organic,whatsapp,202,3782.9,52898.22,,90,true,1,1,0,0,277,1,12,2026-06-28T16:19:29.000Z,false,0,0,basic,0,25,8.4,253,fair,polished_concrete,[],0,19,false
L11:T2:I38,11,T2,2026-06-29T19:49:28.000Z,38,961,3,INELIGIBLE_PRIOR_SCHEDULED_VISIT,INELIGIBLE,,true,tenant_direct,small,financial,Industrial,rent,549.8,58701.79,74837.02,,,Yucatán,Mérida,paseo-montejo,organic,email,168,987.9,74837.02,,,false,2,2,1,0.5,239.5,2,51,2026-06-28T19:30:38.000Z,true,0,0,basic,6,8,9.3,67,needs_renovation,ceramic,"[""parking""]",0,19,false
L11:T2:I41,11,T2,2026-06-30T11:49:18.000Z,41,1473,4,INELIGIBLE_PRIOR_SCHEDULED_VISIT,INELIGIBLE,,true,tenant_direct,small,financial,Industrial,rent,549.8,58701.79,74837.02,,,Yucatán,Mérida,paseo-montejo,organic,web,244,495.6,71731.7,,135,false,3,3,1,0.3333333333333333,215.66666666666666,2,51,2026-06-29T19:49:28.000Z,false,3,,cctv,1,2,10.3,28,good,polished_concrete,"[""loading_dock"", ""security_booth""]",0,19,false
L11:T2:I37,11,T2,2026-07-01T13:05:08.000Z,37,201,5,INELIGIBLE_PRIOR_SCHEDULED_VISIT,INELIGIBLE,,true,tenant_direct,small,financial,Industrial,rent,549.8,58701.79,74837.02,,,Yucatán,Mérida,paseo-montejo,organic,whatsapp,126,1618.2,58492.25,,,false,4,4,1,0.25,222.75,3,79,2026-06-30T11:49:18.000Z,true,2,,cctv,0,10,9.7,109,fair,,[],0,19,false
L11:T2:I43,11,T2,2026-07-05T08:36:53.000Z,43,845,6,INELIGIBLE_PRIOR_SCHEDULED_VISIT,INELIGIBLE,,true,tenant_direct,small,financial,Industrial,rent,549.8,58701.79,74837.02,,,Yucatán,Mérida,paseo-montejo,organic,web,140,515.0,74837.02,,,true,5,5,1,0.2,203.4,3,79,2026-07-01T13:05:08.000Z,true,20,,basic,24,11,6.8,25,fair,polished_concrete,[],0,19,false
L11:T2:I36,11,T2,2026-07-06T10:25:16.000Z,36,1695,7,INELIGIBLE_PRIOR_SCHEDULED_VISIT,INELIGIBLE,,true,tenant_direct,small,financial,Industrial,rent,549.8,58701.79,74837.02,,,Yucatán,Mérida,paseo-montejo,organic,web,215,585.4,52496.24,,24,false,6,6,2,0.3333333333333333,192.83333333333334,3,79,2026-07-05T08:36:53.000Z,false,12,0,basic,3,3,6.4,21,new,concrete,"[""gym"", ""loading_dock""]",0,19,false
L11:T2:I42,11,T2,2026-07-08T15:37:25.000Z,42,261,8,INELIGIBLE_PRIOR_SCHEDULED_VISIT,INELIGIBLE,,true,tenant_direct,small,financial,Industrial,rent,549.8,58701.79,74837.02,,,Yucatán,Mérida,paseo-montejo,organic,web,233,335.2,74837.02,,291,false,7,7,2,0.2857142857142857,196,4,65.25,2026-07-06T10:25:16.000Z,true,5,,none,9,3,0.0,3,good,polished_concrete,"[""cafeteria"", ""conference_room"", ""loading_dock"", ""rooftop""]",0,19,false
L12:T0,12,T0,2025-08-17T00:00:00.000Z,,,0,ELIGIBLE,NEGATIVE,0,true,investor,medium,manufacturing,Office,both,288.7,81293.56,99806.53,14632840.3,20148422.95,Nuevo León,San Pedro Garza García,vasconcelos-calzada,organic,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,3,3,false
L12:T1:I46,12,T1,2025-08-19T20:35:53.000Z,46,2161,1,ELIGIBLE,NEGATIVE,0,true,investor,medium,manufacturing,Office,both,288.7,81293.56,99806.53,14632840.3,20148422.95,Nuevo León,San Pedro Garza García,vasconcelos-calzada,organic,whatsapp,142,242.5,90687.09,20148422.95,77,true,0,0,0,,,0,,,true,11,0,cctv,23,9,3.5,9,good,polished_concrete,"[""rooftop"", ""gym""]",3,3,false
L12:T2:I44,12,T2,2025-08-22T10:31:11.000Z,44,2493,2,ELIGIBLE,NEGATIVE,0,true,investor,medium,manufacturing,Office,both,288.7,81293.56,99806.53,14632840.3,20148422.95,Nuevo León,San Pedro Garza García,vasconcelos-calzada,organic,email,121,274.0,80917.12,20148422.95,27,true,1,1,1,1,142,1,77,2025-08-19T20:35:53.000Z,true,13,0,cctv,10,3,2.9,3,needs_renovation,polished_concrete,[],3,3,false
L12:T2:I45,12,T2,2025-08-26T10:36:18.000Z,45,1638,3,ELIGIBLE,NEGATIVE,0,true,investor,medium,manufacturing,Office,both,288.7,81293.56,99806.53,14632840.3,20148422.95,Nuevo León,San Pedro Garza García,vasconcelos-calzada,organic,email,387,150.0,99806.53,18062437.97,240,true,2,2,2,1,131.5,2,52,2025-08-22T10:31:11.000Z,true,0,3,basic,3,3,2.5,2,fair,wood,"[""cafeteria"", ""reception"", ""loading_dock"", ""parking""]",3,3,false
L12:T2:I47,12,T2,2025-08-29T07:08:33.000Z,47,1223,4,ELIGIBLE,NEGATIVE,0,true,investor,medium,manufacturing,Office,both,288.7,81293.56,99806.53,14632840.3,20148422.95,Nuevo León,San Pedro Garza García,vasconcelos-calzada,organic,whatsapp,501,240.1,76442.22,19592792.41,64,false,3,3,3,1,216.66666666666666,3,114.66666666666667,2025-08-26T10:36:18.000Z,true,0,0,none,3,3,3.8,5,fair,ceramic,[],3,3,false
L13:T0,13,T0,2025-07-17T00:00:00.000Z,,,0,ELIGIBLE,POSITIVE,1,true,tenant_direct,small,technology,Retail,rent,8590.1,346043.42,422600.37,,,Baja California,Tijuana,zona-rio-aguacaliente,email,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,3,0,false
L13:T1:I48,13,T1,2025-07-19T13:48:56.000Z,48,1621,1,ELIGIBLE,POSITIVE,1,true,tenant_direct,small,technology,Retail,rent,8590.1,346043.42,422600.37,,,Baja California,Tijuana,zona-rio-aguacaliente,email,web,232,2226.5,391314.74,,299,true,0,0,0,,,0,,,false,0,0,cctv,1,1,3.7,16,good,concrete,"[""storage""]",3,0,false
L13:T2:I49,13,T2,2025-07-28T08:04:00.000Z,49,1597,2,INELIGIBLE_PRIOR_SCHEDULED_VISIT,INELIGIBLE,,true,tenant_direct,small,technology,Retail,rent,8590.1,346043.42,422600.37,,,Baja California,Tijuana,zona-rio-aguacaliente,email,app,104,100.0,422600.37,,9,false,1,1,1,1,232,1,299,2025-07-19T13:48:56.000Z,true,0,,full,7,2,5.0,1,fair,ceramic,"[""cafeteria"", ""rooftop"", ""security_booth"", ""lounge""]",3,0,false
L13:T2:I50,13,T2,2025-07-30T07:15:36.000Z,50,2974,3,INELIGIBLE_PRIOR_SCHEDULED_VISIT,INELIGIBLE,,true,tenant_direct,small,technology,Retail,rent,8590.1,346043.42,422600.37,,,Baja California,Tijuana,zona-rio-aguacaliente,email,app,328,6203.4,422600.37,,,false,2,2,1,0.5,168,2,154,2025-07-28T08:04:00.000Z,false,1,,basic,20,24,8.6,163,good,ceramic,[],3,0,false
