prediction_key,lead_id,stage,score_time,current_inquiry_id,current_spot_id,inquiry_number,stage_eligibility,target_status,target_value,current_spot_existed_at_score_time,user_type,company_size,industry,search_sector,search_modality,target_area_sqm,min_budget_mxn_rent_monthly,max_budget_mxn_rent_monthly,min_budget_mxn_sale_total,max_budget_mxn_sale_total,preferred_state,preferred_municipality,preferred_corridor,source,channel,message_length,requested_area_sqm,requested_budget_mxn_rent_monthly,requested_budget_mxn_sale_total,urgency_days,asked_visit,hist_prior_inquiry_count,hist_prior_unique_spots,hist_prior_asked_visit_count,hist_prior_asked_visit_rate,hist_prior_message_length_mean,hist_prior_urgency_known_count,hist_prior_urgency_days_mean,hist_max_inquiry_time,natural_light,luminaires,charging_ports,security_type,floor_level,elevators,vertical_height_m,parking_spaces,building_status,floor_material,amenities,prior_searches,prior_inquiries,has_converted_before
L3619:T1:I16405,3619,T1,2025-08-26T20:06:13.000Z,16405,680,1,ELIGIBLE,NEGATIVE,0,true,broker,small,technology,Office,sale,805.5,,,,56996267.33,Guanajuato,León,centro-leon,email,phone,169,497.0,,50707144.98,108,false,0,0,0,,,0,,,true,38,0,full,0,3,3.4,8,good,carpet,"[""storage"", ""reception""]",2,28,false
L3619:T2:I16404,3619,T2,2025-08-27T10:23:56.000Z,16404,530,2,ELIGIBLE,POSITIVE,1,true,broker,small,technology,Office,sale,805.5,,,,56996267.33,Guanajuato,León,centro-leon,email,whatsapp,276,150.0,,41106499.67,28,false,1,1,0,0,169,1,108,2025-08-26T20:06:13.000Z,false,16,,cctv,0,0,3.1,2,new,concrete,"[""storage"", ""gym"", ""loading_dock""]",2,28,false
L3619:T2:I16403,3619,T2,2025-09-01T12:38:30.000Z,16403,1143,3,INELIGIBLE_PRIOR_SCHEDULED_VISIT,INELIGIBLE,,true,broker,small,technology,Office,sale,805.5,,,,56996267.33,Guanajuato,León,centro-leon,email,whatsapp,105,1363.8,,56996267.33,,false,2,2,0,0,222.5,2,68,2025-08-27T10:23:56.000Z,true,23,0,full,0,10,,3,good,ceramic,"[""meeting_rooms"", ""storage"", ""reception""]",2,28,false
L3619:T2:I16406,3619,T2,2025-10-08T18:24:00.000Z,16406,2321,4,INELIGIBLE_PRIOR_SCHEDULED_VISIT,INELIGIBLE,,true,broker,small,technology,Office,sale,805.5,,,,56996267.33,Guanajuato,León,centro-leon,email,email,178,703.6,,49670314.39,,false,3,3,0,0,183.33333333333334,2,68,2025-09-01T12:38:30.000Z,true,14,,cctv,5,4,2.1,50,needs_renovation,concrete,"[""cafeteria"", ""loading_dock""]",2,28,false
L3619:T2:I16402,3619,T2,2026-02-02T16:28:00.000Z,16402,808,5,INELIGIBLE_PRIOR_SCHEDULED_VISIT,INELIGIBLE,,true,broker,small,technology,Office,sale,805.5,,,,56996267.33,Guanajuato,León,centro-leon,email,app,240,666.6,,43203902.64,,false,4,4,0,0,182,2,68,2025-10-08T18:24:00.000Z,true,13,2,full,0,4,0.0,2,new,ceramic,"[""security_booth"", ""reception""]",2,28,false
L3620:T0,3620,T0,2025-07-21T00:00:00.000Z,,,0,ELIGIBLE,POSITIVE,1,true,developer,large,financial,Retail,sale,1535.5,,,64841462.39,91612294.91,Nuevo León,San Pedro Garza García,vasconcelos-calzada,organic,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,0,1,false
L3620:T1:I16408,3620,T1,2025-07-21T13:35:02.000Z,16408,199,1,ELIGIBLE,NEGATIVE,0,true,developer,large,financial,Retail,sale,1535.5,,,64841462.39,91612294.91,Nuevo León,San Pedro Garza García,vasconcelos-calzada,organic,web,155,1308.8,,82728842.43,51,false,0,0,0,,,0,,,true,0,1,basic,0,2,0.0,1,new,concrete,[],0,1,false
L3620:T2:I16410,3620,T2,2025-07-30T19:03:53.000Z,16410,1655,2,ELIGIBLE,NEGATIVE,0,true,developer,large,financial,Retail,sale,1535.5,,,64841462.39,91612294.91,Nuevo León,San Pedro Garza García,vasconcelos-calzada,organic,phone,255,127.5,,71691531.03,45,false,1,1,0,0,155,1,51,2025-07-21T13:35:02.000Z,true,0,0,cctv,0,1,,0,good,ceramic,"[""parking""]",0,1,false
L3620:T2:I16411,3620,T2,2025-07-31T11:22:36.000Z,16411,2300,3,ELIGIBLE,POSITIVE,1,true,developer,large,financial,Retail,sale,1535.5,,,64841462.39,91612294.91,Nuevo León,San Pedro Garza García,vasconcelos-calzada,organic,app,224,1876.9,,80446641.95,153,false,2,2,0,0,205,2,48,2025-07-30T19:03:53.000Z,true,2,0,cctv,28,10,2.9,25,needs_renovation,wood,"[""rooftop""]",0,1,false
L3620:T2:I16413,3620,T2,2025-10-30T07:09:00.000Z,16413,1439,4,INELIGIBLE_PRIOR_SCHEDULED_VISIT,INELIGIBLE,,true,developer,large,financial,Retail,sale,1535.5,,,64841462.39,91612294.91,Nuevo León,San Pedro Garza García,vasconcelos-calzada,organic,email,255,671.5,,91612294.91,113,true,3,3,0,0,211.33333333333334,3,83,2025-07-31T11:22:36.000Z,true,0,0,none,23,8,4.6,5,new,,[],0,1,false
L3620:T2:I16407,3620,T2,2026-01-16T07:50:00.000Z,16407,1144,5,INELIGIBLE_PRIOR_SCHEDULED_VISIT,INELIGIBLE,,true,developer,large,financial,Retail,sale,1535.5,,,64841462.39,91612294.91,Nuevo León,San Pedro Garza García,vasconcelos-calzada,organic,web,226,2159.0,,68838220.35,244,false,4,4,1,0.25,222.25,4,90.5,2025-10-30T07:09:00.000Z,true,0,,cctv,1,14,8.6,144,good,concrete,"[""rooftop""]",0,1,false
L3620:T2:I16412,3620,T2,2026-02-10T17:57:00.000Z,16412,593,6,INELIGIBLE_PRIOR_SCHEDULED_VISIT,INELIGIBLE,,true,developer,large,financial,Retail,sale,1535.5,,,64841462.39,91612294.91,Nuevo León,San Pedro Garza García,vasconcelos-calzada,organic,web,257,386.5,,88447141.79,238,false,5,5,1,0.2,223,5,121.2,2026-01-16T07:50:00.000Z,true,8,0,none,7,3,3.4,6,good,wood,"[""gym"", ""rooftop"", ""conference_room""]",0,1,false
L3620:T2:I16409,3620,T2,2026-03-27T08:37:00.000Z,16409,195,7,INELIGIBLE_PRIOR_SCHEDULED_VISIT,INELIGIBLE,,true,developer,large,financial,Retail,sale,1535.5,,,64841462.39,91612294.91,Nuevo León,San Pedro Garza García,vasconcelos-calzada,organic,web,175,1433.9,,70518092.54,11,false,6,6,1,0.16666666666666666,228.66666666666666,6,140.66666666666666,2026-02-10T17:57:00.000Z,true,10,,basic,0,6,0.0,0,good,polished_concrete,"[""conference_room"", ""gym"", ""lounge""]",0,1,false
L3620:T2:I16414,3620,T2,2026-04-20T14:24:00.000Z,16414,2982,8,INELIGIBLE_PRIOR_SCHEDULED_VISIT,INELIGIBLE,,true,developer,large,financial,Retail,sale,1535.5,,,64841462.39,91612294.91,Nuevo León,San Pedro Garza García,vasconcelos-calzada,organic,email,118,915.5,,91612294.91,,true,7,7,1,0.14285714285714285,221,7,122.14285714285714,2026-03-27T08:37:00.000Z,true,11,1,cctv,2,2,2.3,12,good,concrete,"[""conference_room""]",0,1,false
L3621:T0,3621,T0,2025-08-05T00:00:00.000Z,,,0,ELIGIBLE,POSITIVE,1,true,tenant_direct,enterprise,logistics,Industrial,rent,288.1,36073.6,50730.62,,,CDMX,Benito Juárez,del-valle-narvarte,email,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,29,0,false
L3621:T1:I16415,3621,T1,2025-08-17T20:42:26.000Z,16415,2248,1,ELIGIBLE,POSITIVE,1,true,tenant_direct,enterprise,logistics,Industrial,rent,288.1,36073.6,50730.62,,,CDMX,Benito Juárez,del-valle-narvarte,email,app,149,322.3,50730.62,,126,true,0,0,0,,,0,,,false,0,,cctv,3,4,7.9,24,new,concrete,"[""kitchen"", ""conference_room""]",29,0,false
L3622:T0,3622,T0,2025-12-21T00:00:00.000Z,,,0,ELIGIBLE,NEGATIVE,0,true,broker,large,manufacturing,Retail,rent,892.2,234197.02,343505.31,,,Yucatán,Mérida,paseo-montejo,organic,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,1,0,false
L3622:T1:I16418,3622,T1,2025-12-21T17:30:19.000Z,16418,73,1,ELIGIBLE,NEGATIVE,0,true,broker,large,manufacturing,Retail,rent,892.2,234197.02,343505.31,,,Yucatán,Mérida,paseo-montejo,organic,email,458,768.3,343505.31,,58,false,0,0,0,,,0,,,true,0,3,full,0,1,,9,new,ceramic,"[""loading_dock""]",1,0,false
L3622:T2:I16417,3622,T2,2025-12-28T16:00:20.000Z,16417,849,2,ELIGIBLE,NEGATIVE,0,true,broker,large,manufacturing,Retail,rent,892.2,234197.02,343505.31,,,Yucatán,Mérida,paseo-montejo,organic,app,314,1065.1,257068.52,,153,false,1,1,0,0,458,1,58,2025-12-21T17:30:19.000Z,true,5,0,basic,15,6,5.7,11,new,wood,[],1,0,false
L3622:T2:I16419,3622,T2,2025-12-28T17:17:29.000Z,16419,1703,3,ELIGIBLE,NEGATIVE,0,true,broker,large,manufacturing,Retail,rent,892.2,234197.02,343505.31,,,Yucatán,Mérida,paseo-montejo,organic,email,327,878.5,343505.31,,196,false,2,2,0,0,386,2,105.5,2025-12-28T16:00:20.000Z,false,10,,cctv,0,4,,6,fair,ceramic,"[""parking"", ""loading_dock"", ""conference_room"", ""storage""]",1,0,false
L3622:T2:I16416,3622,T2,2026-04-23T19:27:00.000Z,16416,2213,4,ELIGIBLE,NEGATIVE,0,true,broker,large,manufacturing,Retail,rent,892.2,234197.02,343505.31,,,Yucatán,Mérida,paseo-montejo,organic,email,229,820.3,261517.46,,32,false,3,3,0,0,366.3333333333333,3,135.66666666666666,2025-12-28T17:17:29.000Z,true,0,,none,2,7,0.0,1,new,polished_concrete,"[""gym"", ""reception"", ""rooftop""]",1,0,false
L3623:T0,3623,T0,2025-02-21T00:00:00.000Z,,,0,ELIGIBLE,NEGATIVE,0,true,tenant_direct,small,financial,Industrial,rent,355.3,44264.06,51464.35,,,Puebla,Puebla,angelopolis-lomas,referral,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,2,0,false
L3623:T1:I16420,3623,T1,2025-04-22T20:20:00.000Z,16420,692,1,ELIGIBLE,NEGATIVE,0,true,tenant_direct,small,financial,Industrial,rent,355.3,44264.06,51464.35,,,Puebla,Puebla,angelopolis-lomas,referral,phone,290,411.6,46829.35,,14,false,0,0,0,,,0,,,true,37,0,basic,0,3,10.6,29,fair,ceramic,[],2,0,false
L3623:T2:I16421,3623,T2,2025-08-21T19:36:00.000Z,16421,2531,2,ELIGIBLE,NEGATIVE,0,true,tenant_direct,small,financial,Industrial,rent,355.3,44264.06,51464.35,,,Puebla,Puebla,angelopolis-lomas,referral,app,151,304.4,45798.02,,267,false,1,1,0,0,290,1,14,2025-04-22T20:20:00.000Z,true,0,0,none,27,11,8.1,13,fair,concrete,"[""parking"", ""lounge"", ""storage"", ""conference_room""]",2,0,false
L3624:T0,3624,T0,2026-04-09T00:00:00.000Z,,,0,ELIGIBLE,NEGATIVE,0,true,investor,large,other,Retail,sale,255.6,,,10103068.98,12656965.99,CDMX,Cuauhtémoc,roma-condesa,organic,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,2,0,false
L3624:T1:I16424,3624,T1,2026-04-12T20:06:27.000Z,16424,2465,1,ELIGIBLE,NEGATIVE,0,true,investor,large,other,Retail,sale,255.6,,,10103068.98,12656965.99,CDMX,Cuauhtémoc,roma-condesa,organic,web,252,198.0,,11368312.02,33,true,0,0,0,,,0,,,true,12,0,cctv,3,1,3.8,6,fair,polished_concrete,"[""kitchen"", ""lounge"", ""conference_room""]",2,0,false
L3624:T2:I16425,3624,T2,2026-04-15T07:29:13.000Z,16425,229,2,ELIGIBLE,NEGATIVE,0,true,investor,large,other,Retail,sale,255.6,,,10103068.98,12656965.99,CDMX,Cuauhtémoc,roma-condesa,organic,app,238,150.0,,11704536.14,,false,1,1,1,1,252,1,33,2026-04-12T20:06:27.000Z,false,0,0,cctv,0,0,2.3,4,fair,ceramic,"[""kitchen""]",2,0,false
L3624:T2:I16422,3624,T2,2026-04-16T19:24:11.000Z,16422,2438,3,ELIGIBLE,NEGATIVE,0,true,investor,large,other,Retail,sale,255.6,,,10103068.98,12656965.99,CDMX,Cuauhtémoc,roma-condesa,organic,app,266,246.3,,12296022.62,339,false,2,2,1,0.5,245,1,33,2026-04-15T07:29:13.000Z,false,15,,none,0,0,,13,fair,concrete,"[""loading_dock"", ""kitchen""]",2,0,false
L3624:T2:I16423,3624,T2,2026-04-22T09:17:02.000Z,16423,1770,4,ELIGIBLE,NEGATIVE,0,true,investor,large,other,Retail,sale,255.6,,,10103068.98,12656965.99,CDMX,Cuauhtémoc,roma-condesa,organic,whatsapp,593,202.5,,11742045.59,150,false,3,3,1,0.3333333333333333,252,2,186,2026-04-16T19:24:11.000Z,true,2,0,cctv,1,1,,2,good,concrete,"[""kitchen"", ""loading_dock"", ""cafeteria"", ""lounge""]",2,0,false
L3625:T0,3625,T0,2025-08-15T00:00:00.000Z,,,0,ELIGIBLE,POSITIVE,1,true,tenant_direct,medium,technology,Office,rent,298.5,81824.65,92704.34,,,CDMX,Miguel Hidalgo,polanco,paid,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,0,9,false
L3625:T1:I16433,3625,T1,2025-08-16T12:36:50.000Z,16433,1671,1,ELIGIBLE,NEGATIVE,0,true,tenant_direct,medium,technology,Office,rent,298.5,81824.65,92704.34,,,CDMX,Miguel Hidalgo,polanco,paid,app,318,384.1,71541.36,,27,false,0,0,0,,,0,,,false,5,3,full,0,2,3.3,67,needs_renovation,ceramic,[],0,9,false
L3625:T2:I16429,3625,T2,2025-08-17T14:49:00.000Z,16429,747,2,ELIGIBLE,NEGATIVE,0,true,tenant_direct,medium,technology,Office,rent,298.5,81824.65,92704.34,,,CDMX,Miguel Hidalgo,polanco,paid,email,1088,294.1,79294.53,,141,false,1,1,0,0,318,1,27,2025-08-16T12:36:50.000Z,true,0,,none,0,2,,46,fair,carpet,[],0,9,false
L3625:T2:I16432,3625,T2,2025-08-19T15:41:59.000Z,16432,2430,3,ELIGIBLE,POSITIVE,1,true,tenant_direct,medium,technology,Office,rent,298.5,81824.65,92704.34,,,CDMX,Miguel Hidalgo,polanco,paid,whatsapp,195,327.0,85098.55,,62,true,2,2,0,0,703,2,84,2025-08-17T14:49:00.000Z,true,0,0,none,0,2,3.3,40,fair,ceramic,"[""lounge""]",0,9,false
L3625:T2:I16431,3625,T2,2025-08-25T08:19:43.000Z,16431,2011,4,INELIGIBLE_PRIOR_SCHEDULED_VISIT,INELIGIBLE,,true,tenant_direct,medium,technology,Office,rent,298.5,81824.65,92704.34,,,CDMX,Miguel Hidalgo,polanco,paid,web,370,314.0,92704.34,,83,true,3,3,1,0.3333333333333333,533.6666666666666,3,76.66666666666667,2025-08-19T15:41:59.000Z,false,3,,cctv,0,3,3.4,4,fair,concrete,"[""parking"", ""loading_dock"", ""storage""]",0,9,false
L3625:T2:I16430,3625,T2,2025-08-25T16:44:00.000Z,16430,533,5,INELIGIBLE_PRIOR_SCHEDULED_VISIT,INELIGIBLE,,true,tenant_direct,medium,technology,Office,rent,298.5,81824.65,92704.34,,,CDMX,Miguel Hidalgo,polanco,paid,web,226,221.8,84893.52,,61,true,4,4,2,0.5,492.75,4,78.25,2025-08-25T08:19:43.000Z,true,0,0,basic,0,1,4.3,3,good,concrete,[],0,9,false
L3625:T2:I16426,3625,T2,2026-03-20T10:00:00.000Z,16426,519,6,INELIGIBLE_PRIOR_SCHEDULED_VISIT,INELIGIBLE,,true,tenant_direct,medium,technology,Office,rent,298.5,81824.65,92704.34,,,CDMX,Miguel Hidalgo,polanco,paid,whatsapp,387,331.7,77537.57,,272,true,5,5,3,0.6,439.4,5,74.8,2025-08-25T16:44:00.000Z,false,11,0,cctv,0,1,2.8,28,good,polished_concrete,[],0,9,false
L3625:T2:I16428,3625,T2,2026-04-13T19:44:00.000Z,16428,1988,7,INELIGIBLE_PRIOR_SCHEDULED_VISIT,INELIGIBLE,,true,tenant_direct,medium,technology,Office,rent,298.5,81824.65,92704.34,,,CDMX,Miguel Hidalgo,polanco,paid,app,242,100.0,92704.34,,7,false,6,6,4,0.6666666666666666,430.6666666666667,6,107.66666666666667,2026-03-20T10:00:00.000Z,true,1,,none,0,0,2.8,1,new,ceramic,"[""lounge"", ""security_booth"", ""storage"", ""gym""]",0,9,false
L3625:T2:I16427,3625,T2,2026-06-14T16:51:00.000Z,16427,840,8,INELIGIBLE_PRIOR_SCHEDULED_VISIT,INELIGIBLE,,true,tenant_direct,medium,technology,Office,rent,298.5,81824.65,92704.34,,,CDMX,Miguel Hidalgo,polanco,paid,whatsapp,170,307.2,85268.28,,32,false,7,7,4,0.5714285714285714,403.7142857142857,7,93.28571428571429,2026-04-13T19:44:00.000Z,true,12,0,cctv,8,4,3.2,54,new,concrete,[],0,9,false
L3626:T0,3626,T0,2025-12-22T00:00:00.000Z,,,0,ELIGIBLE,POSITIVE,1,true,tenant_direct,small,logistics,Office,both,414.7,117548.64,152796.65,21158754.71,30143815.28,Jalisco,Guadalajara,americana-chapultepec,organic,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,10,7,false
L3626:T1:I16438,3626,T1,2025-12-25T15:28:03.000Z,16438,1510,1,ELIGIBLE,NEGATIVE,0,true,tenant_direct,small,logistics,Office,both,414.7,117548.64,152796.65,21158754.71,30143815.28,Jalisco,Guadalajara,americana-chapultepec,organic,whatsapp,229,459.5,146362.59,29802323.31,,false,0,0,0,,,0,,,true,2,5,full,3,1,3.1,8,good,ceramic,"[""loading_dock""]",10,7,false
L3626:T2:I16435,3626,T2,2025-12-29T16:47:34.000Z,16435,1278,2,ELIGIBLE,POSITIVE,1,true,tenant_direct,small,logistics,Office,both,414.7,117548.64,152796.65,21158754.71,30143815.28,Jalisco,Guadalajara,americana-chapultepec,organic,app,127,1716.0,152796.65,30034251.41,18,false,1,1,0,0,229,0,,2025-12-25T15:28:03.000Z,true,11,0,cctv,9,15,9.5,114,good,polished_concrete,"[""parking""]",10,7,false
