prediction_key,lead_id,stage,score_time,current_inquiry_id,current_spot_id,inquiry_number,stage_eligibility,target_status,target_value,current_spot_existed_at_score_time,user_type,company_size,industry,search_sector,search_modality,target_area_sqm,min_budget_mxn_rent_monthly,max_budget_mxn_rent_monthly,min_budget_mxn_sale_total,max_budget_mxn_sale_total,preferred_state,preferred_municipality,preferred_corridor,source,channel,message_length,requested_area_sqm,requested_budget_mxn_rent_monthly,requested_budget_mxn_sale_total,urgency_days,asked_visit,hist_prior_inquiry_count,hist_prior_unique_spots,hist_prior_asked_visit_count,hist_prior_asked_visit_rate,hist_prior_message_length_mean,hist_prior_urgency_known_count,hist_prior_urgency_days_mean,hist_max_inquiry_time,natural_light,luminaires,charging_ports,security_type,floor_level,elevators,vertical_height_m,parking_spaces,building_status,floor_material,amenities,prior_searches,prior_inquiries,has_converted_before
L1439:T2:I6568,1439,T2,2026-02-19T19:39:23.000Z,6568,1667,5,INELIGIBLE_PRIOR_SCHEDULED_VISIT,INELIGIBLE,,true,investor,enterprise,financial,Office,rent,401.7,124921.79,181302.45,,,Yucatán,Mérida,paseo-montejo,email,web,645,150.0,181302.45,,,false,4,4,1,0.25,245.75,3,245.33333333333334,2026-02-12T19:02:07.000Z,false,34,0,none,0,1,,5,fair,ceramic,"[""security_booth"", ""parking"", ""lounge"", ""meeting_rooms""]",1,0,false
L1439:T2:I6573,1439,T2,2026-04-16T09:06:00.000Z,6573,2265,6,INELIGIBLE_PRIOR_SCHEDULED_VISIT,INELIGIBLE,,true,investor,enterprise,financial,Office,rent,401.7,124921.79,181302.45,,,Yucatán,Mérida,paseo-montejo,email,web,55,352.2,129870.17,,,false,5,5,1,0.2,325.6,3,245.33333333333334,2026-02-19T19:39:23.000Z,true,0,3,basic,3,2,3.7,23,fair,concrete,"[""cafeteria"", ""loading_dock"", ""meeting_rooms"", ""storage""]",1,0,false
L1440:T0,1440,T0,2025-02-22T00:00:00.000Z,,,0,ELIGIBLE,NEGATIVE,0,true,developer,,healthcare,Office,rent,215.8,55295.5,80969.35,,,San Luis Potosí,San Luis Potosí,lomas-carranza,organic,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,9,0,false
L1440:T1:I6574,1440,T1,2025-03-01T12:58:25.000Z,6574,1082,1,ELIGIBLE,NEGATIVE,0,true,developer,,healthcare,Office,rent,215.8,55295.5,80969.35,,,San Luis Potosí,San Luis Potosí,lomas-carranza,organic,web,561,1381.9,63437.07,,66,false,0,0,0,,,0,,,true,5,0,none,2,11,,230,new,,"[""loading_dock"", ""storage"", ""reception"", ""cafeteria""]",9,0,false
L1440:T2:I6576,1440,T2,2025-08-14T07:20:00.000Z,6576,825,2,ELIGIBLE,POSITIVE,1,true,developer,,healthcare,Office,rent,215.8,55295.5,80969.35,,,San Luis Potosí,San Luis Potosí,lomas-carranza,organic,app,320,250.5,57032.83,,359,false,1,1,0,0,561,1,66,2025-03-01T12:58:25.000Z,false,5,0,cctv,0,1,,7,good,carpet,"[""conference_room"", ""meeting_rooms"", ""gym""]",9,0,false
L1440:T2:I6578,1440,T2,2025-10-25T15:49:00.000Z,6578,1040,3,INELIGIBLE_PRIOR_SCHEDULED_VISIT,INELIGIBLE,,true,developer,,healthcare,Office,rent,215.8,55295.5,80969.35,,,San Luis Potosí,San Luis Potosí,lomas-carranza,organic,whatsapp,148,204.9,80293.44,,51,true,2,2,0,0,440.5,2,212.5,2025-08-14T07:20:00.000Z,false,0,,basic,2,1,3.0,7,good,,"[""storage"", ""kitchen"", ""rooftop""]",9,0,false
L1440:T2:I6577,1440,T2,2026-03-04T12:38:00.000Z,6577,2791,4,INELIGIBLE_PRIOR_SCHEDULED_VISIT,INELIGIBLE,,true,developer,,healthcare,Office,rent,215.8,55295.5,80969.35,,,San Luis Potosí,San Luis Potosí,lomas-carranza,organic,web,276,243.8,67589.03,,,false,3,3,1,0.3333333333333333,343,3,158.66666666666666,2025-10-25T15:49:00.000Z,true,0,0,cctv,0,0,3.4,13,good,ceramic,"[""meeting_rooms""]",9,0,false
L1440:T2:I6575,1440,T2,2026-05-30T14:10:00.000Z,6575,1,5,INELIGIBLE_PRIOR_SCHEDULED_VISIT,INELIGIBLE,,true,developer,,healthcare,Office,rent,215.8,55295.5,80969.35,,,San Luis Potosí,San Luis Potosí,lomas-carranza,organic,app,123,304.8,65954.31,,,false,4,4,1,0.25,326.25,3,158.66666666666666,2026-03-04T12:38:00.000Z,false,0,0,full,0,7,2.3,35,new,ceramic,"[""rooftop"", ""cafeteria"", ""gym"", ""meeting_rooms""]",9,0,false
L1441:T0,1441,T0,2026-01-23T00:00:00.000Z,,,0,ELIGIBLE,POSITIVE,1,true,broker,medium,retail,Office,rent,1097.4,288333.27,371536.34,,,Querétaro,Querétaro,juriquilla-juncos,organic,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,0,0,false
L1441:T1:I6581,1441,T1,2026-01-25T11:19:20.000Z,6581,2126,1,ELIGIBLE,POSITIVE,1,true,broker,medium,retail,Office,rent,1097.4,288333.27,371536.34,,,Querétaro,Querétaro,juriquilla-juncos,organic,app,251,1218.3,371536.34,,23,true,0,0,0,,,0,,,false,0,0,full,0,7,0.0,0,good,concrete,"[""rooftop"", ""reception""]",0,0,false
L1441:T2:I6586,1441,T2,2026-01-25T12:04:35.000Z,6586,550,2,ELIGIBLE,NEGATIVE,0,true,broker,medium,retail,Office,rent,1097.4,288333.27,371536.34,,,Querétaro,Querétaro,juriquilla-juncos,organic,whatsapp,116,983.0,371536.34,,,false,1,1,1,1,251,1,23,2026-01-25T11:19:20.000Z,false,11,0,basic,0,2,3.1,9,new,ceramic,"[""rooftop""]",0,0,false
L1441:T2:I6579,1441,T2,2026-01-30T20:46:52.000Z,6579,67,3,INELIGIBLE_PRIOR_SCHEDULED_VISIT,INELIGIBLE,,true,broker,medium,retail,Office,rent,1097.4,288333.27,371536.34,,,Querétaro,Querétaro,juriquilla-juncos,organic,phone,66,279.0,306373.18,,,false,2,2,1,0.5,183.5,1,23,2026-01-25T12:04:35.000Z,false,6,0,basic,0,1,4.2,5,fair,concrete,[],0,0,false
L1441:T2:I6582,1441,T2,2026-02-04T10:13:45.000Z,6582,2417,4,INELIGIBLE_PRIOR_SCHEDULED_VISIT,INELIGIBLE,,true,broker,medium,retail,Office,rent,1097.4,288333.27,371536.34,,,Querétaro,Querétaro,juriquilla-juncos,organic,whatsapp,167,185.0,305907.94,,4,false,3,3,1,0.3333333333333333,144.33333333333334,1,23,2026-01-30T20:46:52.000Z,true,0,0,none,0,0,3.4,4,fair,concrete,"[""loading_dock"", ""conference_room"", ""storage"", ""security_booth""]",0,0,false
L1441:T2:I6580,1441,T2,2026-02-05T13:24:59.000Z,6580,817,5,INELIGIBLE_PRIOR_SCHEDULED_VISIT,INELIGIBLE,,true,broker,medium,retail,Office,rent,1097.4,288333.27,371536.34,,,Querétaro,Querétaro,juriquilla-juncos,organic,web,172,873.5,371536.34,,53,false,4,4,1,0.25,150,2,13.5,2026-02-04T10:13:45.000Z,false,14,0,basic,1,0,4.1,9,good,,[],0,0,false
L1441:T2:I6583,1441,T2,2026-02-14T09:09:00.000Z,6583,2603,6,INELIGIBLE_PRIOR_SCHEDULED_VISIT,INELIGIBLE,,true,broker,medium,retail,Office,rent,1097.4,288333.27,371536.34,,,Querétaro,Querétaro,juriquilla-juncos,organic,email,155,959.3,345511.72,,,true,5,5,1,0.2,154.4,3,26.666666666666668,2026-02-05T13:24:59.000Z,true,2,,full,2,3,3.9,41,new,ceramic,"[""rooftop"", ""lounge"", ""security_booth""]",0,0,false
L1441:T2:I6584,1441,T2,2026-04-15T13:11:00.000Z,6584,2425,7,INELIGIBLE_PRIOR_SCHEDULED_VISIT,INELIGIBLE,,true,broker,medium,retail,Office,rent,1097.4,288333.27,371536.34,,,Querétaro,Querétaro,juriquilla-juncos,organic,web,155,150.0,371536.34,,31,false,6,6,2,0.3333333333333333,154.5,3,26.666666666666668,2026-02-14T09:09:00.000Z,false,5,2,basic,10,6,,3,fair,carpet,[],0,0,false
L1441:T2:I6585,1441,T2,2026-04-25T10:52:00.000Z,6585,1726,8,INELIGIBLE_PRIOR_SCHEDULED_VISIT,INELIGIBLE,,true,broker,medium,retail,Office,rent,1097.4,288333.27,371536.34,,,Querétaro,Querétaro,juriquilla-juncos,organic,web,143,1088.9,363053.42,,,false,7,7,2,0.2857142857142857,154.57142857142858,4,27.75,2026-04-15T13:11:00.000Z,false,0,,basic,12,9,2.7,55,good,polished_concrete,"[""security_booth"", ""meeting_rooms"", ""lounge"", ""reception""]",0,0,false
L1442:T0,1442,T0,2025-05-20T00:00:00.000Z,,,0,ELIGIBLE,NEGATIVE,0,true,broker,enterprise,retail,Land,sale,154.9,,,1123849.98,1255762.86,San Luis Potosí,San Luis Potosí,lomas-carranza,paid,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,0,2,false
L1442:T1:I6587,1442,T1,2025-05-27T17:51:01.000Z,6587,1556,1,ELIGIBLE,NEGATIVE,0,true,broker,enterprise,retail,Land,sale,154.9,,,1123849.98,1255762.86,San Luis Potosí,San Luis Potosí,lomas-carranza,paid,whatsapp,155,1853.4,,1214075.9,,false,0,0,0,,,0,,,true,2,0,cctv,0,13,0.0,2,good,concrete,[],0,2,false
L1443:T0,1443,T0,2026-02-26T00:00:00.000Z,,,0,ELIGIBLE,NEGATIVE,0,true,broker,large,retail,Industrial,rent,219.0,27856.92,34903.57,,,CDMX,Cuauhtémoc,roma-condesa,social,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,2,0,false
L1443:T1:I6588,1443,T1,2026-03-01T10:00:19.000Z,6588,1789,1,ELIGIBLE,NEGATIVE,0,true,broker,large,retail,Industrial,rent,219.0,27856.92,34903.57,,,CDMX,Cuauhtémoc,roma-condesa,social,whatsapp,155,2168.2,27373.24,,93,false,0,0,0,,,0,,,true,11,0,basic,25,22,,152,new,concrete,"[""conference_room""]",2,0,false
L1443:T2:I6590,1443,T2,2026-03-01T11:42:55.000Z,6590,108,2,ELIGIBLE,NEGATIVE,0,true,broker,large,retail,Industrial,rent,219.0,27856.92,34903.57,,,CDMX,Cuauhtémoc,roma-condesa,social,whatsapp,357,2755.1,28179.29,,,false,1,1,0,0,155,1,93,2026-03-01T10:00:19.000Z,false,8,0,basic,0,19,8.5,184,good,ceramic,"[""reception""]",2,0,false
L1443:T2:I6589,1443,T2,2026-03-02T11:31:32.000Z,6589,175,3,ELIGIBLE,NEGATIVE,0,true,broker,large,retail,Industrial,rent,219.0,27856.92,34903.57,,,CDMX,Cuauhtémoc,roma-condesa,social,app,218,534.8,31310.33,,253,false,2,2,0,0,256,1,93,2026-03-01T11:42:55.000Z,true,4,0,cctv,0,4,5.9,39,good,concrete,[],2,0,false
L1443:T2:I6591,1443,T2,2026-03-08T14:40:26.000Z,6591,1141,4,ELIGIBLE,NEGATIVE,0,true,broker,large,retail,Industrial,rent,219.0,27856.92,34903.57,,,CDMX,Cuauhtémoc,roma-condesa,social,whatsapp,392,172.1,32409.07,,,true,3,3,0,0,243.33333333333334,2,173,2026-03-02T11:31:32.000Z,true,14,0,basic,10,5,8.4,11,good,carpet,[],2,0,false
L1444:T0,1444,T0,2025-12-21T00:00:00.000Z,,,0,ELIGIBLE,NEGATIVE,0,true,broker,large,technology,Retail,sale,289.9,,,11354782.33,12754615.66,Estado de México,Toluca,metepec-toluca,organic,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,42,2,false
L1444:T1:I6592,1444,T1,2025-12-27T11:46:17.000Z,6592,2268,1,ELIGIBLE,NEGATIVE,0,true,broker,large,technology,Retail,sale,289.9,,,11354782.33,12754615.66,Estado de México,Toluca,metepec-toluca,organic,web,317,383.0,,12754615.66,16,false,0,0,0,,,0,,,true,0,,basic,11,7,,66,good,ceramic,[],42,2,false
L1444:T2:I6593,1444,T2,2026-06-20T10:52:00.000Z,6593,277,2,ELIGIBLE,NEGATIVE,0,true,broker,large,technology,Retail,sale,289.9,,,11354782.33,12754615.66,Estado de México,Toluca,metepec-toluca,organic,app,126,279.0,,12245030.0,358,false,1,1,0,0,317,1,16,2025-12-27T11:46:17.000Z,false,0,,full,0,3,2.8,6,good,concrete,[],42,2,false
L1445:T0,1445,T0,2025-11-08T00:00:00.000Z,,,0,ELIGIBLE,NEGATIVE,0,true,broker,small,retail,Industrial,sale,2095.4,,,40176463.36,52718951.89,CDMX,Miguel Hidalgo,polanco,referral,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,3,75,true
L1445:T1:I6594,1445,T1,2025-11-13T11:13:21.000Z,6594,2779,1,ELIGIBLE,NEGATIVE,0,true,broker,small,retail,Industrial,sale,2095.4,,,40176463.36,52718951.89,CDMX,Miguel Hidalgo,polanco,referral,web,198,2303.2,,49201444.38,10,false,0,0,0,,,0,,,true,21,,basic,28,24,5.9,121,good,concrete,"[""rooftop"", ""reception""]",3,75,true
L1445:T2:I6595,1445,T2,2025-11-19T07:07:33.000Z,6595,2971,2,ELIGIBLE,NEGATIVE,0,true,broker,small,retail,Industrial,sale,2095.4,,,40176463.36,52718951.89,CDMX,Miguel Hidalgo,polanco,referral,email,306,1683.1,,44647886.71,,true,1,1,0,0,198,1,10,2025-11-13T11:13:21.000Z,false,8,0,basic,0,2,9.6,21,good,polished_concrete,[],3,75,true
L1445:T2:I6597,1445,T2,2026-01-16T18:20:00.000Z,6597,1144,3,ELIGIBLE,NEGATIVE,0,true,broker,small,retail,Industrial,sale,2095.4,,,40176463.36,52718951.89,CDMX,Miguel Hidalgo,polanco,referral,whatsapp,208,2159.0,,37099469.75,,false,2,2,1,0.5,252,1,10,2025-11-19T07:07:33.000Z,true,0,,cctv,1,14,8.6,144,good,concrete,"[""rooftop""]",3,75,true
L1445:T2:I6596,1445,T2,2026-05-25T19:52:00.000Z,6596,432,4,ELIGIBLE,NEGATIVE,0,true,broker,small,retail,Industrial,sale,2095.4,,,40176463.36,52718951.89,CDMX,Miguel Hidalgo,polanco,referral,whatsapp,89,3546.6,,42812343.36,,false,3,3,1,0.3333333333333333,237.33333333333334,1,10,2026-01-16T18:20:00.000Z,false,4,0,full,0,24,7.2,241,good,concrete,"[""loading_dock"", ""kitchen"", ""parking"", ""conference_room""]",3,75,true
L1445:T2:I6598,1445,T2,2026-06-13T09:25:00.000Z,6598,2902,5,ELIGIBLE,POSITIVE,1,true,broker,small,retail,Industrial,sale,2095.4,,,40176463.36,52718951.89,CDMX,Miguel Hidalgo,polanco,referral,email,325,1806.3,,43324104.81,59,false,4,4,1,0.25,200.25,1,10,2026-05-25T19:52:00.000Z,false,0,,basic,0,9,7.8,65,good,concrete,"[""security_booth"", ""lounge"", ""loading_dock""]",3,75,true
L1446:T0,1446,T0,2025-04-12T00:00:00.000Z,,,0,ELIGIBLE,NEGATIVE,0,true,tenant_direct,small,technology,Retail,both,669.6,163382.3,188524.7,29408814.38,36497708.45,Nuevo León,Monterrey,macroplaza,organic,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,1,0,false
L1446:T1:I6603,1446,T1,2025-04-28T13:38:00.000Z,6603,2014,1,ELIGIBLE,NEGATIVE,0,true,tenant_direct,small,technology,Retail,both,669.6,163382.3,188524.7,29408814.38,36497708.45,Nuevo León,Monterrey,macroplaza,organic,email,407,652.5,159958.64,31044434.86,,false,0,0,0,,,0,,,true,29,0,cctv,0,1,,6,good,concrete,[],1,0,false
L1446:T2:I6600,1446,T2,2025-06-05T18:33:00.000Z,6600,255,2,ELIGIBLE,NEGATIVE,0,true,tenant_direct,small,technology,Retail,both,669.6,163382.3,188524.7,29408814.38,36497708.45,Nuevo León,Monterrey,macroplaza,organic,email,292,227.5,148054.26,28954107.02,61,false,1,1,0,0,407,0,,2025-04-28T13:38:00.000Z,false,5,0,cctv,0,1,4.6,1,good,carpet,[],1,0,false
L1446:T2:I6599,1446,T2,2025-10-20T20:07:00.000Z,6599,1470,3,ELIGIBLE,POSITIVE,1,true,tenant_direct,small,technology,Retail,both,669.6,163382.3,188524.7,29408814.38,36497708.45,Nuevo León,Monterrey,macroplaza,organic,app,425,571.8,188524.7,36497708.45,28,true,2,2,0,0,349.5,1,61,2025-06-05T18:33:00.000Z,true,13,0,basic,7,4,3.6,31,good,,"[""loading_dock"", ""gym"", ""kitchen"", ""parking""]",1,0,false
L1446:T2:I6604,1446,T2,2025-10-26T20:44:00.000Z,6604,1905,4,INELIGIBLE_PRIOR_SCHEDULED_VISIT,INELIGIBLE,,true,tenant_direct,small,technology,Retail,both,669.6,163382.3,188524.7,29408814.38,36497708.45,Nuevo León,Monterrey,macroplaza,organic,web,118,100.0,182646.77,36497708.45,,false,3,3,1,0.3333333333333333,374.6666666666667,2,44.5,2025-10-20T20:07:00.000Z,true,1,0,basic,1,2,4.3,4,good,concrete,"[""rooftop"", ""reception"", ""conference_room""]",1,0,false
L1446:T2:I6602,1446,T2,2026-01-21T14:58:00.000Z,6602,1565,5,INELIGIBLE_PRIOR_SCHEDULED_VISIT,INELIGIBLE,,true,tenant_direct,small,technology,Retail,both,669.6,163382.3,188524.7,29408814.38,36497708.45,Nuevo León,Monterrey,macroplaza,organic,web,460,141.0,156315.22,36497708.45,,true,4,4,1,0.25,310.5,2,44.5,2025-10-26T20:44:00.000Z,true,5,0,none,0,1,3.1,1,fair,concrete,"[""conference_room"", ""lounge""]",1,0,false
L1446:T2:I6601,1446,T2,2026-06-07T18:52:00.000Z,6601,1917,6,INELIGIBLE_PRIOR_SCHEDULED_VISIT,INELIGIBLE,,true,tenant_direct,small,technology,Retail,both,669.6,163382.3,188524.7,29408814.38,36497708.45,Nuevo León,Monterrey,macroplaza,organic,web,158,582.7,147598.16,27936455.34,74,true,5,5,2,0.4,340.4,2,44.5,2026-01-21T14:58:00.000Z,true,15,0,none,3,2,,12,good,carpet,"[""gym"", ""reception""]",1,0,false
L1447:T0,1447,T0,2025-12-02T00:00:00.000Z,,,0,ELIGIBLE,NEGATIVE,0,true,investor,large,financial,Office,rent,8443.6,64431.83,79075.26,,,Guanajuato,León,centro-leon,event,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,8,0,false
L1447:T1:I6605,1447,T1,2025-12-05T19:12:22.000Z,6605,1790,1,ELIGIBLE,NEGATIVE,0,true,investor,large,financial,Office,rent,8443.6,64431.83,79075.26,,,Guanajuato,León,centro-leon,event,web,353,167.5,79075.26,,173,false,0,0,0,,,0,,,true,8,,basic,1,1,,5,good,wood,"[""cafeteria"", ""gym"", ""storage""]",8,0,false
L1447:T2:I6607,1447,T2,2025-12-07T12:57:30.000Z,6607,2203,2,ELIGIBLE,NEGATIVE,0,true,investor,large,financial,Office,rent,8443.6,64431.83,79075.26,,,Guanajuato,León,centro-leon,event,app,214,507.0,66799.21,,,true,1,1,0,0,353,1,173,2025-12-05T19:12:22.000Z,true,12,0,none,4,2,,5,good,concrete,"[""conference_room"", ""lounge"", ""gym""]",8,0,false
L1447:T2:I6606,1447,T2,2025-12-07T16:06:41.000Z,6606,1493,3,ELIGIBLE,NEGATIVE,0,true,investor,large,financial,Office,rent,8443.6,64431.83,79075.26,,,Guanajuato,León,centro-leon,event,whatsapp,200,2137.0,72453.69,,49,false,2,2,1,0.5,283.5,1,173,2025-12-07T12:57:30.000Z,true,5,0,cctv,4,2,11.4,11,fair,concrete,"[""kitchen"", ""reception"", ""lounge"", ""conference_room""]",8,0,false
L1448:T0,1448,T0,2025-12-01T00:00:00.000Z,,,0,ELIGIBLE,POSITIVE,1,true,tenant_direct,medium,retail,Industrial,sale,696.1,,,14275799.72,17726923.4,Estado de México,Naucalpan de Juárez,,paid,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,3,6,false
L1448:T1:I6609,1448,T1,2025-12-04T08:49:11.000Z,6609,2605,1,ELIGIBLE,POSITIVE,1,true,tenant_direct,medium,retail,Industrial,sale,696.1,,,14275799.72,17726923.4,Estado de México,Naucalpan de Juárez,,paid,whatsapp,425,594.6,,16646714.16,,true,0,0,0,,,0,,,true,0,,basic,0,3,7.2,41,fair,ceramic,[],3,6,false
L1448:T2:I6613,1448,T2,2025-12-07T11:03:36.000Z,6613,694,2,INELIGIBLE_PRIOR_SCHEDULED_VISIT,INELIGIBLE,,true,tenant_direct,medium,retail,Industrial,sale,696.1,,,14275799.72,17726923.4,Estado de México,Naucalpan de Juárez,,paid,app,131,1815.1,,15010777.65,263,true,1,1,1,1,425,0,,2025-12-04T08:49:11.000Z,true,2,0,cctv,16,20,7.5,123,new,ceramic,"[""loading_dock""]",3,6,false
L1448:T2:I6611,1448,T2,2025-12-11T13:25:44.000Z,6611,1515,3,INELIGIBLE_PRIOR_SCHEDULED_VISIT,INELIGIBLE,,true,tenant_direct,medium,retail,Industrial,sale,696.1,,,14275799.72,17726923.4,Estado de México,Naucalpan de Juárez,,paid,web,208,622.3,,17513557.07,33,false,2,2,2,1,278,1,263,2025-12-07T11:03:36.000Z,true,10,18,basic,3,2,0.0,0,good,polished_concrete,"[""reception"", ""parking"", ""cafeteria"", ""conference_room""]",3,6,false
L1448:T2:I6608,1448,T2,2025-12-11T19:34:16.000Z,6608,2622,4,INELIGIBLE_PRIOR_SCHEDULED_VISIT,INELIGIBLE,,true,tenant_direct,medium,retail,Industrial,sale,696.1,,,14275799.72,17726923.4,Estado de México,Naucalpan de Juárez,,paid,web,128,1167.1,,16062007.26,79,false,3,3,2,0.6666666666666666,254.66666666666666,2,148,2025-12-11T13:25:44.000Z,true,9,0,none,1,8,5.8,78,fair,wood,"[""security_booth"", ""lounge"", ""loading_dock""]",3,6,false
L1448:T2:I6612,1448,T2,2026-01-18T17:02:00.000Z,6612,86,5,INELIGIBLE_PRIOR_SCHEDULED_VISIT,INELIGIBLE,,true,tenant_direct,medium,retail,Industrial,sale,696.1,,,14275799.72,17726923.4,Estado de México,Naucalpan de Juárez,,paid,email,348,436.5,,14864416.01,,true,4,4,2,0.5,223,3,125,2025-12-11T19:34:16.000Z,false,0,4,none,1,1,2.4,4,good,polished_concrete,"[""reception""]",3,6,false
L1448:T2:I6614,1448,T2,2026-03-01T16:38:00.000Z,6614,2534,6,INELIGIBLE_PRIOR_SCHEDULED_VISIT,INELIGIBLE,,true,tenant_direct,medium,retail,Industrial,sale,696.1,,,14275799.72,17726923.4,Estado de México,Naucalpan de Juárez,,paid,email,89,695.6,,14903881.85,,false,5,5,3,0.6,248,3,125,2026-01-18T17:02:00.000Z,true,1,,basic,2,3,6.5,19,good,ceramic,"[""kitchen""]",3,6,false
