prediction_key,lead_id,stage,score_time,current_inquiry_id,current_spot_id,inquiry_number,stage_eligibility,target_status,target_value,current_spot_existed_at_score_time,user_type,company_size,industry,search_sector,search_modality,target_area_sqm,min_budget_mxn_rent_monthly,max_budget_mxn_rent_monthly,min_budget_mxn_sale_total,max_budget_mxn_sale_total,preferred_state,preferred_municipality,preferred_corridor,source,channel,message_length,requested_area_sqm,requested_budget_mxn_rent_monthly,requested_budget_mxn_sale_total,urgency_days,asked_visit,hist_prior_inquiry_count,hist_prior_unique_spots,hist_prior_asked_visit_count,hist_prior_asked_visit_rate,hist_prior_message_length_mean,hist_prior_urgency_known_count,hist_prior_urgency_days_mean,hist_max_inquiry_time,natural_light,luminaires,charging_ports,security_type,floor_level,elevators,vertical_height_m,parking_spaces,building_status,floor_material,amenities,prior_searches,prior_inquiries,has_converted_before
L4335:T1:I19685,4335,T1,2026-02-09T10:49:55.000Z,19685,1463,1,ELIGIBLE,POSITIVE,1,true,investor,large,technology,Retail,sale,371.7,,,17924077.29,24828549.0,Jalisco,Zapopan,andares-puerta-hierro,paid,app,204,148.0,,20594498.02,,false,0,0,0,,,0,,,true,4,0,basic,4,3,4.3,1,fair,concrete,[],47,5,false
L4335:T2:I19691,4335,T2,2026-02-10T16:07:16.000Z,19691,2545,2,INELIGIBLE_PRIOR_SCHEDULED_VISIT,INELIGIBLE,,true,investor,large,technology,Retail,sale,371.7,,,17924077.29,24828549.0,Jalisco,Zapopan,andares-puerta-hierro,paid,email,202,348.0,,24828549.0,46,true,1,1,0,0,204,0,,2026-02-09T10:49:55.000Z,true,0,0,none,8,4,,11,fair,concrete,"[""loading_dock""]",47,5,false
L4335:T2:I19690,4335,T2,2026-02-10T18:50:11.000Z,19690,2337,3,INELIGIBLE_PRIOR_SCHEDULED_VISIT,INELIGIBLE,,true,investor,large,technology,Retail,sale,371.7,,,17924077.29,24828549.0,Jalisco,Zapopan,andares-puerta-hierro,paid,app,250,1592.7,,20445276.17,32,false,2,2,1,0.5,203,1,46,2026-02-10T16:07:16.000Z,true,5,0,none,10,13,0.0,2,good,concrete,"[""gym"", ""parking"", ""loading_dock""]",47,5,false
L4335:T2:I19689,4335,T2,2026-02-13T18:18:43.000Z,19689,1595,4,INELIGIBLE_PRIOR_SCHEDULED_VISIT,INELIGIBLE,,true,investor,large,technology,Retail,sale,371.7,,,17924077.29,24828549.0,Jalisco,Zapopan,andares-puerta-hierro,paid,app,120,405.5,,24828549.0,63,false,3,3,1,0.3333333333333333,218.66666666666666,2,39,2026-02-10T18:50:11.000Z,false,2,,none,3,2,3.1,8,fair,polished_concrete,[],47,5,false
L4335:T2:I19692,4335,T2,2026-02-22T15:29:00.000Z,19692,2406,5,INELIGIBLE_PRIOR_SCHEDULED_VISIT,INELIGIBLE,,true,investor,large,technology,Retail,sale,371.7,,,17924077.29,24828549.0,Jalisco,Zapopan,andares-puerta-hierro,paid,phone,367,289.8,,21716078.3,28,false,4,4,1,0.25,194,3,47,2026-02-13T18:18:43.000Z,false,4,0,basic,0,1,3.7,5,new,ceramic,"[""rooftop"", ""parking"", ""storage"", ""meeting_rooms""]",47,5,false
L4335:T2:I19688,4335,T2,2026-04-13T11:14:00.000Z,19688,2574,6,INELIGIBLE_PRIOR_SCHEDULED_VISIT,INELIGIBLE,,true,investor,large,technology,Retail,sale,371.7,,,17924077.29,24828549.0,Jalisco,Zapopan,andares-puerta-hierro,paid,web,207,306.6,,22464546.67,344,false,5,5,1,0.2,228.6,4,42.25,2026-02-22T15:29:00.000Z,false,0,0,cctv,0,0,6.9,5,needs_renovation,carpet,[],47,5,false
L4335:T2:I19687,4335,T2,2026-04-20T18:52:00.000Z,19687,2982,7,INELIGIBLE_PRIOR_SCHEDULED_VISIT,INELIGIBLE,,true,investor,large,technology,Retail,sale,371.7,,,17924077.29,24828549.0,Jalisco,Zapopan,andares-puerta-hierro,paid,whatsapp,252,347.1,,24828549.0,64,false,6,6,1,0.16666666666666666,225,5,102.6,2026-04-13T11:14:00.000Z,true,11,1,cctv,2,2,2.3,12,good,concrete,"[""conference_room""]",47,5,false
L4335:T2:I19686,4335,T2,2026-06-01T15:39:00.000Z,19686,412,8,INELIGIBLE_PRIOR_SCHEDULED_VISIT,INELIGIBLE,,true,investor,large,technology,Retail,sale,371.7,,,17924077.29,24828549.0,Jalisco,Zapopan,andares-puerta-hierro,paid,web,282,355.7,,21890174.5,46,true,7,7,1,0.14285714285714285,228.85714285714286,6,96.16666666666667,2026-04-20T18:52:00.000Z,true,8,0,full,6,3,4.5,11,good,concrete,[],47,5,false
L4336:T0,4336,T0,2025-07-04T00:00:00.000Z,,,0,ELIGIBLE,POSITIVE,1,true,broker,large,technology,Industrial,sale,689.4,,,14766364.84,17907773.27,Sonora,Hermosillo,centenario-colosio,social,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,46,0,false
L4336:T1:I19694,4336,T1,2025-07-05T20:47:46.000Z,19694,2605,1,ELIGIBLE,POSITIVE,1,true,broker,large,technology,Industrial,sale,689.4,,,14766364.84,17907773.27,Sonora,Hermosillo,centenario-colosio,social,app,277,698.7,,17907773.27,43,true,0,0,0,,,0,,,true,0,,basic,0,3,7.2,41,fair,ceramic,[],46,0,false
L4336:T2:I19697,4336,T2,2025-07-06T12:18:35.000Z,19697,1949,2,INELIGIBLE_PRIOR_SCHEDULED_VISIT,INELIGIBLE,,true,broker,large,technology,Industrial,sale,689.4,,,14766364.84,17907773.27,Sonora,Hermosillo,centenario-colosio,social,app,162,620.5,,15442276.45,34,false,1,1,1,1,277,1,43,2025-07-05T20:47:46.000Z,false,0,0,cctv,7,7,7.2,41,good,ceramic,"[""cafeteria"", ""kitchen"", ""parking""]",46,0,false
L4336:T2:I19699,4336,T2,2025-07-14T10:54:56.000Z,19699,269,3,INELIGIBLE_PRIOR_SCHEDULED_VISIT,INELIGIBLE,,true,broker,large,technology,Industrial,sale,689.4,,,14766364.84,17907773.27,Sonora,Hermosillo,centenario-colosio,social,app,209,859.7,,16400266.37,85,false,2,2,1,0.5,219.5,2,38.5,2025-07-06T12:18:35.000Z,true,0,0,cctv,27,14,3.9,95,good,polished_concrete,"[""kitchen""]",46,0,false
L4336:T2:I19696,4336,T2,2025-07-17T18:55:59.000Z,19696,385,4,INELIGIBLE_PRIOR_SCHEDULED_VISIT,INELIGIBLE,,true,broker,large,technology,Industrial,sale,689.4,,,14766364.84,17907773.27,Sonora,Hermosillo,centenario-colosio,social,app,269,3223.2,,13783980.56,20,true,3,3,1,0.3333333333333333,216,3,54,2025-07-14T10:54:56.000Z,false,1,0,full,1,22,7.5,216,fair,concrete,"[""meeting_rooms"", ""conference_room"", ""storage""]",46,0,false
L4336:T2:I19695,4336,T2,2025-10-18T08:45:00.000Z,19695,2995,5,INELIGIBLE_PRIOR_SCHEDULED_VISIT,INELIGIBLE,,true,broker,large,technology,Industrial,sale,689.4,,,14766364.84,17907773.27,Sonora,Hermosillo,centenario-colosio,social,app,80,738.3,,14033795.28,88,false,4,4,2,0.5,229.25,4,45.5,2025-07-17T18:55:59.000Z,false,12,0,none,0,5,7.3,43,good,,"[""reception"", ""parking"", ""rooftop""]",46,0,false
L4336:T2:I19698,4336,T2,2026-02-13T12:24:00.000Z,19698,1787,6,INELIGIBLE_PRIOR_SCHEDULED_VISIT,INELIGIBLE,,true,broker,large,technology,Industrial,sale,689.4,,,14766364.84,17907773.27,Sonora,Hermosillo,centenario-colosio,social,app,382,1536.3,,16944891.45,50,true,5,5,2,0.4,199.4,5,54,2025-10-18T08:45:00.000Z,false,4,0,cctv,0,13,8.0,106,good,,[],46,0,false
L4336:T2:I19693,4336,T2,2026-06-02T15:40:00.000Z,19693,1837,7,INELIGIBLE_PRIOR_SCHEDULED_VISIT,INELIGIBLE,,true,broker,large,technology,Industrial,sale,689.4,,,14766364.84,17907773.27,Sonora,Hermosillo,centenario-colosio,social,email,258,2013.4,,14177329.81,181,true,6,6,3,0.5,229.83333333333334,6,53.333333333333336,2026-02-13T12:24:00.000Z,true,2,0,basic,7,15,0.0,2,good,wood,[],46,0,false
L4337:T0,4337,T0,2025-01-29T00:00:00.000Z,,,0,ELIGIBLE,NEGATIVE,0,true,broker,medium,retail,Retail,rent,430.6,110545.15,142581.82,,,San Luis Potosí,San Luis Potosí,lomas-carranza,organic,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,18,11,false
L4337:T1:I19700,4337,T1,2025-12-13T19:43:00.000Z,19700,2826,1,ELIGIBLE,NEGATIVE,0,true,broker,medium,retail,Retail,rent,430.6,110545.15,142581.82,,,San Luis Potosí,San Luis Potosí,lomas-carranza,organic,web,199,104.0,115035.32,,20,false,0,0,0,,,0,,,false,0,1,basic,2,0,4.5,3,good,ceramic,"[""parking"", ""lounge""]",18,11,false
L4338:T0,4338,T0,2025-10-27T00:00:00.000Z,,,0,ELIGIBLE,POSITIVE,1,true,broker,medium,healthcare,Land,sale,281.9,,,2267972.02,2674287.33,CDMX,Miguel Hidalgo,polanco,referral,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,0,40,true
L4338:T1:I19701,4338,T1,2025-10-31T09:52:26.000Z,19701,746,1,ELIGIBLE,POSITIVE,1,true,broker,medium,healthcare,Land,sale,281.9,,,2267972.02,2674287.33,CDMX,Miguel Hidalgo,polanco,referral,app,162,775.9,,2637757.12,84,false,0,0,0,,,0,,,true,0,0,cctv,0,7,0.0,1,new,polished_concrete,[],0,40,true
L4338:T2:I19703,4338,T2,2025-11-02T15:19:44.000Z,19703,118,2,INELIGIBLE_PRIOR_SCHEDULED_VISIT,INELIGIBLE,,true,broker,medium,healthcare,Land,sale,281.9,,,2267972.02,2674287.33,CDMX,Miguel Hidalgo,polanco,referral,web,124,1179.9,,2674287.33,,true,1,1,0,0,162,1,84,2025-10-31T09:52:26.000Z,true,0,,none,0,7,0.0,2,new,polished_concrete,"[""cafeteria"", ""rooftop"", ""parking""]",0,40,true
L4338:T2:I19702,4338,T2,2025-11-04T11:43:40.000Z,19702,370,3,INELIGIBLE_PRIOR_SCHEDULED_VISIT,INELIGIBLE,,true,broker,medium,healthcare,Land,sale,281.9,,,2267972.02,2674287.33,CDMX,Miguel Hidalgo,polanco,referral,web,121,459.1,,2149656.94,57,false,2,2,1,0.5,143,1,84,2025-11-02T15:19:44.000Z,false,8,,basic,5,4,0.0,1,good,polished_concrete,"[""loading_dock"", ""conference_room"", ""storage""]",0,40,true
L4338:T2:I19704,4338,T2,2025-11-04T17:54:06.000Z,19704,913,4,INELIGIBLE_PRIOR_SCHEDULED_VISIT,INELIGIBLE,,true,broker,medium,healthcare,Land,sale,281.9,,,2267972.02,2674287.33,CDMX,Miguel Hidalgo,polanco,referral,email,347,282.8,,2534426.81,96,true,3,3,1,0.3333333333333333,135.66666666666666,2,70.5,2025-11-04T11:43:40.000Z,true,16,0,none,0,1,0.0,3,needs_renovation,concrete,"[""loading_dock"", ""security_booth""]",0,40,true
L4338:T2:I19705,4338,T2,2025-12-26T20:03:00.000Z,19705,2517,5,INELIGIBLE_PRIOR_SCHEDULED_VISIT,INELIGIBLE,,true,broker,medium,healthcare,Land,sale,281.9,,,2267972.02,2674287.33,CDMX,Miguel Hidalgo,polanco,referral,web,157,359.5,,2003061.47,82,false,4,4,2,0.5,188.5,3,79,2025-11-04T17:54:06.000Z,true,0,0,none,6,3,2.6,39,good,wood,"[""reception"", ""loading_dock""]",0,40,true
L4338:T2:I19706,4338,T2,2026-06-20T13:13:00.000Z,19706,1909,6,INELIGIBLE_PRIOR_SCHEDULED_VISIT,INELIGIBLE,,true,broker,medium,healthcare,Land,sale,281.9,,,2267972.02,2674287.33,CDMX,Miguel Hidalgo,polanco,referral,web,601,259.5,,2090256.04,2,false,5,5,2,0.4,182.2,4,79.75,2025-12-26T20:03:00.000Z,false,4,0,basic,1,2,0.0,1,good,ceramic,"[""loading_dock"", ""storage""]",0,40,true
L4339:T0,4339,T0,2025-10-06T00:00:00.000Z,,,0,ELIGIBLE,NEGATIVE,0,true,tenant_direct,medium,retail,Land,both,706.3,30300.42,33407.44,5454075.12,6257363.03,Querétaro,Querétaro,centro-queretaro,organic,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,3,0,true
L4339:T1:I19710,4339,T1,2025-10-11T12:28:25.000Z,19710,670,1,ELIGIBLE,NEGATIVE,0,true,tenant_direct,medium,retail,Land,both,706.3,30300.42,33407.44,5454075.12,6257363.03,Querétaro,Querétaro,centro-queretaro,organic,web,292,18016.7,26124.93,5797470.72,310,false,0,0,0,,,0,,,true,0,,cctv,0,123,0.0,4,fair,concrete,[],3,0,true
L4339:T2:I19708,4339,T2,2025-10-13T11:02:24.000Z,19708,2857,2,ELIGIBLE,NEGATIVE,0,true,tenant_direct,medium,retail,Land,both,706.3,30300.42,33407.44,5454075.12,6257363.03,Querétaro,Querétaro,centro-queretaro,organic,email,261,553.7,33174.77,6257363.03,,true,1,1,0,0,292,1,310,2025-10-11T12:28:25.000Z,true,14,0,cctv,1,2,3.9,4,fair,ceramic,"[""meeting_rooms"", ""gym"", ""rooftop""]",3,0,true
L4339:T2:I19711,4339,T2,2025-10-19T08:37:52.000Z,19711,2510,3,ELIGIBLE,NEGATIVE,0,true,tenant_direct,medium,retail,Land,both,706.3,30300.42,33407.44,5454075.12,6257363.03,Querétaro,Querétaro,centro-queretaro,organic,app,158,9582.5,33114.21,5934510.63,30,false,2,2,1,0.5,276.5,1,310,2025-10-13T11:02:24.000Z,true,0,0,full,0,64,0.0,5,good,concrete,[],3,0,true
L4339:T2:I19709,4339,T2,2026-03-15T09:00:00.000Z,19709,2200,4,ELIGIBLE,NEGATIVE,0,true,tenant_direct,medium,retail,Land,both,706.3,30300.42,33407.44,5454075.12,6257363.03,Querétaro,Querétaro,centro-queretaro,organic,email,346,922.4,31393.35,4558238.42,4,false,3,3,1,0.3333333333333333,237,2,170,2025-10-19T08:37:52.000Z,true,0,0,basic,5,7,0.0,0,good,carpet,[],3,0,true
L4339:T2:I19707,4339,T2,2026-03-27T10:21:00.000Z,19707,195,5,ELIGIBLE,NEGATIVE,0,true,tenant_direct,medium,retail,Land,both,706.3,30300.42,33407.44,5454075.12,6257363.03,Querétaro,Querétaro,centro-queretaro,organic,web,164,851.3,28942.22,5057808.34,66,false,4,4,1,0.25,264.25,3,114.66666666666667,2026-03-15T09:00:00.000Z,true,10,,basic,0,6,0.0,0,good,polished_concrete,"[""conference_room"", ""gym"", ""lounge""]",3,0,true
L4340:T0,4340,T0,2025-08-08T00:00:00.000Z,,,0,ELIGIBLE,POSITIVE,1,true,investor,medium,retail,Retail,sale,819.2,,,31678471.47,38406774.54,CDMX,Cuauhtémoc,roma-condesa,organic,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,1,3,false
L4340:T1:I19714,4340,T1,2025-08-14T18:03:29.000Z,19714,1443,1,ELIGIBLE,NEGATIVE,0,true,investor,medium,retail,Retail,sale,819.2,,,31678471.47,38406774.54,CDMX,Cuauhtémoc,roma-condesa,organic,email,711,801.2,,26987276.64,232,false,0,0,0,,,0,,,true,0,,full,0,6,4.2,25,needs_renovation,concrete,"[""security_booth"", ""lounge"", ""meeting_rooms"", ""conference_room""]",1,3,false
L4340:T2:I19715,4340,T2,2025-08-16T18:37:04.000Z,19715,394,2,ELIGIBLE,NEGATIVE,0,true,investor,medium,retail,Retail,sale,819.2,,,31678471.47,38406774.54,CDMX,Cuauhtémoc,roma-condesa,organic,email,315,290.5,,38406774.54,,true,1,1,0,0,711,1,232,2025-08-14T18:03:29.000Z,true,0,,none,0,0,4.5,5,good,,"[""lounge"", ""cafeteria""]",1,3,false
L4340:T2:I19713,4340,T2,2025-08-21T13:15:02.000Z,19713,1569,3,ELIGIBLE,POSITIVE,1,true,investor,medium,retail,Retail,sale,819.2,,,31678471.47,38406774.54,CDMX,Cuauhtémoc,roma-condesa,organic,web,249,100.0,,33627228.75,88,false,2,2,1,0.5,513,1,232,2025-08-16T18:37:04.000Z,true,3,0,none,9,4,4.7,5,good,concrete,"[""loading_dock"", ""parking"", ""cafeteria"", ""security_booth""]",1,3,false
L4340:T2:I19716,4340,T2,2025-11-13T16:26:00.000Z,19716,1381,4,INELIGIBLE_PRIOR_SCHEDULED_VISIT,INELIGIBLE,,true,investor,medium,retail,Retail,sale,819.2,,,31678471.47,38406774.54,CDMX,Cuauhtémoc,roma-condesa,organic,email,222,782.3,,36261894.61,253,false,3,3,1,0.3333333333333333,425,2,160,2025-08-21T13:15:02.000Z,true,3,0,none,0,2,3.7,11,good,concrete,"[""security_booth"", ""kitchen""]",1,3,false
L4340:T2:I19712,4340,T2,2026-06-11T16:38:00.000Z,19712,2691,5,INELIGIBLE_PRIOR_SCHEDULED_VISIT,INELIGIBLE,,true,investor,medium,retail,Retail,sale,819.2,,,31678471.47,38406774.54,CDMX,Cuauhtémoc,roma-condesa,organic,web,147,1746.9,,38002534.23,356,false,4,4,1,0.25,374.25,3,191,2025-11-13T16:26:00.000Z,true,2,0,cctv,0,11,7.6,119,new,carpet,[],1,3,false
L4341:T0,4341,T0,2026-02-27T00:00:00.000Z,,,0,ELIGIBLE,NEGATIVE,0,true,broker,small,logistics,Retail,both,415.2,92012.97,113686.86,16562334.0,23503039.31,Estado de México,Naucalpan de Juárez,lomas-verdes-satelite,referral,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,7,3,false
L4341:T1:I19724,4341,T1,2026-03-06T14:56:10.000Z,19724,947,1,ELIGIBLE,NEGATIVE,0,true,broker,small,logistics,Retail,both,415.2,92012.97,113686.86,16562334.0,23503039.31,Estado de México,Naucalpan de Juárez,lomas-verdes-satelite,referral,app,112,375.9,113686.86,16984237.79,332,false,0,0,0,,,0,,,false,0,,none,0,2,3.9,5,good,concrete,[],7,3,false
L4341:T2:I19721,4341,T2,2026-03-08T19:01:12.000Z,19721,2216,2,ELIGIBLE,NEGATIVE,0,true,broker,small,logistics,Retail,both,415.2,92012.97,113686.86,16562334.0,23503039.31,Estado de México,Naucalpan de Juárez,lomas-verdes-satelite,referral,whatsapp,151,153.0,79819.07,16840590.07,55,true,1,1,0,0,112,1,332,2026-03-06T14:56:10.000Z,true,0,0,full,1,2,4.3,3,fair,polished_concrete,"[""meeting_rooms"", ""gym""]",7,3,false
