prediction_key,lead_id,stage,score_time,current_inquiry_id,current_spot_id,inquiry_number,stage_eligibility,target_status,target_value,current_spot_existed_at_score_time,user_type,company_size,industry,search_sector,search_modality,target_area_sqm,min_budget_mxn_rent_monthly,max_budget_mxn_rent_monthly,min_budget_mxn_sale_total,max_budget_mxn_sale_total,preferred_state,preferred_municipality,preferred_corridor,source,channel,message_length,requested_area_sqm,requested_budget_mxn_rent_monthly,requested_budget_mxn_sale_total,urgency_days,asked_visit,hist_prior_inquiry_count,hist_prior_unique_spots,hist_prior_asked_visit_count,hist_prior_asked_visit_rate,hist_prior_message_length_mean,hist_prior_urgency_known_count,hist_prior_urgency_days_mean,hist_max_inquiry_time,natural_light,luminaires,charging_ports,security_type,floor_level,elevators,vertical_height_m,parking_spaces,building_status,floor_material,amenities,prior_searches,prior_inquiries,has_converted_before
L2178:T1:I9859,2178,T1,2025-08-18T16:35:38.000Z,9859,365,1,ELIGIBLE,NEGATIVE,0,true,investor,enterprise,healthcare,Retail,rent,261.4,67473.88,85615.08,,,CDMX,Miguel Hidalgo,polanco,organic,app,66,7007.5,66964.22,,,true,0,0,0,,,0,,,false,0,2,cctv,0,46,0.0,3,good,,[],0,185,false
L2178:T2:I9863,2178,T2,2025-08-23T12:56:17.000Z,9863,2931,2,ELIGIBLE,POSITIVE,1,true,investor,enterprise,healthcare,Retail,rent,261.4,67473.88,85615.08,,,CDMX,Miguel Hidalgo,polanco,organic,whatsapp,454,100.0,69892.32,,55,false,1,1,1,1,66,0,,2025-08-18T16:35:38.000Z,true,0,0,basic,0,1,,1,good,wood,"[""reception"", ""gym"", ""meeting_rooms""]",0,185,false
L2178:T2:I9864,2178,T2,2025-08-24T16:55:43.000Z,9864,1051,3,AMBIGUOUS_PRIOR_SCHEDULED_TIME,AMBIGUOUS,,true,investor,enterprise,healthcare,Retail,rent,261.4,67473.88,85615.08,,,CDMX,Miguel Hidalgo,polanco,organic,app,174,494.5,82425.22,,,false,2,2,1,0.5,260,1,55,2025-08-23T12:56:17.000Z,true,13,0,none,0,3,7.7,33,new,carpet,"[""conference_room"", ""rooftop"", ""parking"", ""reception""]",0,185,false
L2178:T2:I9860,2178,T2,2025-11-27T18:54:00.000Z,9860,1736,4,AMBIGUOUS_PRIOR_SCHEDULED_TIME,AMBIGUOUS,,true,investor,enterprise,healthcare,Retail,rent,261.4,67473.88,85615.08,,,CDMX,Miguel Hidalgo,polanco,organic,phone,268,191.3,82643.59,,17,false,3,3,1,0.3333333333333333,231.33333333333334,1,55,2025-08-24T16:55:43.000Z,true,8,0,basic,0,0,4.7,6,good,ceramic,[],0,185,false
L2178:T2:I9861,2178,T2,2025-12-15T16:16:00.000Z,9861,1336,5,AMBIGUOUS_PRIOR_SCHEDULED_TIME,AMBIGUOUS,,true,investor,enterprise,healthcare,Retail,rent,261.4,67473.88,85615.08,,,CDMX,Miguel Hidalgo,polanco,organic,web,121,100.0,78790.41,,26,false,4,4,1,0.25,240.5,2,36,2025-11-27T18:54:00.000Z,true,0,0,cctv,3,2,4.4,2,new,ceramic,[],0,185,false
L2178:T2:I9862,2178,T2,2026-03-24T18:58:00.000Z,9862,423,6,INELIGIBLE_PRIOR_SCHEDULED_VISIT,INELIGIBLE,,true,investor,enterprise,healthcare,Retail,rent,261.4,67473.88,85615.08,,,CDMX,Miguel Hidalgo,polanco,organic,web,285,535.4,85615.08,,,true,5,5,1,0.2,216.6,3,32.666666666666664,2025-12-15T16:16:00.000Z,true,0,0,full,9,7,3.5,92,good,concrete,"[""storage"", ""loading_dock"", ""rooftop""]",0,185,false
L2178:T2:I9858,2178,T2,2026-05-08T11:30:00.000Z,9858,2475,7,INELIGIBLE_PRIOR_SCHEDULED_VISIT,INELIGIBLE,,true,investor,enterprise,healthcare,Retail,rent,261.4,67473.88,85615.08,,,CDMX,Miguel Hidalgo,polanco,organic,web,235,557.8,81209.34,,28,true,6,6,2,0.3333333333333333,228,3,32.666666666666664,2026-03-24T18:58:00.000Z,true,0,0,basic,10,7,0.0,0,good,concrete,[],0,185,false
L2179:T0,2179,T0,2025-01-17T00:00:00.000Z,,,0,ELIGIBLE,NEGATIVE,0,true,broker,enterprise,retail,Land,rent,272.6,10004.05,11725.3,,,Estado de México,Naucalpan de Juárez,lomas-verdes-satelite,paid,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,5,13,true
L2179:T1:I9867,2179,T1,2025-01-19T13:39:34.000Z,9867,2789,1,ELIGIBLE,NEGATIVE,0,true,broker,enterprise,retail,Land,rent,272.6,10004.05,11725.3,,,Estado de México,Naucalpan de Juárez,lomas-verdes-satelite,paid,whatsapp,152,271.3,8352.44,,63,false,0,0,0,,,0,,,true,0,,basic,7,5,2.7,32,fair,concrete,"[""lounge"", ""reception"", ""loading_dock""]",5,13,true
L2179:T2:I9871,2179,T2,2025-01-22T09:03:59.000Z,9871,1676,2,ELIGIBLE,NEGATIVE,0,true,broker,enterprise,retail,Land,rent,272.6,10004.05,11725.3,,,Estado de México,Naucalpan de Juárez,lomas-verdes-satelite,paid,email,328,705.7,11725.3,,339,true,1,1,0,0,152,1,63,2025-01-19T13:39:34.000Z,false,6,0,none,10,9,0.0,0,new,concrete,"[""conference_room"", ""gym""]",5,13,true
L2179:T2:I9865,2179,T2,2025-03-31T09:07:00.000Z,9865,1356,3,ELIGIBLE,NEGATIVE,0,true,broker,enterprise,retail,Land,rent,272.6,10004.05,11725.3,,,Estado de México,Naucalpan de Juárez,lomas-verdes-satelite,paid,whatsapp,170,5911.9,11725.3,,119,false,2,2,1,0.5,240,2,201,2025-01-22T09:03:59.000Z,false,12,0,none,0,40,0.0,6,good,ceramic,"[""cafeteria""]",5,13,true
L2179:T2:I9869,2179,T2,2025-09-17T11:54:00.000Z,9869,2578,4,ELIGIBLE,POSITIVE,1,true,broker,enterprise,retail,Land,rent,272.6,10004.05,11725.3,,,Estado de México,Naucalpan de Juárez,lomas-verdes-satelite,paid,whatsapp,276,12229.7,9453.65,,,false,3,3,1,0.3333333333333333,216.66666666666666,3,173.66666666666666,2025-03-31T09:07:00.000Z,true,3,,basic,0,83,0.0,2,good,ceramic,"[""reception"", ""gym""]",5,13,true
L2179:T2:I9866,2179,T2,2025-12-31T19:43:00.000Z,9866,2863,5,INELIGIBLE_PRIOR_SCHEDULED_VISIT,INELIGIBLE,,true,broker,enterprise,retail,Land,rent,272.6,10004.05,11725.3,,,Estado de México,Naucalpan de Juárez,lomas-verdes-satelite,paid,whatsapp,168,858.1,10256.55,,230,false,4,4,1,0.25,231.5,3,173.66666666666666,2025-09-17T11:54:00.000Z,true,0,0,none,0,6,,3,fair,concrete,"[""rooftop"", ""gym"", ""reception""]",5,13,true
L2179:T2:I9870,2179,T2,2026-03-21T19:41:00.000Z,9870,1560,6,INELIGIBLE_PRIOR_SCHEDULED_VISIT,INELIGIBLE,,true,broker,enterprise,retail,Land,rent,272.6,10004.05,11725.3,,,Estado de México,Naucalpan de Juárez,lomas-verdes-satelite,paid,phone,916,296.3,11551.04,,124,false,5,5,1,0.2,218.8,4,187.75,2025-12-31T19:43:00.000Z,false,0,0,basic,14,4,4.0,4,good,concrete,[],5,13,true
L2179:T2:I9868,2179,T2,2026-04-28T17:26:00.000Z,9868,2058,7,INELIGIBLE_PRIOR_SCHEDULED_VISIT,INELIGIBLE,,true,broker,enterprise,retail,Land,rent,272.6,10004.05,11725.3,,,Estado de México,Naucalpan de Juárez,lomas-verdes-satelite,paid,email,107,274.8,11725.3,,,true,6,6,1,0.16666666666666666,335,5,175,2026-03-21T19:41:00.000Z,true,0,0,cctv,0,2,2.8,20,good,concrete,[],5,13,true
L2180:T0,2180,T0,2025-04-10T00:00:00.000Z,,,0,ELIGIBLE,NEGATIVE,0,true,developer,,retail,Industrial,sale,316.2,,,6624372.64,7508318.45,Chihuahua,Chihuahua,centro-chihuahua,referral,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,3,0,false
L2180:T1:I9873,2180,T1,2025-04-16T13:41:03.000Z,9873,1145,1,ELIGIBLE,NEGATIVE,0,true,developer,,retail,Industrial,sale,316.2,,,6624372.64,7508318.45,Chihuahua,Chihuahua,centro-chihuahua,referral,whatsapp,141,15476.8,,6794802.54,7,false,0,0,0,,,0,,,true,0,0,basic,1,106,10.6,1033,fair,wood,"[""loading_dock"", ""reception"", ""storage""]",3,0,false
L2180:T2:I9875,2180,T2,2025-04-21T17:22:37.000Z,9875,283,2,ELIGIBLE,NEGATIVE,0,true,developer,,retail,Industrial,sale,316.2,,,6624372.64,7508318.45,Chihuahua,Chihuahua,centro-chihuahua,referral,whatsapp,344,1018.0,,6187845.09,20,false,1,1,0,0,141,1,7,2025-04-16T13:41:03.000Z,true,1,0,basic,0,7,,2,good,polished_concrete,[],3,0,false
L2180:T2:I9876,2180,T2,2025-07-24T12:07:00.000Z,9876,2818,3,ELIGIBLE,POSITIVE,1,true,developer,,retail,Industrial,sale,316.2,,,6624372.64,7508318.45,Chihuahua,Chihuahua,centro-chihuahua,referral,email,258,940.5,,7335216.3,,false,2,2,0,0,242.5,2,13.5,2025-04-21T17:22:37.000Z,false,0,0,cctv,0,7,8.8,63,good,concrete,[],3,0,false
L2180:T2:I9874,2180,T2,2026-01-31T07:54:00.000Z,9874,823,4,INELIGIBLE_PRIOR_SCHEDULED_VISIT,INELIGIBLE,,true,developer,,retail,Industrial,sale,316.2,,,6624372.64,7508318.45,Chihuahua,Chihuahua,centro-chihuahua,referral,whatsapp,91,813.0,,5754033.56,,false,3,3,0,0,247.66666666666666,2,13.5,2025-07-24T12:07:00.000Z,true,6,0,cctv,9,8,7.3,55,fair,wood,[],3,0,false
L2180:T2:I9872,2180,T2,2026-04-21T10:37:00.000Z,9872,2138,5,INELIGIBLE_PRIOR_SCHEDULED_VISIT,INELIGIBLE,,true,developer,,retail,Industrial,sale,316.2,,,6624372.64,7508318.45,Chihuahua,Chihuahua,centro-chihuahua,referral,phone,299,1206.7,,5826917.8,26,false,4,4,0,0,208.5,2,13.5,2026-01-31T07:54:00.000Z,true,2,0,full,0,10,,82,fair,wood,[],3,0,false
L2181:T0,2181,T0,2025-01-29T00:00:00.000Z,,,0,ELIGIBLE,NEGATIVE,0,true,investor,,retail,Retail,both,392.1,85634.61,105243.29,15414229.72,21561323.05,Jalisco,Zapopan,andares-puerta-hierro,organic,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,4,0,false
L2181:T1:I9880,2181,T1,2025-02-02T14:45:08.000Z,9880,2457,1,ELIGIBLE,NEGATIVE,0,true,investor,,retail,Retail,both,392.1,85634.61,105243.29,15414229.72,21561323.05,Jalisco,Zapopan,andares-puerta-hierro,organic,email,56,252.5,97638.36,19086133.24,2,false,0,0,0,,,0,,,false,5,0,full,0,0,,2,good,,[],4,0,false
L2181:T2:I9881,2181,T2,2025-02-09T17:49:25.000Z,9881,2795,2,ELIGIBLE,NEGATIVE,0,true,investor,,retail,Retail,both,392.1,85634.61,105243.29,15414229.72,21561323.05,Jalisco,Zapopan,andares-puerta-hierro,organic,app,327,433.8,87669.45,15883126.91,283,false,1,1,0,0,56,1,2,2025-02-02T14:45:08.000Z,true,27,0,full,30,10,4.2,3,new,wood,"[""gym""]",4,0,false
L2181:T2:I9878,2181,T2,2025-02-10T13:04:52.000Z,9878,1327,3,ELIGIBLE,NEGATIVE,0,true,investor,,retail,Retail,both,392.1,85634.61,105243.29,15414229.72,21561323.05,Jalisco,Zapopan,andares-puerta-hierro,organic,web,105,310.0,94611.61,20824069.52,,false,2,2,0,0,191.5,2,142.5,2025-02-09T17:49:25.000Z,true,0,0,none,0,1,,2,good,polished_concrete,[],4,0,false
L2181:T2:I9879,2181,T2,2025-08-16T09:22:00.000Z,9879,2561,4,ELIGIBLE,NEGATIVE,0,true,investor,,retail,Retail,both,392.1,85634.61,105243.29,15414229.72,21561323.05,Jalisco,Zapopan,andares-puerta-hierro,organic,phone,111,100.0,105243.29,15871927.93,,false,3,3,0,0,162.66666666666666,2,142.5,2025-02-10T13:04:52.000Z,true,0,0,cctv,30,10,4.6,2,new,carpet,"[""kitchen""]",4,0,false
