prediction_key,lead_id,stage,score_time,current_inquiry_id,current_spot_id,inquiry_number,stage_eligibility,target_status,target_value,current_spot_existed_at_score_time,user_type,company_size,industry,search_sector,search_modality,target_area_sqm,min_budget_mxn_rent_monthly,max_budget_mxn_rent_monthly,min_budget_mxn_sale_total,max_budget_mxn_sale_total,preferred_state,preferred_municipality,preferred_corridor,source,channel,message_length,requested_area_sqm,requested_budget_mxn_rent_monthly,requested_budget_mxn_sale_total,urgency_days,asked_visit,hist_prior_inquiry_count,hist_prior_unique_spots,hist_prior_asked_visit_count,hist_prior_asked_visit_rate,hist_prior_message_length_mean,hist_prior_urgency_known_count,hist_prior_urgency_days_mean,hist_max_inquiry_time,natural_light,luminaires,charging_ports,security_type,floor_level,elevators,vertical_height_m,parking_spaces,building_status,floor_material,amenities,prior_searches,prior_inquiries,has_converted_before
L2889:T2:I13131,2889,T2,2026-05-11T12:26:00.000Z,13131,1231,4,ELIGIBLE,NEGATIVE,0,true,broker,large,healthcare,Retail,both,1079.6,270149.32,383494.15,48626878.36,56472903.55,CDMX,Miguel Hidalgo,polanco,organic,app,96,1189.1,339317.11,55160490.3,293,false,3,3,0,0,225.33333333333334,0,,2026-05-08T16:39:00.000Z,true,0,18,basic,1,1,,22,needs_renovation,polished_concrete,[],32,0,false
L2889:T2:I13133,2889,T2,2026-06-04T12:19:00.000Z,13133,800,5,ELIGIBLE,NEGATIVE,0,true,broker,large,healthcare,Retail,both,1079.6,270149.32,383494.15,48626878.36,56472903.55,CDMX,Miguel Hidalgo,polanco,organic,web,135,784.0,383494.15,50141393.66,52,false,4,4,0,0,193,1,293,2026-05-11T12:26:00.000Z,true,0,0,cctv,0,1,3.6,6,good,concrete,[],32,0,false
L2890:T0,2890,T0,2025-01-25T00:00:00.000Z,,,0,ELIGIBLE,NEGATIVE,0,true,broker,large,manufacturing,Office,rent,773.4,224223.92,288973.2,,,Chihuahua,Chihuahua,centro-chihuahua,referral,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,3,11,false
L2890:T1:I13137,2890,T1,2025-09-01T15:46:00.000Z,13137,2470,1,ELIGIBLE,NEGATIVE,0,true,broker,large,manufacturing,Office,rent,773.4,224223.92,288973.2,,,Chihuahua,Chihuahua,centro-chihuahua,referral,whatsapp,162,656.4,288973.2,,341,false,0,0,0,,,0,,,true,3,0,cctv,0,0,2.4,13,good,carpet,"[""reception"", ""meeting_rooms"", ""lounge"", ""security_booth""]",3,11,false
L2890:T2:I13136,2890,T2,2026-03-22T16:26:00.000Z,13136,2169,2,ELIGIBLE,POSITIVE,1,true,broker,large,manufacturing,Office,rent,773.4,224223.92,288973.2,,,Chihuahua,Chihuahua,centro-chihuahua,referral,web,128,758.0,288973.2,,172,false,1,1,0,0,162,1,341,2025-09-01T15:46:00.000Z,true,0,,basic,1,1,4.0,6,new,concrete,"[""storage""]",3,11,false
L2891:T0,2891,T0,2026-06-09T00:00:00.000Z,,,0,ELIGIBLE,CENSORED,,true,broker,medium,financial,Industrial,sale,325.5,,,7758695.44,11222348.15,CDMX,Cuauhtémoc,roma-condesa,referral,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,4,0,false
L2891:T1:I13139,2891,T1,2026-06-18T13:06:33.000Z,13139,1002,1,ELIGIBLE,NEGATIVE,0,true,broker,medium,financial,Industrial,sale,325.5,,,7758695.44,11222348.15,CDMX,Cuauhtémoc,roma-condesa,referral,app,169,1953.8,,8196596.42,46,false,0,0,0,,,0,,,true,8,0,basic,7,15,6.6,133,fair,concrete,[],4,0,false
L2891:T2:I13138,2891,T2,2026-06-22T09:32:55.000Z,13138,2969,2,ELIGIBLE,NEGATIVE,0,true,broker,medium,financial,Industrial,sale,325.5,,,7758695.44,11222348.15,CDMX,Cuauhtémoc,roma-condesa,referral,whatsapp,37,1916.5,,9256028.82,,true,1,1,0,0,169,1,46,2026-06-18T13:06:33.000Z,true,3,,basic,0,13,9.2,130,good,concrete,"[""reception"", ""conference_room""]",4,0,false
L2891:T2:I13140,2891,T2,2026-06-24T18:45:00.000Z,13140,708,3,ELIGIBLE,NEGATIVE,0,true,broker,medium,financial,Industrial,sale,325.5,,,7758695.44,11222348.15,CDMX,Cuauhtémoc,roma-condesa,referral,email,217,433.4,,10007026.77,85,false,2,2,1,0.5,103,1,46,2026-06-22T09:32:55.000Z,false,18,0,basic,0,2,10.6,15,fair,ceramic,[],4,0,false
L2892:T0,2892,T0,2026-01-21T00:00:00.000Z,,,0,ELIGIBLE,NEGATIVE,0,true,developer,,healthcare,Office,rent,528.3,156862.69,204049.51,,,San Luis Potosí,San Luis Potosí,lomas-carranza,referral,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,0,5,false
L2892:T1:I13141,2892,T1,2026-01-26T15:32:42.000Z,13141,233,1,ELIGIBLE,NEGATIVE,0,true,developer,,healthcare,Office,rent,528.3,156862.69,204049.51,,,San Luis Potosí,San Luis Potosí,lomas-carranza,referral,app,151,533.3,204049.51,,,true,0,0,0,,,0,,,true,3,,cctv,6,5,2.9,7,good,concrete,"[""storage""]",0,5,false
L2893:T0,2893,T0,2026-06-13T00:00:00.000Z,,,0,ELIGIBLE,CENSORED,,true,tenant_direct,small,retail,Land,sale,123.5,,,785739.85,4453040.71,CDMX,Cuauhtémoc,roma-condesa,paid,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,0,2,false
L2893:T1:I13147,2893,T1,2026-06-13T09:57:25.000Z,13147,1557,1,ELIGIBLE,NEGATIVE,0,true,tenant_direct,small,retail,Land,sale,123.5,,,785739.85,4453040.71,CDMX,Cuauhtémoc,roma-condesa,paid,app,183,843.3,,3464921.06,,false,0,0,0,,,0,,,true,0,0,basic,3,8,0.0,1,new,ceramic,[],0,2,false
L2893:T2:I13145,2893,T2,2026-06-18T18:28:27.000Z,13145,2095,2,ELIGIBLE,POSITIVE,1,true,tenant_direct,small,retail,Land,sale,123.5,,,785739.85,4453040.71,CDMX,Cuauhtémoc,roma-condesa,paid,app,96,141.5,,4453040.71,,false,1,1,0,0,183,0,,2026-06-13T09:57:25.000Z,true,3,0,cctv,0,1,,10,fair,wood,"[""security_booth""]",0,2,false
L2893:T2:I13144,2893,T2,2026-06-20T16:46:02.000Z,13144,1071,3,INELIGIBLE_PRIOR_SCHEDULED_VISIT,INELIGIBLE,,true,tenant_direct,small,retail,Land,sale,123.5,,,785739.85,4453040.71,CDMX,Cuauhtémoc,roma-condesa,paid,app,228,268.0,,3912292.88,61,false,2,2,0,0,139.5,0,,2026-06-18T18:28:27.000Z,true,11,0,full,3,2,0.0,1,fair,ceramic,"[""storage""]",0,2,false
L2893:T2:I13146,2893,T2,2026-06-23T07:27:05.000Z,13146,1899,4,INELIGIBLE_PRIOR_SCHEDULED_VISIT,INELIGIBLE,,true,tenant_direct,small,retail,Land,sale,123.5,,,785739.85,4453040.71,CDMX,Cuauhtémoc,roma-condesa,paid,email,196,2047.1,,3126636.25,39,false,3,3,0,0,169,1,61,2026-06-20T16:46:02.000Z,false,0,0,cctv,0,15,0.0,2,fair,polished_concrete,"[""security_booth"", ""conference_room""]",0,2,false
L2893:T2:I13143,2893,T2,2026-06-24T17:09:11.000Z,13143,2343,5,INELIGIBLE_PRIOR_SCHEDULED_VISIT,INELIGIBLE,,true,tenant_direct,small,retail,Land,sale,123.5,,,785739.85,4453040.71,CDMX,Cuauhtémoc,roma-condesa,paid,web,459,6628.3,,3703451.2,66,false,4,4,0,0,175.75,2,50,2026-06-23T07:27:05.000Z,true,9,0,basic,1,44,0.0,2,fair,carpet,"[""kitchen"", ""storage"", ""parking""]",0,2,false
L2893:T2:I13142,2893,T2,2026-06-24T18:49:14.000Z,13142,1907,6,INELIGIBLE_PRIOR_SCHEDULED_VISIT,INELIGIBLE,,true,tenant_direct,small,retail,Land,sale,123.5,,,785739.85,4453040.71,CDMX,Cuauhtémoc,roma-condesa,paid,app,421,145.6,,4453040.71,271,true,5,5,0,0,232.4,3,55.333333333333336,2026-06-24T17:09:11.000Z,false,0,0,none,19,8,6.2,10,needs_renovation,wood,"[""conference_room"", ""parking"", ""meeting_rooms""]",0,2,false
L2894:T0,2894,T0,2025-11-14T00:00:00.000Z,,,0,ELIGIBLE,NEGATIVE,0,true,tenant_direct,small,technology,Industrial,sale,472.0,,,9315315.34,12759106.31,Sonora,Hermosillo,centenario-colosio,paid,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,3,7,false
L2894:T1:I13152,2894,T1,2025-11-14T20:31:55.000Z,13152,1923,1,ELIGIBLE,NEGATIVE,0,true,tenant_direct,small,technology,Industrial,sale,472.0,,,9315315.34,12759106.31,Sonora,Hermosillo,centenario-colosio,paid,email,200,1175.7,,12759106.31,52,false,0,0,0,,,0,,,false,0,2,basic,2,10,9.7,79,good,concrete,[],3,7,false
L2894:T2:I13148,2894,T2,2025-11-16T12:18:10.000Z,13148,39,2,ELIGIBLE,NEGATIVE,0,true,tenant_direct,small,technology,Industrial,sale,472.0,,,9315315.34,12759106.31,Sonora,Hermosillo,centenario-colosio,paid,app,312,1257.8,,12759106.31,,true,1,1,0,0,200,1,52,2025-11-14T20:31:55.000Z,true,1,,none,0,9,6.0,84,good,ceramic,"[""conference_room""]",3,7,false
L2894:T2:I13150,2894,T2,2025-11-22T13:55:27.000Z,13150,2511,3,ELIGIBLE,NEGATIVE,0,true,tenant_direct,small,technology,Industrial,sale,472.0,,,9315315.34,12759106.31,Sonora,Hermosillo,centenario-colosio,paid,web,137,4295.2,,9083312.81,241,true,2,2,1,0.5,256,1,52,2025-11-16T12:18:10.000Z,true,1,0,cctv,0,28,7.7,287,new,,[],3,7,false
L2894:T2:I13149,2894,T2,2025-11-23T16:55:20.000Z,13149,2689,4,ELIGIBLE,NEGATIVE,0,true,tenant_direct,small,technology,Industrial,sale,472.0,,,9315315.34,12759106.31,Sonora,Hermosillo,centenario-colosio,paid,whatsapp,100,577.7,,9633084.7,32,false,3,3,2,0.6666666666666666,216.33333333333334,2,146.5,2025-11-22T13:55:27.000Z,true,5,,basic,0,3,2.6,20,needs_renovation,concrete,"[""rooftop"", ""lounge""]",3,7,false
L2894:T2:I13151,2894,T2,2026-02-07T08:50:00.000Z,13151,2084,5,ELIGIBLE,NEGATIVE,0,true,tenant_direct,small,technology,Industrial,sale,472.0,,,9315315.34,12759106.31,Sonora,Hermosillo,centenario-colosio,paid,whatsapp,214,469.3,,9312185.6,84,false,4,4,2,0.5,187.25,3,108.33333333333333,2025-11-23T16:55:20.000Z,false,13,0,basic,1,2,8.5,19,new,polished_concrete,"[""cafeteria"", ""conference_room""]",3,7,false
L2895:T0,2895,T0,2025-01-02T00:00:00.000Z,,,0,ELIGIBLE,NEGATIVE,0,true,developer,medium,logistics,Industrial,rent,373.7,44222.14,57503.06,,,Querétaro,Querétaro,juriquilla-juncos,paid,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,3,15,false
L2895:T1:I13153,2895,T1,2025-01-02T15:02:11.000Z,13153,2918,1,ELIGIBLE,NEGATIVE,0,true,developer,medium,logistics,Industrial,rent,373.7,44222.14,57503.06,,,Querétaro,Querétaro,juriquilla-juncos,paid,app,299,1134.3,50150.13,,,false,0,0,0,,,0,,,false,3,17,basic,3,8,6.7,77,good,concrete,[],3,15,false
L2895:T2:I13154,2895,T2,2025-01-15T18:55:09.000Z,13154,318,2,ELIGIBLE,NEGATIVE,0,true,developer,medium,logistics,Industrial,rent,373.7,44222.14,57503.06,,,Querétaro,Querétaro,juriquilla-juncos,paid,web,130,325.6,55522.93,,,true,1,1,0,0,299,0,,2025-01-02T15:02:11.000Z,false,5,0,full,0,1,9.2,20,new,ceramic,"[""conference_room"", ""loading_dock"", ""lounge"", ""reception""]",3,15,false
L2895:T2:I13155,2895,T2,2025-07-01T15:23:00.000Z,13155,177,3,ELIGIBLE,POSITIVE,1,true,developer,medium,logistics,Industrial,rent,373.7,44222.14,57503.06,,,Querétaro,Querétaro,juriquilla-juncos,paid,web,120,9519.1,57503.06,,205,false,2,2,1,0.5,214.5,0,,2025-01-15T18:55:09.000Z,true,19,2,cctv,3,64,12.8,637,fair,wood,"[""loading_dock"", ""rooftop"", ""gym""]",3,15,false
L2896:T0,2896,T0,2025-07-25T00:00:00.000Z,,,0,ELIGIBLE,POSITIVE,1,true,broker,large,manufacturing,Land,rent,300.1,10782.39,12983.07,,,Estado de México,Toluca,metepec-toluca,paid,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,0,1,false
L2896:T1:I13157,2896,T1,2025-07-25T19:35:22.000Z,13157,1366,1,ELIGIBLE,NEGATIVE,0,true,broker,large,manufacturing,Land,rent,300.1,10782.39,12983.07,,,Estado de México,Toluca,metepec-toluca,paid,app,143,4949.6,9290.97,,166,false,0,0,0,,,0,,,false,13,0,cctv,1,35,,1,new,concrete,"[""lounge"", ""cafeteria"", ""storage""]",0,1,false
L2896:T2:I13158,2896,T2,2025-07-26T20:23:36.000Z,13158,846,2,ELIGIBLE,NEGATIVE,0,true,broker,large,manufacturing,Land,rent,300.1,10782.39,12983.07,,,Estado de México,Toluca,metepec-toluca,paid,whatsapp,155,3006.0,12983.07,,131,false,1,1,0,0,143,1,166,2025-07-25T19:35:22.000Z,true,0,,none,0,20,0.0,3,good,polished_concrete,[],0,1,false
L2896:T2:I13156,2896,T2,2025-08-02T08:10:30.000Z,13156,26,3,ELIGIBLE,NEGATIVE,0,true,broker,large,manufacturing,Land,rent,300.1,10782.39,12983.07,,,Estado de México,Toluca,metepec-toluca,paid,whatsapp,147,14657.9,9646.79,,225,true,2,2,0,0,149,2,148.5,2025-07-26T20:23:36.000Z,true,0,,none,2,101,0.0,0,new,concrete,"[""security_booth"", ""lounge"", ""conference_room"", ""storage""]",0,1,false
L2896:T2:I13160,2896,T2,2025-08-04T12:40:05.000Z,13160,1831,4,ELIGIBLE,NEGATIVE,0,true,broker,large,manufacturing,Land,rent,300.1,10782.39,12983.07,,,Estado de México,Toluca,metepec-toluca,paid,whatsapp,240,942.8,10176.22,,182,false,3,3,1,0.3333333333333333,148.33333333333334,3,174,2025-08-02T08:10:30.000Z,true,0,,none,0,7,0.0,1,good,polished_concrete,[],0,1,false
L2896:T2:I13162,2896,T2,2025-08-06T13:24:38.000Z,13162,889,5,ELIGIBLE,NEGATIVE,0,true,broker,large,manufacturing,Land,rent,300.1,10782.39,12983.07,,,Estado de México,Toluca,metepec-toluca,paid,whatsapp,313,606.3,10435.86,,310,false,4,4,1,0.25,171.25,4,176,2025-08-04T12:40:05.000Z,true,0,0,full,0,5,0.0,3,good,wood,"[""gym""]",0,1,false
L2896:T2:I13159,2896,T2,2025-08-21T15:22:00.000Z,13159,9,6,ELIGIBLE,POSITIVE,1,true,broker,large,manufacturing,Land,rent,300.1,10782.39,12983.07,,,Estado de México,Toluca,metepec-toluca,paid,email,153,2094.0,11808.34,,95,true,5,5,1,0.2,199.6,5,202.8,2025-08-06T13:24:38.000Z,true,3,,basic,1,15,0.0,3,fair,concrete,[],0,1,false
L2896:T2:I13161,2896,T2,2026-03-14T14:20:00.000Z,13161,2052,7,INELIGIBLE_PRIOR_SCHEDULED_VISIT,INELIGIBLE,,true,broker,large,manufacturing,Land,rent,300.1,10782.39,12983.07,,,Estado de México,Toluca,metepec-toluca,paid,phone,131,917.0,12983.07,,,false,6,6,2,0.3333333333333333,191.83333333333334,6,184.83333333333334,2025-08-21T15:22:00.000Z,true,3,0,basic,0,6,0.0,2,good,carpet,[],0,1,false
L2897:T0,2897,T0,2025-11-20T00:00:00.000Z,,,0,ELIGIBLE,NEGATIVE,0,true,developer,medium,retail,Land,rent,399.5,15549.77,23148.36,,,Estado de México,Toluca,metepec-toluca,paid,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,2,69,false
L2897:T1:I13168,2897,T1,2025-11-21T07:50:19.000Z,13168,1910,1,ELIGIBLE,NEGATIVE,0,true,developer,medium,retail,Land,rent,399.5,15549.77,23148.36,,,Estado de México,Toluca,metepec-toluca,paid,web,156,8106.2,16703.25,,88,false,0,0,0,,,0,,,true,0,0,none,6,58,0.0,3,fair,concrete,"[""loading_dock""]",2,69,false
L2897:T2:I13167,2897,T2,2025-11-23T17:43:05.000Z,13167,909,2,ELIGIBLE,NEGATIVE,0,true,developer,medium,retail,Land,rent,399.5,15549.77,23148.36,,,Estado de México,Toluca,metepec-toluca,paid,phone,137,1736.8,23148.36,,31,false,1,1,0,0,156,1,88,2025-11-21T07:50:19.000Z,true,0,3,none,3,14,,2,good,wood,[],2,69,false
L2897:T2:I13170,2897,T2,2025-11-24T15:09:59.000Z,13170,2808,3,ELIGIBLE,NEGATIVE,0,true,developer,medium,retail,Land,rent,399.5,15549.77,23148.36,,,Estado de México,Toluca,metepec-toluca,paid,email,131,2135.2,22459.61,,,true,2,2,0,0,146.5,2,59.5,2025-11-23T17:43:05.000Z,false,0,0,basic,2,14,9.2,143,needs_renovation,wood,[],2,69,false
L2897:T2:I13163,2897,T2,2025-11-29T15:13:34.000Z,13163,2716,4,ELIGIBLE,NEGATIVE,0,true,developer,medium,retail,Land,rent,399.5,15549.77,23148.36,,,Estado de México,Toluca,metepec-toluca,paid,web,355,394.5,19001.56,,232,false,3,3,1,0.3333333333333333,141.33333333333334,2,59.5,2025-11-24T15:09:59.000Z,true,8,0,none,8,3,2.2,27,new,polished_concrete,[],2,69,false
