interaction,n,visit_rate,smoothed_rate,lift_vs_global,wilson_low,wilson_high,wilson_low_lift,behavioral_profile,dynamic_need_profile,need_transition,physical_profile,location_profile,broker_supply_profile,broker_service_profile,beats_prior_best_1_366x
dynamic_need_x_broker_service,65,0.27692307692307694,0.2550650319332432,1.2280103243182583,0.18293439815390553,0.3958086874222576,0.8807374648859673,,DN5,,,,,BV2,False
need_transition_x_physical,71,0.2676056338028169,0.249813643897605,1.202727522219173,0.17852666541700807,0.38054208778976467,0.8595164403232499,,,N3->DN5,PH1,,,,False
dynamic_need_x_physical,59,0.2711864406779661,0.24978851723211354,1.2026065499149516,0.17436824992508337,0.39598005438289097,0.8394957533706572,,DN4,,PH2,,,,False
dynamic_need_x_physical_x_broker_supply,59,0.2711864406779661,0.24978851723211354,1.2026065499149516,0.17436824992508337,0.39598005438289097,0.8394957533706572,,DN4,,PH2,,BS1,,False
dynamic_need_x_location_x_broker_supply,55,0.2727272727272727,0.24977856510186006,1.2025586353944562,0.17280602508013648,0.40232449482414895,0.8319744235201453,,DN3,,,LOC4,BS1,,False
dynamic_need_x_location,56,0.26785714285714285,0.24687416318207098,1.188575395448009,0.1695715866189496,0.3959480518933896,0.8164022229969897,,DN3,,,LOC4,,,False
need_transition_x_physical,70,0.2571428571428571,0.24231178033658105,1.1666098081023453,0.1692914195140977,0.37026351970715426,0.8150533587693659,,,N2->DN5,PH1,,,,False
dynamic_need_x_broker_service,96,0.25,0.23992998439411192,1.155142654076556,0.17413849417796745,0.3450999795644406,0.8383895945711097,,DN4,,,,,BV2,False
behavioral_x_dynamic_need,374,0.24064171122994651,0.238195985231827,1.1467943169583483,0.20009482991313973,0.2864624999309007,0.963356345296097,BP1,DN2,,,,,,False
dynamic_need_x_location_x_broker_supply,131,0.24427480916030533,0.2374607331283112,1.1432544464898222,0.17867404056237238,0.32444665809442197,0.86022597780349,,DN2,,,LOC2,BS1,,False
need_transition_x_physical,364,0.23901098901098902,0.2366273554153759,1.1392421503793577,0.1980678456426404,0.2854054754825396,0.953597431686742,,,N1->DN1,PH3,,,,False
need_transition_x_physical,60,0.25,0.2359019781517567,1.1357498223169864,0.1577638557841185,0.372323109454848,0.7595539154808946,,,N2->DN4,PH3,,,,False
dynamic_need_x_location,133,0.24060150375939848,0.23454710450096997,1.1292267845697017,0.17589495599674002,0.3198724129904684,0.8468460781250297,,DN2,,,LOC2,,,False
dynamic_need_x_location,52,0.25,0.23452656138607444,1.1291278797649382,0.15233011761438864,0.38206717759205233,0.733393188855628,,DN2,,,LOC5,,,False
need_transition_x_physical,53,0.24528301886792453,0.23170094016455547,1.1155239294063246,0.14932762711854577,0.3756681506217008,0.7189377015643419,,,N2->DN3,PH3,,,,False
physical_x_broker_supply,703,0.23186344238975817,0.23087473128739167,1.111546147648039,0.20217444638658674,0.26446701897142283,0.9733686565904325,,,,PH3,,BS1,,False
dynamic_need_x_broker_service,201,0.23383084577114427,0.2304380001457061,1.109443506031992,0.18064379158960844,0.29700137423608325,0.8697093420241703,,DN2,,,,,BV2,False
dynamic_need_x_location,71,0.23943661971830985,0.23001166369958517,1.1073909096666594,0.15520813325016364,0.3504144082240967,0.7472493920658198,,DN3,,,LOC3,,,False
dynamic_need_x_location_x_broker_supply,71,0.23943661971830985,0.23001166369958517,1.1073909096666594,0.15520813325016364,0.3504144082240967,0.7472493920658198,,DN3,,,LOC3,BS1,,False
need_transition_x_physical,206,0.23300970873786409,0.22979312726126316,1.1063387662173394,0.1804895814823268,0.2953054944225462,0.8689668976270658,,,N2->DN2,PH1,,,,False
dynamic_need_x_broker_supply,180,0.23333333333333334,0.22967227635075288,1.1057569296375267,0.17751219946009705,0.30029913377460066,0.854632295055222,,DN5,,,,BS1,,False
dynamic_need_x_broker_service,67,0.23880597014925373,0.22918740240884644,1.1034225045611412,0.15268010510617858,0.35325990754175707,0.7350782032617297,,DN2,,,,,BV4,False
dynamic_need_x_location_x_broker_supply,50,0.24,0.2278897254207263,1.0971748400852877,0.14297252401872207,0.3741294937519236,0.6883410644654039,,DN2,,,LOC5,BS1,,False
need_transition_x_physical,125,0.232,0.2272979227977942,1.0943256069881009,0.16666666666666669,0.3133149541762909,0.8024164889836533,,,N2->DN3,PH1,,,,False
dynamic_need_x_location,51,0.23529411764705882,0.22507627202047042,1.083629471689173,0.14004812598862515,0.36762488136345783,0.6742615532671974,,DN2,,,LOC6,,,False
dynamic_need_x_location_x_broker_supply,51,0.23529411764705882,0.22507627202047042,1.083629471689173,0.14004812598862515,0.36762488136345783,0.6742615532671974,,DN2,,,LOC6,BS1,,False
dynamic_need_x_location_x_broker_supply,265,0.22641509433962265,0.22451246791070545,1.0809150374037801,0.1801438010922768,0.2805051460944681,0.8673021383078059,,DN1,,,LOC3,BS1,,False
dynamic_need_x_location,270,0.22592592592592592,0.22410392677886037,1.078948116560057,0.18009037720430665,0.2794511971949081,0.8670449290561287,,DN1,,,LOC3,,,False
dynamic_need_x_physical_x_broker_supply,447,0.22371364653243847,0.2227068721879625,1.0722219987215764,0.18752774903369793,0.2646079899930467,0.9028521477997652,,DN1,,PH3,,BS1,,False
dynamic_need_x_physical,452,0.2234513274336283,0.2224713237212824,1.0710879508798627,0.18747036535119938,0.2640935112234704,0.9025758741215526,,DN1,,PH3,,,,False
dynamic_need_x_broker_supply,577,0.2218370883882149,0.2211386788033906,1.064671933343403,0.18983744156130855,0.25751619151180466,0.9139721600115878,,DN2,,,,BS1,,False
location_x_broker_supply,1032,0.21996124031007752,0.21961504522943323,1.0573364011259279,0.19575289675203264,0.24624672944564083,0.9424521127208735,,,,,LOC2,BS1,,False
dynamic_need_x_location_x_broker_supply,176,0.2215909090909091,0.2195688254061073,1.0571138758358,0.16654706350320464,0.28852895895211156,0.8018406596806739,,DN2,,,LOC1,BS1,,False
location_x_broker_supply,441,0.2199546485260771,0.21917447565532508,1.0552152793810747,0.18380435624818356,0.2609418185699989,0.8849258772034082,,,,,LOC3,BS1,,False
dynamic_need_x_physical_x_broker_supply,374,0.2192513368983957,0.2183940050338072,1.051457704405835,0.18028980509807618,0.26392173751660675,0.8680050744380725,,DN2,,PH1,,BS1,,False
dynamic_need_x_location,178,0.21910112359550563,0.21745758670027934,1.046949319337379,0.16462184371007865,0.2854489871669044,0.7925716910391419,,DN2,,,LOC1,,,False
need_transition_x_physical,1102,0.21687840290381125,0.21663531628415025,1.0429904992955463,0.19355176797603962,0.24217211869995448,0.9318547805754743,,,N1->DN1,PH1,,,,False
dynamic_need_x_physical,382,0.21727748691099477,0.21658052920790805,1.0427267269753866,0.17884688778519195,0.2613378927050404,0.8610581505734827,,DN2,,PH1,,,,False
dynamic_need_x_physical_x_broker_supply,218,0.21559633027522937,0.2146418469099117,1.0333929431185087,0.16618174227811497,0.27486087551764565,0.8000818210319479,,DN3,,PH1,,BS1,,False
dynamic_need_x_physical,219,0.2146118721461187,0.2137798314604743,1.0292427706561853,0.1654029287826546,0.2736605135907622,0.7963322242883456,,DN3,,PH1,,,,False
physical_x_broker_supply,2328,0.21348797250859106,0.2134144096834852,1.0274834479004469,0.19732123515142075,0.2305987402019652,0.950002876272725,,,,PH1,,BS1,,False
location_x_broker_supply,454,0.21365638766519823,0.21328755792078122,1.026872720224145,0.17843630466704935,0.2536817029582953,0.8590813985889071,,,,,LOC5,BS1,,False
dynamic_need_x_location_x_broker_supply,310,0.2129032258064516,0.21244464127546503,1.0228144989339019,0.17099093421356196,0.26184397358706096,0.8232356704780871,,DN1,,,LOC5,BS1,,False
dynamic_need_x_broker_service,70,0.21428571428571427,0.21231178033658105,1.0221748400852877,0.13438585667978442,0.32391407181580606,0.6470005637163181,,DN3,,,,,BV3,False
dynamic_need_x_location,312,0.21153846153846154,0.2112022749522167,1.0168331275951072,0.16986976341925114,0.26022430905251953,0.8178377948841558,,DN1,,,LOC5,,,False
dynamic_need_x_broker_service,170,0.21176470588235294,0.2111558901682905,1.0166098081023454,0.15706683435061758,0.2792015847159349,0.7561981065323976,,DN3,,,,,BV2,False
dynamic_need_x_location_x_broker_supply,66,0.21212121212121213,0.21074143785060526,1.0146144278606966,0.1307786687568397,0.3251329942062081,0.6296337613069168,,DN2,,,LOC3,BS1,,False
need_transition_x_physical,85,0.21176470588235294,0.2107058959448531,1.0144433113933438,0.13836125681504122,0.3100953220849336,0.6661401234293455,,,N2->DN2,PH2,,,,False
dynamic_need_x_broker_service,394,0.21065989847715735,0.2104508915888163,1.0132155931930644,0.17328608377839516,0.2536215095954501,0.834285665611122,,DN1,,,,,BV3,False
dynamic_need_x_broker_service,214,0.2102803738317757,0.20996384440023813,1.0108707050228949,0.16103340474810893,0.26974565673509726,0.7752951554823666,,DN3,,,,,BV1,False
physical_x_broker_supply,255,0.20784313725490197,0.2078286948549407,1.0005910298133391,0.16255689041544533,0.2618014816545774,0.7826299756035725,,,,PH4,,BS1,,False
dynamic_need_x_location,709,0.2073342736248237,0.20734936134459825,0.998283279138812,0.179109229901721,0.23871374788184274,0.8623211964138294,,DN1,,,LOC2,,,False
behavioral_x_dynamic_need,1775,0.20732394366197182,0.20733029253942278,0.9981914723966239,0.18910631409681825,0.22680570415146198,0.9104521476132528,BP1,DN1,,,,,,False
dynamic_need_x_physical_x_broker_supply,87,0.20689655172413793,0.20710408575776157,0.9971024000874746,0.13507251809274734,0.3035106860780291,0.6503064943569797,,DN3,,PH3,,BS1,,False
dynamic_need_x_location_x_broker_supply,702,0.20655270655270655,0.2065999699913362,0.9946753352674566,0.17824115302195576,0.23805848134360164,0.8581418412016547,,DN1,,,LOC2,BS1,,False
behavioral_x_dynamic_need,102,0.20588235294117646,0.20629680328528865,0.993215739484396,0.13878787006683843,0.2943272755847769,0.6681940524753116,BP3,DN3,,,,,,False
location_x_broker_supply,1421,0.20619282195636876,0.2062241061568974,0.9928657392372586,0.1859628964519956,0.22800704940023103,0.8953181667134457,,,,,LOC1,BS1,,False
dynamic_need_x_location,73,0.2054794520547945,0.20612794207435053,0.9924027573643571,0.1286685959377339,0.3117386834525963,0.6194748179688765,,DN2,,,LOC4,,,False
dynamic_need_x_location_x_broker_supply,73,0.2054794520547945,0.20612794207435053,0.9924027573643571,0.1286685959377339,0.3117386834525963,0.6194748179688765,,DN2,,,LOC4,BS1,,False
dynamic_need_x_physical,88,0.20454545454545456,0.2053489663869331,0.9886523797477503,0.133486198004829,0.30032157537891,0.6426691579848697,,DN3,,PH3,,,,False
dynamic_need_x_broker_supply,518,0.20463320463320464,0.2048014197694491,0.986016217141612,0.17212482120683678,0.24149034477456457,0.8286947681983741,,DN3,,,,BS1,,False
dynamic_need_x_location,69,0.2028985507246377,0.20435533367331418,0.983868536107342,0.12489219999893796,0.3122426240576451,0.601293363747552,,DN2,,,LOC3,,,False
dynamic_need_x_physical_x_broker_supply,1552,0.20425257731958762,0.20431806449662335,0.9836891036958966,0.18493657193372692,0.22502906981283655,0.8903769284144037,,DN1,,PH1,,BS1,,False
dynamic_need_x_physical,1574,0.2039390088945362,0.20400946261450006,0.9822033402634139,0.18476533768561249,0.22455433039767292,0.8895525213094093,,DN1,,PH1,,,,False
dynamic_need_x_broker_service,336,0.20238095238095238,0.20281742632147023,0.9764642828014494,0.16289602214074045,0.24859450756486356,0.7842627249334583,,DN1,,,,,BV4,False
dynamic_need_x_broker_service,85,0.2,0.20201024377094004,0.9725781032724575,0.12878892241565565,0.29715568011288956,0.620054129668551,,DN5,,,,,BV1,False
need_transition_x_physical,176,0.19886363636363635,0.20015134967795195,0.9636284596435298,0.146605932914892,0.26398649953677655,0.7058341077224437,,,N3->DN2,PH1,,,,False
location_x_broker_supply,574,0.1986062717770035,0.19905824177757966,0.9583656928225477,0.1680193095725731,0.23320067874256384,0.8089287868120897,,,,,LOC4,BS1,,False
dynamic_need_x_broker_service,982,0.1985743380855397,0.1988450375826661,0.957339221453433,0.17481858270360418,0.224679267660998,0.8416638800527467,,DN1,,,,,BV2,False
dynamic_need_x_broker_supply,2941,0.19823189391363483,0.19832755908234875,0.9548478217653379,0.18422104566699168,0.21303006624340784,0.8869320279660281,,DN1,,,,BS1,,False
need_transition_x_physical,94,0.19148936170212766,0.19541272607788793,0.9408143613728591,0.12470043241202647,0.2825046827945932,0.6003700989048097,,,N3->DN3,PH1,,,,False
dynamic_need_x_location_x_broker_supply,926,0.19438444924406048,0.19480248748290596,0.9378763683078926,0.17017991657062254,0.2211142565444542,0.8193310269007796,,DN1,,,LOC1,BS1,,False
dynamic_need_x_location,949,0.19388830347734456,0.19431172424275597,0.9355135892113923,0.16998951831427037,0.22025540801976037,0.8184143546985554,,DN1,,,LOC1,,,False
behavioral_x_dynamic_need,69,0.18840579710144928,0.19425432357230407,0.9352372337446963,0.11354641477529213,0.2961315714303925,0.5466690928840291,BP3,DN2,,,,,,False
dynamic_need_x_broker_service,1267,0.1925808997632202,0.19293074636365312,0.9288648726847094,0.17180992405112017,0.21521045677368122,0.8271786961778876,,DN1,,,,,BV1,False
location_x_broker_supply,257,0.19066147859922178,0.19244312903713626,0.9265172395860419,0.14732803524452864,0.24310661935044392,0.7093106686186474,,,,,LOC7,BS1,,False
dynamic_need_x_physical_x_broker_supply,138,0.18840579710144928,0.19185225020034585,0.9236724540562493,0.13194064080494428,0.26174922168955667,0.6352280744937402,,DN2,,PH2,,BS1,,False
dynamic_need_x_location,180,0.18888888888888888,0.19157703825551478,0.922347446441263,0.13843579109700682,0.25234409767680716,0.666498968650408,,DN3,,,LOC1,,,False
dynamic_need_x_location_x_broker_supply,107,0.18691588785046728,0.19146845280042413,0.9218246618834918,0.12438379319362988,0.2711500136081485,0.5988456397254078,,DN3,,,LOC2,BS1,,False
dynamic_need_x_physical,139,0.18705035971223022,0.1907170297849592,0.9182069365766264,0.13096550054880465,0.2599682330414099,0.6305332627701511,,DN2,,PH2,,,,False
need_transition_x_physical,108,0.18518518518518517,0.1900810002438993,0.9151447730292634,0.12319860172367544,0.2687986515345039,0.5931395366568425,,,N2->DN3,PH2,,,,False
behavioral_x_dynamic_need,330,0.18787878787878787,0.18953105009349475,0.9124970386164416,0.14941475899490858,0.23352613273338407,0.7193571978901995,BP1,DN3,,,,,,False
need_transition_x_physical,568,0.18838028169014084,0.18934979604290653,0.9116243911831192,0.15835659346342346,0.222590857718862,0.7624076504059918,,,N1->DN1,PH2,,,,False
dynamic_need_x_location,109,0.1834862385321101,0.18871351103351153,0.9085609976837292,0.12203581560283452,0.2664875658451421,0.587541304117698,,DN3,,,LOC2,,,False
need_transition_x_physical,83,0.18072289156626506,0.18788653127131066,0.9045795045002547,0.11269266892236789,0.27700074989994766,0.5425587343853021,,,N3->DN3,PH2,,,,False
dynamic_need_x_physical,191,0.18324607329842932,0.18656641644189187,0.8982238130613898,0.13481123375916226,0.24417148861634685,0.649048541211489,,DN3,,PH2,,,,False
behavioral_x_dynamic_need,143,0.18181818181818182,0.18630738747779252,0.8969767183898838,0.12720512869796607,0.2530794772992445,0.612428956503214,BP2,DN2,,,,,,False
dynamic_need_x_location,170,0.18235294117647058,0.1861558901682905,0.8962473347547973,0.13154390973943275,0.24720087861962514,0.6333180132017892,,DN1,,,LOC7,,,False
dynamic_need_x_location_x_broker_supply,170,0.18235294117647058,0.1861558901682905,0.8962473347547973,0.13154390973943275,0.24720087861962514,0.6333180132017892,,DN1,,,LOC7,BS1,,False
behavioral_x_dynamic_need,762,0.18503937007874016,0.18589795206269963,0.8950054920204173,0.15907049163799702,0.21416804750638996,0.7658447124063907,BP2,DN1,,,,,,False
need_transition_x_physical,230,0.1826086956521739,0.18550453089868502,0.8931113662456945,0.1380302155127564,0.23761552074631814,0.6645463254324178,,,N2->DN1,PH1,,,,False
need_transition_x_physical,133,0.18045112781954886,0.18546734989974298,0.8929323583659267,0.12436657584839936,0.25447728449816187,0.5987627468351508,,,N1->DN1,PH4,,,,False
location_x_broker_supply,279,0.1827956989247312,0.18521416839371554,0.891713416275074,0.14185488393860363,0.23235315335152623,0.6829601874911876,,,,,LOC6,BS1,,False
behavioral_x_dynamic_need,442,0.1832579185520362,0.18481181786791973,0.8897763000975751,0.14997157176726095,0.2220026899436247,0.722037972389073,BP3,DN1,,,,,,False
dynamic_need_x_location_x_broker_supply,177,0.1807909604519774,0.18469168132201982,0.8891979028254173,0.13107256620077098,0.24407120602862756,0.6310487302374006,,DN3,,,LOC1,BS1,,False
physical_x_broker_supply,1172,0.18344709897610922,0.1840525607601149,0.8861208575614913,0.1623349020827723,0.20662772009354807,0.7815612130125795,,,,PH2,,BS1,,False
dynamic_need_x_location_x_broker_supply,401,0.18204488778054864,0.18383103952124852,0.8850543437931324,0.1473515384775504,0.2227724803979802,0.7094238249089739,,DN1,,,LOC4,BS1,,False
dynamic_need_x_location,402,0.18159203980099503,0.1834055047075419,0.8830056068862039,0.1469782150495781,0.22223381250008667,0.7076264596630006,,DN1,,,LOC4,,,False
dynamic_need_x_broker_service,240,0.17916666666666667,0.18233769642095593,0.877864645028824,0.13582187273248902,0.23262059155580306,0.6539142614711305,,DN2,,,,,BV1,False
dynamic_need_x_broker_service,70,0.17142857142857143,0.18231178033658105,0.8777398720682302,0.10087625712010546,0.27616866064982365,0.4856686323607636,,DN3,,,,,BV4,False
dynamic_need_x_physical_x_broker_supply,187,0.17647058823529413,0.1807888388647839,0.8704076719758678,0.12850519475405223,0.23746113543810712,0.6186881231442429,,DN3,,PH2,,BS1,,False
dynamic_need_x_physical,781,0.1792573623559539,0.18030971397491752,0.8681009257044002,0.1539460939668984,0.20770853799960287,0.741173305281997,,DN1,,PH2,,,,False
dynamic_need_x_physical_x_broker_supply,771,0.17898832684824903,0.18006389267622733,0.866917419323926,0.1535408979228416,0.20761885395418722,0.7392224893598641,,DN1,,PH2,,BS1,,False
behavioral_x_dynamic_need,107,0.16822429906542055,0.17686991265443872,0.8515400059141207,0.1091412313513985,0.25030504152809796,0.5254603419860507,BP1,DN5,,,,,,False
dynamic_need_x_location,167,0.16766467065868262,0.17376232504394976,0.8365785286764148,0.11862320234962478,0.23165214042403218,0.5711112812483001,,DN1,,,LOC6,,,False
dynamic_need_x_location_x_broker_supply,167,0.16766467065868262,0.17376232504394976,0.8365785286764148,0.11862320234962478,0.23165214042403218,0.5711112812483001,,DN1,,,LOC6,BS1,,False
need_transition_x_physical,87,0.16091954022988506,0.1729160515697274,0.8325041459369817,0.09834554809488497,0.252172276337974,0.47348453645682353,,,N3->DN1,PH2,,,,False
dynamic_need_x_physical_x_broker_supply,171,0.16374269005847952,0.17030436832665724,0.819930199747531,0.11578454624911823,0.22647724957064091,0.5574445744786971,,DN1,,PH4,,BS1,,False
need_transition_x_physical,242,0.1652892561983471,0.16996756630021362,0.8183086667502821,0.12379376216860558,0.21724534594003023,0.5960049359844592,,,N3->DN1,PH1,,,,False
dynamic_need_x_physical,172,0.16279069767441862,0.16946127739434705,0.8158711393527411,0.11509600538971568,0.22521936935664696,0.5541295952451556,,DN1,,PH4,,,,False
need_transition_x_physical,54,0.14814814814814814,0.16941878611497743,0.815666565133516,0.07702971308229412,0.266003674652485,0.3708594715134757,,,N3->DN2,PH2,,,,False
need_transition_x_physical,126,0.15079365079365079,0.16173832072857758,0.7786889727188233,0.09871172541981235,0.22353938670449916,0.4752474967973055,,,N2->DN1,PH2,,,,False
