interaction,n,visit_rate,smoothed_rate,lift_vs_global,wilson_low,wilson_high,wilson_low_lift,dynamic_need_profile,broker_service_balanced_profile,physical_profile,location_profile,need_transition,beats_old_EV010_1_366x,beats_v4_first_pass_1_42685x
dynamic_need_x_physical,59,0.2711864406779661,0.24978851723211354,1.2026065499149516,0.17436824992508337,0.39598005438289097,0.8394957533706572,DN4,,PH2,,,False,False
dynamic_need_x_location,56,0.26785714285714285,0.24687416318207098,1.188575395448009,0.1695715866189496,0.3959480518933896,0.8164022229969897,DN3,,,LOC4,,False,False
dynamic_need_x_physical_x_service,74,0.25675675675675674,0.2426074810928664,1.168033459078235,0.17097575848977575,0.36654659459649164,0.8231626069720973,DN4,BSV1,PH3,,,False,False
dynamic_need_x_location_x_service,58,0.25862068965517243,0.2412633867461148,1.161562318278736,0.1634540351951746,0.38377630813358793,0.7869492781891347,DN1,BSV3,,LOC5,,False,False
need_transition_x_broker_service,170,0.24705882352941178,0.24115589016829053,1.161044776119403,0.188290158327222,0.317006617588324,0.9065227665306339,,BSV1,,,N2->DN3,False,False
dynamic_need_x_location_x_service,187,0.24598930481283424,0.24069667296616637,1.1588338753893468,0.18978537550867844,0.31241959447690115,0.9137214880567076,DN1,BSV1,,LOC3,,False,False
dynamic_need_x_location,133,0.24060150375939848,0.23454710450096997,1.1292267845697017,0.17589495599674002,0.3198724129904684,0.8468460781250297,DN2,,,LOC2,,False,False
dynamic_need_x_location,52,0.25,0.23452656138607444,1.1291278797649382,0.15233011761438864,0.38206717759205233,0.733393188855628,DN2,,,LOC5,,False,False
dynamic_need_x_physical_x_service,78,0.24358974358974358,0.23362201883016762,1.124772960593856,0.16185113739317142,0.3493998645422746,0.7792321284302367,DN1,BSV3,PH3,,,False,False
need_transition_x_broker_service,70,0.24285714285714285,0.23231178033658104,1.1184648187633262,0.1575173261192311,0.3549526095268004,0.758366998672119,,BSV1,,,N2->DN4,False,False
dynamic_need_x_broker_service,105,0.23809523809523808,0.23134205950857856,1.1137960988707256,0.1667896875185694,0.3278888177588245,0.8030087727439865,DN3,BSV2,,,,False,False
dynamic_need_x_location_x_service,149,0.2348993288590604,0.23034177672434694,1.108980238472442,0.17402278009427918,0.3091022329911635,0.8378324892385551,DN1,BSV2,,LOC2,,False,False
dynamic_need_x_location,71,0.23943661971830985,0.23001166369958517,1.1073909096666594,0.15520813325016364,0.3504144082240967,0.7472493920658198,DN3,,,LOC3,,False,False
dynamic_need_x_physical_x_service,137,0.23357664233576642,0.22892920978238385,1.1021794364362958,0.17058889348268463,0.3110983352906324,0.8213000458078932,DN3,BSV1,PH1,,,False,False
need_transition_x_broker_service,86,0.23255813953488372,0.22613084511774229,1.08870671274171,0.1558899158392809,0.3320978314848985,0.7505318336142778,,BSV2,,,N2->DN2,False,False
dynamic_need_x_location,51,0.23529411764705882,0.22507627202047042,1.083629471689173,0.14004812598862515,0.36762488136345783,0.6742615532671974,DN2,,,LOC6,,False,False
dynamic_need_x_location,270,0.22592592592592592,0.22410392677886037,1.078948116560057,0.18009037720430665,0.2794511971949081,0.8670449290561287,DN1,,,LOC3,,False,False
physical_x_broker_service,389,0.2236503856041131,0.22250877812328904,1.0712682750583937,0.1850582526469231,0.2676473671245063,0.8909627600783632,,BSV3,PH1,,,False,False
dynamic_need_x_physical,452,0.2234513274336283,0.2224713237212824,1.0710879508798627,0.18747036535119938,0.2640935112234704,0.9025758741215526,DN1,,PH3,,,False,False
dynamic_need_x_broker_service,115,0.22608695652173913,0.2222839864390214,1.070186015734137,0.15921531717670895,0.31066728285560297,0.766541974808121,DN5,BSV1,,,,False,False
physical_x_broker_service,124,0.22580645161290322,0.22228037684193575,1.0701686373328163,0.16109993441103604,0.30699182914636625,0.775615462473602,,BSV3,PH3,,,False,False
dynamic_need_x_location_x_service,167,0.2215568862275449,0.219447604231767,1.0565302566211725,0.16522886359243172,0.29040723440711874,0.7954941876155881,DN1,BSV3,,LOC1,,False,False
physical_x_broker_service,541,0.2199630314232902,0.21931905084703698,1.0559113364874402,0.18709962631200316,0.2567754375597717,0.9007909514125866,,BSV2,PH1,,,False,False
dynamic_need_x_location_x_service,109,0.22018348623853212,0.21749048945077773,1.0471077295945759,0.1526627048081528,0.30675651647194246,0.734994429545435,DN1,BSV3,,LOC2,,False,False
dynamic_need_x_location,178,0.21910112359550563,0.21745758670027934,1.046949319337379,0.16462184371007865,0.2854489871669044,0.7925716910391419,DN2,,,LOC1,,False,False
need_transition_x_broker_service,367,0.21798365122615804,0.21720699756588946,1.0457428582170114,0.17878118490429687,0.26302901114706306,0.8607418241234591,,BSV3,,,N1->DN1,False,False
dynamic_need_x_physical,382,0.21727748691099477,0.21658052920790805,1.0427267269753866,0.17884688778519195,0.2613378927050404,0.8610581505734827,DN2,,PH1,,,False,False
dynamic_need_x_broker_service,320,0.215625,0.2149462229533089,1.0348583612549498,0.17407949734871242,0.26391735049294845,0.8381055543995578,DN3,BSV1,,,,False,False
dynamic_need_x_physical_x_service,367,0.21525885558583105,0.214688105878232,1.0336156568721702,0.17627295720423392,0.26014410064472365,0.8486659645355227,DN1,BSV2,PH1,,,False,False
dynamic_need_x_physical,219,0.2146118721461187,0.2137798314604743,1.0292427706561853,0.1654029287826546,0.2736605135907622,0.7963322242883456,DN3,,PH1,,,False,False
dynamic_need_x_broker_service,149,0.21476510067114093,0.2135820001880341,1.0282903122059297,0.15643541386906068,0.2874332710962891,0.753158133297098,DN2,BSV2,,,,False,False
need_transition_x_broker_service,497,0.21327967806841047,0.2129623871606416,1.0253071859461165,0.17953665177705788,0.25142116003410164,0.8643790185769652,,BSV2,,,N1->DN1,False,False
physical_x_broker_service,51,0.21568627450980393,0.21273059300812475,1.0241912132459396,0.12493811244188556,0.3462662287881296,0.6015144091551761,,BSV3,PH4,,,False,False
physical_x_broker_service,428,0.21261682242990654,0.21229514854510503,1.0220947663429576,0.17649778234148183,0.2538489003310537,0.8497483849191172,,BSV1,PH3,,,False,False
dynamic_need_x_physical_x_service,259,0.21235521235521235,0.21187258835175815,1.0200603507425796,0.16693781321351187,0.26618084075907084,0.8037219237443705,DN1,BSV3,PH1,,,False,False
dynamic_need_x_location,312,0.21153846153846154,0.2112022749522167,1.0168331275951072,0.16986976341925114,0.26022430905251953,0.8178377948841558,DN1,,,LOC5,,False,False
need_transition_x_broker_service,185,0.21081081081081082,0.21037757224957257,1.012862597312441,0.15822103149819433,0.2751665271753183,0.7617549874689185,,BSV1,,,N2->DN2,False,False
dynamic_need_x_location_x_service,57,0.21052631578947367,0.20955377050181728,1.0088964046761266,0.12474426566891902,0.33286368678466527,0.6005811340733883,DN1,BSV3,,LOC4,,False,False
need_transition_x_broker_service,1303,0.20798158096699923,0.207975377369586,1.001297232623721,0.18681809585826759,0.23086190453351663,0.8994355233432157,,BSV1,,,N1->DN1,False,False
dynamic_need_x_location_x_service,106,0.20754716981132076,0.20758219142395665,0.9994042393076633,0.14124543675119416,0.294305392807006,0.6800260046571351,DN2,BSV1,,LOC1,,False,False
dynamic_need_x_location,709,0.2073342736248237,0.20734936134459825,0.998283279138812,0.179109229901721,0.23871374788184274,0.8623211964138294,DN1,,,LOC2,,False,False
dynamic_need_x_physical_x_service,92,0.20652173913043478,0.2068129347021156,0.9957006536404627,0.13639031262233317,0.30018002844042035,0.6566510147147725,DN2,BSV2,PH1,,,False,False
physical_x_broker_service,1432,0.20670391061452514,0.20672447197924632,0.9952747499555185,0.1865282346505173,0.22844901632201345,0.8980399868675224,,BSV1,PH1,,,False,False
dynamic_need_x_location,73,0.2054794520547945,0.20612794207435053,0.9924027573643571,0.1286685959377339,0.3117386834525963,0.6194748179688765,DN2,,,LOC4,,False,False
dynamic_need_x_physical,88,0.20454545454545456,0.2053489663869331,0.9886523797477503,0.133486198004829,0.30032157537891,0.6426691579848697,DN3,,PH3,,,False,False
dynamic_need_x_broker_service,347,0.20461095100864554,0.20485723616354937,0.986284945111502,0.16550780389536984,0.2501829237720448,0.7968371454067059,DN2,BSV1,,,,False,False
need_transition_x_broker_service,64,0.203125,0.20458700035806493,0.984983895114095,0.12273302562695812,0.3171386755121659,0.5908980210355468,,BSV2,,,N2->DN3,False,False
dynamic_need_x_location,69,0.2028985507246377,0.20435533367331418,0.983868536107342,0.12489219999893796,0.3122426240576451,0.601293363747552,DN2,,,LOC3,,False,False
dynamic_need_x_physical,1574,0.2039390088945362,0.20400946261450006,0.9822033402634139,0.18476533768561249,0.22455433039767292,0.8895525213094093,DN1,,PH1,,,False,False
dynamic_need_x_location_x_service,79,0.20253164556962025,0.20395576177667984,0.9819447976369788,0.12869001243979505,0.303962181626954,0.6195779276952179,DN1,BSV1,,LOC6,,False,False
dynamic_need_x_broker_service,516,0.20348837209302326,0.20372010628875112,0.9808102345415778,0.17100148926277906,0.24035766321751498,0.8232864877512902,DN1,BSV3,,,,False,False
dynamic_need_x_location_x_service,80,0.2,0.20210161848780095,0.97301802674937,0.1270273637929335,0.3004644779658116,0.6115731075574495,DN1,BSV1,,LOC7,,False,False
dynamic_need_x_broker_service,666,0.2012012012012012,0.20148157763456623,0.9700328407224957,0.1725063588197306,0.23332331792772726,0.8305316806288947,DN1,BSV2,,,,False,False
dynamic_need_x_physical_x_service,279,0.2007168458781362,0.20139539816717833,0.9696179297686325,0.15792555220257087,0.2516379632067607,0.7603324027151492,DN1,BSV1,PH3,,,False,False
dynamic_need_x_location_x_service,111,0.1981981981981982,0.20022112080608584,0.9639643726655476,0.13468776471846022,0.28189995262438416,0.6484540996466592,DN3,BSV1,,LOC1,,False,False
physical_x_broker_service,171,0.19883040935672514,0.20015511459531396,0.9636465858341554,0.14591750247879307,0.2649778450815129,0.7025196601217798,,BSV1,PH4,,,False,False
dynamic_need_x_physical_x_service,231,0.19913419913419914,0.20011945606765558,0.9634749078907596,0.15274274124216144,0.25536893914155256,0.7353797648716429,DN2,BSV1,PH1,,,False,False
need_transition_x_broker_service,162,0.19753086419753085,0.19912071892530261,0.958666488983653,0.14353803306993532,0.2655366502423337,0.6910637071895819,,BSV1,,,N3->DN2,False,False
physical_x_broker_service,701,0.19828815977175462,0.19867466215274707,0.9565189491277246,0.17045142500875174,0.22941373618491215,0.8206382039866981,,BSV1,PH2,,,False,False
dynamic_need_x_physical_x_service,462,0.19696969696969696,0.1976243455968661,0.9514622011891761,0.16326606256611234,0.23567125861774066,0.7860442841669119,DN1,BSV1,PH2,,,False,False
dynamic_need_x_physical_x_service,948,0.19725738396624473,0.19757789164995715,0.9512385487113075,0.17316964731456175,0.22378883821496331,0.8337250823801288,DN1,BSV1,PH1,,,False,False
need_transition_x_broker_service,63,0.19047619047619047,0.19603417240492585,0.9438063140518604,0.1124608184449851,0.30407020415172115,0.541442490509118,,BSV2,,,N3->DN2,False,False
dynamic_need_x_location_x_service,451,0.1951219512195122,0.19590681503879026,0.9431931521483761,0.1611856926592392,0.2342082202985905,0.7760283454681495,DN1,BSV1,,LOC2,,False,False
dynamic_need_x_broker_service,1797,0.19532554257095158,0.19552883307808328,0.9413733584015181,0.17765312433423597,0.2142978390375564,0.8553107777115241,DN1,BSV1,,,,False,False
dynamic_need_x_location_x_service,227,0.19383259911894274,0.19545205460567355,0.9410037085279549,0.14767913786250642,0.25017636131961674,0.7110010517985916,DN1,BSV2,,LOC1,,False,False
dynamic_need_x_location,949,0.19388830347734456,0.19431172424275597,0.9355135892113923,0.16998951831427037,0.22025540801976037,0.8184143546985554,DN1,,,LOC1,,False,False
need_transition_x_broker_service,80,0.1875,0.19301070939689186,0.9292498546229889,0.11705207812728378,0.2865852570380757,0.5635471053548119,,BSV2,,,N2->DN1,False,False
dynamic_need_x_location,180,0.18888888888888888,0.19157703825551478,0.922347446441263,0.13843579109700682,0.25234409767680716,0.666498968650408,DN3,,,LOC1,,False,False
dynamic_need_x_physical,139,0.18705035971223022,0.1907170297849592,0.9182069365766264,0.13096550054880465,0.2599682330414099,0.6305332627701511,DN2,,PH2,,,False,False
dynamic_need_x_physical_x_service,113,0.18584070796460178,0.19042781841718953,0.9168145287548272,0.12488614062641964,0.26745357399576974,0.6012641909050225,DN3,BSV1,PH2,,,False,False
dynamic_need_x_location_x_service,209,0.18660287081339713,0.18925179093580796,0.9111525456994762,0.13961408798392638,0.2449047278866553,0.6721718777563023,DN1,BSV1,,LOC5,,False,False
dynamic_need_x_physical_x_service,77,0.18181818181818182,0.18907643022110376,0.9103082717254846,0.11151152010047759,0.28236489996048114,0.5368720946415317,DN2,BSV1,PH2,,,False,False
dynamic_need_x_location_x_service,77,0.18181818181818182,0.18907643022110376,0.9103082717254846,0.11151152010047759,0.28236489996048114,0.5368720946415317,DN2,BSV1,,LOC2,,False,False
dynamic_need_x_location,109,0.1834862385321101,0.18871351103351153,0.9085609976837292,0.12203581560283452,0.2664875658451421,0.587541304117698,DN3,,,LOC2,,False,False
dynamic_need_x_physical_x_service,141,0.18439716312056736,0.1884864212494626,0.9074676741605257,0.12905789113836175,0.25647775607901224,0.6213490792972725,DN1,BSV3,PH2,,,False,False
dynamic_need_x_location_x_service,51,0.17647058823529413,0.1880392349834334,0.9053146963594724,0.095722957258099,0.30254405172778037,0.46085807566905657,DN1,BSV2,,LOC6,,False,False
dynamic_need_x_location_x_service,555,0.18558558558558558,0.18671996245069764,0.89896306015709,0.1554411254280959,0.22005275333826652,0.7483711326580822,DN1,BSV1,,LOC1,,False,False
dynamic_need_x_physical,191,0.18324607329842932,0.18656641644189187,0.8982238130613898,0.13481123375916226,0.24417148861634685,0.649048541211489,DN3,,PH2,,,False,False
dynamic_need_x_location,170,0.18235294117647058,0.1861558901682905,0.8962473347547973,0.13154390973943275,0.24720087861962514,0.6333180132017892,DN1,,,LOC7,,False,False
dynamic_need_x_location_x_service,236,0.18220338983050846,0.1850796166678876,0.8910656171345207,0.13817575579964014,0.23641147177055616,0.6652470289884593,DN1,BSV1,,LOC4,,False,False
need_transition_x_broker_service,150,0.18,0.18461765574254502,0.8888415067519544,0.1267568486333268,0.24922468041993318,0.6102707126099188,,BSV1,,,N3->DN3,False,False
dynamic_need_x_location,402,0.18159203980099503,0.1834055047075419,0.8830056068862039,0.1469782150495781,0.22223381250008667,0.7076264596630006,DN1,,,LOC4,,False,False
need_transition_x_broker_service,87,0.1724137931034483,0.18146306011673594,0.873653709474605,0.10736198165891474,0.2651721877084236,0.5168941462384423,,BSV3,,,N2->DN1,False,False
dynamic_need_x_physical,781,0.1792573623559539,0.18030971397491752,0.8681009257044002,0.1539460939668984,0.20770853799960287,0.741173305281997,DN1,,PH2,,,False,False
dynamic_need_x_location_x_service,61,0.16393442622950818,0.1783645937764627,0.8587361465826284,0.0915591348574295,0.27613074324551673,0.44081135716007636,DN3,BSV1,,LOC2,,False,False
physical_x_broker_service,215,0.17209302325581396,0.17645378789248206,0.8495365736913102,0.12750824229242377,0.2281901258423367,0.6138882965805817,,BSV3,PH2,,,False,False
need_transition_x_broker_service,62,0.16129032258064516,0.1764258481919359,0.8494020580328172,0.09003972354068435,0.2720656930956064,0.4334961529954483,,BSV3,,,N3->DN1,False,False
dynamic_need_x_location_x_service,51,0.1568627450980392,0.1756935559710877,0.8458764379162389,0.08169125888021325,0.2801070839835982,0.3933024787878924,DN1,BSV2,,LOC7,,False,False
dynamic_need_x_location_x_service,109,0.1651376146788991,0.17432502182487844,0.839287631728306,0.1070860342222884,0.24598942730962886,0.5155655975989919,DN1,BSV2,,LOC4,,False,False
dynamic_need_x_location,167,0.16766467065868262,0.17376232504394976,0.8365785286764148,0.11862320234962478,0.23165214042403218,0.5711112812483001,DN1,,,LOC6,,False,False
need_transition_x_broker_service,244,0.1680327868852459,0.1723765621666354,0.829906774780944,0.12634488799885046,0.22001181725159985,0.6082873285744229,,BSV1,,,N2->DN1,False,False
dynamic_need_x_physical,172,0.16279069767441862,0.16946127739434705,0.8158711393527411,0.11509600538971568,0.22521936935664696,0.5541295952451556,DN1,,PH4,,,False,False
need_transition_x_broker_service,60,0.15,0.16923531148509005,0.8147832267235252,0.08097349242295689,0.26114825891159615,0.38984679294464103,,BSV3,,,N2->DN3,False,False
dynamic_need_x_physical_x_service,108,0.1574074074074074,0.1683418698091167,0.8104817527270479,0.10066119273812739,0.23768875933695016,0.4846332051230099,DN1,BSV1,PH4,,,False,False
physical_x_broker_service,271,0.15867158671586715,0.16355873100883092,0.7874533360723671,0.11998347309488294,0.20690153994535554,0.5776603033011635,,BSV2,PH2,,,False,False
need_transition_x_broker_service,89,0.14606741573033707,0.16160653809796727,0.7780545053842433,0.08739377564182575,0.2340311028609144,0.42075723965723355,,BSV2,,,N3->DN1,False,False
need_transition_x_broker_service,250,0.156,0.16153992154877894,0.7777337800791958,0.11626512943648533,0.20614695747125555,0.5597583417219272,,BSV1,,,N3->DN1,False,False
need_transition_x_broker_service,52,0.1346153846153846,0.16135582967875736,0.7768474699672369,0.06676796994292626,0.2527357692049491,0.3214543201090138,,BSV1,,,N2->DN5,False,False
dynamic_need_x_broker_service,99,0.1414141414141414,0.15683083747021787,0.755061899803309,0.08614406912518852,0.22347382869048138,0.4147405289651933,DN3,BSV3,,,,False,False
dynamic_need_x_physical_x_service,178,0.12921348314606743,0.14053450977720242,0.6766032474987698,0.08766648255102352,0.1864270142065941,0.4220701867808339,DN1,BSV2,PH2,,,False,False
