population,aggregation,fold,system,objective,capacity_pct,n_selected,positives_captured,recall,precision,lift,exact_serviceability,confirmed_serviceability,fallback_coverage,no_result_rate,selection_status
DEVELOPMENT_OOF,FOLD,F1,LEAD_QUALITY_RECOVERED,JOINT_EXACT_SERVICEABLE,20,122,22,0.21782178217821782,0.18032786885245902,1.083752637558838,0.7213114754098361,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F2,LEAD_QUALITY_RECOVERED,JOINT_EXACT_SERVICEABLE,5,31,3,0.031914893617021274,0.0967741935483871,0.6197666437886067,0.8064516129032258,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F2,LEAD_QUALITY_RECOVERED,JOINT_EXACT_SERVICEABLE,10,61,9,0.09574468085106383,0.14754098360655737,0.9448901290547611,0.7868852459016393,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F2,LEAD_QUALITY_RECOVERED,JOINT_EXACT_SERVICEABLE,15,91,18,0.19148936170212766,0.1978021978021978,1.2667757774140753,0.7692307692307693,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F2,LEAD_QUALITY_RECOVERED,JOINT_EXACT_SERVICEABLE,20,121,25,0.26595744680851063,0.2066115702479339,1.3231932477580448,0.8016528925619835,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F3,LEAD_QUALITY_RECOVERED,JOINT_EXACT_SERVICEABLE,5,29,5,0.05434782608695652,0.1724137931034483,1.083208395802099,0.9310344827586207,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F3,LEAD_QUALITY_RECOVERED,JOINT_EXACT_SERVICEABLE,10,58,12,0.13043478260869565,0.20689655172413793,1.2998500749625188,0.9482758620689655,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F3,LEAD_QUALITY_RECOVERED,JOINT_EXACT_SERVICEABLE,15,87,16,0.17391304347826086,0.1839080459770115,1.1554222888555723,0.8620689655172413,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F3,LEAD_QUALITY_RECOVERED,JOINT_EXACT_SERVICEABLE,20,116,20,0.21739130434782608,0.1724137931034483,1.083208395802099,0.8448275862068966,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F4,LEAD_QUALITY_RECOVERED,JOINT_EXACT_SERVICEABLE,5,31,5,0.04807692307692308,0.16129032258064516,0.9351736972704715,0.8387096774193549,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F4,LEAD_QUALITY_RECOVERED,JOINT_EXACT_SERVICEABLE,10,61,13,0.125,0.21311475409836064,1.235655737704918,0.8360655737704918,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F4,LEAD_QUALITY_RECOVERED,JOINT_EXACT_SERVICEABLE,15,91,15,0.14423076923076922,0.16483516483516483,0.95572696534235,0.8131868131868132,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F4,LEAD_QUALITY_RECOVERED,JOINT_EXACT_SERVICEABLE,20,121,22,0.21153846153846154,0.18181818181818182,1.0541958041958042,0.8181818181818182,1,1,0,EVALUATED
DEVELOPMENT_OOF,MACRO,MACRO,LEAD_QUALITY_RECOVERED,JOINT_EXACT_SERVICEABLE,5,122,18,0.045961148318987594,0.14794215795328142,0.9018719015579963,0.8295328142380423,1,1,0,EVALUATED
DEVELOPMENT_OOF,MACRO,MACRO,LEAD_QUALITY_RECOVERED,JOINT_EXACT_SERVICEABLE,10,241,45,0.1150225886372171,0.18697003957037875,1.141037144820259,0.827232899943471,1,1,0,EVALUATED
DEVELOPMENT_OOF,MACRO,MACRO,LEAD_QUALITY_RECOVERED,JOINT_EXACT_SERVICEABLE,15,361,63,0.16206175894932406,0.17467983041446308,1.0731187955698096,0.7931868543750102,1,1,0,EVALUATED
DEVELOPMENT_OOF,MACRO,MACRO,LEAD_QUALITY_RECOVERED,JOINT_EXACT_SERVICEABLE,20,480,89,0.228177248718254,0.18529285350550578,1.1360875213286965,0.7964934430901336,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F1,INVENTORY_ONLY,LEAD_QUALITY,5,31,5,0.0390625,0.16129032258064516,0.7648689516129032,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F1,INVENTORY_ONLY,LEAD_QUALITY,10,61,10,0.078125,0.16393442622950818,0.7774077868852458,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F1,INVENTORY_ONLY,LEAD_QUALITY,15,92,20,0.15625,0.21739130434782608,1.0309103260869565,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F1,INVENTORY_ONLY,LEAD_QUALITY,20,122,24,0.1875,0.19672131147540983,0.9328893442622951,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F2,INVENTORY_ONLY,LEAD_QUALITY,5,31,5,0.0423728813559322,0.16129032258064516,0.8228540185893931,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F2,INVENTORY_ONLY,LEAD_QUALITY,10,61,13,0.11016949152542373,0.21311475409836064,1.0872464573492635,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F2,INVENTORY_ONLY,LEAD_QUALITY,15,91,19,0.16101694915254236,0.2087912087912088,1.0651890482398958,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F2,INVENTORY_ONLY,LEAD_QUALITY,20,121,22,0.1864406779661017,0.18181818181818182,0.9275808936825886,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F3,INVENTORY_ONLY,LEAD_QUALITY,5,29,6,0.05042016806722689,0.20689655172413793,1.0049261083743843,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F3,INVENTORY_ONLY,LEAD_QUALITY,10,58,12,0.10084033613445378,0.20689655172413793,1.0049261083743843,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F3,INVENTORY_ONLY,LEAD_QUALITY,15,87,16,0.13445378151260504,0.1839080459770115,0.8932676518883416,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F3,INVENTORY_ONLY,LEAD_QUALITY,20,116,23,0.19327731092436976,0.19827586206896552,0.9630541871921183,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F4,INVENTORY_ONLY,LEAD_QUALITY,5,31,8,0.06015037593984962,0.25806451612903225,1.170021828765462,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F4,INVENTORY_ONLY,LEAD_QUALITY,10,61,11,0.08270676691729323,0.18032786885245902,0.8175767287070135,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F4,INVENTORY_ONLY,LEAD_QUALITY,15,91,17,0.12781954887218044,0.18681318681318682,0.8469800875815914,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F4,INVENTORY_ONLY,LEAD_QUALITY,20,121,24,0.18045112781954886,0.19834710743801653,0.8992729758279998,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,MACRO,MACRO,INVENTORY_ONLY,LEAD_QUALITY,5,122,24,0.048001481340752175,0.19688542825361513,0.9406677268355357,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,MACRO,MACRO,INVENTORY_ONLY,LEAD_QUALITY,10,241,46,0.09296039864429269,0.19106840022611643,0.9217892703289767,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,MACRO,MACRO,INVENTORY_ONLY,LEAD_QUALITY,15,361,72,0.14488506988433197,0.1992259364823083,0.9590867784491963,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,MACRO,MACRO,INVENTORY_ONLY,LEAD_QUALITY,20,480,93,0.18691727917750509,0.19379061570014344,0.9306993502412504,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F1,INVENTORY_ONLY,SERVICEABILITY_EXACT,5,31,31,0.06666666666666667,1,1.3053763440860215,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F1,INVENTORY_ONLY,SERVICEABILITY_EXACT,10,61,61,0.13118279569892474,1,1.3053763440860215,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F1,INVENTORY_ONLY,SERVICEABILITY_EXACT,15,92,92,0.1978494623655914,1,1.3053763440860215,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F1,INVENTORY_ONLY,SERVICEABILITY_EXACT,20,122,122,0.2623655913978495,1,1.3053763440860215,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F2,INVENTORY_ONLY,SERVICEABILITY_EXACT,5,31,31,0.06431535269709543,1,1.2489626556016598,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F2,INVENTORY_ONLY,SERVICEABILITY_EXACT,10,61,61,0.12655601659751037,1,1.2489626556016598,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F2,INVENTORY_ONLY,SERVICEABILITY_EXACT,15,91,91,0.1887966804979253,1,1.2489626556016598,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F2,INVENTORY_ONLY,SERVICEABILITY_EXACT,20,121,121,0.25103734439834025,1,1.2489626556016598,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F3,INVENTORY_ONLY,SERVICEABILITY_EXACT,5,29,29,0.06157112526539278,1,1.227176220806794,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F3,INVENTORY_ONLY,SERVICEABILITY_EXACT,10,58,58,0.12314225053078556,1,1.227176220806794,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F3,INVENTORY_ONLY,SERVICEABILITY_EXACT,15,87,87,0.18471337579617833,1,1.227176220806794,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F3,INVENTORY_ONLY,SERVICEABILITY_EXACT,20,116,116,0.24628450106157113,1,1.227176220806794,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F4,INVENTORY_ONLY,SERVICEABILITY_EXACT,5,31,31,0.06313645621181263,1,1.2281059063136457,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F4,INVENTORY_ONLY,SERVICEABILITY_EXACT,10,61,61,0.12423625254582485,1,1.2281059063136457,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F4,INVENTORY_ONLY,SERVICEABILITY_EXACT,15,91,91,0.18533604887983707,1,1.2281059063136457,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F4,INVENTORY_ONLY,SERVICEABILITY_EXACT,20,121,121,0.24643584521384929,1,1.2281059063136457,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,MACRO,MACRO,INVENTORY_ONLY,SERVICEABILITY_EXACT,5,122,122,0.06392240021024187,1,1.2524052817020304,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,MACRO,MACRO,INVENTORY_ONLY,SERVICEABILITY_EXACT,10,241,241,0.12627932884326137,1,1.2524052817020304,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,MACRO,MACRO,INVENTORY_ONLY,SERVICEABILITY_EXACT,15,361,361,0.18917389188488304,1,1.2524052817020304,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,MACRO,MACRO,INVENTORY_ONLY,SERVICEABILITY_EXACT,20,480,480,0.25153082051790254,1,1.2524052817020304,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F1,INVENTORY_ONLY,JOINT_CONFIRMED_SERVICEABLE,5,31,5,0.03937007874015748,0.16129032258064516,0.7708915417830835,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F1,INVENTORY_ONLY,JOINT_CONFIRMED_SERVICEABLE,10,61,10,0.07874015748031496,0.16393442622950818,0.7835291080418225,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F1,INVENTORY_ONLY,JOINT_CONFIRMED_SERVICEABLE,15,92,20,0.15748031496062992,0.21739130434782608,1.0390277302293736,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F1,INVENTORY_ONLY,JOINT_CONFIRMED_SERVICEABLE,20,122,24,0.1889763779527559,0.19672131147540983,0.9402349296501872,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F2,INVENTORY_ONLY,JOINT_CONFIRMED_SERVICEABLE,5,31,5,0.0423728813559322,0.16129032258064516,0.8228540185893931,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F2,INVENTORY_ONLY,JOINT_CONFIRMED_SERVICEABLE,10,61,13,0.11016949152542373,0.21311475409836064,1.0872464573492635,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F2,INVENTORY_ONLY,JOINT_CONFIRMED_SERVICEABLE,15,91,19,0.16101694915254236,0.2087912087912088,1.0651890482398958,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F2,INVENTORY_ONLY,JOINT_CONFIRMED_SERVICEABLE,20,121,22,0.1864406779661017,0.18181818181818182,0.9275808936825886,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F3,INVENTORY_ONLY,JOINT_CONFIRMED_SERVICEABLE,5,29,6,0.05042016806722689,0.20689655172413793,1.0049261083743843,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F3,INVENTORY_ONLY,JOINT_CONFIRMED_SERVICEABLE,10,58,12,0.10084033613445378,0.20689655172413793,1.0049261083743843,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F3,INVENTORY_ONLY,JOINT_CONFIRMED_SERVICEABLE,15,87,16,0.13445378151260504,0.1839080459770115,0.8932676518883416,1,1,1,0,EVALUATED
DEVELOPMENT_OOF,FOLD,F3,INVENTORY_ONLY,JOINT_CONFIRMED_SERVICEABLE,20,116,23,0.19327731092436976,0.19827586206896552,0.9630541871921183,1,1,1,0,EVALUATED
