population,aggregation,fold,system,objective,n,positives,base_rate,roc_auc,average_precision,serviceability_rate,confirmed_serviceability_rate,fallback_coverage,no_result_rate,note
DEVELOPMENT_OOF,FOLD,F1,LEAD_QUALITY_RECOVERED,JOINT_CONFIRMED_SERVICEABLE,607,127,0.20922570016474465,0.49741633858267714,0.21029432877972196,0.7660626029654036,0.9983525535420099,1,0,Temporal validation fold; score ranking uses score desc then lead_id asc.
DEVELOPMENT_OOF,FOLD,F2,LEAD_QUALITY_RECOVERED,JOINT_CONFIRMED_SERVICEABLE,602,118,0.19601328903654486,0.5445965821543634,0.22622554928268776,0.8006644518272426,0.9983388704318937,0.9983388704318937,0.0016611295681063123,Temporal validation fold; score ranking uses score desc then lead_id asc.
DEVELOPMENT_OOF,FOLD,F3,LEAD_QUALITY_RECOVERED,JOINT_CONFIRMED_SERVICEABLE,578,119,0.20588235294117646,0.5087329049266766,0.20962109771296872,0.8148788927335641,1,1,0,Temporal validation fold; score ranking uses score desc then lead_id asc.
DEVELOPMENT_OOF,FOLD,F4,LEAD_QUALITY_RECOVERED,JOINT_CONFIRMED_SERVICEABLE,603,133,0.22056384742951907,0.5030555111182211,0.2266926261580898,0.814262023217247,1,1,0,Temporal validation fold; score ranking uses score desc then lead_id asc.
DEVELOPMENT_OOF,MACRO,MACRO,LEAD_QUALITY_RECOVERED,JOINT_CONFIRMED_SERVICEABLE,2390,497,0.20792129739299625,0.5134503341954846,0.21820840048336707,0.7989669926858644,0.9991728559934759,0.9995847176079734,0.0004152823920265781,Macro average across four frozen temporal validation folds.
DEVELOPMENT_OOF,FOLD,F1,LEAD_QUALITY_RECOVERED,JOINT_EXACT_SERVICEABLE,607,101,0.16639209225700163,0.4980237154150198,0.16786148952008256,0.7660626029654036,0.9983525535420099,1,0,Temporal validation fold; score ranking uses score desc then lead_id asc.
DEVELOPMENT_OOF,FOLD,F2,LEAD_QUALITY_RECOVERED,JOINT_EXACT_SERVICEABLE,602,94,0.15614617940199335,0.5396737309432066,0.17665250805782146,0.8006644518272426,0.9983388704318937,0.9983388704318937,0.0016611295681063123,Temporal validation fold; score ranking uses score desc then lead_id asc.
DEVELOPMENT_OOF,FOLD,F3,LEAD_QUALITY_RECOVERED,JOINT_EXACT_SERVICEABLE,578,92,0.15916955017301038,0.5044618894256575,0.16371320097576683,0.8148788927335641,1,1,0,Temporal validation fold; score ranking uses score desc then lead_id asc.
DEVELOPMENT_OOF,FOLD,F4,LEAD_QUALITY_RECOVERED,JOINT_EXACT_SERVICEABLE,603,104,0.1724709784411277,0.49195506397410205,0.1736542575194796,0.814262023217247,1,1,0,Temporal validation fold; score ranking uses score desc then lead_id asc.
DEVELOPMENT_OOF,MACRO,MACRO,LEAD_QUALITY_RECOVERED,JOINT_EXACT_SERVICEABLE,2390,391,0.16354470006828326,0.5085285999394965,0.1704703640182876,0.7989669926858644,0.9991728559934759,0.9995847176079734,0.0004152823920265781,Macro average across four frozen temporal validation folds.
DEVELOPMENT_OOF,FOLD,F1,INVENTORY_ONLY,LEAD_QUALITY,607,128,0.21087314662273476,0.4795064587682672,0.20585353055901598,0.7660626029654036,0.9983525535420099,1,0,Temporal validation fold; score ranking uses score desc then lead_id asc.
DEVELOPMENT_OOF,FOLD,F2,INVENTORY_ONLY,LEAD_QUALITY,602,118,0.19601328903654486,0.4897482140355792,0.19464015571539814,0.8006644518272426,0.9983388704318937,0.9983388704318937,0.0016611295681063123,Temporal validation fold; score ranking uses score desc then lead_id asc.
DEVELOPMENT_OOF,FOLD,F3,INVENTORY_ONLY,LEAD_QUALITY,578,119,0.20588235294117646,0.4875871917394409,0.21619592651194006,0.8148788927335641,1,1,0,Temporal validation fold; score ranking uses score desc then lead_id asc.
DEVELOPMENT_OOF,FOLD,F4,INVENTORY_ONLY,LEAD_QUALITY,603,133,0.22056384742951907,0.4574548072308431,0.20629664321162697,0.814262023217247,1,1,0,Temporal validation fold; score ranking uses score desc then lead_id asc.
DEVELOPMENT_OOF,MACRO,MACRO,INVENTORY_ONLY,LEAD_QUALITY,2390,498,0.20833315900749377,0.47857416794353264,0.20574656399949529,0.7989669926858644,0.9991728559934759,0.9995847176079734,0.0004152823920265781,Macro average across four frozen temporal validation folds.
DEVELOPMENT_OOF,FOLD,F1,INVENTORY_ONLY,SERVICEABILITY_EXACT,607,465,0.7660626029654036,0.9718461305467212,0.9913539992305574,0.7660626029654036,0.9983525535420099,1,0,Temporal validation fold; score ranking uses score desc then lead_id asc.
DEVELOPMENT_OOF,FOLD,F2,INVENTORY_ONLY,SERVICEABILITY_EXACT,602,482,0.8006644518272426,0.9709197786998617,0.9926873335154617,0.8006644518272426,0.9983388704318937,0.9983388704318937,0.0016611295681063123,Temporal validation fold; score ranking uses score desc then lead_id asc.
DEVELOPMENT_OOF,FOLD,F3,INVENTORY_ONLY,SERVICEABILITY_EXACT,578,471,0.8148788927335641,0.9813480961168324,0.9957177161788695,0.8148788927335641,1,1,0,Temporal validation fold; score ranking uses score desc then lead_id asc.
DEVELOPMENT_OOF,FOLD,F4,INVENTORY_ONLY,SERVICEABILITY_EXACT,603,491,0.814262023217247,0.9697956066336921,0.9931831404755862,0.814262023217247,1,1,0,Temporal validation fold; score ranking uses score desc then lead_id asc.
DEVELOPMENT_OOF,MACRO,MACRO,INVENTORY_ONLY,SERVICEABILITY_EXACT,2390,1909,0.7989669926858644,0.9734774029992769,0.9932355473501187,0.7989669926858644,0.9991728559934759,0.9995847176079734,0.0004152823920265781,Macro average across four frozen temporal validation folds.
DEVELOPMENT_OOF,FOLD,F1,INVENTORY_ONLY,JOINT_CONFIRMED_SERVICEABLE,607,127,0.20922570016474465,0.4843585958005249,0.2058140060230812,0.7660626029654036,0.9983525535420099,1,0,Temporal validation fold; score ranking uses score desc then lead_id asc.
DEVELOPMENT_OOF,FOLD,F2,INVENTORY_ONLY,JOINT_CONFIRMED_SERVICEABLE,602,118,0.19601328903654486,0.4897482140355792,0.19464015571539814,0.8006644518272426,0.9983388704318937,0.9983388704318937,0.0016611295681063123,Temporal validation fold; score ranking uses score desc then lead_id asc.
DEVELOPMENT_OOF,FOLD,F3,INVENTORY_ONLY,JOINT_CONFIRMED_SERVICEABLE,578,119,0.20588235294117646,0.4875871917394409,0.21619592651194006,0.8148788927335641,1,1,0,Temporal validation fold; score ranking uses score desc then lead_id asc.
DEVELOPMENT_OOF,FOLD,F4,INVENTORY_ONLY,JOINT_CONFIRMED_SERVICEABLE,603,133,0.22056384742951907,0.4574548072308431,0.20629664321162697,0.814262023217247,1,1,0,Temporal validation fold; score ranking uses score desc then lead_id asc.
DEVELOPMENT_OOF,MACRO,MACRO,INVENTORY_ONLY,JOINT_CONFIRMED_SERVICEABLE,2390,497,0.20792129739299625,0.47978720220159704,0.2057366828655116,0.7989669926858644,0.9991728559934759,0.9995847176079734,0.0004152823920265781,Macro average across four frozen temporal validation folds.
DEVELOPMENT_OOF,FOLD,F1,INVENTORY_ONLY,JOINT_EXACT_SERVICEABLE,607,101,0.16639209225700163,0.590253590576449,0.20160121144982826,0.7660626029654036,0.9983525535420099,1,0,Temporal validation fold; score ranking uses score desc then lead_id asc.
DEVELOPMENT_OOF,FOLD,F2,INVENTORY_ONLY,JOINT_EXACT_SERVICEABLE,602,94,0.15614617940199335,0.5981424861785893,0.19199493609336835,0.8006644518272426,0.9983388704318937,0.9983388704318937,0.0016611295681063123,Temporal validation fold; score ranking uses score desc then lead_id asc.
DEVELOPMENT_OOF,FOLD,F3,INVENTORY_ONLY,JOINT_EXACT_SERVICEABLE,578,92,0.15916955017301038,0.6245415101091429,0.21988950001463134,0.8148788927335641,1,1,0,Temporal validation fold; score ranking uses score desc then lead_id asc.
DEVELOPMENT_OOF,FOLD,F4,INVENTORY_ONLY,JOINT_EXACT_SERVICEABLE,603,104,0.1724709784411277,0.5732522737783259,0.2005748243083356,0.814262023217247,1,1,0,Temporal validation fold; score ranking uses score desc then lead_id asc.
DEVELOPMENT_OOF,MACRO,MACRO,INVENTORY_ONLY,JOINT_EXACT_SERVICEABLE,2390,391,0.16354470006828326,0.5965474651606268,0.2035151179665409,0.7989669926858644,0.9991728559934759,0.9995847176079734,0.0004152823920265781,Macro average across four frozen temporal validation folds.
DEVELOPMENT_OOF,FOLD,F1,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,LEAD_QUALITY,607,128,0.21087314662273476,0.4915677192066806,0.21426447044038574,0.7660626029654036,0.9983525535420099,1,0,Temporal validation fold; score ranking uses score desc then lead_id asc.
DEVELOPMENT_OOF,FOLD,F2,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,LEAD_QUALITY,602,118,0.19601328903654486,0.5067411402157165,0.20632268119107244,0.8006644518272426,0.9983388704318937,0.9983388704318937,0.0016611295681063123,Temporal validation fold; score ranking uses score desc then lead_id asc.
DEVELOPMENT_OOF,FOLD,F3,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,LEAD_QUALITY,578,119,0.20588235294117646,0.4875963457278336,0.21074136956805062,0.8148788927335641,1,1,0,Temporal validation fold; score ranking uses score desc then lead_id asc.
DEVELOPMENT_OOF,FOLD,F4,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,LEAD_QUALITY,603,133,0.22056384742951907,0.4758518637018077,0.20255533012891186,0.814262023217247,1,1,0,Temporal validation fold; score ranking uses score desc then lead_id asc.
DEVELOPMENT_OOF,MACRO,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,LEAD_QUALITY,2390,498,0.20833315900749377,0.49043926721300957,0.20847096283210514,0.7989669926858644,0.9991728559934759,0.9995847176079734,0.0004152823920265781,Macro average across four frozen temporal validation folds.
DEVELOPMENT_OOF,FOLD,F1,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,SERVICEABILITY_EXACT,607,465,0.7660626029654036,0.9393911858246252,0.9779186885116581,0.7660626029654036,0.9983525535420099,1,0,Temporal validation fold; score ranking uses score desc then lead_id asc.
DEVELOPMENT_OOF,FOLD,F2,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,SERVICEABILITY_EXACT,602,482,0.8006644518272426,0.9490145228215767,0.9854688225547277,0.8006644518272426,0.9983388704318937,0.9983388704318937,0.0016611295681063123,Temporal validation fold; score ranking uses score desc then lead_id asc.
DEVELOPMENT_OOF,FOLD,F3,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,SERVICEABILITY_EXACT,578,471,0.8148788927335641,0.9588269143004544,0.9893922909944137,0.8148788927335641,1,1,0,Temporal validation fold; score ranking uses score desc then lead_id asc.
DEVELOPMENT_OOF,FOLD,F4,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,SERVICEABILITY_EXACT,603,491,0.814262023217247,0.9245344777422171,0.9790688099792332,0.814262023217247,1,1,0,Temporal validation fold; score ranking uses score desc then lead_id asc.
DEVELOPMENT_OOF,MACRO,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,SERVICEABILITY_EXACT,2390,1909,0.7989669926858644,0.9429417751722182,0.9829621530100082,0.7989669926858644,0.9991728559934759,0.9995847176079734,0.0004152823920265781,Macro average across four frozen temporal validation folds.
DEVELOPMENT_OOF,FOLD,F1,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,JOINT_CONFIRMED_SERVICEABLE,607,127,0.20922570016474465,0.49648950131233593,0.21429117377753257,0.7660626029654036,0.9983525535420099,1,0,Temporal validation fold; score ranking uses score desc then lead_id asc.
DEVELOPMENT_OOF,FOLD,F2,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,JOINT_CONFIRMED_SERVICEABLE,602,118,0.19601328903654486,0.5067411402157165,0.20632268119107244,0.8006644518272426,0.9983388704318937,0.9983388704318937,0.0016611295681063123,Temporal validation fold; score ranking uses score desc then lead_id asc.
DEVELOPMENT_OOF,FOLD,F3,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,JOINT_CONFIRMED_SERVICEABLE,578,119,0.20588235294117646,0.4875963457278336,0.21074136956805062,0.8148788927335641,1,1,0,Temporal validation fold; score ranking uses score desc then lead_id asc.
DEVELOPMENT_OOF,FOLD,F4,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,JOINT_CONFIRMED_SERVICEABLE,603,133,0.22056384742951907,0.4758518637018077,0.20255533012891186,0.814262023217247,1,1,0,Temporal validation fold; score ranking uses score desc then lead_id asc.
DEVELOPMENT_OOF,MACRO,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,JOINT_CONFIRMED_SERVICEABLE,2390,497,0.20792129739299625,0.4916697127394234,0.20847763866639185,0.7989669926858644,0.9991728559934759,0.9995847176079734,0.0004152823920265781,Macro average across four frozen temporal validation folds.
DEVELOPMENT_OOF,FOLD,F1,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,JOINT_EXACT_SERVICEABLE,607,101,0.16639209225700163,0.5991273040347513,0.21026495865980144,0.7660626029654036,0.9983525535420099,1,0,Temporal validation fold; score ranking uses score desc then lead_id asc.
DEVELOPMENT_OOF,FOLD,F2,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,JOINT_EXACT_SERVICEABLE,602,94,0.15614617940199335,0.6135659239403585,0.20555303901610808,0.8006644518272426,0.9983388704318937,0.9983388704318937,0.0016611295681063123,Temporal validation fold; score ranking uses score desc then lead_id asc.
DEVELOPMENT_OOF,FOLD,F3,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,JOINT_EXACT_SERVICEABLE,578,92,0.15916955017301038,0.6180220075147611,0.21117296222157547,0.8148788927335641,1,1,0,Temporal validation fold; score ranking uses score desc then lead_id asc.
DEVELOPMENT_OOF,FOLD,F4,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,JOINT_EXACT_SERVICEABLE,603,104,0.1724709784411277,0.5740615847078773,0.18926122413355534,0.814262023217247,1,1,0,Temporal validation fold; score ranking uses score desc then lead_id asc.
DEVELOPMENT_OOF,MACRO,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,JOINT_EXACT_SERVICEABLE,2390,391,0.16354470006828326,0.601194205049437,0.2040630460077601,0.7989669926858644,0.9991728559934759,0.9995847176079734,0.0004152823920265781,Macro average across four frozen temporal validation folds.
DEVELOPMENT_OOF,FOLD,F1,OPPORTUNITY_ACTIONABILITY_GATE_V2,LEAD_QUALITY,607,128,0.21087314662273476,0.49485418841336115,0.21075647943518064,0.7660626029654036,0.9983525535420099,1,0,Temporal validation fold; score ranking uses score desc then lead_id asc.
DEVELOPMENT_OOF,FOLD,F2,OPPORTUNITY_ACTIONABILITY_GATE_V2,LEAD_QUALITY,602,118,0.19601328903654486,0.5457084325535789,0.2265831228968897,0.8006644518272426,0.9983388704318937,0.9983388704318937,0.0016611295681063123,Temporal validation fold; score ranking uses score desc then lead_id asc.
DEVELOPMENT_OOF,FOLD,F3,OPPORTUNITY_ACTIONABILITY_GATE_V2,LEAD_QUALITY,578,119,0.20588235294117646,0.5087329049266766,0.20962109771296872,0.8148788927335641,1,1,0,Temporal validation fold; score ranking uses score desc then lead_id asc.
DEVELOPMENT_OOF,FOLD,F4,OPPORTUNITY_ACTIONABILITY_GATE_V2,LEAD_QUALITY,603,133,0.22056384742951907,0.5030555111182211,0.2266926261580898,0.814262023217247,1,1,0,Temporal validation fold; score ranking uses score desc then lead_id asc.
DEVELOPMENT_OOF,MACRO,MACRO,OPPORTUNITY_ACTIONABILITY_GATE_V2,LEAD_QUALITY,2390,498,0.20833315900749377,0.5130877592529595,0.2184133315507822,0.7989669926858644,0.9991728559934759,0.9995847176079734,0.0004152823920265781,Macro average across four frozen temporal validation folds.
DEVELOPMENT_OOF,FOLD,F1,OPPORTUNITY_ACTIONABILITY_GATE_V2,SERVICEABILITY_EXACT,607,465,0.7660626029654036,0.45424049674390427,0.7437597081952277,0.7660626029654036,0.9983525535420099,1,0,Temporal validation fold; score ranking uses score desc then lead_id asc.
DEVELOPMENT_OOF,FOLD,F2,OPPORTUNITY_ACTIONABILITY_GATE_V2,SERVICEABILITY_EXACT,602,482,0.8006644518272426,0.49827973720608576,0.8008352509169663,0.8006644518272426,0.9983388704318937,0.9983388704318937,0.0016611295681063123,Temporal validation fold; score ranking uses score desc then lead_id asc.
DEVELOPMENT_OOF,FOLD,F3,OPPORTUNITY_ACTIONABILITY_GATE_V2,SERVICEABILITY_EXACT,578,471,0.8148788927335641,0.5259936107307974,0.8364930907683498,0.8148788927335641,1,1,0,Temporal validation fold; score ranking uses score desc then lead_id asc.
DEVELOPMENT_OOF,FOLD,F4,OPPORTUNITY_ACTIONABILITY_GATE_V2,SERVICEABILITY_EXACT,603,491,0.814262023217247,0.473896203084085,0.8075599532956137,0.814262023217247,1,1,0,Temporal validation fold; score ranking uses score desc then lead_id asc.
DEVELOPMENT_OOF,MACRO,MACRO,OPPORTUNITY_ACTIONABILITY_GATE_V2,SERVICEABILITY_EXACT,2390,1909,0.7989669926858644,0.4881025119412181,0.7971620007940394,0.7989669926858644,0.9991728559934759,0.9995847176079734,0.0004152823920265781,Macro average across four frozen temporal validation folds.
DEVELOPMENT_OOF,FOLD,F1,OPPORTUNITY_ACTIONABILITY_GATE_V2,JOINT_CONFIRMED_SERVICEABLE,607,127,0.20922570016474465,0.49741633858267714,0.21029432877972196,0.7660626029654036,0.9983525535420099,1,0,Temporal validation fold; score ranking uses score desc then lead_id asc.
DEVELOPMENT_OOF,FOLD,F2,OPPORTUNITY_ACTIONABILITY_GATE_V2,JOINT_CONFIRMED_SERVICEABLE,602,118,0.19601328903654486,0.5457084325535789,0.2265831228968897,0.8006644518272426,0.9983388704318937,0.9983388704318937,0.0016611295681063123,Temporal validation fold; score ranking uses score desc then lead_id asc.
DEVELOPMENT_OOF,FOLD,F3,OPPORTUNITY_ACTIONABILITY_GATE_V2,JOINT_CONFIRMED_SERVICEABLE,578,119,0.20588235294117646,0.5087329049266766,0.20962109771296872,0.8148788927335641,1,1,0,Temporal validation fold; score ranking uses score desc then lead_id asc.
DEVELOPMENT_OOF,FOLD,F4,OPPORTUNITY_ACTIONABILITY_GATE_V2,JOINT_CONFIRMED_SERVICEABLE,603,133,0.22056384742951907,0.5030555111182211,0.2266926261580898,0.814262023217247,1,1,0,Temporal validation fold; score ranking uses score desc then lead_id asc.
DEVELOPMENT_OOF,MACRO,MACRO,OPPORTUNITY_ACTIONABILITY_GATE_V2,JOINT_CONFIRMED_SERVICEABLE,2390,497,0.20792129739299625,0.5137282967952885,0.21829779388691753,0.7989669926858644,0.9991728559934759,0.9995847176079734,0.0004152823920265781,Macro average across four frozen temporal validation folds.
DEVELOPMENT_OOF,FOLD,F1,OPPORTUNITY_ACTIONABILITY_GATE_V2,JOINT_EXACT_SERVICEABLE,607,101,0.16639209225700163,0.4980237154150198,0.16786148952008256,0.7660626029654036,0.9983525535420099,1,0,Temporal validation fold; score ranking uses score desc then lead_id asc.
DEVELOPMENT_OOF,FOLD,F2,OPPORTUNITY_ACTIONABILITY_GATE_V2,JOINT_EXACT_SERVICEABLE,602,94,0.15614617940199335,0.5407208075054448,0.1769254736437664,0.8006644518272426,0.9983388704318937,0.9983388704318937,0.0016611295681063123,Temporal validation fold; score ranking uses score desc then lead_id asc.
DEVELOPMENT_OOF,FOLD,F3,OPPORTUNITY_ACTIONABILITY_GATE_V2,JOINT_EXACT_SERVICEABLE,578,92,0.15916955017301038,0.5044618894256575,0.16371320097576683,0.8148788927335641,1,1,0,Temporal validation fold; score ranking uses score desc then lead_id asc.
DEVELOPMENT_OOF,FOLD,F4,OPPORTUNITY_ACTIONABILITY_GATE_V2,JOINT_EXACT_SERVICEABLE,603,104,0.1724709784411277,0.49195506397410205,0.1736542575194796,0.814262023217247,1,1,0,Temporal validation fold; score ranking uses score desc then lead_id asc.
DEVELOPMENT_OOF,MACRO,MACRO,OPPORTUNITY_ACTIONABILITY_GATE_V2,JOINT_EXACT_SERVICEABLE,2390,391,0.16354470006828326,0.508790369080056,0.17053860541477384,0.7989669926858644,0.9991728559934759,0.9995847176079734,0.0004152823920265781,Macro average across four frozen temporal validation folds.
