spot_id,broker_id,sector_name,type_name,state,municipality,settlement,corridor,region,lat,lon,title,description,area_sqm,price_sqm_mxn_rent,price_sqm_mxn_sale,price_total_mxn_rent,price_total_mxn_sale,maintenance_cost_mxn,modality,days_on_market,total_inquiries,total_views,is_active,created_at,natural_light,luminaires,charging_ports,security_type,floor_level,elevators,vertical_height_m,parking_spaces,building_status,floor_material,amenities,human_actionable_issue,human_issue_type,human_notes
225,56,Land,Single,CDMX,Miguel Hidalgo,Polanco,polanco,centro,19.436636,-99.195628,Single de 1957 m² en polanco,Espacio listo para ocupar con acabados de primera.,1957.0,146.38,,286465.66,,19082.92,rent,222,3,66,True,2025-04-20 00:00:00+00:00,False,0,3.0,basic,0,4,0.0,1,good,ceramic,"[""rooftop"", ""lounge"", ""conference_room"", ""meeting_rooms""]",,,
227,9,Land,Single,Querétaro,Querétaro,Juriquilla,juriquilla-juncos,bajío,20.728204,-100.44486,Single de 16817 m² en juriquilla-juncos,Zona de alta plusvalía y demanda comercial. Ubicación estratégica cerca de centros comerciales. Espacio versátil adaptable a diferentes giros.,16817.4,71.38,12729.61,1200426.01,214078943.21,167623.94,both,91,3,56,True,2024-05-25 00:00:00+00:00,True,14,4.0,cctv,9,37,0.0,4,good,concrete,"[""cafeteria"", ""gym"", ""reception""]",,,
239,125,Land,Single,Querétaro,Querétaro,Juriquilla,juriquilla-juncos,bajío,20.701668,-100.463975,"Single Land en juriquilla-juncos, Querétaro",Amplio espacio con buena iluminación natural. Espacio versátil adaptable a diferentes giros.,3395.1,27.13,,92109.06,,13273.61,rent,120,4,62,True,2024-08-27 00:00:00+00:00,True,0,0.0,basic,2,8,0.0,1,good,concrete,"[""gym"", ""security_booth"", ""conference_room"", ""parking""]",,,
240,4,Land,Single,Nuevo León,Monterrey,Centro,macroplaza,noreste,25.659061,-100.335287,Single de 7596 m² en macroplaza,Excelente ubicación con acceso a vías principales. Espacio listo para ocupar con acabados de primera. Amplio espacio con buena iluminación natural.,7596.9,,9219.61,,70040455.21,,sale,20,1,11,True,2025-07-26 00:00:00+00:00,True,0,0.0,basic,7,17,0.0,2,fair,concrete,"[""security_booth"", ""rooftop""]",,,
380,145,Land,Subspace,Jalisco,Zapopan,Puerta de Hierro,andares-puerta-hierro,occidente,20.699547,-103.392223,"Subspace 25427 m², andares-puerta-hierro",Fácil acceso a transporte público y avenidas principales. Ideal para oficinas corporativas o centro de distribución. Ubicación estratégica cerca de centros comerciales.,25427.5,22.22,4783.06,564999.05,121621258.15,60710.47,both,22,1,21,True,2024-04-14 00:00:00+00:00,True,4,0.0,cctv,0,51,,2,fair,polished_concrete,[],,,
383,240,Land,Single,CDMX,Cuauhtémoc,Roma Norte,roma-condesa,centro,19.40205,-99.16315,"Single Land en roma-condesa, Cuauhtémoc",Cuenta con todos los servicios y estacionamiento.,6941.3,,4568.94,,31714383.22,,sale,46,2,57,True,2025-07-07 00:00:00+00:00,True,18,0.0,basic,0,13,,2,good,concrete,"[""storage"", ""gym"", ""loading_dock"", ""meeting_rooms""]",,,
384,134,Land,Subspace,Sonora,Hermosillo,Centenario,centenario-colosio,noroeste,29.061374,-110.957642,"Land compartido en centenario-colosio, Hermosillo",Fácil acceso a transporte público y avenidas principales. Amplio espacio con buena iluminación natural. Perfecto para negocio en crecimiento.,16433.2,23.34,,383550.89,,27882.21,rent,436,10,166,True,2026-03-10 00:00:00+00:00,True,0,0.0,basic,0,33,,5,fair,ceramic,[],,,
386,297,Land,Subspace,Guanajuato,León,Zona Centro,centro-leon,bajío,21.124396,-101.684194,"Subspace en Land - centro-leon, León",Excelente ubicación con acceso a vías principales.,3659.5,32.79,,119995.0,,7390.82,rent,11,0,0,True,2025-02-22 00:00:00+00:00,True,5,,basic,0,10,0.0,3,good,concrete,[],,,
390,52,Land,Subspace,Jalisco,Zapopan,Puerta de Hierro,andares-puerta-hierro,occidente,20.701054,-103.390173,"Subspace en Land - andares-puerta-hierro, Zapopan",Perfecto para negocio en crecimiento.,1747.1,27.88,5182.44,48709.15,9054240.92,6384.19,both,43,1,10,True,2024-02-10 00:00:00+00:00,True,33,1.0,basic,28,12,0.0,2,good,polished_concrete,[],,,
422,79,Land,Single,Estado de México,Toluca,Metepec,metepec-toluca,centro,19.257649,-99.597574,Single de 12315 m² en metepec-toluca,Ubicación estratégica cerca de centros comerciales. Espacio listo para ocupar con acabados de primera.,12315.4,29.88,,367984.15,,49460.76,rent,133,4,116,True,2025-08-18 00:00:00+00:00,True,0,,none,7,28,,2,fair,concrete,"[""reception"", ""kitchen""]",,,
581,98,Land,Subspace,Guanajuato,León,Zona Centro,centro-leon,bajío,21.130819,-101.69451,"Subspace 3324 m², centro-leon",Zona de alta plusvalía y demanda comercial.,3324.1,17.55,2682.36,58337.96,8916432.88,6779.03,both,195,7,107,True,2025-06-01 00:00:00+00:00,True,0,,cctv,3,9,0.0,3,good,wood,"[""security_booth""]",,,
585,77,Land,Single,Nuevo León,Monterrey,Centro,macroplaza,noreste,25.680073,-100.306215,Single de 3470 m² en macroplaza,Recién remodelado con acabados modernos.,3470.5,,11276.02,,39133427.41,,sale,122,8,182,False,2025-01-23 00:00:00+00:00,True,0,0.0,none,3,7,,1,good,concrete,"[""lounge"", ""meeting_rooms"", ""cafeteria""]",,,
590,269,Land,Single,San Luis Potosí,San Luis Potosí,Lomas,lomas-carranza,centro-norte,22.138708,-100.980378,"Single Land en lomas-carranza, San Luis Potosí",Recién remodelado con acabados modernos. Zona de alta plusvalía y demanda comercial. Ideal para oficinas corporativas o centro de distribución.,18160.0,29.94,,543710.4,,35226.74,rent,85,6,153,False,2024-04-13 00:00:00+00:00,True,0,,cctv,0,38,0.0,1,good,concrete,[],,,
602,76,Land,Single,Estado de México,Toluca,Metepec,metepec-toluca,centro,19.261932,-99.610152,"Land Single - metepec-toluca, Toluca",Recién remodelado con acabados modernos. Excelente ubicación con acceso a vías principales. Espacio listo para ocupar con acabados de primera.,4335.3,,5964.72,,25858850.62,,sale,30,2,49,False,2025-03-27 00:00:00+00:00,False,30,,basic,7,11,,0,good,concrete,[],,,
618,197,Land,Subspace,Baja California,Tijuana,Zona Río,zona-rio-aguacaliente,noroeste,32.511022,-117.037247,"Land compartido en zona-rio-aguacaliente, Tijuana",Cuenta con todos los servicios y estacionamiento. Recién remodelado con acabados modernos. Zona de alta plusvalía y demanda comercial.,2434.3,47.2,,114898.96,,13229.9,rent,9,2,48,True,2026-01-18 00:00:00+00:00,True,26,0.0,none,3,6,,2,new,wood,[],,,
760,1,Land,Single,Jalisco,Guadalajara,Colonia Americana,americana-chapultepec,occidente,20.674973,-103.374473,"Single Land en americana-chapultepec, Guadalajara",Fácil acceso a transporte público y avenidas principales.,1389.1,168.16,36306.19,233591.06,50432928.53,22091.64,both,247,7,165,True,2026-03-24 00:00:00+00:00,True,0,0.0,basic,0,3,0.0,0,good,polished_concrete,"[""cafeteria"", ""kitchen"", ""meeting_rooms""]",,,
798,242,Land,Single,CDMX,Cuauhtémoc,Roma Norte,roma-condesa,centro,19.417819,-99.160838,Single de 3243 m² en roma-condesa,Excelente ubicación con acceso a vías principales. Espacio versátil adaptable a diferentes giros. Amplio espacio con buena iluminación natural.,3243.9,25.03,,81194.82,,5469.93,rent,224,3,42,False,2025-08-17 00:00:00+00:00,True,9,0.0,full,1,8,0.0,3,new,carpet,[],,,
799,99,Land,Subspace,Yucatán,Mérida,Centro,paseo-montejo,sureste,20.972339,-89.610798,"Land compartido en paseo-montejo, Mérida",Espacio listo para ocupar con acabados de primera.,6152.0,,6649.34,,40906739.68,,sale,266,9,172,True,2024-08-21 00:00:00+00:00,True,4,0.0,basic,2,12,0.0,0,good,ceramic,[],,,
949,123,Land,Subspace,Jalisco,Zapopan,Puerta de Hierro,andares-puerta-hierro,occidente,20.707492,-103.402623,"Subspace 10716 m², andares-puerta-hierro",Espacio versátil adaptable a diferentes giros. Cuenta con todos los servicios y estacionamiento.,10716.1,49.53,10430.51,530768.43,111774388.21,76984.44,both,105,3,88,True,2025-05-02 00:00:00+00:00,True,1,0.0,cctv,0,21,0.0,3,good,concrete,[],,,
958,23,Land,Subspace,Puebla,Puebla,Angelópolis,angelopolis-lomas,centro-oriente,19.033397,-98.241846,"Land compartido en angelopolis-lomas, Puebla",Seguridad 24/7 y control de acceso.,471.0,79.78,14359.48,37576.38,6763315.08,3296.72,both,42,3,45,True,2025-04-26 00:00:00+00:00,True,39,0.0,cctv,17,7,0.0,1,fair,wood,[],,,
959,229,Land,Subspace,Jalisco,Guadalajara,Colonia Americana,americana-chapultepec,occidente,20.675747,-103.369258,"Subspace 1551 m², americana-chapultepec",Ubicación estratégica cerca de centros comerciales.,1551.8,,16574.94,,25720991.89,,sale,99,5,107,True,2026-01-11 00:00:00+00:00,True,0,0.0,cctv,0,4,0.0,1,fair,ceramic,"[""storage"", ""reception"", ""lounge""]",,,
963,250,Land,Single,Jalisco,Guadalajara,Colonia Americana,americana-chapultepec,occidente,20.669936,-103.362245,"Single Land en americana-chapultepec, Guadalajara",Cuenta con todos los servicios y estacionamiento.,1708.8,20.85,,35628.48,,3179.9,rent,117,5,68,True,2026-05-08 00:00:00+00:00,True,0,0.0,cctv,0,6,0.0,1,fair,polished_concrete,[],,,
972,8,Land,Single,Yucatán,Mérida,Centro,paseo-montejo,sureste,20.976255,-89.631875,"Single Land en paseo-montejo, Mérida",Perfecto para negocio en crecimiento.,698.8,46.49,,32487.21,,1733.89,rent,192,7,91,True,2026-04-29 00:00:00+00:00,True,0,5.0,none,2,2,0.0,2,good,polished_concrete,"[""cafeteria"", ""rooftop"", ""reception""]",,,
974,277,Land,Single,Baja California,Tijuana,Zona Río,zona-rio-aguacaliente,noroeste,32.512545,-117.046321,"Land Single - zona-rio-aguacaliente, Tijuana",Perfecto para negocio en crecimiento. Ubicación estratégica cerca de centros comerciales. Ideal para oficinas corporativas o centro de distribución.,8422.7,44.57,9406.89,375399.74,79231412.4,44834.3,both,53,1,20,True,2026-02-28 00:00:00+00:00,True,0,0.0,cctv,0,18,0.0,3,good,ceramic,"[""kitchen"", ""parking"", ""rooftop"", ""conference_room""]",,,
1137,168,Land,Single,Jalisco,Guadalajara,Colonia Americana,americana-chapultepec,occidente,20.664599,-103.371067,"Single Land en americana-chapultepec, Guadalajara",Espacio listo para ocupar con acabados de primera. Seguridad 24/7 y control de acceso.,9344.8,,5199.21,,48585577.61,,sale,44,3,30,False,2025-09-17 00:00:00+00:00,True,6,3.0,cctv,0,18,0.0,1,new,polished_concrete,"[""meeting_rooms"", ""conference_room"", ""parking""]",,,
1143,72,Land,Single,Jalisco,Zapopan,Puerta de Hierro,andares-puerta-hierro,occidente,20.696505,-103.403396,Single de 4546 m² en andares-puerta-hierro,Ubicación estratégica cerca de centros comerciales. Recién remodelado con acabados modernos.,4546.0,46.79,6850.72,212707.34,31143373.12,11895.42,both,159,8,100,True,2025-05-09 00:00:00+00:00,True,23,0.0,full,0,10,,3,good,ceramic,"[""meeting_rooms"", ""storage"", ""reception""]",,,
1146,151,Land,Single,Querétaro,Querétaro,Juriquilla,juriquilla-juncos,bajío,20.710186,-100.450124,"Single Land en juriquilla-juncos, Querétaro",Perfecto para negocio en crecimiento.,4957.5,67.39,,334085.92,,17417.67,rent,126,5,136,True,2024-06-11 00:00:00+00:00,False,31,,cctv,0,9,,2,good,ceramic,[],,,
1161,71,Land,Single,CDMX,Benito Juárez,Del Valle,del-valle-narvarte,centro,19.396775,-99.152127,"Land Single - del-valle-narvarte, Benito Juárez",Espacio listo para ocupar con acabados de primera. Seguridad 24/7 y control de acceso. Ideal para oficinas corporativas o centro de distribución.,18580.3,39.49,7243.14,733736.05,134579714.14,42086.24,both,233,8,191,True,2025-09-16 00:00:00+00:00,True,0,0.0,cctv,2,38,0.0,2,fair,concrete,[],,,
1164,65,Land,Single,Estado de México,Naucalpan de Juárez,Lomas Verdes,lomas-verdes-satelite,centro,19.486727,-99.280987,"Single Land en lomas-verdes-satelite, Naucalpan de Juárez",Zona de alta plusvalía y demanda comercial. Ubicación estratégica cerca de centros comerciales.,16960.4,57.59,,976749.44,,89692.13,rent,145,6,155,False,2026-02-28 00:00:00+00:00,True,2,0.0,basic,0,35,0.0,0,good,ceramic,"[""security_booth"", ""loading_dock""]",,,
1171,168,Land,Single,Jalisco,Guadalajara,Colonia Americana,americana-chapultepec,occidente,20.660535,-103.383635,"Single Land en americana-chapultepec, Guadalajara",Amplio espacio con buena iluminación natural.,1847.9,93.41,13567.87,172612.34,25072066.97,13440.15,both,35,3,83,True,2025-10-20 00:00:00+00:00,True,0,0.0,basic,1,5,0.0,3,good,polished_concrete,"[""kitchen"", ""reception"", ""loading_dock"", ""cafeteria""]",,,
1178,106,Land,Subspace,Chihuahua,Chihuahua,Centro,centro-chihuahua,norte,28.634506,-106.084681,"Subspace 886 m², centro-chihuahua",Ubicación estratégica cerca de centros comerciales. Amplio espacio con buena iluminación natural.,886.6,21.67,4215.94,19212.62,3737852.4,1947.77,both,23,0,0,True,2024-05-30 00:00:00+00:00,True,0,,basic,0,2,0.0,0,good,ceramic,"[""meeting_rooms"", ""kitchen"", ""security_booth""]",,,
1181,51,Land,Single,San Luis Potosí,San Luis Potosí,Lomas,lomas-carranza,centro-norte,22.160234,-100.963808,"Land Single - lomas-carranza, San Luis Potosí",Cuenta con todos los servicios y estacionamiento. Espacio listo para ocupar con acabados de primera. Amplio espacio con buena iluminación natural.,2121.6,88.54,15289.83,187846.46,32438903.33,14423.58,both,282,8,155,True,2025-01-30 00:00:00+00:00,True,0,0.0,basic,3,5,0.0,4,good,ceramic,"[""reception""]",,,
1326,112,Land,Subspace,San Luis Potosí,San Luis Potosí,Lomas,lomas-carranza,centro-norte,22.146197,-100.964463,"Land compartido en lomas-carranza, San Luis Potosí",Cuenta con todos los servicios y estacionamiento. Espacio versátil adaptable a diferentes giros.,37109.3,47.3,,1755269.89,,161726.25,rent,622,14,307,True,2026-01-27 00:00:00+00:00,True,12,,basic,0,75,0.0,4,new,,"[""cafeteria"", ""reception"", ""loading_dock"", ""gym""]",,,
1328,283,Land,Single,CDMX,Cuauhtémoc,Roma Norte,roma-condesa,centro,19.418679,-99.159212,Single de 17167 m² en roma-condesa,Cuenta con todos los servicios y estacionamiento. Excelente ubicación con acceso a vías principales. Fácil acceso a transporte público y avenidas principales.,17167.0,37.4,,642045.8,,48699.95,rent,3,2,44,True,2026-01-29 00:00:00+00:00,True,0,0.0,cctv,0,35,0.0,2,good,concrete,"[""kitchen"", ""loading_dock"", ""reception""]",,,
1342,63,Land,Single,CDMX,Miguel Hidalgo,Polanco,polanco,centro,19.426216,-99.190578,"Land Single - polanco, Miguel Hidalgo",Zona de alta plusvalía y demanda comercial.,2023.0,105.22,19512.74,212860.06,39474273.02,15706.64,both,382,14,158,True,2024-09-01 00:00:00+00:00,True,0,0.0,cctv,0,5,0.0,2,new,ceramic,[],,,
1346,249,Land,Single,Nuevo León,Monterrey,Centro,macroplaza,noreste,25.669804,-100.304849,"Single Land en macroplaza, Monterrey",Zona de alta plusvalía y demanda comercial.,2260.0,37.96,,85789.6,,7240.06,rent,47,3,81,True,2025-11-24 00:00:00+00:00,False,0,0.0,none,0,4,0.0,3,good,concrete,"[""reception""]",,,
1356,177,Land,Single,Estado de México,Toluca,Metepec,metepec-toluca,centro,19.257155,-99.590421,"Single Land en metepec-toluca, Toluca",Espacio listo para ocupar con acabados de primera. Fácil acceso a transporte público y avenidas principales.,19706.4,29.21,5355.11,575623.94,105529939.7,41430.41,both,643,10,212,True,2025-03-31 00:00:00+00:00,False,12,0.0,none,0,40,0.0,6,good,ceramic,"[""cafeteria""]",,,
1375,290,Land,Single,CDMX,Benito Juárez,Del Valle,del-valle-narvarte,centro,19.381158,-99.162967,"Single Land en del-valle-narvarte, Benito Juárez",Ideal para oficinas corporativas o centro de distribución. Fácil acceso a transporte público y avenidas principales. Espacio listo para ocupar con acabados de primera.,3011.3,,3479.15,,10476764.4,,sale,259,9,153,True,2025-05-25 00:00:00+00:00,True,1,,basic,0,8,,4,fair,concrete,"[""reception""]",,,
1515,99,Land,Single,Estado de México,Toluca,Metepec,metepec-toluca,centro,19.27327,-99.584358,Single de 304 m² en metepec-toluca,Espacio versátil adaptable a diferentes giros. Recién remodelado con acabados modernos. Zona de alta plusvalía y demanda comercial.,304.1,,13810.36,,4199730.48,,sale,103,9,188,True,2024-06-24 00:00:00+00:00,True,10,18.0,basic,3,2,0.0,0,good,polished_concrete,"[""reception"", ""parking"", ""cafeteria"", ""conference_room""]",,,
1521,139,Land,Single,CDMX,Benito Juárez,Del Valle,del-valle-narvarte,centro,19.382627,-99.165454,"Land Single - del-valle-narvarte, Benito Juárez",Ubicación estratégica cerca de centros comerciales.,21279.1,,6736.87,,143354530.42,,sale,80,6,82,True,2026-01-24 00:00:00+00:00,True,0,0.0,cctv,0,44,0.0,2,needs_renovation,ceramic,[],,,
1531,2,Land,Single,Nuevo León,San Pedro Garza García,Del Valle,vasconcelos-calzada,noreste,25.655443,-100.357645,"Land Single - vasconcelos-calzada, San Pedro Garza García",Zona de alta plusvalía y demanda comercial. Espacio versátil adaptable a diferentes giros. Seguridad 24/7 y control de acceso.,5899.0,,5981.66,,35285812.34,,sale,329,16,209,True,2026-06-08 00:00:00+00:00,True,0,,full,0,11,0.0,3,fair,concrete,"[""parking"", ""loading_dock"", ""reception"", ""lounge""]",,,
1541,223,Land,Single,Guanajuato,León,Zona Centro,centro-leon,bajío,21.117525,-101.678334,"Single Land en centro-leon, León",Ubicación estratégica cerca de centros comerciales. Espacio versátil adaptable a diferentes giros. Perfecto para negocio en crecimiento.,43051.2,38.8,6696.42,1670386.56,288288916.7,235646.2,both,269,4,117,True,2025-10-17 00:00:00+00:00,False,0,0.0,full,9,90,0.0,3,needs_renovation,concrete,"[""meeting_rooms"", ""lounge""]",,,
1542,223,Land,Single,Querétaro,Querétaro,Juriquilla,juriquilla-juncos,bajío,20.705224,-100.4571,Single de 7584 m² en juriquilla-juncos,Zona de alta plusvalía y demanda comercial.,7584.8,,9843.04,,74657489.79,,sale,48,3,69,True,2025-07-07 00:00:00+00:00,False,5,,basic,2,16,,1,fair,concrete,"[""lounge"", ""gym""]",,,
1547,153,Land,Single,Guanajuato,León,Zona Centro,centro-leon,bajío,21.121112,-101.669741,"Land Single - centro-leon, León",Zona de alta plusvalía y demanda comercial.,21241.3,39.35,,835845.16,,67765.89,rent,72,3,65,True,2024-11-17 00:00:00+00:00,True,0,,basic,0,43,0.0,2,good,,[],,,
1548,176,Land,Subspace,Nuevo León,Monterrey,Centro,macroplaza,noreste,25.661471,-100.315323,"Subspace 2027 m², macroplaza",Ubicación estratégica cerca de centros comerciales. Excelente ubicación con acceso a vías principales. Fácil acceso a transporte público y avenidas principales.,2027.0,25.8,,52296.6,,3329.33,rent,33,4,45,True,2024-02-02 00:00:00+00:00,True,0,0.0,cctv,3,6,0.0,2,good,concrete,"[""loading_dock"", ""kitchen""]",,,
1550,150,Land,Single,Nuevo León,San Pedro Garza García,Del Valle,vasconcelos-calzada,noreste,25.660992,-100.363618,"Land Single - vasconcelos-calzada, San Pedro Garza García",Excelente ubicación con acceso a vías principales. Perfecto para negocio en crecimiento.,520.8,15.0,,7812.0,,732.04,rent,88,2,24,True,2024-12-18 00:00:00+00:00,False,11,,none,0,6,,2,fair,concrete,"[""gym"", ""conference_room"", ""parking""]",,,
1707,37,Land,Subspace,Estado de México,Toluca,Metepec,metepec-toluca,centro,19.2621,-99.610021,"Subspace en Land - metepec-toluca, Toluca",Espacio listo para ocupar con acabados de primera. Seguridad 24/7 y control de acceso.,5817.1,53.51,,311273.02,,27717.68,rent,298,3,42,True,2025-06-28 00:00:00+00:00,False,5,0.0,basic,0,11,,1,new,ceramic,[],,,
1713,273,Land,Single,Chihuahua,Chihuahua,Centro,centro-chihuahua,norte,28.629331,-106.094935,Single de 8096 m² en centro-chihuahua,Cuenta con todos los servicios y estacionamiento. Zona de alta plusvalía y demanda comercial. Espacio listo para ocupar con acabados de primera.,8096.3,25.68,5519.44,207912.98,44687042.07,12157.05,both,216,7,114,False,2024-10-20 00:00:00+00:00,False,0,0.0,basic,0,16,0.0,4,new,polished_concrete,"[""loading_dock"", ""reception"", ""cafeteria"", ""meeting_rooms""]",,,
1716,83,Land,Single,CDMX,Benito Juárez,Del Valle,del-valle-narvarte,centro,19.366735,-99.184479,Single de 3789 m² en del-valle-narvarte,Recién remodelado con acabados modernos. Seguridad 24/7 y control de acceso.,3789.8,,20954.33,,79412719.83,,sale,1,0,0,True,2024-11-05 00:00:00+00:00,True,5,3.0,cctv,0,9,0.0,2,good,ceramic,[],,,
1721,246,Land,Subspace,Baja California,Tijuana,Zona Río,zona-rio-aguacaliente,noroeste,32.530929,-117.038521,"Subspace en Land - zona-rio-aguacaliente, Tijuana",Excelente ubicación con acceso a vías principales. Espacio versátil adaptable a diferentes giros.,8548.8,88.87,18525.2,759731.86,158368229.76,91782.97,both,114,3,51,True,2025-10-27 00:00:00+00:00,True,14,0.0,basic,0,18,0.0,2,good,,"[""conference_room""]",,,
1730,259,Land,Single,Baja California,Tijuana,Zona Río,zona-rio-aguacaliente,noroeste,32.515297,-117.036703,"Single Land en zona-rio-aguacaliente, Tijuana",Amplio espacio con buena iluminación natural. Ideal para oficinas corporativas o centro de distribución. Espacio versátil adaptable a diferentes giros.,8172.0,,12100.73,,98887165.56,,sale,352,6,147,True,2026-05-25 00:00:00+00:00,True,0,0.0,cctv,3,18,0.0,0,new,ceramic,[],,,
1739,97,Land,Subspace,Nuevo León,San Pedro Garza García,Del Valle,vasconcelos-calzada,noreste,25.67063,-100.37691,"Land compartido en vasconcelos-calzada, San Pedro Garza García",Ideal para oficinas corporativas o centro de distribución. Cuenta con todos los servicios y estacionamiento. Espacio versátil adaptable a diferentes giros.,4489.2,28.53,,128076.88,,18714.27,rent,79,2,37,True,2024-12-28 00:00:00+00:00,True,0,0.0,full,7,12,0.0,2,new,,"[""gym"", ""meeting_rooms"", ""conference_room""]",,,
1749,157,Land,Subspace,CDMX,Miguel Hidalgo,Polanco,polanco,centro,19.430939,-99.191014,"Subspace en Land - polanco, Miguel Hidalgo",Espacio listo para ocupar con acabados de primera. Recién remodelado con acabados modernos.,11615.2,53.81,,625013.91,,91424.66,rent,25,0,0,True,2024-10-07 00:00:00+00:00,True,1,0.0,basic,0,25,0.0,2,good,polished_concrete,[],,,
1896,142,Land,Subspace,Yucatán,Mérida,Centro,paseo-montejo,sureste,20.973698,-89.61911,"Land compartido en paseo-montejo, Mérida",Zona de alta plusvalía y demanda comercial. Espacio listo para ocupar con acabados de primera.,2478.2,15.0,2721.69,37173.0,6744892.16,3531.87,both,420,6,102,True,2025-06-21 00:00:00+00:00,True,0,12.0,none,0,4,0.0,2,good,concrete,"[""parking""]",,,
1897,32,Land,Single,Puebla,Puebla,Angelópolis,angelopolis-lomas,centro-oriente,19.034523,-98.246971,"Single Land en angelopolis-lomas, Puebla",Excelente ubicación con acceso a vías principales. Fácil acceso a transporte público y avenidas principales. Cuenta con todos los servicios y estacionamiento.,1587.7,53.38,,84751.43,,8908.83,rent,398,13,342,True,2024-08-09 00:00:00+00:00,True,0,0.0,full,0,3,,1,good,concrete,[],,,
