prediction_key,lead_id,stage,score_time,current_inquiry_id,current_spot_id,inquiry_number,stage_eligibility,target_status,target_value,current_spot_existed_at_score_time,user_type,company_size,industry,search_sector,search_modality,target_area_sqm,min_budget_mxn_rent_monthly,max_budget_mxn_rent_monthly,min_budget_mxn_sale_total,max_budget_mxn_sale_total,preferred_state,preferred_municipality,preferred_corridor,source,channel,message_length,requested_area_sqm,requested_budget_mxn_rent_monthly,requested_budget_mxn_sale_total,urgency_days,asked_visit,hist_prior_inquiry_count,hist_prior_unique_spots,hist_prior_asked_visit_count,hist_prior_asked_visit_rate,hist_prior_message_length_mean,hist_prior_urgency_known_count,hist_prior_urgency_days_mean,hist_max_inquiry_time,natural_light,luminaires,charging_ports,security_type,floor_level,elevators,vertical_height_m,parking_spaces,building_status,floor_material,amenities
L5:T0,5,T0,2025-10-21T00:00:00.000Z,,,0,ELIGIBLE,NEGATIVE,0,true,broker,small,retail,Office,sale,1002.0,,,51611012.33,65602705.67,CDMX,Benito Juárez,del-valle-narvarte,paid,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,
L5:T1:I14,5,T1,2025-10-21T15:45:00.000Z,14,60,1,ELIGIBLE,NEGATIVE,0,true,broker,small,retail,Office,sale,1002.0,,,51611012.33,65602705.67,CDMX,Benito Juárez,del-valle-narvarte,paid,web,197,1008.0,,51596758.01,6,false,0,0,0,,,0,,,true,1,0,cctv,0,1,2.4,12,new,polished_concrete,"[""kitchen""]"
L6:T0,6,T0,2025-04-21T00:00:00.000Z,,,0,ELIGIBLE,NEGATIVE,0,true,developer,medium,technology,Industrial,rent,487.5,61036.29,74327.44,,,Nuevo León,Monterrey,macroplaza,paid,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,
L6:T1:I15,6,T1,2025-10-06T18:45:00.000Z,15,1640,1,ELIGIBLE,NEGATIVE,0,true,developer,medium,technology,Industrial,rent,487.5,61036.29,74327.44,,,Nuevo León,Monterrey,macroplaza,paid,whatsapp,85,978.8,60156.45,,59,false,0,0,0,,,0,,,true,15,2,basic,6,12,8.1,66,fair,concrete,"[""cafeteria"", ""gym"", ""meeting_rooms""]"
L7:T0,7,T0,2025-05-24T00:00:00.000Z,,,0,ELIGIBLE,NEGATIVE,0,true,investor,large,retail,Office,sale,620.5,,,27753533.16,32845564.83,Estado de México,Naucalpan de Juárez,lomas-verdes-satelite,organic,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,
L7:T1:I17,7,T1,2025-06-21T07:49:00.000Z,17,1763,1,ELIGIBLE,NEGATIVE,0,true,investor,large,retail,Office,sale,620.5,,,27753533.16,32845564.83,Estado de México,Naucalpan de Juárez,lomas-verdes-satelite,organic,whatsapp,282,599.4,,25900566.21,3,true,0,0,0,,,0,,,true,4,2,full,9,7,2.7,27,fair,ceramic,[]
L7:T2:I21,7,T2,2025-07-30T09:27:00.000Z,21,2914,2,ELIGIBLE,NEGATIVE,0,true,investor,large,retail,Office,sale,620.5,,,27753533.16,32845564.83,Estado de México,Naucalpan de Juárez,lomas-verdes-satelite,organic,app,91,448.3,,28415700.34,153,true,1,1,1,1,282,1,3,2025-06-21T07:49:00.000Z,true,5,0,basic,0,0,3.3,7,good,ceramic,"[""kitchen"", ""rooftop"", ""reception""]"
L7:T2:I20,7,T2,2025-07-30T15:40:00.000Z,20,1983,3,ELIGIBLE,POSITIVE,1,true,investor,large,retail,Office,sale,620.5,,,27753533.16,32845564.83,Estado de México,Naucalpan de Juárez,lomas-verdes-satelite,organic,phone,90,639.7,,24258714.03,209,false,2,2,2,1,186.5,2,78,2025-07-30T09:27:00.000Z,false,0,0,basic,0,1,3.3,9,good,polished_concrete,[]
L8:T0,8,T0,2025-05-05T00:00:00.000Z,,,0,ELIGIBLE,POSITIVE,1,true,investor,large,other,Land,sale,976.3,,,,9376746.76,Puebla,Puebla,,email,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,
L8:T1:I27,8,T1,2025-05-07T07:10:37.000Z,27,958,1,ELIGIBLE,POSITIVE,1,true,investor,large,other,Land,sale,976.3,,,,9376746.76,Puebla,Puebla,,email,web,384,1062.7,,7354039.26,,false,0,0,0,,,0,,,true,39,0,cctv,17,7,0.0,1,fair,wood,[]
L9:T0,9,T0,2026-02-03T00:00:00.000Z,,,0,ELIGIBLE,POSITIVE,1,true,broker,large,technology,Office,sale,345.3,,,18705461.64,25706225.9,Jalisco,Zapopan,andares-puerta-hierro,paid,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,
L9:T1:I30,9,T1,2026-02-03T07:57:46.000Z,30,378,1,ELIGIBLE,NEGATIVE,0,true,broker,large,technology,Office,sale,345.3,,,18705461.64,25706225.9,Jalisco,Zapopan,andares-puerta-hierro,paid,email,156,235.5,,25706225.9,26,false,0,0,0,,,0,,,true,4,,none,10,4,5.1,5,fair,concrete,"[""conference_room""]"
L9:T2:I32,9,T2,2026-02-06T10:21:57.000Z,32,1360,2,ELIGIBLE,POSITIVE,1,true,broker,large,technology,Office,sale,345.3,,,18705461.64,25706225.9,Jalisco,Zapopan,andares-puerta-hierro,paid,app,517,406.5,,25677304.63,38,true,1,1,0,0,156,1,26,2026-02-03T07:57:46.000Z,false,2,0,basic,9,5,3.3,9,good,polished_concrete,[]
L9:T2:I33,9,T2,2026-02-06T18:15:24.000Z,33,540,3,ELIGIBLE,NEGATIVE,0,true,broker,large,technology,Office,sale,345.3,,,18705461.64,25706225.9,Jalisco,Zapopan,andares-puerta-hierro,paid,web,358,150.0,,25706225.9,44,false,2,2,1,0.5,336.5,2,32,2026-02-06T10:21:57.000Z,true,39,0,none,0,2,2.2,2,fair,concrete,"[""kitchen""]"
L10:T0,10,T0,2026-03-20T00:00:00.000Z,,,0,ELIGIBLE,NEGATIVE,0,true,tenant_direct,medium,retail,Office,rent,414.0,102080.36,143828.99,,,Baja California,Tijuana,zona-rio-aguacaliente,paid,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,
L10:T1:I35,10,T1,2026-03-22T08:24:43.000Z,35,1334,1,ELIGIBLE,NEGATIVE,0,true,tenant_direct,medium,retail,Office,rent,414.0,102080.36,143828.99,,,Baja California,Tijuana,zona-rio-aguacaliente,paid,whatsapp,182,405.8,133517.7,,,false,0,0,0,,,0,,,true,0,,cctv,0,0,3.2,7,good,,"[""rooftop"", ""meeting_rooms"", ""lounge""]"
L10:T2:I34,10,T2,2026-04-28T13:24:00.000Z,34,2813,2,ELIGIBLE,POSITIVE,1,true,tenant_direct,medium,retail,Office,rent,414.0,102080.36,143828.99,,,Baja California,Tijuana,zona-rio-aguacaliente,paid,email,138,100.0,100720.37,,255,false,1,1,0,0,182,0,,2026-03-22T08:24:43.000Z,true,0,0,full,0,1,4.4,4,fair,ceramic,"[""cafeteria"", ""parking"", ""security_booth"", ""meeting_rooms""]"
L11:T1:I39,11,T1,2026-06-28T16:19:29.000Z,39,2134,1,ELIGIBLE,NEGATIVE,0,true,tenant_direct,small,financial,Industrial,rent,549.8,58701.79,74837.02,,,Yucatán,Mérida,paseo-montejo,organic,whatsapp,277,519.0,63955.26,,12,false,0,0,0,,,0,,,true,0,0,basic,1,4,4.8,4,good,wood,[]
L11:T2:I40,11,T2,2026-06-28T19:30:38.000Z,40,1520,2,ELIGIBLE,POSITIVE,1,true,tenant_direct,small,financial,Industrial,rent,549.8,58701.79,74837.02,,,Yucatán,Mérida,paseo-montejo,organic,whatsapp,202,3782.9,52898.22,,90,true,1,1,0,0,277,1,12,2026-06-28T16:19:29.000Z,false,0,0,basic,0,25,8.4,253,fair,polished_concrete,[]
L12:T0,12,T0,2025-08-17T00:00:00.000Z,,,0,ELIGIBLE,NEGATIVE,0,true,investor,medium,manufacturing,Office,both,288.7,81293.56,99806.53,14632840.3,20148422.95,Nuevo León,San Pedro Garza García,vasconcelos-calzada,organic,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,
L12:T1:I46,12,T1,2025-08-19T20:35:53.000Z,46,2161,1,ELIGIBLE,NEGATIVE,0,true,investor,medium,manufacturing,Office,both,288.7,81293.56,99806.53,14632840.3,20148422.95,Nuevo León,San Pedro Garza García,vasconcelos-calzada,organic,whatsapp,142,242.5,90687.09,20148422.95,77,true,0,0,0,,,0,,,true,11,0,cctv,23,9,3.5,9,good,polished_concrete,"[""rooftop"", ""gym""]"
L12:T2:I44,12,T2,2025-08-22T10:31:11.000Z,44,2493,2,ELIGIBLE,NEGATIVE,0,true,investor,medium,manufacturing,Office,both,288.7,81293.56,99806.53,14632840.3,20148422.95,Nuevo León,San Pedro Garza García,vasconcelos-calzada,organic,email,121,274.0,80917.12,20148422.95,27,true,1,1,1,1,142,1,77,2025-08-19T20:35:53.000Z,true,13,0,cctv,10,3,2.9,3,needs_renovation,polished_concrete,[]
L12:T2:I45,12,T2,2025-08-26T10:36:18.000Z,45,1638,3,ELIGIBLE,NEGATIVE,0,true,investor,medium,manufacturing,Office,both,288.7,81293.56,99806.53,14632840.3,20148422.95,Nuevo León,San Pedro Garza García,vasconcelos-calzada,organic,email,387,150.0,99806.53,18062437.97,240,true,2,2,2,1,131.5,2,52,2025-08-22T10:31:11.000Z,true,0,3,basic,3,3,2.5,2,fair,wood,"[""cafeteria"", ""reception"", ""loading_dock"", ""parking""]"
L12:T2:I47,12,T2,2025-08-29T07:08:33.000Z,47,1223,4,ELIGIBLE,NEGATIVE,0,true,investor,medium,manufacturing,Office,both,288.7,81293.56,99806.53,14632840.3,20148422.95,Nuevo León,San Pedro Garza García,vasconcelos-calzada,organic,whatsapp,501,240.1,76442.22,19592792.41,64,false,3,3,3,1,216.66666666666666,3,114.66666666666667,2025-08-26T10:36:18.000Z,true,0,0,none,3,3,3.8,5,fair,ceramic,[]
L13:T0,13,T0,2025-07-17T00:00:00.000Z,,,0,ELIGIBLE,POSITIVE,1,true,tenant_direct,small,technology,Retail,rent,8590.1,346043.42,422600.37,,,Baja California,Tijuana,zona-rio-aguacaliente,email,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,
L13:T1:I48,13,T1,2025-07-19T13:48:56.000Z,48,1621,1,ELIGIBLE,POSITIVE,1,true,tenant_direct,small,technology,Retail,rent,8590.1,346043.42,422600.37,,,Baja California,Tijuana,zona-rio-aguacaliente,email,web,232,2226.5,391314.74,,299,true,0,0,0,,,0,,,false,0,0,cctv,1,1,3.7,16,good,concrete,"[""storage""]"
L14:T0,14,T0,2025-02-18T00:00:00.000Z,,,0,ELIGIBLE,NEGATIVE,0,true,investor,large,technology,Retail,sale,9414.4,,,13861251.73,19687878.77,CDMX,Miguel Hidalgo,polanco,organic,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,
L14:T1:I57,14,T1,2025-03-02T19:56:40.000Z,57,2619,1,ELIGIBLE,NEGATIVE,0,true,investor,large,technology,Retail,sale,9414.4,,,13861251.73,19687878.77,CDMX,Miguel Hidalgo,polanco,organic,web,185,100.0,,19687878.77,69,false,0,0,0,,,0,,,true,0,0,cctv,3,2,3.5,5,new,,"[""meeting_rooms"", ""gym""]"
L14:T2:I52,14,T2,2025-03-15T14:07:00.000Z,52,1226,2,ELIGIBLE,NEGATIVE,0,true,investor,large,technology,Retail,sale,9414.4,,,13861251.73,19687878.77,CDMX,Miguel Hidalgo,polanco,organic,web,275,6129.7,,16062196.93,82,false,1,1,0,0,185,1,69,2025-03-02T19:56:40.000Z,true,0,0,cctv,0,9,,2,good,carpet,"[""rooftop"", ""security_booth""]"
L14:T2:I56,14,T2,2025-05-09T18:13:00.000Z,56,1948,3,ELIGIBLE,NEGATIVE,0,true,investor,large,technology,Retail,sale,9414.4,,,13861251.73,19687878.77,CDMX,Miguel Hidalgo,polanco,organic,app,284,150.0,,19679966.51,3,false,2,2,0,0,230,2,75.5,2025-03-15T14:07:00.000Z,true,0,,basic,0,3,1.7,2,new,wood,"[""conference_room"", ""storage""]"
L14:T2:I53,14,T2,2025-05-18T18:31:00.000Z,53,2625,4,ELIGIBLE,NEGATIVE,0,true,investor,large,technology,Retail,sale,9414.4,,,13861251.73,19687878.77,CDMX,Miguel Hidalgo,polanco,organic,web,193,8269.2,,18792832.53,,false,3,3,0,0,248,3,51.333333333333336,2025-05-09T18:13:00.000Z,false,0,0,none,0,49,0.0,4,good,ceramic,"[""security_booth""]"
L14:T2:I55,14,T2,2026-02-23T08:12:00.000Z,55,2312,5,ELIGIBLE,NEGATIVE,0,true,investor,large,technology,Retail,sale,9414.4,,,13861251.73,19687878.77,CDMX,Miguel Hidalgo,polanco,organic,whatsapp,183,2740.5,,19687878.77,250,false,4,4,0,0,234.25,3,51.333333333333336,2025-05-18T18:31:00.000Z,true,4,,basic,0,2,2.3,30,new,wood,[]
L14:T2:I54,14,T2,2026-04-25T18:01:00.000Z,54,553,6,ELIGIBLE,POSITIVE,1,true,investor,large,technology,Retail,sale,9414.4,,,13861251.73,19687878.77,CDMX,Miguel Hidalgo,polanco,organic,email,109,2325.0,,17858944.88,247,false,5,5,0,0,224,4,101,2026-02-23T08:12:00.000Z,false,1,0,basic,0,1,,12,good,concrete,[]
L15:T0,15,T0,2025-07-28T00:00:00.000Z,,,0,ELIGIBLE,POSITIVE,1,true,tenant_direct,small,other,Office,rent,407.6,102996.65,118131.52,,,Guanajuato,León,centro-leon,organic,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,
L15:T1:I59,15,T1,2025-07-29T11:12:20.000Z,59,1183,1,ELIGIBLE,NEGATIVE,0,true,tenant_direct,small,other,Office,rent,407.6,102996.65,118131.52,,,Guanajuato,León,centro-leon,organic,app,352,1148.8,104711.74,,321,false,0,0,0,,,0,,,true,1,,none,0,9,2.5,192,good,concrete,"[""cafeteria"", ""meeting_rooms""]"
L15:T2:I64,15,T2,2025-07-29T19:26:07.000Z,64,2401,2,ELIGIBLE,NEGATIVE,0,true,tenant_direct,small,other,Office,rent,407.6,102996.65,118131.52,,,Guanajuato,León,centro-leon,organic,whatsapp,147,381.4,87450.67,,32,false,1,1,0,0,352,1,321,2025-07-29T11:12:20.000Z,true,7,,cctv,0,2,,5,good,,[]
L15:T2:I61,15,T2,2025-07-31T11:18:07.000Z,61,1993,3,ELIGIBLE,POSITIVE,1,true,tenant_direct,small,other,Office,rent,407.6,102996.65,118131.52,,,Guanajuato,León,centro-leon,organic,whatsapp,268,2157.2,114037.1,,137,true,2,2,0,0,249.5,2,176.5,2025-07-29T19:26:07.000Z,true,0,,cctv,9,17,3.3,362,good,concrete,"[""meeting_rooms"", ""storage""]"
L16:T0,16,T0,2025-10-15T00:00:00.000Z,,,0,ELIGIBLE,POSITIVE,1,true,broker,medium,technology,Land,rent,1502.9,64035.78,85323.21,,,Guanajuato,León,centro-leon,paid,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,
L16:T1:I69,16,T1,2025-10-17T09:37:11.000Z,69,913,1,ELIGIBLE,NEGATIVE,0,true,broker,medium,technology,Land,rent,1502.9,64035.78,85323.21,,,Guanajuato,León,centro-leon,paid,whatsapp,271,1032.2,85323.21,,,false,0,0,0,,,0,,,true,16,0,none,0,1,0.0,3,needs_renovation,concrete,"[""loading_dock"", ""security_booth""]"
L16:T2:I67,16,T2,2025-10-19T20:10:58.000Z,67,2177,2,ELIGIBLE,NEGATIVE,0,true,broker,medium,technology,Land,rent,1502.9,64035.78,85323.21,,,Guanajuato,León,centro-leon,paid,web,187,2479.9,65812.38,,347,false,1,1,0,0,271,0,,2025-10-17T09:37:11.000Z,true,1,,none,3,18,0.0,0,needs_renovation,wood,[]
L16:T2:I73,16,T2,2025-10-24T15:16:55.000Z,73,2578,3,ELIGIBLE,NEGATIVE,0,true,broker,medium,technology,Land,rent,1502.9,64035.78,85323.21,,,Guanajuato,León,centro-leon,paid,web,118,12229.7,80946.71,,362,false,2,2,0,0,229,1,347,2025-10-19T20:10:58.000Z,true,3,,basic,0,83,0.0,2,good,ceramic,"[""reception"", ""gym""]"
L16:T2:I68,16,T2,2025-10-25T11:01:34.000Z,68,2065,4,ELIGIBLE,NEGATIVE,0,true,broker,medium,technology,Land,rent,1502.9,64035.78,85323.21,,,Guanajuato,León,centro-leon,paid,app,272,1214.4,85323.21,,,false,3,3,0,0,192,2,354.5,2025-10-24T15:16:55.000Z,false,0,,basic,5,4,0.0,1,new,polished_concrete,[]
L16:T2:I72,16,T2,2025-10-28T12:43:22.000Z,72,2078,5,ELIGIBLE,POSITIVE,1,true,broker,medium,technology,Land,rent,1502.9,64035.78,85323.21,,,Guanajuato,León,centro-leon,paid,web,227,1600.8,85323.21,,58,true,4,4,0,0,212,2,354.5,2025-10-25T11:01:34.000Z,true,0,3,basic,0,6,,3,good,concrete,[]
L17:T0,17,T0,2026-04-10T00:00:00.000Z,,,0,ELIGIBLE,NEGATIVE,0,true,tenant_direct,medium,logistics,Office,rent,105.4,31676.87,42744.45,,,Estado de México,Naucalpan de Juárez,lomas-verdes-satelite,paid,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,
L17:T1:I74,17,T1,2026-04-14T15:06:47.000Z,74,2391,1,ELIGIBLE,NEGATIVE,0,true,tenant_direct,medium,logistics,Office,rent,105.4,31676.87,42744.45,,,Estado de México,Naucalpan de Juárez,lomas-verdes-satelite,paid,app,181,815.8,42744.45,,127,false,0,0,0,,,0,,,true,8,4,basic,0,5,,58,fair,carpet,[]
L18:T0,18,T0,2025-02-11T00:00:00.000Z,,,0,ELIGIBLE,NEGATIVE,0,true,broker,medium,financial,Land,rent,454.5,19892.38,24982.3,,,CDMX,Cuauhtémoc,roma-condesa,organic,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,
L18:T1:I79,18,T1,2025-02-12T08:44:20.000Z,79,2955,1,ELIGIBLE,NEGATIVE,0,true,broker,medium,financial,Land,rent,454.5,19892.38,24982.3,,,CDMX,Cuauhtémoc,roma-condesa,organic,app,143,524.7,18247.24,,,false,0,0,0,,,0,,,true,40,0,basic,0,3,0.0,0,good,polished_concrete,"[""gym"", ""kitchen""]"
L18:T2:I80,18,T2,2025-02-20T18:36:20.000Z,80,493,2,ELIGIBLE,NEGATIVE,0,true,broker,medium,financial,Land,rent,454.5,19892.38,24982.3,,,CDMX,Cuauhtémoc,roma-condesa,organic,web,274,1515.4,22070.97,,260,false,1,1,0,0,143,0,,2025-02-12T08:44:20.000Z,true,2,0,none,0,11,2.2,256,new,concrete,"[""rooftop"", ""cafeteria"", ""kitchen"", ""reception""]"
L18:T2:I75,18,T2,2025-02-24T20:48:35.000Z,75,465,3,ELIGIBLE,NEGATIVE,0,true,broker,medium,financial,Land,rent,454.5,19892.38,24982.3,,,CDMX,Cuauhtémoc,roma-condesa,organic,whatsapp,193,465.8,20118.54,,255,false,2,2,0,0,208.5,1,260,2025-02-20T18:36:20.000Z,false,5,0,cctv,0,2,4.5,25,new,polished_concrete,"[""rooftop""]"
L18:T2:I76,18,T2,2025-03-10T09:32:00.000Z,76,752,4,ELIGIBLE,NEGATIVE,0,true,broker,medium,financial,Land,rent,454.5,19892.38,24982.3,,,CDMX,Cuauhtémoc,roma-condesa,organic,web,335,375.6,22941.73,,13,false,3,3,0,0,203.33333333333334,2,257.5,2025-02-24T20:48:35.000Z,true,11,0,basic,4,1,2.9,3,good,polished_concrete,"[""conference_room"", ""lounge"", ""kitchen"", ""storage""]"
L18:T2:I77,18,T2,2025-04-16T08:48:00.000Z,77,1012,5,ELIGIBLE,NEGATIVE,0,true,broker,medium,financial,Land,rent,454.5,19892.38,24982.3,,,CDMX,Cuauhtémoc,roma-condesa,organic,whatsapp,245,448.1,20614.23,,158,true,4,4,0,0,236.25,3,176,2025-03-10T09:32:00.000Z,false,1,0,full,3,4,,9,new,polished_concrete,"[""kitchen""]"
L18:T2:I78,18,T2,2025-05-10T10:25:00.000Z,78,785,6,ELIGIBLE,NEGATIVE,0,true,broker,medium,financial,Land,rent,454.5,19892.38,24982.3,,,CDMX,Cuauhtémoc,roma-condesa,organic,email,105,2546.1,24982.3,,,false,5,5,1,0.2,238,4,171.5,2025-04-16T08:48:00.000Z,false,6,5,cctv,0,17,0.0,1,fair,polished_concrete,[]
L19:T0,19,T0,2025-07-30T00:00:00.000Z,,,0,ELIGIBLE,NEGATIVE,0,true,investor,large,retail,Industrial,sale,245.3,,,4694618.85,5601302.22,Querétaro,Querétaro,centro-queretaro,organic,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,
L19:T1:I83,19,T1,2025-08-29T10:18:00.000Z,83,388,1,ELIGIBLE,POSITIVE,1,true,investor,large,retail,Industrial,sale,245.3,,,4694618.85,5601302.22,Querétaro,Querétaro,centro-queretaro,organic,web,50,352.2,,5601302.22,68,false,0,0,0,,,0,,,true,7,,full,0,5,3.6,60,good,polished_concrete,[]
L20:T0,20,T0,2026-02-25T00:00:00.000Z,,,0,ELIGIBLE,POSITIVE,1,true,tenant_direct,medium,financial,Office,sale,390.5,,,22004638.73,26733888.83,Querétaro,Querétaro,centro-queretaro,social,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,
L20:T1:I89,20,T1,2026-02-27T13:22:53.000Z,89,172,1,ELIGIBLE,NEGATIVE,0,true,tenant_direct,medium,financial,Office,sale,390.5,,,22004638.73,26733888.83,Querétaro,Querétaro,centro-queretaro,social,phone,337,150.0,,19725864.39,82,false,0,0,0,,,0,,,true,37,2,cctv,0,0,2.1,1,good,ceramic,[]
