prediction_key,lead_id,stage,score_time,current_inquiry_id,current_spot_id,inquiry_number,stage_eligibility,target_status,target_value,current_spot_existed_at_score_time,user_type,company_size,industry,search_sector,search_modality,target_area_sqm,min_budget_mxn_rent_monthly,max_budget_mxn_rent_monthly,min_budget_mxn_sale_total,max_budget_mxn_sale_total,preferred_state,preferred_municipality,preferred_corridor,source,channel,message_length,requested_area_sqm,requested_budget_mxn_rent_monthly,requested_budget_mxn_sale_total,urgency_days,asked_visit,hist_prior_inquiry_count,hist_prior_unique_spots,hist_prior_asked_visit_count,hist_prior_asked_visit_rate,hist_prior_message_length_mean,hist_prior_urgency_known_count,hist_prior_urgency_days_mean,hist_max_inquiry_time,natural_light,luminaires,charging_ports,security_type,floor_level,elevators,vertical_height_m,parking_spaces,building_status,floor_material,amenities
L1048:T2:I4731,1048,T2,2026-01-11T20:19:32.000Z,4731,2748,4,ELIGIBLE,NEGATIVE,0,true,investor,small,retail,Office,sale,429.3,,,22587257.41,30812553.55,Nuevo León,Monterrey,,social,web,526,125.0,,29033384.55,,false,3,3,1,0.3333333333333333,280.3333333333333,1,80,2026-01-11T18:27:44.000Z,false,0,,none,0,1,,0,good,polished_concrete,[]
L1048:T2:I4729,1048,T2,2026-01-14T07:44:24.000Z,4729,313,5,ELIGIBLE,NEGATIVE,0,true,investor,small,retail,Office,sale,429.3,,,22587257.41,30812553.55,Nuevo León,Monterrey,,social,app,190,422.3,,23686544.51,144,false,4,4,1,0.25,341.75,1,80,2026-01-11T20:19:32.000Z,true,0,0,basic,0,5,2.2,29,new,ceramic,"[""conference_room""]"
L1049:T0,1049,T0,2025-01-31T00:00:00.000Z,,,0,ELIGIBLE,NEGATIVE,0,true,investor,medium,retail,Land,rent,304.1,13312.75,18815.43,,,Sonora,Hermosillo,centenario-colosio,paid,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,
L1049:T1:I4734,1049,T1,2025-03-29T17:32:00.000Z,4734,941,1,ELIGIBLE,NEGATIVE,0,true,investor,medium,retail,Land,rent,304.1,13312.75,18815.43,,,Sonora,Hermosillo,centenario-colosio,paid,web,325,1625.5,17462.24,,16,false,0,0,0,,,0,,,true,3,0,none,0,11,0.0,0,fair,carpet,[]
L1049:T2:I4735,1049,T2,2025-04-02T10:44:00.000Z,4735,1265,2,ELIGIBLE,NEGATIVE,0,true,investor,medium,retail,Land,rent,304.1,13312.75,18815.43,,,Sonora,Hermosillo,centenario-colosio,paid,web,179,2637.6,16064.78,,,true,1,1,0,0,325,1,16,2025-03-29T17:32:00.000Z,true,0,0,cctv,4,19,0.0,3,fair,concrete,"[""conference_room""]"
L1049:T2:I4736,1049,T2,2025-05-19T13:17:00.000Z,4736,1037,3,ELIGIBLE,NEGATIVE,0,true,investor,medium,retail,Land,rent,304.1,13312.75,18815.43,,,Sonora,Hermosillo,centenario-colosio,paid,whatsapp,109,564.9,17011.94,,65,false,2,2,1,0.5,252,1,16,2025-04-02T10:44:00.000Z,true,0,0,cctv,0,3,8.4,39,new,concrete,"[""meeting_rooms"", ""parking"", ""cafeteria""]"
L1049:T2:I4738,1049,T2,2025-11-21T20:00:00.000Z,4738,804,4,ELIGIBLE,NEGATIVE,0,true,investor,medium,retail,Land,rent,304.1,13312.75,18815.43,,,Sonora,Hermosillo,centenario-colosio,paid,phone,304,2391.5,14689.57,,156,false,3,3,1,0.3333333333333333,204.33333333333334,2,40.5,2025-05-19T13:17:00.000Z,true,4,4,cctv,3,17,7.5,160,fair,ceramic,"[""lounge"", ""security_booth"", ""conference_room""]"
L1049:T2:I4739,1049,T2,2026-02-06T19:10:00.000Z,4739,1283,5,ELIGIBLE,NEGATIVE,0,true,investor,medium,retail,Land,rent,304.1,13312.75,18815.43,,,Sonora,Hermosillo,centenario-colosio,paid,app,266,386.6,14380.58,,304,false,4,4,1,0.25,229.25,3,79,2025-11-21T20:00:00.000Z,true,8,0,cctv,3,3,,25,fair,wood,[]
L1049:T2:I4737,1049,T2,2026-04-19T13:12:00.000Z,4737,2738,6,ELIGIBLE,NEGATIVE,0,true,investor,medium,retail,Land,rent,304.1,13312.75,18815.43,,,Sonora,Hermosillo,centenario-colosio,paid,whatsapp,154,10270.7,15410.49,,5,true,5,5,1,0.2,236.6,4,135.25,2026-02-06T19:10:00.000Z,true,4,1,cctv,7,71,0.0,3,good,polished_concrete,"[""security_booth"", ""kitchen""]"
L1049:T2:I4733,1049,T2,2026-06-15T07:05:00.000Z,4733,2034,7,ELIGIBLE,NEGATIVE,0,true,investor,medium,retail,Land,rent,304.1,13312.75,18815.43,,,Sonora,Hermosillo,centenario-colosio,paid,email,310,18280.8,14450.35,,,false,6,6,2,0.3333333333333333,222.83333333333334,5,109.2,2026-04-19T13:12:00.000Z,true,0,0,cctv,0,123,,2,needs_renovation,concrete,[]
L1050:T0,1050,T0,2026-02-23T00:00:00.000Z,,,0,ELIGIBLE,POSITIVE,1,true,broker,medium,retail,Retail,rent,259.2,65743.54,89405.47,,,Yucatán,Mérida,paseo-montejo,referral,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,
L1050:T1:I4743,1050,T1,2026-02-23T14:53:47.000Z,4743,1931,1,ELIGIBLE,NEGATIVE,0,true,broker,medium,retail,Retail,rent,259.2,65743.54,89405.47,,,Yucatán,Mérida,paseo-montejo,referral,whatsapp,375,100.0,62952.18,,269,false,0,0,0,,,0,,,true,0,0,basic,3,2,4.1,5,new,ceramic,"[""loading_dock"", ""lounge"", ""cafeteria""]"
L1050:T2:I4745,1050,T2,2026-03-01T08:34:21.000Z,4745,825,2,ELIGIBLE,NEGATIVE,0,true,broker,medium,retail,Retail,rent,259.2,65743.54,89405.47,,,Yucatán,Mérida,paseo-montejo,referral,web,280,279.2,89405.47,,18,true,1,1,0,0,375,1,269,2026-02-23T14:53:47.000Z,false,5,0,cctv,0,1,,7,good,carpet,"[""conference_room"", ""meeting_rooms"", ""gym""]"
L1050:T2:I4740,1050,T2,2026-03-01T16:23:48.000Z,4740,2725,3,ELIGIBLE,NEGATIVE,0,true,broker,medium,retail,Retail,rent,259.2,65743.54,89405.47,,,Yucatán,Mérida,paseo-montejo,referral,app,83,2093.4,73622.98,,,false,2,2,1,0.5,327.5,2,143.5,2026-03-01T08:34:21.000Z,false,14,,basic,0,13,0.0,3,new,wood,"[""security_booth"", ""kitchen"", ""meeting_rooms"", ""gym""]"
L1050:T2:I4741,1050,T2,2026-03-01T18:14:18.000Z,4741,726,4,ELIGIBLE,POSITIVE,1,true,broker,medium,retail,Retail,rent,259.2,65743.54,89405.47,,,Yucatán,Mérida,paseo-montejo,referral,email,58,298.2,85898.58,,201,false,3,3,1,0.3333333333333333,246,2,143.5,2026-03-01T16:23:48.000Z,true,7,0,cctv,3,2,6.1,5,good,ceramic,[]
L1051:T0,1051,T0,2025-09-15T00:00:00.000Z,,,0,ELIGIBLE,NEGATIVE,0,true,tenant_direct,medium,technology,Retail,sale,405.7,,,17250918.34,22544547.82,CDMX,Miguel Hidalgo,polanco,referral,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,
L1051:T1:I4746,1051,T1,2025-09-27T08:13:53.000Z,4746,511,1,ELIGIBLE,NEGATIVE,0,true,tenant_direct,medium,technology,Retail,sale,405.7,,,17250918.34,22544547.82,CDMX,Miguel Hidalgo,polanco,referral,web,112,347.3,,19392245.52,327,false,0,0,0,,,0,,,false,0,0,cctv,2,2,5.0,4,fair,ceramic,"[""lounge"", ""parking""]"
L1051:T2:I4748,1051,T2,2025-09-28T11:57:20.000Z,4748,1954,2,ELIGIBLE,NEGATIVE,0,true,tenant_direct,medium,technology,Retail,sale,405.7,,,17250918.34,22544547.82,CDMX,Miguel Hidalgo,polanco,referral,whatsapp,170,100.0,,20640441.86,139,false,1,1,0,0,112,1,327,2025-09-27T08:13:53.000Z,true,11,3,basic,1,0,3.8,1,new,polished_concrete,"[""security_booth""]"
L1051:T2:I4747,1051,T2,2026-01-17T12:46:00.000Z,4747,235,3,ELIGIBLE,NEGATIVE,0,true,tenant_direct,medium,technology,Retail,sale,405.7,,,17250918.34,22544547.82,CDMX,Miguel Hidalgo,polanco,referral,app,214,431.7,,17173639.36,285,false,2,2,0,0,141,2,233,2025-09-28T11:57:20.000Z,false,0,0,none,0,1,3.4,6,new,ceramic,"[""lounge"", ""meeting_rooms"", ""storage""]"
L1051:T2:I4749,1051,T2,2026-03-07T16:25:00.000Z,4749,1840,4,ELIGIBLE,NEGATIVE,0,true,tenant_direct,medium,technology,Retail,sale,405.7,,,17250918.34,22544547.82,CDMX,Miguel Hidalgo,polanco,referral,web,240,306.4,,22544547.82,24,false,3,3,0,0,165.33333333333334,3,250.33333333333334,2026-01-17T12:46:00.000Z,true,0,,cctv,0,2,3.9,4,good,,[]
L1053:T0,1053,T0,2025-01-24T00:00:00.000Z,,,0,ELIGIBLE,POSITIVE,1,true,broker,large,healthcare,Land,both,88.4,3564.15,3952.68,641546.14,777981.35,Baja California,Tijuana,zona-rio-aguacaliente,paid,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,
L1053:T1:I4755,1053,T1,2025-02-01T15:08:05.000Z,4755,2373,1,ELIGIBLE,POSITIVE,1,true,broker,large,healthcare,Land,both,88.4,3564.15,3952.68,641546.14,777981.35,Baja California,Tijuana,zona-rio-aguacaliente,paid,whatsapp,166,24023.3,3952.68,658081.82,197,false,0,0,0,,,0,,,true,0,,cctv,30,173,,5,new,concrete,"[""security_booth"", ""reception""]"
L1054:T1:I4763,1054,T1,2026-06-26T14:26:43.000Z,4763,2107,1,ELIGIBLE,NEGATIVE,0,true,broker,small,retail,Retail,sale,261.1,,,10975279.85,14736943.17,Jalisco,Zapopan,andares-puerta-hierro,organic,app,146,286.1,,10483536.72,27,true,0,0,0,,,0,,,true,4,4,full,4,3,10.3,18,new,polished_concrete,[]
L1054:T2:I4759,1054,T2,2026-06-28T18:15:05.000Z,4759,2944,2,ELIGIBLE,NEGATIVE,0,true,broker,small,retail,Retail,sale,261.1,,,10975279.85,14736943.17,Jalisco,Zapopan,andares-puerta-hierro,organic,whatsapp,473,100.0,,11623458.01,88,false,1,1,1,1,146,1,27,2026-06-26T14:26:43.000Z,true,15,0,cctv,0,1,4.6,3,good,concrete,[]
L1055:T0,1055,T0,2025-12-02T00:00:00.000Z,,,0,ELIGIBLE,NEGATIVE,0,true,broker,small,retail,Office,rent,145.6,36609.81,42747.37,,,Puebla,Puebla,angelopolis-lomas,paid,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,
L1055:T1:I4764,1055,T1,2025-12-04T17:47:11.000Z,4764,2219,1,ELIGIBLE,NEGATIVE,0,true,broker,small,retail,Office,rent,145.6,36609.81,42747.37,,,Puebla,Puebla,angelopolis-lomas,paid,phone,105,138.5,42747.37,,,false,0,0,0,,,0,,,false,12,2,cctv,0,3,5.0,2,fair,,[]
L1055:T2:I4769,1055,T2,2025-12-07T09:46:32.000Z,4769,2887,2,ELIGIBLE,NEGATIVE,0,true,broker,small,retail,Office,rent,145.6,36609.81,42747.37,,,Puebla,Puebla,angelopolis-lomas,paid,email,225,2130.5,42747.37,,,false,1,1,0,0,105,0,,2025-12-04T17:47:11.000Z,false,1,0,basic,0,14,6.6,143,needs_renovation,polished_concrete,[]
L1055:T2:I4767,1055,T2,2025-12-09T09:26:38.000Z,4767,112,3,ELIGIBLE,NEGATIVE,0,true,broker,small,retail,Office,rent,145.6,36609.81,42747.37,,,Puebla,Puebla,angelopolis-lomas,paid,whatsapp,269,150.0,42747.37,,26,true,2,2,0,0,165,0,,2025-12-07T09:46:32.000Z,false,7,,cctv,0,0,3.5,3,good,ceramic,[]
L1055:T2:I4768,1055,T2,2025-12-09T13:41:54.000Z,4768,2716,4,ELIGIBLE,NEGATIVE,0,true,broker,small,retail,Office,rent,145.6,36609.81,42747.37,,,Puebla,Puebla,angelopolis-lomas,paid,web,558,147.3,35166.4,,,false,3,3,1,0.3333333333333333,199.66666666666666,1,26,2025-12-09T09:26:38.000Z,true,8,0,none,8,3,2.2,27,new,polished_concrete,[]
L1055:T2:I4766,1055,T2,2025-12-09T15:25:30.000Z,4766,951,5,ELIGIBLE,NEGATIVE,0,true,broker,small,retail,Office,rent,145.6,36609.81,42747.37,,,Puebla,Puebla,angelopolis-lomas,paid,whatsapp,228,167.2,42747.37,,12,true,4,4,1,0.25,289.25,1,26,2025-12-09T13:41:54.000Z,false,13,0,full,0,2,3.3,30,fair,concrete,[]
L1055:T2:I4770,1055,T2,2025-12-30T10:18:00.000Z,4770,628,6,ELIGIBLE,NEGATIVE,0,true,broker,small,retail,Office,rent,145.6,36609.81,42747.37,,,Puebla,Puebla,angelopolis-lomas,paid,web,234,723.4,31302.23,,363,false,5,5,2,0.4,277,2,19,2025-12-09T15:25:30.000Z,true,0,0,cctv,0,5,3.6,123,fair,concrete,"[""cafeteria"", ""lounge"", ""kitchen"", ""rooftop""]"
L1055:T2:I4765,1055,T2,2026-02-24T07:52:00.000Z,4765,2327,7,ELIGIBLE,NEGATIVE,0,true,broker,small,retail,Office,rent,145.6,36609.81,42747.37,,,Puebla,Puebla,angelopolis-lomas,paid,web,182,898.6,40415.29,,,true,6,6,2,0.3333333333333333,269.8333333333333,3,133.66666666666666,2025-12-30T10:18:00.000Z,true,8,0,full,1,8,9.0,61,good,wood,"[""conference_room"", ""security_booth""]"
L1056:T0,1056,T0,2025-04-23T00:00:00.000Z,,,0,ELIGIBLE,POSITIVE,1,true,tenant_direct,small,financial,Land,rent,350.4,14722.99,21573.88,,,Querétaro,Querétaro,centro-queretaro,organic,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,
L1056:T1:I4771,1056,T1,2025-05-01T10:02:02.000Z,4771,711,1,ELIGIBLE,POSITIVE,1,true,tenant_direct,small,financial,Land,rent,350.4,14722.99,21573.88,,,Querétaro,Querétaro,centro-queretaro,organic,web,186,522.5,18419.57,,66,false,0,0,0,,,0,,,true,7,3,basic,2,5,,38,fair,,"[""loading_dock"", ""conference_room"", ""meeting_rooms""]"
L1057:T0,1057,T0,2025-05-09T00:00:00.000Z,,,0,ELIGIBLE,POSITIVE,1,true,investor,small,retail,Land,both,529.3,18775.0,27089.47,3379500.43,15809747.34,Estado de México,Toluca,,social,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,
L1057:T1:I4779,1057,T1,2025-05-13T10:13:29.000Z,4779,2118,1,ELIGIBLE,POSITIVE,1,true,investor,small,retail,Land,both,529.3,18775.0,27089.47,3379500.43,15809747.34,Estado de México,Toluca,,social,phone,321,794.9,27089.47,14308486.9,182,true,0,0,0,,,0,,,true,0,0,none,1,6,0.0,1,fair,concrete,"[""reception"", ""kitchen""]"
L1058:T0,1058,T0,2025-04-10T00:00:00.000Z,,,0,ELIGIBLE,NEGATIVE,0,true,broker,medium,retail,Retail,rent,856.5,190351.53,253304.07,,,San Luis Potosí,San Luis Potosí,lomas-carranza,organic,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,
L1058:T1:I4782,1058,T1,2025-04-11T20:31:38.000Z,4782,1892,1,ELIGIBLE,NEGATIVE,0,true,broker,medium,retail,Retail,rent,856.5,190351.53,253304.07,,,San Luis Potosí,San Luis Potosí,lomas-carranza,organic,whatsapp,366,922.2,199970.5,,,false,0,0,0,,,0,,,true,0,0,none,0,1,5.2,7,good,polished_concrete,[]
L1058:T2:I4780,1058,T2,2025-04-19T15:26:30.000Z,4780,1703,2,ELIGIBLE,NEGATIVE,0,true,broker,medium,retail,Retail,rent,856.5,190351.53,253304.07,,,San Luis Potosí,San Luis Potosí,lomas-carranza,organic,web,181,878.5,189492.7,,,false,1,1,0,0,366,0,,2025-04-11T20:31:38.000Z,false,10,,cctv,0,4,,6,fair,ceramic,"[""parking"", ""loading_dock"", ""conference_room"", ""storage""]"
L1058:T2:I4784,1058,T2,2025-05-25T10:24:00.000Z,4784,1777,3,ELIGIBLE,POSITIVE,1,true,broker,medium,retail,Retail,rent,856.5,190351.53,253304.07,,,San Luis Potosí,San Luis Potosí,lomas-carranza,organic,app,184,820.6,225032.79,,25,true,2,2,0,0,273.5,0,,2025-04-19T15:26:30.000Z,false,1,5,cctv,6,3,4.1,12,good,concrete,"[""meeting_rooms"", ""storage""]"
L1059:T0,1059,T0,2025-01-08T00:00:00.000Z,,,0,ELIGIBLE,NEGATIVE,0,true,tenant_direct,large,other,Retail,sale,287.8,,,12288621.29,13882577.76,Estado de México,Naucalpan de Juárez,lomas-verdes-satelite,email,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,
L1059:T1:I4788,1059,T1,2025-05-10T12:11:00.000Z,4788,198,1,ELIGIBLE,POSITIVE,1,true,tenant_direct,large,other,Retail,sale,287.8,,,12288621.29,13882577.76,Estado de México,Naucalpan de Juárez,lomas-verdes-satelite,email,app,144,292.7,,12747515.0,235,false,0,0,0,,,0,,,false,8,0,basic,4,3,1.5,18,good,,[]
L1060:T0,1060,T0,2025-01-28T00:00:00.000Z,,,0,ELIGIBLE,NEGATIVE,0,true,tenant_direct,enterprise,technology,Office,rent,420.7,132151.59,196304.18,,,Baja California,Tijuana,zona-rio-aguacaliente,referral,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,
L1060:T1:I4794,1060,T1,2025-01-28T17:52:15.000Z,4794,2427,1,ELIGIBLE,NEGATIVE,0,true,tenant_direct,enterprise,technology,Office,rent,420.7,132151.59,196304.18,,,Baja California,Tijuana,zona-rio-aguacaliente,referral,web,240,356.0,160569.44,,320,false,0,0,0,,,0,,,true,15,,basic,0,1,,6,fair,polished_concrete,"[""lounge""]"
L1060:T2:I4791,1060,T2,2025-02-03T09:28:59.000Z,4791,1980,2,ELIGIBLE,NEGATIVE,0,true,tenant_direct,enterprise,technology,Office,rent,420.7,132151.59,196304.18,,,Baja California,Tijuana,zona-rio-aguacaliente,referral,app,269,1495.2,164151.99,,52,false,1,1,0,0,240,1,320,2025-01-28T17:52:15.000Z,false,14,2,basic,0,10,8.9,99,good,concrete,[]
L1060:T2:I4790,1060,T2,2025-05-10T13:37:00.000Z,4790,1585,3,ELIGIBLE,NEGATIVE,0,true,tenant_direct,enterprise,technology,Office,rent,420.7,132151.59,196304.18,,,Baja California,Tijuana,zona-rio-aguacaliente,referral,phone,241,411.3,196304.18,,,false,2,2,0,0,254.5,2,186,2025-02-03T09:28:59.000Z,true,11,0,basic,2,1,2.3,4,good,polished_concrete,"[""gym""]"
L1060:T2:I4792,1060,T2,2025-09-13T16:42:00.000Z,4792,2681,4,ELIGIBLE,NEGATIVE,0,true,tenant_direct,enterprise,technology,Office,rent,420.7,132151.59,196304.18,,,Baja California,Tijuana,zona-rio-aguacaliente,referral,app,354,298.0,194642.62,,236,false,3,3,0,0,250,2,186,2025-05-10T13:37:00.000Z,true,14,,basic,0,0,2.7,4,fair,ceramic,[]
L1060:T2:I4793,1060,T2,2025-09-18T11:04:00.000Z,4793,96,5,ELIGIBLE,NEGATIVE,0,true,tenant_direct,enterprise,technology,Office,rent,420.7,132151.59,196304.18,,,Baja California,Tijuana,zona-rio-aguacaliente,referral,web,535,426.2,183065.35,,,false,4,4,0,0,276,3,202.66666666666666,2025-09-13T16:42:00.000Z,true,0,0,cctv,0,2,8.7,14,good,concrete,[]
L1061:T0,1061,T0,2026-02-20T00:00:00.000Z,,,0,ELIGIBLE,NEGATIVE,0,true,developer,large,retail,Office,both,5548.6,31870.77,35899.06,5736739.5,6801936.22,Puebla,Puebla,angelopolis-lomas,referral,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,
