prediction_key,lead_id,stage,score_time,current_inquiry_id,current_spot_id,inquiry_number,stage_eligibility,target_status,target_value,current_spot_existed_at_score_time,user_type,company_size,industry,search_sector,search_modality,target_area_sqm,min_budget_mxn_rent_monthly,max_budget_mxn_rent_monthly,min_budget_mxn_sale_total,max_budget_mxn_sale_total,preferred_state,preferred_municipality,preferred_corridor,source,channel,message_length,requested_area_sqm,requested_budget_mxn_rent_monthly,requested_budget_mxn_sale_total,urgency_days,asked_visit,hist_prior_inquiry_count,hist_prior_unique_spots,hist_prior_asked_visit_count,hist_prior_asked_visit_rate,hist_prior_message_length_mean,hist_prior_urgency_known_count,hist_prior_urgency_days_mean,hist_max_inquiry_time,natural_light,luminaires,charging_ports,security_type,floor_level,elevators,vertical_height_m,parking_spaces,building_status,floor_material,amenities
L2076:T2:I9377,2076,T2,2026-04-13T12:51:00.000Z,9377,1885,6,ELIGIBLE,NEGATIVE,0,true,tenant_direct,medium,other,Office,rent,287.1,70941.93,288472.12,,,Estado de México,Naucalpan de Juárez,lomas-verdes-satelite,organic,whatsapp,384,249.2,269156.29,,,false,5,5,2,0.4,155.4,3,108.66666666666667,2025-11-17T14:32:00.000Z,true,7,0,cctv,1,4,2.7,36,fair,concrete,"[""security_booth""]"
L2077:T0,2077,T0,2025-01-27T00:00:00.000Z,,,0,ELIGIBLE,NEGATIVE,0,true,developer,small,retail,Industrial,both,298.4,32847.21,37288.58,5912498.24,7946374.15,Yucatán,Mérida,paseo-montejo,event,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,
L2077:T1:I9384,2077,T1,2025-02-02T11:10:02.000Z,9384,1474,1,ELIGIBLE,NEGATIVE,0,true,developer,small,retail,Industrial,both,298.4,32847.21,37288.58,5912498.24,7946374.15,Yucatán,Mérida,paseo-montejo,event,whatsapp,288,18856.2,33499.91,7451896.64,20,false,0,0,0,,,0,,,true,6,0,basic,0,125,0.0,1,good,concrete,"[""storage"", ""kitchen"", ""lounge""]"
L2077:T2:I9383,2077,T2,2025-06-16T20:51:00.000Z,9383,2919,2,ELIGIBLE,NEGATIVE,0,true,developer,small,retail,Industrial,both,298.4,32847.21,37288.58,5912498.24,7946374.15,Yucatán,Mérida,paseo-montejo,event,web,286,235.9,35894.69,5622627.45,,false,1,1,0,0,288,1,20,2025-02-02T11:10:02.000Z,true,1,,cctv,0,4,3.4,38,good,,"[""meeting_rooms"", ""rooftop"", ""cafeteria"", ""conference_room""]"
L2077:T2:I9381,2077,T2,2025-07-05T08:21:00.000Z,9381,2003,3,ELIGIBLE,NEGATIVE,0,true,developer,small,retail,Industrial,both,298.4,32847.21,37288.58,5912498.24,7946374.15,Yucatán,Mérida,paseo-montejo,event,email,549,290.2,33144.18,7946374.15,,false,2,2,0,0,287,1,20,2025-06-16T20:51:00.000Z,false,0,0,full,2,2,,19,fair,carpet,[]
L2077:T2:I9382,2077,T2,2025-10-14T16:54:00.000Z,9382,623,4,ELIGIBLE,NEGATIVE,0,true,developer,small,retail,Industrial,both,298.4,32847.21,37288.58,5912498.24,7946374.15,Yucatán,Mérida,paseo-montejo,event,app,185,277.5,32198.29,6416743.46,232,true,3,3,0,0,374.3333333333333,1,20,2025-07-05T08:21:00.000Z,true,40,0,basic,3,3,,4,good,polished_concrete,"[""kitchen""]"
L2077:T2:I9385,2077,T2,2026-06-26T12:26:00.000Z,9385,2542,5,ELIGIBLE,NEGATIVE,0,true,developer,small,retail,Industrial,both,298.4,32847.21,37288.58,5912498.24,7946374.15,Yucatán,Mérida,paseo-montejo,event,whatsapp,99,867.7,37288.58,6636350.5,,false,4,4,1,0.25,327,2,126,2025-10-14T16:54:00.000Z,false,1,0,basic,0,5,11.0,59,needs_renovation,ceramic,"[""cafeteria"", ""loading_dock"", ""security_booth""]"
L2078:T0,2078,T0,2025-03-24T00:00:00.000Z,,,0,ELIGIBLE,POSITIVE,1,true,broker,enterprise,,Retail,sale,400.9,,,18097536.39,20129009.85,CDMX,Benito Juárez,del-valle-narvarte,paid,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,
L2078:T1:I9386,2078,T1,2025-03-24T12:35:56.000Z,9386,1656,1,ELIGIBLE,NEGATIVE,0,true,broker,enterprise,,Retail,sale,400.9,,,18097536.39,20129009.85,CDMX,Benito Juárez,del-valle-narvarte,paid,whatsapp,85,2114.0,,19236642.44,53,false,0,0,0,,,0,,,false,4,0,full,1,16,3.6,234,good,,[]
L2078:T2:I9388,2078,T2,2025-03-30T12:11:29.000Z,9388,1660,2,ELIGIBLE,POSITIVE,1,true,broker,enterprise,,Retail,sale,400.9,,,18097536.39,20129009.85,CDMX,Benito Juárez,del-valle-narvarte,paid,whatsapp,214,369.5,,15288981.9,95,false,1,1,0,0,85,1,53,2025-03-24T12:35:56.000Z,true,1,0,cctv,2,1,4.4,2,new,ceramic,[]
L2079:T0,2079,T0,2026-01-03T00:00:00.000Z,,,0,ELIGIBLE,NEGATIVE,0,true,broker,small,technology,Retail,both,405.7,92868.59,121840.94,16716345.52,23777860.16,Querétaro,Querétaro,centro-queretaro,paid,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,
L2079:T1:I9391,2079,T1,2026-01-04T15:49:34.000Z,9391,906,1,ELIGIBLE,NEGATIVE,0,true,broker,small,technology,Retail,both,405.7,92868.59,121840.94,16716345.52,23777860.16,Querétaro,Querétaro,centro-queretaro,paid,whatsapp,93,392.1,103089.48,23777860.16,49,false,0,0,0,,,0,,,false,2,0,basic,0,0,4.6,3,fair,,[]
L2079:T2:I9392,2079,T2,2026-01-12T09:18:31.000Z,9392,1722,2,ELIGIBLE,NEGATIVE,0,true,broker,small,technology,Retail,both,405.7,92868.59,121840.94,16716345.52,23777860.16,Querétaro,Querétaro,centro-queretaro,paid,web,145,334.7,121840.94,21663266.69,,false,1,1,0,0,93,1,49,2026-01-04T15:49:34.000Z,true,4,,full,0,2,3.5,40,fair,concrete,"[""rooftop""]"
L2079:T2:I9394,2079,T2,2026-01-12T12:31:59.000Z,9394,2124,3,ELIGIBLE,NEGATIVE,0,true,broker,small,technology,Retail,both,405.7,92868.59,121840.94,16716345.52,23777860.16,Querétaro,Querétaro,centro-queretaro,paid,app,177,362.5,85365.84,18048582.74,,false,2,2,0,0,119,1,49,2026-01-12T09:18:31.000Z,true,3,0,cctv,0,1,5.1,24,new,wood,[]
L2079:T2:I9393,2079,T2,2026-01-15T19:13:30.000Z,9393,317,4,ELIGIBLE,NEGATIVE,0,true,broker,small,technology,Retail,both,405.7,92868.59,121840.94,16716345.52,23777860.16,Querétaro,Querétaro,centro-queretaro,paid,app,224,100.0,115714.46,19734203.19,16,false,3,3,0,0,138.33333333333334,1,49,2026-01-12T12:31:59.000Z,true,7,,basic,0,1,4.4,2,fair,ceramic,[]
L2079:T2:I9390,2079,T2,2026-01-23T17:54:00.000Z,9390,1290,5,ELIGIBLE,NEGATIVE,0,true,broker,small,technology,Retail,both,405.7,92868.59,121840.94,16716345.52,23777860.16,Querétaro,Querétaro,centro-queretaro,paid,app,548,244.5,98003.14,23411510.43,141,false,4,4,0,0,159.75,2,32.5,2026-01-15T19:13:30.000Z,false,6,0,basic,0,0,3.7,2,good,ceramic,[]
L2080:T0,2080,T0,2025-02-17T00:00:00.000Z,,,0,ELIGIBLE,NEGATIVE,0,true,broker,enterprise,retail,Industrial,both,584.9,62507.97,70050.63,11251433.99,14900803.05,Sonora,Hermosillo,centenario-colosio,referral,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,
L2080:T1:I9400,2080,T1,2025-02-22T07:20:43.000Z,9400,2072,1,ELIGIBLE,NEGATIVE,0,true,broker,enterprise,retail,Industrial,both,584.9,62507.97,70050.63,11251433.99,14900803.05,Sonora,Hermosillo,centenario-colosio,referral,app,332,2636.3,61111.97,11774732.65,,false,0,0,0,,,0,,,true,5,0,none,0,17,9.3,176,new,polished_concrete,[]
L2080:T2:I9396,2080,T2,2025-03-17T18:10:00.000Z,9396,2596,2,ELIGIBLE,NEGATIVE,0,true,broker,enterprise,retail,Industrial,both,584.9,62507.97,70050.63,11251433.99,14900803.05,Sonora,Hermosillo,centenario-colosio,referral,whatsapp,286,480.0,59439.58,14277715.03,66,false,1,1,0,0,332,0,,2025-02-22T07:20:43.000Z,true,4,2,full,8,5,2.7,11,fair,polished_concrete,[]
L2080:T2:I9398,2080,T2,2025-03-19T07:59:00.000Z,9398,83,3,ELIGIBLE,NEGATIVE,0,true,broker,enterprise,retail,Industrial,both,584.9,62507.97,70050.63,11251433.99,14900803.05,Sonora,Hermosillo,centenario-colosio,referral,app,227,688.6,54058.1,13226627.94,45,false,2,2,0,0,309,1,66,2025-03-17T18:10:00.000Z,false,19,3,cctv,3,1,,9,good,concrete,"[""meeting_rooms"", ""reception"", ""conference_room""]"
L2080:T2:I9395,2080,T2,2025-07-01T11:09:00.000Z,9395,177,4,ELIGIBLE,NEGATIVE,0,true,broker,enterprise,retail,Industrial,both,584.9,62507.97,70050.63,11251433.99,14900803.05,Sonora,Hermosillo,centenario-colosio,referral,email,182,9519.1,57601.06,13227395.95,187,false,3,3,0,0,281.6666666666667,2,55.5,2025-03-19T07:59:00.000Z,true,19,2,cctv,3,64,12.8,637,fair,wood,"[""loading_dock"", ""rooftop"", ""gym""]"
L2080:T2:I9401,2080,T2,2025-12-15T18:08:00.000Z,9401,1118,5,ELIGIBLE,NEGATIVE,0,true,broker,enterprise,retail,Industrial,both,584.9,62507.97,70050.63,11251433.99,14900803.05,Sonora,Hermosillo,centenario-colosio,referral,whatsapp,156,100.0,49215.55,14787648.0,,false,4,4,0,0,256.75,3,99.33333333333333,2025-07-01T11:09:00.000Z,false,11,0,basic,0,0,3.3,2,good,concrete,"[""security_booth"", ""conference_room"", ""parking"", ""reception""]"
L2080:T2:I9397,2080,T2,2025-12-16T08:06:00.000Z,9397,77,6,ELIGIBLE,NEGATIVE,0,true,broker,enterprise,retail,Industrial,both,584.9,62507.97,70050.63,11251433.99,14900803.05,Sonora,Hermosillo,centenario-colosio,referral,app,247,754.4,56888.15,11895019.83,168,false,5,5,0,0,236.6,3,99.33333333333333,2025-12-15T18:08:00.000Z,false,11,,cctv,1,5,7.6,51,good,polished_concrete,"[""parking"", ""meeting_rooms"", ""loading_dock""]"
L2080:T2:I9399,2080,T2,2026-05-22T14:44:00.000Z,9399,626,7,ELIGIBLE,NEGATIVE,0,true,broker,enterprise,retail,Industrial,both,584.9,62507.97,70050.63,11251433.99,14900803.05,Sonora,Hermosillo,centenario-colosio,referral,app,520,584.5,70050.63,14513485.61,33,false,6,6,0,0,238.33333333333334,4,116.5,2025-12-16T08:06:00.000Z,true,21,0,full,4,1,6.4,5,fair,concrete,[]
L2081:T0,2081,T0,2025-02-28T00:00:00.000Z,,,0,ELIGIBLE,POSITIVE,1,true,tenant_direct,large,other,Retail,sale,539.4,,,25571979.04,30567689.8,Jalisco,Zapopan,andares-puerta-hierro,referral,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,
L2081:T1:I9404,2081,T1,2025-03-03T20:20:43.000Z,9404,2219,1,ELIGIBLE,POSITIVE,1,true,tenant_direct,large,other,Retail,sale,539.4,,,25571979.04,30567689.8,Jalisco,Zapopan,andares-puerta-hierro,referral,email,323,138.5,,22632637.49,,false,0,0,0,,,0,,,false,12,2,cctv,0,3,5.0,2,fair,,[]
L2082:T0,2082,T0,2025-03-19T00:00:00.000Z,,,0,ELIGIBLE,POSITIVE,1,true,broker,large,healthcare,Office,rent,260.2,81097.96,101389.46,,,Baja California,Tijuana,zona-rio-aguacaliente,referral,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,
L2082:T1:I9407,2082,T1,2025-03-28T16:26:28.000Z,9407,1225,1,ELIGIBLE,NEGATIVE,0,true,broker,large,healthcare,Office,rent,260.2,81097.96,101389.46,,,Baja California,Tijuana,zona-rio-aguacaliente,referral,email,233,191.2,74903.04,,63,false,0,0,0,,,0,,,true,0,0,cctv,0,3,3.5,21,fair,ceramic,[]
L2082:T2:I9409,2082,T2,2025-03-31T10:37:26.000Z,9409,433,2,ELIGIBLE,POSITIVE,1,true,broker,large,healthcare,Office,rent,260.2,81097.96,101389.46,,,Baja California,Tijuana,zona-rio-aguacaliente,referral,whatsapp,206,10005.4,90941.1,,334,false,1,1,0,0,233,1,63,2025-03-28T16:26:28.000Z,false,35,0,cctv,3,69,6.4,667,fair,ceramic,"[""conference_room""]"
L2083:T1:I9416,2083,T1,2026-06-14T09:11:54.000Z,9416,698,1,ELIGIBLE,NEGATIVE,0,true,tenant_direct,large,retail,Office,both,397.6,107808.73,118885.79,19405571.6,27641600.73,Estado de México,Naucalpan de Juárez,lomas-verdes-satelite,referral,web,194,623.8,97844.78,26228827.75,,true,0,0,0,,,0,,,true,39,2,full,9,7,,106,good,polished_concrete,[]
L2083:T2:I9414,2083,T2,2026-06-16T20:48:03.000Z,9414,2523,2,ELIGIBLE,NEGATIVE,0,true,tenant_direct,large,retail,Office,both,397.6,107808.73,118885.79,19405571.6,27641600.73,Estado de México,Naucalpan de Juárez,lomas-verdes-satelite,referral,app,333,423.0,92712.49,27432838.7,364,false,1,1,1,1,194,0,,2026-06-14T09:11:54.000Z,true,0,,basic,12,5,,9,new,ceramic,[]
L2083:T2:I9415,2083,T2,2026-06-18T17:49:11.000Z,9415,845,3,ELIGIBLE,NEGATIVE,0,true,tenant_direct,large,retail,Office,both,397.6,107808.73,118885.79,19405571.6,27641600.73,Estado de México,Naucalpan de Juárez,lomas-verdes-satelite,referral,email,240,343.1,114373.04,20598076.67,42,false,2,2,1,0.5,263.5,1,364,2026-06-16T20:48:03.000Z,true,20,,basic,24,11,6.8,25,fair,polished_concrete,[]
L2084:T1:I9417,2084,T1,2026-06-09T16:37:35.000Z,9417,563,1,ELIGIBLE,NEGATIVE,0,true,broker,small,logistics,Land,rent,572.1,25701.65,30600.14,,,San Luis Potosí,San Luis Potosí,lomas-carranza,organic,web,234,4720.6,29074.31,,309,false,0,0,0,,,0,,,false,0,0,none,7,33,,1,good,polished_concrete,"[""meeting_rooms"", ""reception"", ""security_booth""]"
L2085:T0,2085,T0,2026-03-20T00:00:00.000Z,,,0,ELIGIBLE,POSITIVE,1,true,tenant_direct,large,healthcare,Land,rent,245.1,10677.81,14899.42,,,Yucatán,Mérida,paseo-montejo,referral,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,
L2085:T1:I9422,2085,T1,2026-03-22T07:11:31.000Z,9422,2809,1,ELIGIBLE,NEGATIVE,0,true,tenant_direct,large,healthcare,Land,rent,245.1,10677.81,14899.42,,,Yucatán,Mérida,paseo-montejo,referral,web,192,293.9,14865.43,,150,false,0,0,0,,,0,,,true,5,1,basic,1,3,3.3,6,fair,,"[""loading_dock"", ""conference_room"", ""reception""]"
L2085:T2:I9420,2085,T2,2026-03-24T15:21:42.000Z,9420,339,2,ELIGIBLE,POSITIVE,1,true,tenant_direct,large,healthcare,Land,rent,245.1,10677.81,14899.42,,,Yucatán,Mérida,paseo-montejo,referral,web,137,463.4,12797.86,,,false,1,1,0,0,192,1,150,2026-03-22T07:11:31.000Z,true,2,6,none,7,6,0.0,1,good,carpet,[]
L2086:T0,2086,T0,2025-03-28T00:00:00.000Z,,,0,ELIGIBLE,NEGATIVE,0,true,broker,large,financial,Office,rent,1080.0,306636.09,383760.71,,,Jalisco,Guadalajara,americana-chapultepec,paid,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,
L2086:T1:I9426,2086,T1,2025-03-29T17:40:23.000Z,9426,2326,1,ELIGIBLE,NEGATIVE,0,true,broker,large,financial,Office,rent,1080.0,306636.09,383760.71,,,Jalisco,Guadalajara,americana-chapultepec,paid,app,283,205.0,280786.75,,290,true,0,0,0,,,0,,,true,5,0,basic,2,1,3.0,3,good,ceramic,"[""lounge"", ""storage"", ""gym""]"
L2086:T2:I9424,2086,T2,2025-04-03T10:01:27.000Z,9424,325,2,ELIGIBLE,NEGATIVE,0,true,broker,large,financial,Office,rent,1080.0,306636.09,383760.71,,,Jalisco,Guadalajara,americana-chapultepec,paid,web,105,6629.9,337151.39,,,false,1,1,1,1,283,1,290,2025-03-29T17:40:23.000Z,true,2,0,cctv,13,50,7.2,441,new,carpet,"[""loading_dock"", ""conference_room"", ""cafeteria""]"
L2086:T2:I9428,2086,T2,2025-04-05T20:25:34.000Z,9428,309,3,ELIGIBLE,NEGATIVE,0,true,broker,large,financial,Office,rent,1080.0,306636.09,383760.71,,,Jalisco,Guadalajara,americana-chapultepec,paid,web,221,100.0,369321.22,,7,false,2,2,1,0.5,194,1,290,2025-04-03T10:01:27.000Z,false,3,5,full,0,3,3.9,4,new,concrete,[]
L2086:T2:I9425,2086,T2,2025-04-08T16:56:55.000Z,9425,2401,4,ELIGIBLE,NEGATIVE,0,true,broker,large,financial,Office,rent,1080.0,306636.09,383760.71,,,Jalisco,Guadalajara,americana-chapultepec,paid,app,471,452.5,383760.71,,,false,3,3,1,0.3333333333333333,203,2,148.5,2025-04-05T20:25:34.000Z,true,7,,cctv,0,2,,5,good,,[]
L2086:T2:I9430,2086,T2,2025-05-18T16:31:00.000Z,9430,1096,5,ELIGIBLE,NEGATIVE,0,true,broker,large,financial,Office,rent,1080.0,306636.09,383760.71,,,Jalisco,Guadalajara,americana-chapultepec,paid,web,218,1073.0,330666.57,,95,false,4,4,1,0.25,270,2,148.5,2025-04-08T16:56:55.000Z,false,1,0,basic,0,2,,25,fair,wood,"[""cafeteria"", ""conference_room"", ""reception""]"
L2086:T2:I9429,2086,T2,2025-05-22T14:03:00.000Z,9429,1183,6,ELIGIBLE,NEGATIVE,0,true,broker,large,financial,Office,rent,1080.0,306636.09,383760.71,,,Jalisco,Guadalajara,americana-chapultepec,paid,web,80,1148.8,326658.23,,,false,5,5,1,0.2,259.6,3,130.66666666666666,2025-05-18T16:31:00.000Z,true,1,,none,0,9,2.5,192,good,concrete,"[""cafeteria"", ""meeting_rooms""]"
L2086:T2:I9431,2086,T2,2025-07-15T19:17:00.000Z,9431,1743,7,ELIGIBLE,NEGATIVE,0,true,broker,large,financial,Office,rent,1080.0,306636.09,383760.71,,,Jalisco,Guadalajara,americana-chapultepec,paid,whatsapp,198,1044.6,307083.77,,107,true,6,6,1,0.16666666666666666,229.66666666666666,3,130.66666666666666,2025-05-22T14:03:00.000Z,true,5,,cctv,1,8,3.7,154,good,carpet,"[""parking"", ""loading_dock"", ""lounge""]"
L2086:T2:I9427,2086,T2,2026-03-15T17:03:00.000Z,9427,2200,8,ELIGIBLE,NEGATIVE,0,true,broker,large,financial,Office,rent,1080.0,306636.09,383760.71,,,Jalisco,Guadalajara,americana-chapultepec,paid,web,300,1162.2,383760.71,,222,false,7,7,2,0.2857142857142857,225.14285714285714,4,124.75,2025-07-15T19:17:00.000Z,true,0,0,basic,5,7,0.0,0,good,carpet,[]
L2087:T0,2087,T0,2026-04-21T00:00:00.000Z,,,0,ELIGIBLE,POSITIVE,1,true,tenant_direct,large,logistics,Office,rent,384.9,114436.98,159092.81,,,CDMX,Cuauhtémoc,roma-condesa,email,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,
L2087:T1:I9436,2087,T1,2026-04-21T18:38:34.000Z,9436,757,1,ELIGIBLE,NEGATIVE,0,true,tenant_direct,large,logistics,Office,rent,384.9,114436.98,159092.81,,,CDMX,Cuauhtémoc,roma-condesa,email,app,101,487.4,140039.05,,,false,0,0,0,,,0,,,true,13,,full,28,11,3.5,13,good,concrete,[]
L2087:T2:I9432,2087,T2,2026-04-27T11:47:47.000Z,9432,2764,2,ELIGIBLE,POSITIVE,1,true,tenant_direct,large,logistics,Office,rent,384.9,114436.98,159092.81,,,CDMX,Cuauhtémoc,roma-condesa,email,web,132,100.0,159092.81,,,false,1,1,0,0,101,0,,2026-04-21T18:38:34.000Z,true,10,,basic,25,8,3.3,1,new,carpet,"[""security_booth"", ""kitchen"", ""reception"", ""meeting_rooms""]"
L2088:T0,2088,T0,2026-04-13T00:00:00.000Z,,,0,ELIGIBLE,POSITIVE,1,true,broker,medium,technology,Office,rent,1201.8,373190.86,532166.15,,,Querétaro,Querétaro,centro-queretaro,organic,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,
L2088:T1:I9439,2088,T1,2026-04-13T20:47:33.000Z,9439,24,1,ELIGIBLE,NEGATIVE,0,true,broker,medium,technology,Office,rent,1201.8,373190.86,532166.15,,,Querétaro,Querétaro,centro-queretaro,organic,whatsapp,291,487.5,532166.15,,64,false,0,0,0,,,0,,,false,0,,none,2,0,3.6,9,good,concrete,[]
L2088:T2:I9437,2088,T2,2026-04-19T15:25:42.000Z,9437,1613,2,ELIGIBLE,POSITIVE,1,true,broker,medium,technology,Office,rent,1201.8,373190.86,532166.15,,,Querétaro,Querétaro,centro-queretaro,organic,whatsapp,166,899.6,403752.51,,70,false,1,1,0,0,291,1,64,2026-04-13T20:47:33.000Z,true,7,0,basic,0,3,8.6,15,good,ceramic,"[""security_booth"", ""loading_dock""]"
L2089:T0,2089,T0,2026-01-01T00:00:00.000Z,,,0,ELIGIBLE,POSITIVE,1,true,tenant_direct,small,technology,Office,rent,146.7,43398.06,61572.19,,,Puebla,Puebla,angelopolis-lomas,organic,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,
L2089:T1:I9440,2089,T1,2026-01-03T19:01:14.000Z,9440,752,1,ELIGIBLE,POSITIVE,1,true,tenant_direct,small,technology,Office,rent,146.7,43398.06,61572.19,,,Puebla,Puebla,angelopolis-lomas,organic,web,301,171.1,45191.76,,80,false,0,0,0,,,0,,,true,11,0,basic,4,1,2.9,3,good,polished_concrete,"[""conference_room"", ""lounge"", ""kitchen"", ""storage""]"
L2090:T0,2090,T0,2026-01-14T00:00:00.000Z,,,0,ELIGIBLE,POSITIVE,1,true,tenant_direct,medium,,Retail,both,618.7,142465.1,194926.7,25643718.4,32255412.05,CDMX,Cuauhtémoc,roma-condesa,paid,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,
