prediction_key,lead_id,stage,score_time,current_inquiry_id,current_spot_id,inquiry_number,stage_eligibility,target_status,target_value,current_spot_existed_at_score_time,user_type,company_size,industry,search_sector,search_modality,target_area_sqm,min_budget_mxn_rent_monthly,max_budget_mxn_rent_monthly,min_budget_mxn_sale_total,max_budget_mxn_sale_total,preferred_state,preferred_municipality,preferred_corridor,source,channel,message_length,requested_area_sqm,requested_budget_mxn_rent_monthly,requested_budget_mxn_sale_total,urgency_days,asked_visit,hist_prior_inquiry_count,hist_prior_unique_spots,hist_prior_asked_visit_count,hist_prior_asked_visit_rate,hist_prior_message_length_mean,hist_prior_urgency_known_count,hist_prior_urgency_days_mean,hist_max_inquiry_time,natural_light,luminaires,charging_ports,security_type,floor_level,elevators,vertical_height_m,parking_spaces,building_status,floor_material,amenities
L3079:T2:I14003,3079,T2,2025-05-31T08:46:05.000Z,14003,1641,2,ELIGIBLE,POSITIVE,1,true,tenant_direct,enterprise,financial,Industrial,rent,836.3,103115.36,137504.24,,,Querétaro,Querétaro,juriquilla-juncos,social,web,210,738.6,137504.24,,161,false,1,1,0,0,132,1,230,2025-05-30T15:32:14.000Z,true,2,4,basic,0,0,3.4,17,fair,concrete,"[""storage"", ""gym"", ""kitchen""]"
L3080:T0,3080,T0,2025-08-11T00:00:00.000Z,,,0,ELIGIBLE,POSITIVE,1,true,broker,enterprise,other,Land,rent,397.9,15952.17,20097.24,,,Estado de México,Naucalpan de Juárez,lomas-verdes-satelite,event,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,
L3080:T1:I14004,3080,T1,2025-08-23T20:53:02.000Z,14004,26,1,ELIGIBLE,POSITIVE,1,true,broker,enterprise,other,Land,rent,397.9,15952.17,20097.24,,,Estado de México,Naucalpan de Juárez,lomas-verdes-satelite,event,whatsapp,282,14657.9,15121.66,,279,false,0,0,0,,,0,,,true,0,,none,2,101,0.0,0,new,concrete,"[""security_booth"", ""lounge"", ""conference_room"", ""storage""]"
L3081:T0,3081,T0,2026-02-12T00:00:00.000Z,,,0,ELIGIBLE,POSITIVE,1,true,broker,,retail,Land,sale,1133.8,,,8329708.69,9821063.09,Puebla,Puebla,angelopolis-lomas,organic,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,
L3081:T1:I14007,3081,T1,2026-02-15T17:10:36.000Z,14007,2906,1,ELIGIBLE,POSITIVE,1,true,broker,,retail,Land,sale,1133.8,,,8329708.69,9821063.09,Puebla,Puebla,angelopolis-lomas,organic,app,96,5239.1,,9212708.25,54,false,0,0,0,,,0,,,true,0,0,full,14,41,0.0,3,new,carpet,"[""rooftop"", ""conference_room"", ""storage""]"
L3082:T0,3082,T0,2025-05-07T00:00:00.000Z,,,0,ELIGIBLE,POSITIVE,1,true,broker,large,retail,Retail,rent,164.2,43176.61,52153.88,,,Estado de México,Toluca,metepec-toluca,paid,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,
L3082:T1:I14013,3082,T1,2025-05-12T19:49:40.000Z,14013,247,1,ELIGIBLE,NEGATIVE,0,true,broker,large,retail,Retail,rent,164.2,43176.61,52153.88,,,Estado de México,Toluca,metepec-toluca,paid,whatsapp,360,2615.0,46473.55,,,false,0,0,0,,,0,,,true,0,4,cctv,29,28,,176,good,ceramic,"[""cafeteria"", ""conference_room""]"
L3082:T2:I14011,3082,T2,2025-05-14T17:11:05.000Z,14011,1073,2,ELIGIBLE,POSITIVE,1,true,broker,large,retail,Retail,rent,164.2,43176.61,52153.88,,,Estado de México,Toluca,metepec-toluca,paid,whatsapp,256,321.8,45028.77,,271,false,1,1,0,0,360,0,,2025-05-12T19:49:40.000Z,true,13,0,cctv,1,3,0.0,2,good,polished_concrete,"[""cafeteria"", ""parking"", ""storage"", ""conference_room""]"
L3083:T0,3083,T0,2025-10-01T00:00:00.000Z,,,0,ELIGIBLE,POSITIVE,1,true,tenant_direct,small,retail,Land,rent,372.3,,16970.09,,,Baja California,Tijuana,zona-rio-aguacaliente,social,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,
L3083:T1:I14017,3083,T1,2025-10-10T11:01:33.000Z,14017,243,1,ELIGIBLE,POSITIVE,1,true,tenant_direct,small,retail,Land,rent,372.3,,16970.09,,,Baja California,Tijuana,zona-rio-aguacaliente,social,web,110,399.9,16970.09,,,false,0,0,0,,,0,,,true,0,0,full,1,4,0.0,1,fair,concrete,[]
L3084:T0,3084,T0,2025-07-16T00:00:00.000Z,,,0,ELIGIBLE,POSITIVE,1,true,investor,medium,logistics,Retail,rent,189.9,45190.34,56092.48,,,Nuevo León,San Pedro Garza García,vasconcelos-calzada,paid,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,
L3084:T1:I14022,3084,T1,2025-07-17T13:57:08.000Z,14022,506,1,ELIGIBLE,NEGATIVE,0,true,investor,medium,logistics,Retail,rent,189.9,45190.34,56092.48,,,Nuevo León,San Pedro Garza García,vasconcelos-calzada,paid,whatsapp,217,124.5,50809.42,,,true,0,0,0,,,0,,,true,0,0,basic,0,1,4.3,1,good,concrete,[]
L3084:T2:I14019,3084,T2,2025-07-28T14:02:04.000Z,14019,1813,2,ELIGIBLE,POSITIVE,1,true,investor,medium,logistics,Retail,rent,189.9,45190.34,56092.48,,,Nuevo León,San Pedro Garza García,vasconcelos-calzada,paid,whatsapp,102,204.3,50238.55,,358,false,1,1,1,1,217,0,,2025-07-17T13:57:08.000Z,true,4,,basic,0,3,3.5,4,fair,wood,[]
L3085:T0,3085,T0,2026-05-14T00:00:00.000Z,,,0,ELIGIBLE,POSITIVE,1,true,investor,small,manufacturing,Land,rent,935.1,36571.63,42476.2,,,Estado de México,Toluca,metepec-toluca,email,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,
L3085:T1:I14026,3085,T1,2026-05-24T19:39:44.000Z,14026,416,1,ELIGIBLE,NEGATIVE,0,true,investor,small,manufacturing,Land,rent,935.1,36571.63,42476.2,,,Estado de México,Toluca,metepec-toluca,email,app,291,513.0,34651.58,,57,true,0,0,0,,,0,,,true,0,0,none,6,3,4.2,4,new,wood,"[""lounge"", ""security_booth""]"
L3085:T2:I14025,3085,T2,2026-05-25T07:33:54.000Z,14025,307,2,ELIGIBLE,POSITIVE,1,true,investor,small,manufacturing,Land,rent,935.1,36571.63,42476.2,,,Estado de México,Toluca,metepec-toluca,email,whatsapp,162,764.9,30309.08,,121,false,1,1,1,1,291,1,57,2026-05-24T19:39:44.000Z,true,22,,none,0,5,,1,good,concrete,[]
L3086:T0,3086,T0,2025-06-11T00:00:00.000Z,,,0,ELIGIBLE,NEGATIVE,0,true,broker,large,financial,Industrial,rent,524.5,70078.19,102154.31,,,Baja California,Tijuana,zona-rio-aguacaliente,paid,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,
L3086:T1:I14028,3086,T1,2025-06-11T11:10:03.000Z,14028,1428,1,ELIGIBLE,NEGATIVE,0,true,broker,large,financial,Industrial,rent,524.5,70078.19,102154.31,,,Baja California,Tijuana,zona-rio-aguacaliente,paid,web,186,502.0,75509.26,,,true,0,0,0,,,0,,,true,13,0,basic,0,0,3.1,7,new,,[]
L3086:T2:I14027,3086,T2,2025-06-24T15:47:52.000Z,14027,1968,2,ELIGIBLE,NEGATIVE,0,true,broker,large,financial,Industrial,rent,524.5,70078.19,102154.31,,,Baja California,Tijuana,zona-rio-aguacaliente,paid,web,266,545.7,102154.31,,43,false,1,1,1,1,186,0,,2025-06-11T11:10:03.000Z,true,23,0,full,3,5,5.4,37,good,concrete,"[""kitchen""]"
L3086:T2:I14029,3086,T2,2026-04-19T13:30:00.000Z,14029,1503,3,ELIGIBLE,NEGATIVE,0,true,broker,large,financial,Industrial,rent,524.5,70078.19,102154.31,,,Baja California,Tijuana,zona-rio-aguacaliente,paid,web,357,7596.9,102154.31,,84,true,2,2,1,0.5,226,1,43,2025-06-24T15:47:52.000Z,true,5,,basic,2,51,12.0,509,good,,[]
L3087:T0,3087,T0,2025-02-14T00:00:00.000Z,,,0,ELIGIBLE,POSITIVE,1,true,broker,enterprise,retail,Industrial,both,899.6,99508.53,119429.6,17911535.05,25026123.56,CDMX,Cuauhtémoc,roma-condesa,organic,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,
L3087:T1:I14032,3087,T1,2025-02-14T14:39:23.000Z,14032,847,1,ELIGIBLE,POSITIVE,1,true,broker,enterprise,retail,Industrial,both,899.6,99508.53,119429.6,17911535.05,25026123.56,CDMX,Cuauhtémoc,roma-condesa,organic,web,370,1364.5,119429.6,22441868.47,,false,0,0,0,,,0,,,false,1,0,basic,3,12,8.0,94,new,ceramic,"[""gym"", ""meeting_rooms"", ""security_booth""]"
L3088:T0,3088,T0,2026-03-14T00:00:00.000Z,,,0,ELIGIBLE,POSITIVE,1,true,tenant_direct,small,technology,Land,sale,145.5,,,923303.91,1058152.72,Chihuahua,Chihuahua,centro-chihuahua,referral,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,
L3088:T1:I14036,3088,T1,2026-03-17T17:01:52.000Z,14036,1706,1,ELIGIBLE,NEGATIVE,0,true,tenant_direct,small,technology,Land,sale,145.5,,,923303.91,1058152.72,Chihuahua,Chihuahua,centro-chihuahua,referral,web,223,149.0,,756788.08,140,false,0,0,0,,,0,,,true,0,0,full,0,1,7.2,8,new,ceramic,"[""lounge"", ""cafeteria""]"
L3088:T2:I14034,3088,T2,2026-03-20T16:36:09.000Z,14034,1899,2,ELIGIBLE,POSITIVE,1,true,tenant_direct,small,technology,Land,sale,145.5,,,923303.91,1058152.72,Chihuahua,Chihuahua,centro-chihuahua,referral,app,232,2047.1,,889625.5,,true,1,1,0,0,223,1,140,2026-03-17T17:01:52.000Z,false,0,0,cctv,0,15,0.0,2,fair,polished_concrete,"[""security_booth"", ""conference_room""]"
L3089:T0,3089,T0,2025-10-06T00:00:00.000Z,,,0,ELIGIBLE,NEGATIVE,0,true,tenant_direct,,healthcare,Office,sale,255.6,,,13305309.61,18286197.54,Chihuahua,Chihuahua,centro-chihuahua,referral,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,
L3089:T1:I14041,3089,T1,2025-10-12T08:39:19.000Z,14041,1679,1,ELIGIBLE,NEGATIVE,0,true,tenant_direct,,healthcare,Office,sale,255.6,,,13305309.61,18286197.54,Chihuahua,Chihuahua,centro-chihuahua,referral,whatsapp,446,898.6,,17392830.35,230,false,0,0,0,,,0,,,false,1,0,basic,0,5,6.5,60,good,concrete,"[""kitchen"", ""storage"", ""loading_dock""]"
L3089:T2:I14042,3089,T2,2025-10-16T12:42:07.000Z,14042,2795,2,ELIGIBLE,NEGATIVE,0,true,tenant_direct,,healthcare,Office,sale,255.6,,,13305309.61,18286197.54,Chihuahua,Chihuahua,centro-chihuahua,referral,app,189,217.3,,18286197.54,246,false,1,1,0,0,446,1,230,2025-10-12T08:39:19.000Z,true,27,0,full,30,10,4.2,3,new,wood,"[""gym""]"
L3089:T2:I14039,3089,T2,2025-11-08T19:05:00.000Z,14039,1991,3,ELIGIBLE,NEGATIVE,0,true,tenant_direct,,healthcare,Office,sale,255.6,,,13305309.61,18286197.54,Chihuahua,Chihuahua,centro-chihuahua,referral,email,354,189.7,,18286197.54,,false,2,2,0,0,317.5,2,238,2025-10-16T12:42:07.000Z,true,12,,full,1,1,2.9,14,good,ceramic,"[""security_booth"", ""lounge"", ""rooftop"", ""storage""]"
L3089:T2:I14040,3089,T2,2026-06-04T14:14:00.000Z,14040,800,4,ELIGIBLE,NEGATIVE,0,true,tenant_direct,,healthcare,Office,sale,255.6,,,13305309.61,18286197.54,Chihuahua,Chihuahua,centro-chihuahua,referral,web,75,308.6,,13078357.12,1,false,3,3,0,0,329.6666666666667,2,238,2025-11-08T19:05:00.000Z,true,0,0,cctv,0,1,3.6,6,good,concrete,[]
L3089:T2:I14038,3089,T2,2026-06-24T20:43:00.000Z,14038,326,5,ELIGIBLE,NEGATIVE,0,true,tenant_direct,,healthcare,Office,sale,255.6,,,13305309.61,18286197.54,Chihuahua,Chihuahua,centro-chihuahua,referral,app,93,299.5,,13018659.02,19,false,4,4,0,0,266,3,159,2026-06-04T14:14:00.000Z,true,5,2,basic,6,2,,5,fair,carpet,"[""storage"", ""reception""]"
L3090:T0,3090,T0,2025-04-12T00:00:00.000Z,,,0,ELIGIBLE,POSITIVE,1,true,investor,small,healthcare,Office,rent,111.3,32147.54,43937.17,,,Guanajuato,León,centro-leon,organic,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,
L3090:T1:I14044,3090,T1,2025-04-12T09:46:12.000Z,14044,1855,1,ELIGIBLE,POSITIVE,1,true,investor,small,healthcare,Office,rent,111.3,32147.54,43937.17,,,Guanajuato,León,centro-leon,organic,whatsapp,265,132.4,43937.17,,14,false,0,0,0,,,0,,,true,0,0,full,3,2,2.1,24,good,polished_concrete,"[""storage""]"
L3091:T0,3091,T0,2025-05-12T00:00:00.000Z,,,0,ELIGIBLE,POSITIVE,1,true,investor,medium,retail,Retail,sale,503.4,,,20764212.84,30766044.32,Puebla,Puebla,angelopolis-lomas,social,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,
L3091:T1:I14048,3091,T1,2025-05-24T08:56:14.000Z,14048,2372,1,ELIGIBLE,POSITIVE,1,true,investor,medium,retail,Retail,sale,503.4,,,20764212.84,30766044.32,Puebla,Puebla,angelopolis-lomas,social,app,351,502.9,,26350049.83,363,false,0,0,0,,,0,,,true,8,,basic,3,2,4.6,11,new,concrete,[]
L3092:T0,3092,T0,2025-03-17T00:00:00.000Z,,,0,ELIGIBLE,NEGATIVE,0,true,investor,small,logistics,Retail,rent,288.9,70028.64,88254.08,,,CDMX,Benito Juárez,del-valle-narvarte,paid,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,
L3092:T1:I14055,3092,T1,2025-03-24T16:48:21.000Z,14055,940,1,ELIGIBLE,NEGATIVE,0,true,investor,small,logistics,Retail,rent,288.9,70028.64,88254.08,,,CDMX,Benito Juárez,del-valle-narvarte,paid,email,119,100.0,82675.7,,,true,0,0,0,,,0,,,false,0,0,basic,9,3,3.7,1,good,ceramic,"[""kitchen"", ""rooftop"", ""meeting_rooms"", ""storage""]"
L3092:T2:I14054,3092,T2,2025-03-25T17:22:36.000Z,14054,2151,2,ELIGIBLE,NEGATIVE,0,true,investor,small,logistics,Retail,rent,288.9,70028.64,88254.08,,,CDMX,Benito Juárez,del-valle-narvarte,paid,whatsapp,230,264.6,85998.67,,,false,1,1,1,1,119,0,,2025-03-24T16:48:21.000Z,true,2,19,basic,2,1,5.0,6,fair,ceramic,"[""storage""]"
L3092:T2:I14052,3092,T2,2025-04-08T15:07:00.000Z,14052,766,3,ELIGIBLE,NEGATIVE,0,true,investor,small,logistics,Retail,rent,288.9,70028.64,88254.08,,,CDMX,Benito Juárez,del-valle-narvarte,paid,whatsapp,164,322.6,88254.08,,39,false,2,2,1,0.5,174.5,0,,2025-03-25T17:22:36.000Z,true,0,,full,3,1,3.3,11,new,concrete,"[""gym"", ""lounge""]"
L3092:T2:I14053,3092,T2,2025-11-29T20:46:00.000Z,14053,1627,4,ELIGIBLE,NEGATIVE,0,true,investor,small,logistics,Retail,rent,288.9,70028.64,88254.08,,,CDMX,Benito Juárez,del-valle-narvarte,paid,web,153,291.1,86717.57,,24,false,3,3,1,0.3333333333333333,171,1,39,2025-04-08T15:07:00.000Z,false,0,0,full,0,0,3.7,18,new,ceramic,"[""rooftop"", ""loading_dock""]"
L3092:T2:I14051,3092,T2,2025-12-01T07:31:00.000Z,14051,569,5,ELIGIBLE,NEGATIVE,0,true,investor,small,logistics,Retail,rent,288.9,70028.64,88254.08,,,CDMX,Benito Juárez,del-valle-narvarte,paid,whatsapp,119,318.5,88254.08,,78,false,4,4,1,0.25,166.5,2,31.5,2025-11-29T20:46:00.000Z,true,0,,basic,0,0,5.3,5,good,polished_concrete,"[""parking"", ""security_booth"", ""storage""]"
L3092:T2:I14056,3092,T2,2026-06-15T13:11:00.000Z,14056,1153,6,ELIGIBLE,NEGATIVE,0,true,investor,small,logistics,Retail,rent,288.9,70028.64,88254.08,,,CDMX,Benito Juárez,del-valle-narvarte,paid,app,236,267.3,88254.08,,,true,5,5,1,0.2,157,3,47,2025-12-01T07:31:00.000Z,true,6,,basic,2,2,4.6,5,good,wood,[]
