prediction_key,lead_id,stage,score_time,current_inquiry_id,current_spot_id,inquiry_number,stage_eligibility,target_status,target_value,current_spot_existed_at_score_time,user_type,company_size,industry,search_sector,search_modality,target_area_sqm,min_budget_mxn_rent_monthly,max_budget_mxn_rent_monthly,min_budget_mxn_sale_total,max_budget_mxn_sale_total,preferred_state,preferred_municipality,preferred_corridor,source,channel,message_length,requested_area_sqm,requested_budget_mxn_rent_monthly,requested_budget_mxn_sale_total,urgency_days,asked_visit,hist_prior_inquiry_count,hist_prior_unique_spots,hist_prior_asked_visit_count,hist_prior_asked_visit_rate,hist_prior_message_length_mean,hist_prior_urgency_known_count,hist_prior_urgency_days_mean,hist_max_inquiry_time,natural_light,luminaires,charging_ports,security_type,floor_level,elevators,vertical_height_m,parking_spaces,building_status,floor_material,amenities
L4142:T2:I18804,4142,T2,2026-02-03T09:54:00.000Z,18804,876,6,ELIGIBLE,NEGATIVE,0,true,tenant_direct,enterprise,technology,Land,both,173.3,6692.18,7835.31,1204592.74,1631278.6,Estado de México,Toluca,metepec-toluca,email,email,146,6087.2,7835.31,1463514.72,11,false,5,5,1,0.2,210.6,4,167.5,2026-02-02T11:12:00.000Z,true,0,0,cctv,1,43,0.0,1,good,,"[""reception""]"
L4142:T2:I18801,4142,T2,2026-04-09T07:43:00.000Z,18801,89,7,ELIGIBLE,NEGATIVE,0,true,tenant_direct,enterprise,technology,Land,both,173.3,6692.18,7835.31,1204592.74,1631278.6,Estado de México,Toluca,metepec-toluca,email,web,118,398.4,7835.31,1601378.96,176,false,6,6,1,0.16666666666666666,199.83333333333334,5,136.2,2026-02-03T09:54:00.000Z,false,8,0,none,0,2,7.8,31,fair,ceramic,[]
L4143:T0,4143,T0,2026-05-25T00:00:00.000Z,,,0,ELIGIBLE,POSITIVE,1,true,broker,small,,Office,both,651.7,173190.75,224741.52,31174334.37,36704572.06,Guanajuato,León,centro-leon,paid,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,
L4143:T1:I18807,4143,T1,2026-05-26T18:39:10.000Z,18807,2843,1,ELIGIBLE,NEGATIVE,0,true,broker,small,,Office,both,651.7,173190.75,224741.52,31174334.37,36704572.06,Guanajuato,León,centro-leon,paid,email,120,680.5,224741.52,35827940.45,197,false,0,0,0,,,0,,,true,0,0,cctv,0,5,2.0,48,new,concrete,"[""security_booth"", ""loading_dock"", ""parking""]"
L4143:T2:I18809,4143,T2,2026-05-27T07:33:40.000Z,18809,1994,2,ELIGIBLE,NEGATIVE,0,true,broker,small,,Office,both,651.7,173190.75,224741.52,31174334.37,36704572.06,Guanajuato,León,centro-leon,paid,email,158,589.6,224741.52,31336021.73,259,false,1,1,0,0,120,1,197,2026-05-26T18:39:10.000Z,false,3,0,full,0,2,2.7,18,good,,"[""kitchen"", ""reception"", ""lounge"", ""conference_room""]"
L4143:T2:I18808,4143,T2,2026-05-28T11:43:06.000Z,18808,1309,3,ELIGIBLE,POSITIVE,1,true,broker,small,,Office,both,651.7,173190.75,224741.52,31174334.37,36704572.06,Guanajuato,León,centro-leon,paid,whatsapp,216,524.0,191543.58,36339290.68,30,false,2,2,0,0,139,2,228,2026-05-27T07:33:40.000Z,true,4,0,basic,0,2,3.1,51,good,concrete,"[""rooftop""]"
L4144:T0,4144,T0,2026-03-01T00:00:00.000Z,,,0,ELIGIBLE,NEGATIVE,0,true,tenant_direct,large,financial,Retail,rent,192.6,41402.81,58531.0,,,Guanajuato,León,centro-leon,referral,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,
L4144:T1:I18812,4144,T1,2026-03-04T08:15:18.000Z,18812,1463,1,ELIGIBLE,NEGATIVE,0,true,tenant_direct,large,financial,Retail,rent,192.6,41402.81,58531.0,,,Guanajuato,León,centro-leon,referral,app,59,148.0,57746.08,,,false,0,0,0,,,0,,,true,4,0,basic,4,3,4.3,1,fair,concrete,[]
L4144:T2:I18811,4144,T2,2026-03-12T12:02:50.000Z,18811,231,2,ELIGIBLE,NEGATIVE,0,true,tenant_direct,large,financial,Retail,rent,192.6,41402.81,58531.0,,,Guanajuato,León,centro-leon,referral,email,330,100.0,49531.88,,164,false,1,1,0,0,59,0,,2026-03-04T08:15:18.000Z,true,0,,basic,0,2,,3,good,carpet,"[""cafeteria"", ""lounge"", ""rooftop""]"
L4145:T0,4145,T0,2025-06-27T00:00:00.000Z,,,0,ELIGIBLE,POSITIVE,1,true,tenant_direct,small,manufacturing,Retail,rent,596.3,152281.47,224097.6,,,Baja California,Tijuana,zona-rio-aguacaliente,paid,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,
L4145:T1:I18816,4145,T1,2025-06-29T19:31:29.000Z,18816,293,1,ELIGIBLE,NEGATIVE,0,true,tenant_direct,small,manufacturing,Retail,rent,596.3,152281.47,224097.6,,,Baja California,Tijuana,zona-rio-aguacaliente,paid,web,324,603.8,216815.35,,,false,0,0,0,,,0,,,false,9,0,cctv,0,0,10.7,12,good,ceramic,"[""kitchen""]"
L4145:T2:I18815,4145,T2,2025-06-30T09:35:42.000Z,18815,1643,2,ELIGIBLE,POSITIVE,1,true,tenant_direct,small,manufacturing,Retail,rent,596.3,152281.47,224097.6,,,Baja California,Tijuana,zona-rio-aguacaliente,paid,app,158,178.5,224097.6,,20,false,1,1,0,0,324,0,,2025-06-29T19:31:29.000Z,false,13,0,basic,0,0,3.6,5,fair,concrete,[]
L4146:T0,4146,T0,2026-05-04T00:00:00.000Z,,,0,ELIGIBLE,POSITIVE,1,true,broker,large,healthcare,Land,sale,131.9,,,948673.54,1188671.9,Querétaro,Querétaro,juriquilla-juncos,paid,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,
L4146:T1:I18821,4146,T1,2026-05-13T19:46:45.000Z,18821,2547,1,ELIGIBLE,POSITIVE,1,true,broker,large,healthcare,Land,sale,131.9,,,948673.54,1188671.9,Querétaro,Querétaro,juriquilla-juncos,paid,app,332,7272.5,,837687.03,,false,0,0,0,,,0,,,true,0,0,none,8,53,0.0,2,good,polished_concrete,[]
L4147:T0,4147,T0,2026-01-20T00:00:00.000Z,,,0,ELIGIBLE,NEGATIVE,0,true,broker,small,retail,Retail,rent,571.8,131621.4,196787.54,,,Yucatán,Mérida,paseo-montejo,referral,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,
L4147:T1:I18823,4147,T1,2026-01-20T15:35:41.000Z,18823,809,1,ELIGIBLE,NEGATIVE,0,true,broker,small,retail,Retail,rent,571.8,131621.4,196787.54,,,Yucatán,Mérida,paseo-montejo,referral,whatsapp,301,123.0,186191.91,,,false,0,0,0,,,0,,,true,15,0,cctv,0,2,5.6,0,fair,ceramic,[]
L4147:T2:I18825,4147,T2,2026-01-24T08:19:24.000Z,18825,1597,2,ELIGIBLE,NEGATIVE,0,true,broker,small,retail,Retail,rent,571.8,131621.4,196787.54,,,Yucatán,Mérida,paseo-montejo,referral,whatsapp,52,100.0,138975.57,,214,false,1,1,0,0,301,0,,2026-01-20T15:35:41.000Z,true,0,,full,7,2,5.0,1,fair,ceramic,"[""cafeteria"", ""rooftop"", ""security_booth"", ""lounge""]"
L4147:T2:I18824,4147,T2,2026-01-26T19:09:45.000Z,18824,457,3,ELIGIBLE,NEGATIVE,0,true,broker,small,retail,Retail,rent,571.8,131621.4,196787.54,,,Yucatán,Mérida,paseo-montejo,referral,web,356,164.0,196787.54,,76,false,2,2,0,0,176.5,1,214,2026-01-24T08:19:24.000Z,true,2,1,cctv,7,3,3.2,2,needs_renovation,carpet,"[""storage"", ""gym""]"
L4147:T2:I18822,4147,T2,2026-02-01T17:07:25.000Z,18822,2770,4,ELIGIBLE,NEGATIVE,0,true,broker,small,retail,Retail,rent,571.8,131621.4,196787.54,,,Yucatán,Mérida,paseo-montejo,referral,web,307,6573.3,164962.68,,23,true,3,3,0,0,236.33333333333334,2,145,2026-01-26T19:09:45.000Z,true,2,0,full,9,49,0.0,4,good,ceramic,"[""conference_room"", ""gym"", ""security_booth""]"
L4147:T2:I18826,4147,T2,2026-06-24T10:54:00.000Z,18826,601,5,ELIGIBLE,NEGATIVE,0,true,broker,small,retail,Retail,rent,571.8,131621.4,196787.54,,,Yucatán,Mérida,paseo-montejo,referral,whatsapp,345,221.5,187192.3,,176,false,4,4,1,0.25,254,3,104.33333333333333,2026-02-01T17:07:25.000Z,true,0,,none,0,3,5.6,3,new,carpet,[]
L4148:T0,4148,T0,2026-03-23T00:00:00.000Z,,,0,ELIGIBLE,POSITIVE,1,true,tenant_direct,medium,other,Land,sale,363.4,,,,3140512.45,Sonora,Hermosillo,centenario-colosio,organic,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,
L4148:T1:I18829,4148,T1,2026-03-23T17:52:34.000Z,18829,616,1,ELIGIBLE,POSITIVE,1,true,tenant_direct,medium,other,Land,sale,363.4,,,,3140512.45,Sonora,Hermosillo,centenario-colosio,organic,whatsapp,194,1080.2,,3140512.45,,false,0,0,0,,,0,,,false,4,0,none,3,10,0.0,3,good,concrete,"[""meeting_rooms""]"
L4149:T0,4149,T0,2026-01-20T00:00:00.000Z,,,0,ELIGIBLE,NEGATIVE,0,true,tenant_direct,medium,logistics,Office,rent,417.9,110396.04,155530.59,,,Estado de México,Naucalpan de Juárez,lomas-verdes-satelite,referral,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,
L4149:T1:I18832,4149,T1,2026-01-27T16:01:42.000Z,18832,1481,1,ELIGIBLE,NEGATIVE,0,true,tenant_direct,medium,logistics,Office,rent,417.9,110396.04,155530.59,,,Estado de México,Naucalpan de Juárez,lomas-verdes-satelite,referral,whatsapp,83,457.6,122969.66,,81,false,0,0,0,,,0,,,false,10,0,cctv,0,2,3.0,9,new,ceramic,[]
L4149:T2:I18833,4149,T2,2026-01-27T18:43:32.000Z,18833,1398,2,ELIGIBLE,NEGATIVE,0,true,tenant_direct,medium,logistics,Office,rent,417.9,110396.04,155530.59,,,Estado de México,Naucalpan de Juárez,lomas-verdes-satelite,referral,web,97,421.0,140685.1,,,false,1,1,0,0,83,1,81,2026-01-27T16:01:42.000Z,true,35,0,full,2,1,2.6,6,good,ceramic,[]
L4150:T1:I18835,4150,T1,2026-06-14T07:09:55.000Z,18835,2117,1,ELIGIBLE,NEGATIVE,0,true,tenant_direct,small,healthcare,Industrial,sale,766.4,,,16463744.18,19873794.45,Yucatán,Mérida,paseo-montejo,paid,phone,257,1958.7,,18694684.63,48,false,0,0,0,,,0,,,true,10,0,cctv,0,15,0.0,1,good,ceramic,[]
L4150:T2:I18836,4150,T2,2026-06-17T13:24:16.000Z,18836,1088,2,ELIGIBLE,NEGATIVE,0,true,tenant_direct,small,healthcare,Industrial,sale,766.4,,,16463744.18,19873794.45,Yucatán,Mérida,paseo-montejo,paid,app,247,730.3,,16706089.34,48,false,1,1,0,0,257,1,48,2026-06-14T07:09:55.000Z,false,13,0,none,0,4,8.6,43,new,concrete,[]
L4150:T2:I18837,4150,T2,2026-06-18T15:17:37.000Z,18837,1634,3,ELIGIBLE,NEGATIVE,0,true,tenant_direct,small,healthcare,Industrial,sale,766.4,,,16463744.18,19873794.45,Yucatán,Mérida,paseo-montejo,paid,whatsapp,137,567.2,,18641852.47,189,false,2,2,0,0,252,2,48,2026-06-17T13:24:16.000Z,true,18,,cctv,0,2,2.3,11,good,concrete,[]
L4151:T0,4151,T0,2025-10-20T00:00:00.000Z,,,0,ELIGIBLE,NEGATIVE,0,true,broker,medium,retail,Office,rent,219.1,60379.01,73604.49,,,Jalisco,Zapopan,andares-puerta-hierro,event,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,
L4151:T1:I18838,4151,T1,2026-05-07T11:16:00.000Z,18838,2083,1,ELIGIBLE,POSITIVE,1,true,broker,medium,retail,Office,rent,219.1,60379.01,73604.49,,,Jalisco,Zapopan,andares-puerta-hierro,event,app,116,388.9,62177.93,,,false,0,0,0,,,0,,,false,2,0,none,0,3,7.3,26,good,polished_concrete,[]
L4152:T0,4152,T0,2025-01-11T00:00:00.000Z,,,0,ELIGIBLE,NEGATIVE,0,true,tenant_direct,medium,retail,Retail,rent,383.6,86779.1,99237.12,,,Jalisco,Guadalajara,americana-chapultepec,paid,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,
L4152:T1:I18841,4152,T1,2025-01-23T17:10:35.000Z,18841,1511,1,ELIGIBLE,NEGATIVE,0,true,tenant_direct,medium,retail,Retail,rent,383.6,86779.1,99237.12,,,Jalisco,Guadalajara,americana-chapultepec,paid,web,141,442.3,84350.16,,98,false,0,0,0,,,0,,,true,14,0,cctv,9,5,3.2,10,good,wood,"[""rooftop"", ""cafeteria"", ""parking""]"
L4152:T2:I18839,4152,T2,2025-03-07T07:53:00.000Z,18839,1392,2,ELIGIBLE,POSITIVE,1,true,tenant_direct,medium,retail,Retail,rent,383.6,86779.1,99237.12,,,Jalisco,Guadalajara,americana-chapultepec,paid,web,314,341.7,83621.21,,,true,1,1,0,0,141,1,98,2025-01-23T17:10:35.000Z,true,1,,full,2,1,,6,fair,concrete,[]
L4153:T0,4153,T0,2025-07-02T00:00:00.000Z,,,0,ELIGIBLE,NEGATIVE,0,true,tenant_direct,medium,other,Industrial,both,483.3,62203.85,72451.32,11196692.73,16414682.83,Chihuahua,Chihuahua,,organic,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,
L4153:T1:I18843,4153,T1,2025-07-04T17:59:11.000Z,18843,1930,1,ELIGIBLE,NEGATIVE,0,true,tenant_direct,medium,other,Industrial,both,483.3,62203.85,72451.32,11196692.73,16414682.83,Chihuahua,Chihuahua,,organic,whatsapp,391,1513.5,56632.38,16414682.83,,false,0,0,0,,,0,,,true,15,0,cctv,5,11,4.6,101,good,ceramic,"[""security_booth"", ""kitchen"", ""lounge""]"
L4153:T2:I18842,4153,T2,2025-12-02T12:22:00.000Z,18842,781,2,ELIGIBLE,NEGATIVE,0,true,tenant_direct,medium,other,Industrial,both,483.3,62203.85,72451.32,11196692.73,16414682.83,Chihuahua,Chihuahua,,organic,app,83,1916.0,52269.02,15726549.63,74,true,1,1,0,0,391,0,,2025-07-04T17:59:11.000Z,false,5,0,basic,10,18,7.5,132,good,concrete,"[""parking"", ""loading_dock"", ""cafeteria"", ""conference_room""]"
L4154:T0,4154,T0,2025-10-27T00:00:00.000Z,,,0,ELIGIBLE,POSITIVE,1,true,tenant_direct,enterprise,technology,Retail,both,316.4,79867.61,108536.75,14376170.52,18104877.89,Estado de México,Toluca,metepec-toluca,referral,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,
L4154:T1:I18845,4154,T1,2025-10-29T17:51:08.000Z,18845,1557,1,ELIGIBLE,NEGATIVE,0,true,tenant_direct,enterprise,technology,Retail,both,316.4,79867.61,108536.75,14376170.52,18104877.89,Estado de México,Toluca,metepec-toluca,referral,whatsapp,102,843.3,85014.78,13940823.64,,false,0,0,0,,,0,,,true,0,0,basic,3,8,0.0,1,new,ceramic,[]
L4154:T2:I18844,4154,T2,2025-11-01T07:02:12.000Z,18844,2281,2,ELIGIBLE,NEGATIVE,0,true,tenant_direct,enterprise,technology,Retail,both,316.4,79867.61,108536.75,14376170.52,18104877.89,Estado de México,Toluca,metepec-toluca,referral,web,550,324.8,108536.75,16850002.47,295,false,1,1,0,0,102,0,,2025-10-29T17:51:08.000Z,false,0,,basic,2,1,4.7,22,fair,concrete,"[""reception""]"
L4154:T2:I18850,4154,T2,2025-11-02T16:09:40.000Z,18850,2614,3,ELIGIBLE,NEGATIVE,0,true,tenant_direct,enterprise,technology,Retail,both,316.4,79867.61,108536.75,14376170.52,18104877.89,Estado de México,Toluca,metepec-toluca,referral,whatsapp,71,439.2,95040.17,18104877.89,5,false,2,2,0,0,326,1,295,2025-11-01T07:02:12.000Z,true,0,0,basic,0,2,2.7,74,good,polished_concrete,"[""conference_room"", ""security_booth"", ""cafeteria""]"
L4154:T2:I18847,4154,T2,2025-11-05T08:58:53.000Z,18847,1548,4,ELIGIBLE,NEGATIVE,0,true,tenant_direct,enterprise,technology,Retail,both,316.4,79867.61,108536.75,14376170.52,18104877.89,Estado de México,Toluca,metepec-toluca,referral,whatsapp,78,608.1,105170.95,17950259.86,,false,3,3,0,0,241,2,150,2025-11-02T16:09:40.000Z,true,0,0,cctv,3,6,0.0,2,good,concrete,"[""loading_dock"", ""kitchen""]"
L4154:T2:I18849,4154,T2,2025-11-05T16:17:16.000Z,18849,1285,5,ELIGIBLE,POSITIVE,1,true,tenant_direct,enterprise,technology,Retail,both,316.4,79867.61,108536.75,14376170.52,18104877.89,Estado de México,Toluca,metepec-toluca,referral,email,131,366.6,81841.26,15397561.48,,true,4,4,0,0,200.25,2,150,2025-11-05T08:58:53.000Z,true,35,,basic,0,1,3.9,5,fair,wood,"[""parking"", ""gym"", ""conference_room""]"
L4155:T0,4155,T0,2025-05-21T00:00:00.000Z,,,0,ELIGIBLE,NEGATIVE,0,true,tenant_direct,medium,retail,Land,rent,646.4,25982.07,34336.53,,,San Luis Potosí,San Luis Potosí,,paid,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,
L4155:T1:I18853,4155,T1,2025-06-01T08:11:36.000Z,18853,2380,1,ELIGIBLE,NEGATIVE,0,true,tenant_direct,medium,retail,Land,rent,646.4,25982.07,34336.53,,,San Luis Potosí,San Luis Potosí,,paid,app,126,597.2,29918.46,,5,false,0,0,0,,,0,,,true,0,0,cctv,0,0,,2,needs_renovation,ceramic,[]
L4155:T2:I18851,4155,T2,2025-07-09T12:58:00.000Z,18851,1132,2,ELIGIBLE,NEGATIVE,0,true,tenant_direct,medium,retail,Land,rent,646.4,25982.07,34336.53,,,San Luis Potosí,San Luis Potosí,,paid,web,194,310.5,34336.53,,43,false,1,1,0,0,126,1,5,2025-06-01T08:11:36.000Z,true,33,0,cctv,14,8,,6,good,concrete,"[""storage""]"
L4155:T2:I18856,4155,T2,2025-08-28T19:53:00.000Z,18856,328,3,ELIGIBLE,NEGATIVE,0,true,tenant_direct,medium,retail,Land,rent,646.4,25982.07,34336.53,,,San Luis Potosí,San Luis Potosí,,paid,whatsapp,124,3761.5,34336.53,,4,false,2,2,0,0,160,2,24,2025-07-09T12:58:00.000Z,true,3,1,basic,0,27,7.2,251,good,concrete,"[""lounge""]"
L4155:T2:I18852,4155,T2,2026-03-23T18:56:00.000Z,18852,1770,4,ELIGIBLE,NEGATIVE,0,true,tenant_direct,medium,retail,Land,rent,646.4,25982.07,34336.53,,,San Luis Potosí,San Luis Potosí,,paid,web,175,202.5,34336.53,,,false,3,3,0,0,148,3,17.333333333333332,2025-08-28T19:53:00.000Z,true,2,0,cctv,1,1,,2,good,concrete,"[""kitchen"", ""loading_dock"", ""cafeteria"", ""lounge""]"
L4155:T2:I18854,4155,T2,2026-04-09T13:42:00.000Z,18854,2352,5,ELIGIBLE,NEGATIVE,0,true,tenant_direct,medium,retail,Land,rent,646.4,25982.07,34336.53,,,San Luis Potosí,San Luis Potosí,,paid,web,87,922.7,33312.65,,13,true,4,4,0,0,154.75,3,17.333333333333332,2026-03-23T18:56:00.000Z,true,5,0,cctv,0,8,0.0,2,fair,ceramic,"[""loading_dock"", ""conference_room""]"
L4155:T2:I18855,4155,T2,2026-05-02T18:18:00.000Z,18855,2641,6,ELIGIBLE,POSITIVE,1,true,tenant_direct,medium,retail,Land,rent,646.4,25982.07,34336.53,,,San Luis Potosí,San Luis Potosí,,paid,web,322,100.0,32428.44,,,false,5,5,1,0.2,141.2,4,16.25,2026-04-09T13:42:00.000Z,true,0,0,basic,26,10,3.5,1,good,ceramic,[]
L4156:T0,4156,T0,2025-10-13T00:00:00.000Z,,,0,ELIGIBLE,POSITIVE,1,true,broker,enterprise,,Land,rent,492.4,20636.6,26272.51,,,Baja California,Tijuana,zona-rio-aguacaliente,referral,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,
