entity,group,feature,n,median,p99,max,raw_outlier_rate,log_outlier_rate
lead,search_sector=Retail | search_modality=sale,prior_searches,469,3.0,58.31999999999999,60.0,0.15565031982942432,0.0
spot,sector_name=Office | modality=rent,maintenance_cost_mxn,361,6685.04,261055.1439999992,569818.73,0.11080332409972299,0.01662049861495845
spot,sector_name=Land | modality=both,floor_level,174,1.0,27.27000000000001,29.0,0.10919540229885058,0.0
spot,sector_name=Land | modality=both,elevators,174,10.0,141.54000000000002,148.0,0.10919540229885058,0.0
spot,sector_name=Retail | modality=sale,elevators,176,2.0,12.25,16.0,0.10795454545454546,0.0
spot,sector_name=Land | modality=rent,maintenance_cost_mxn,197,21827.05,363935.9811999999,1505376.76,0.1065989847715736,0.0
spot,sector_name=Land | modality=both,area_sqm,174,4175.15,69349.22600000001,72731.5,0.10344827586206896,0.0
spot,sector_name=Industrial | modality=sale,floor_level,234,1.0,28.0,30.0,0.10256410256410256,0.0
spot,sector_name=Retail | modality=sale,parking_spaces,176,5.0,58.75,234.0,0.10227272727272728,0.017543859649122806
spot,sector_name=Office | modality=both,floor_level,292,1.0,28.0,30.0,0.09931506849315068,0.0
spot,sector_name=Industrial | modality=sale,area_sqm,234,2373.95,36927.338999999985,54017.5,0.09829059829059829,0.004273504273504274
spot,sector_name=Industrial | modality=sale,parking_spaces,234,48.0,739.3999999999997,1082.0,0.09829059829059829,0.004273504273504274
spot,sector_name=Office | modality=sale,elevators,225,2.0,13.0,15.0,0.09777777777777778,0.0
spot,sector_name=Retail | modality=rent,area_sqm,266,85.69999999999999,1623.7650000000012,7248.7,0.09774436090225563,0.007518796992481203
spot,sector_name=Retail | modality=rent,parking_spaces,266,5.0,59.05000000000007,242.0,0.09774436090225563,0.03861003861003861
spot,sector_name=Retail | modality=both,area_sqm,301,104.1,2865.8,6674.7,0.09634551495016612,0.006644518272425249
spot,sector_name=Office | modality=both,maintenance_cost_mxn,292,6343.585,148170.27449999997,235953.63,0.0958904109589041,0.0
spot,sector_name=Retail | modality=rent,maintenance_cost_mxn,266,2383.88,64381.09600000124,331685.13,0.09022556390977443,0.011278195488721804
spot,sector_name=Industrial | modality=sale,elevators,234,7.0,76.34999999999994,108.0,0.08974358974358974,0.021834061135371178
spot,sector_name=Retail | modality=both,parking_spaces,301,5.0,95.0,223.0,0.08970099667774087,0.024305555555555556
spot,sector_name=Industrial | modality=rent,maintenance_cost_mxn,368,35640.39,594779.330099999,1665495.14,0.08967391304347826,0.002717391304347826
spot,sector_name=Land | modality=sale,area_sqm,126,4396.1,67092.85,94996.2,0.0873015873015873,0.0
spot,sector_name=Industrial | modality=rent,area_sqm,368,2919.75,32126.344999999994,40452.4,0.08695652173913043,0.0
spot,sector_name=Industrial | modality=rent,elevators,368,8.0,66.65999999999997,86.0,0.08695652173913043,0.0
spot,sector_name=Industrial | modality=rent,parking_spaces,368,60.5,643.2999999999998,810.0,0.08695652173913043,0.0
spot,sector_name=Industrial | modality=both,area_sqm,280,2875.1000000000004,43569.96999999991,58408.5,0.08571428571428572,0.0035714285714285713
spot,sector_name=Industrial | modality=both,parking_spaces,280,60.0,872.5299999999982,1171.0,0.08571428571428572,0.010714285714285714
spot,sector_name=Office | modality=both,elevators,292,2.0,15.53999999999985,24.0,0.08561643835616438,0.0
spot,sector_name=Office | modality=sale,area_sqm,225,184.6,3716.3679999999977,6505.2,0.08444444444444445,0.0
spot,sector_name=Office | modality=sale,parking_spaces,225,11.0,185.3599999999999,328.0,0.08,0.0044444444444444444
spot,sector_name=Land | modality=sale,elevators,126,10.5,136.0,189.0,0.07936507936507936,0.0
spot,sector_name=Office | modality=rent,elevators,361,2.0,16.399999999999977,23.0,0.07756232686980609,0.010101010101010102
spot,sector_name=Retail | modality=both,floor_level,301,1.0,28.0,30.0,0.07641196013289037,0.0
spot,sector_name=Retail | modality=rent,elevators,266,2.0,11.350000000000023,14.0,0.07518796992481203,0.018779342723004695
spot,sector_name=Industrial | modality=both,elevators,280,8.0,89.25999999999988,125.0,0.06785714285714285,0.018115942028985508
spot,sector_name=Industrial | modality=both,maintenance_cost_mxn,280,39624.06,475427.4567999965,698720.06,0.06428571428571428,0.0
spot,sector_name=Land | modality=sale,price_sqm_mxn_sale,126,7338.0599999999995,23269.927499999998,28645.13,0.06349206349206349,0.0
spot,sector_name=Retail | modality=both,elevators,301,2.0,11.0,20.0,0.06312292358803986,0.016260162601626018
spot,sector_name=Land | modality=both,price_sqm_mxn_sale,174,7476.094999999999,36850.79350000002,39827.14,0.05172413793103448,0.005747126436781609
spot,sector_name=Retail | modality=sale,price_sqm_mxn_sale,176,50391.775,130959.045,152747.85,0.05113636363636364,0.005681818181818182
spot,sector_name=Office | modality=rent,vertical_height_m,307,3.0,4.3,4.6,0.04560260586319218,0.035830618892508145
spot,sector_name=Industrial | modality=both,price_sqm_mxn_sale,280,24800.050000000003,71928.01379999997,100685.18,0.04285714285714286,0.007142857142857143
spot,sector_name=Industrial | modality=sale,price_sqm_mxn_sale,234,24956.614999999998,73794.03659999999,113381.51,0.042735042735042736,0.008547008547008548
spot,sector_name=Retail | modality=rent,price_sqm_mxn_rent,266,274.16999999999996,703.9065000000005,833.0,0.041353383458646614,0.011278195488721804
spot,sector_name=Industrial | modality=rent,price_sqm_mxn_rent,368,135.115,366.12379999999985,468.56,0.04076086956521739,0.005434782608695652
spot,sector_name=Land | modality=both,price_sqm_mxn_rent,174,42.644999999999996,176.8627000000001,193.91,0.040229885057471264,0.0
spot,sector_name=Retail | modality=both,price_sqm_mxn_rent,301,280.96,623.22,776.03,0.036544850498338874,0.0033222591362126247
spot,sector_name=Industrial | modality=both,price_sqm_mxn_rent,280,138.095,358.2209999999994,483.76,0.02857142857142857,0.0035714285714285713
spot,sector_name=Office | modality=both,price_sqm_mxn_rent,292,344.23,638.596299999999,686.28,0.0273972602739726,0.003424657534246575
spot,sector_name=Land | modality=rent,price_sqm_mxn_rent,197,46.49,146.71359999999993,155.67,0.025380710659898477,0.0
spot,sector_name=Retail | modality=both,price_sqm_mxn_sale,301,50360.61,114331.84,133586.9,0.023255813953488372,0.006644518272425249
spot,sector_name=Office | modality=rent,price_sqm_mxn_rent,361,346.37,727.262,831.04,0.0221606648199446,0.008310249307479225
spot,sector_name=Office | modality=sale,price_sqm_mxn_sale,225,61034.54,121345.70479999995,142628.0,0.017777777777777778,0.008888888888888889
spot,sector_name=Retail | modality=rent,vertical_height_m,226,4.1,5.675,6.6,0.017699115044247787,0.035398230088495575
spot,sector_name=Office | modality=sale,vertical_height_m,195,3.0,4.306,4.5,0.015384615384615385,0.005128205128205128
spot,sector_name=Retail | modality=sale,vertical_height_m,150,4.0,5.801999999999999,6.1,0.013333333333333334,0.02
spot,sector_name=Land | modality=both,parking_spaces,174,2.0,6.27000000000001,8.0,0.011494252873563218,0.039735099337748346
spot,sector_name=Office | modality=both,price_sqm_mxn_sale,292,59422.035,112561.54199999996,126233.31,0.010273972602739725,0.00684931506849315
spot,sector_name=Industrial | modality=both,vertical_height_m,235,8.0,11.297999999999998,12.8,0.00851063829787234,0.01276595744680851
spot,sector_name=Industrial | modality=rent,vertical_height_m,317,7.9,11.283999999999997,12.0,0.006309148264984227,0.028391167192429023
spot,sector_name=Land | modality=rent,parking_spaces,197,2.0,5.0,7.0,0.005076142131979695,0.0
spot,sector_name=Retail | modality=both,vertical_height_m,256,4.1,5.789999999999998,6.1,0.00390625,0.0078125
spot,sector_name=Industrial | modality=rent,amenities_count,368,1.0,4.0,4.0,0.0,0.0
spot,sector_name=Office | modality=rent,amenities_count,361,1.0,4.0,4.0,0.0,0.0
spot,sector_name=Retail | modality=both,amenities_count,301,1.0,4.0,4.0,0.0,0.0
spot,sector_name=Office | modality=both,amenities_count,292,1.0,4.0,4.0,0.0,0.0
spot,sector_name=Industrial | modality=both,amenities_count,280,1.0,4.0,4.0,0.0,0.0
spot,sector_name=Retail | modality=rent,amenities_count,266,2.0,4.0,4.0,0.0,0.0
spot,sector_name=Office | modality=both,vertical_height_m,243,3.0,4.3,4.4,0.0,0.00411522633744856
spot,sector_name=Industrial | modality=sale,amenities_count,234,1.0,4.0,4.0,0.0,0.0
spot,sector_name=Office | modality=sale,amenities_count,225,1.0,4.0,4.0,0.0,0.0
spot,sector_name=Industrial | modality=sale,vertical_height_m,198,7.8,11.709,12.1,0.0,0.015151515151515152
spot,sector_name=Land | modality=rent,amenities_count,197,1.0,4.0,4.0,0.0,0.0
spot,sector_name=Retail | modality=sale,amenities_count,176,1.0,4.0,4.0,0.0,0.0
spot,sector_name=Land | modality=both,amenities_count,174,2.0,4.0,4.0,0.0,0.0
spot,sector_name=Land | modality=rent,vertical_height_m,159,0.0,0.0,0.0,0.0,
spot,sector_name=Land | modality=both,vertical_height_m,149,0.0,0.0,0.0,0.0,
spot,sector_name=Land | modality=sale,amenities_count,126,2.0,4.0,4.0,0.0,0.0
spot,sector_name=Land | modality=sale,vertical_height_m,108,0.0,0.0,0.0,0.0,
inquiry,search_sector=Land | search_modality=rent,requested_area_sqm,1814,973.2,20496.093999999808,40920.9,0.11300992282249173,0.0016538037486218302
inquiry,search_sector=Office | search_modality=sale,requested_area_sqm,1903,372.0,7613.752000000013,28498.9,0.10982658959537572,0.02207041513399895
inquiry,search_sector=Retail | search_modality=rent,requested_area_sqm,3336,311.5,7290.050000000003,26504.2,0.10731414868105515,0.026678657074340528
inquiry,search_sector=Office | search_modality=rent,requested_area_sqm,3402,382.4,8509.3,20721.8,0.10405643738977072,0.02880658436213992
inquiry,search_sector=Industrial | search_modality=sale,requested_area_sqm,1685,817.8,12484.0,28498.9,0.1026706231454006,0.02314540059347181
inquiry,search_sector=Industrial | search_modality=rent,requested_area_sqm,2713,798.7,12218.420000000011,40920.9,0.10173239955768522,0.005897530409141172
inquiry,search_sector=Retail | search_modality=both,requested_area_sqm,1421,325.7,8400.359999999975,24023.3,0.10133708655876143,0.021815622800844477
inquiry,search_sector=Retail | search_modality=sale,requested_area_sqm,2147,341.5,9836.9,28498.9,0.10013972985561248,0.02701443875174662
inquiry,search_sector=Land | search_modality=both,requested_area_sqm,756,922.25,20810.85500000001,40920.9,0.09788359788359788,0.0026455026455026454
inquiry,search_sector=Land | search_modality=sale,requested_area_sqm,936,997.2,17725.175,28498.9,0.09188034188034189,0.003205128205128205
inquiry,search_sector=Industrial | search_modality=both,requested_area_sqm,1224,789.05,11337.4,26504.2,0.08823529411764706,0.010620915032679739
inquiry,search_sector=Office | search_modality=sale,requested_budget_mxn_sale_total,1903,21739381.67,197017481.53860006,364068584.9,0.08565423016290068,0.021544929059379925
inquiry,search_sector=Office | search_modality=both,requested_area_sqm,1239,363.8,7895.447999999996,17752.3,0.08555286521388217,0.020984665052461663
inquiry,search_sector=Retail | search_modality=both,requested_budget_mxn_sale_total,1421,19801487.26,143824099.46,253619130.96,0.08374384236453201,0.019704433497536946
inquiry,search_sector=Retail | search_modality=rent,requested_budget_mxn_rent_monthly,3336,105671.53,952142.0015000007,2331986.55,0.07553956834532374,0.020983213429256596
inquiry,search_sector=Land | search_modality=rent,requested_budget_mxn_rent_monthly,1814,17498.845,156518.08,407732.51,0.07221609702315325,0.014884233737596472
inquiry,search_sector=Retail | search_modality=sale,requested_budget_mxn_sale_total,2147,20445276.17,137507715.7767999,385519956.28,0.06986492780624126,0.015836050302748022
inquiry,search_sector=Land | search_modality=both,requested_budget_mxn_sale_total,756,3375482.9400000004,21541662.13,43973123.85,0.06746031746031746,0.007936507936507936
inquiry,search_sector=Retail | search_modality=both,requested_budget_mxn_rent_monthly,1421,108986.38,623615.6019999994,905251.86,0.06685432793807178,0.00422237860661506
inquiry,search_sector=Office | search_modality=rent,requested_budget_mxn_rent_monthly,3402,125129.18,1010952.8286999987,3141759.69,0.06525573192239859,0.010582010582010581
inquiry,search_sector=Industrial | search_modality=rent,requested_budget_mxn_rent_monthly,2713,55695.83,338610.00800000015,1027432.8,0.06044968669369701,0.0055289347585698485
inquiry,search_sector=Land | search_modality=sale,requested_budget_mxn_sale_total,936,3241169.83,23520164.858999986,55981531.14,0.05876068376068376,0.007478632478632479
inquiry,search_sector=Industrial | search_modality=both,requested_budget_mxn_sale_total,1224,9971799.93,79164974.79229996,152564042.32,0.05800653594771242,0.013888888888888888
inquiry,search_sector=Industrial | search_modality=sale,requested_budget_mxn_sale_total,1685,10646672.66,64354261.92280015,219509356.87,0.05519287833827893,0.013649851632047478
inquiry,search_sector=Office | search_modality=both,requested_budget_mxn_rent_monthly,1239,121146.68,544632.96,1372971.49,0.05488297013720742,0.002421307506053269
inquiry,search_sector=Industrial | search_modality=both,requested_budget_mxn_rent_monthly,1224,54216.134999999995,258602.10949999996,650187.4,0.05473856209150327,0.007352941176470588
inquiry,search_sector=Land | search_modality=both,requested_budget_mxn_rent_monthly,756,19024.09,90139.1085,108048.19,0.05423280423280423,0.011904761904761904
inquiry,search_sector=Office | search_modality=both,requested_budget_mxn_sale_total,1239,21662960.72,96151115.50159994,126552927.11,0.0516545601291364,0.0
inquiry,search_sector=Retail | search_modality=sale,message_length,2147,199.0,596.7799999999997,1072.0,0.04191895668374476,0.0055891942244993015
inquiry,search_sector=Industrial | search_modality=both,message_length,1224,203.0,604.6199999999999,877.0,0.0392156862745098,0.0032679738562091504
inquiry,search_sector=Office | search_modality=sale,message_length,1903,199.0,674.8200000000002,935.0,0.03888596952180767,0.007356805044666317
inquiry,search_sector=Office | search_modality=rent,message_length,3402,201.0,659.9799999999996,1450.0,0.03850676072898295,0.00940623162845385
inquiry,search_sector=Retail | search_modality=rent,message_length,3336,201.0,621.9500000000003,1027.0,0.03717026378896882,0.005995203836930456
inquiry,search_sector=Office | search_modality=both,message_length,1239,199.0,596.7799999999979,883.0,0.03712671509281679,0.007263922518159807
inquiry,search_sector=Land | search_modality=sale,message_length,936,199.0,601.0,993.0,0.03632478632478633,0.002136752136752137
inquiry,search_sector=Industrial | search_modality=rent,message_length,2713,200.0,600.7600000000002,846.0,0.03612237375598968,0.0044231478068558795
inquiry,search_sector=Land | search_modality=both,message_length,756,202.5,618.7500000000007,1022.0,0.03571428571428571,0.010582010582010581
inquiry,search_sector=Land | search_modality=rent,message_length,1814,198.0,639.3099999999986,1025.0,0.03362734288864388,0.008820286659316428
inquiry,search_sector=Retail | search_modality=both,message_length,1421,203.0,624.3999999999999,1013.0,0.028149190710767064,0.00844475721323012
inquiry,search_sector=Industrial | search_modality=sale,message_length,1685,199.0,584.1200000000006,1227.0,0.02373887240356083,0.005934718100890208
inquiry,search_sector=Industrial | search_modality=both,urgency_days,860,71.0,359.0,364.0,0.012790697674418604,0.01744186046511628
inquiry,search_sector=Office | search_modality=rent,urgency_days,2343,73.0,359.0,364.0,0.0,0.015364916773367477
inquiry,search_sector=Retail | search_modality=rent,urgency_days,2320,77.0,355.80999999999995,364.0,0.0,0.014224137931034483
inquiry,search_sector=Industrial | search_modality=rent,urgency_days,1876,74.0,357.0,364.0,0.0,0.015991471215351813
inquiry,search_sector=Retail | search_modality=sale,urgency_days,1502,76.0,360.0,364.0,0.0,0.013315579227696404
inquiry,search_sector=Office | search_modality=sale,urgency_days,1321,79.0,358.0,364.0,0.0,0.010598031794095382
inquiry,search_sector=Land | search_modality=rent,urgency_days,1263,76.0,356.3799999999999,364.0,0.0,0.015043547110055424
inquiry,search_sector=Industrial | search_modality=sale,urgency_days,1161,76.0,355.0,363.0,0.0,0.01808785529715762
inquiry,search_sector=Retail | search_modality=both,urgency_days,998,77.0,357.0,363.0,0.0,0.01503006012024048
inquiry,search_sector=Office | search_modality=both,urgency_days,857,75.0,353.0,364.0,0.0,0.009334889148191364
inquiry,search_sector=Land | search_modality=sale,urgency_days,640,77.0,357.0,362.0,0.0,0.0125
inquiry,search_sector=Land | search_modality=both,urgency_days,517,74.0,356.5199999999999,362.0,0.0,0.025145067698259187
