inquiry_id,lead_id,spot_id,inquiry_at,channel,message_length,requested_area_sqm,requested_budget_mxn_rent_monthly,requested_budget_mxn_sale_total,urgency_days,asked_visit,broker_response,broker_response_hours,search_sector,search_modality,entity,anomaly_group,anomaly_score,isolation_forest_flag,anomaly_percentile_within_group,robust_deviation_explanation
11679,2569,2228,2026-01-20 13:54:17,app,229,11337.4,5226.67,911389.31,,True,scheduled_visit,16.0,Industrial,both,inquiry,search_sector=Industrial | search_modality=both,0.10210014832185932,True,1.0,requested_budget_mxn_rent_monthly=3.1 MAD; requested_budget_mxn_sale_total=3.0 MAD; requested_area_sqm=2.7 MAD
11196,2464,600,2025-11-27 10:55:31,web,484,56.8,9588.62,1632349.61,38.0,True,scheduled_visit,15.0,Industrial,both,inquiry,search_sector=Industrial | search_modality=both,0.06238775272593522,True,0.9975490196078431,requested_area_sqm=2.6 MAD; requested_budget_mxn_rent_monthly=2.3 MAD; requested_budget_mxn_sale_total=2.3 MAD
3101,688,350,2026-02-27 13:39:26,email,148,7319.9,1123808.74,,20.0,True,no_response,0.5,Office,rent,inquiry,search_sector=Office | search_modality=rent,0.06202421065576913,True,0.9997060552616108,requested_area_sqm=3.5 MAD; requested_budget_mxn_rent_monthly=2.9 MAD; urgency_days=2.4 MAD
12787,2808,438,2025-03-18 09:07:00,app,176,83.7,17159.9,2919443.97,1.0,True,scheduled_visit,21.7,Retail,both,inquiry,search_sector=Retail | search_modality=both,0.061645741083373506,True,0.9964813511611541,urgency_days=6.1 MAD; requested_budget_mxn_sale_total=2.7 MAD; requested_budget_mxn_rent_monthly=2.4 MAD
2980,658,110,2026-06-05 18:34:30,email,491,5688.3,300135.33,,,True,accepted,3.8,Retail,rent,inquiry,search_sector=Retail | search_modality=rent,0.060539662841681996,True,0.9982014388489209,requested_area_sqm=3.1 MAD; message_length=1.8 MAD; requested_budget_mxn_rent_monthly=1.4 MAD
5986,1313,2685,2025-06-09 18:00:00,email,254,40920.9,91109.2,21541662.13,5.0,False,scheduled_visit,31.3,Land,both,inquiry,search_sector=Land | search_modality=both,0.060034133280374546,True,1.0,urgency_days=4.9 MAD; requested_area_sqm=3.2 MAD; requested_budget_mxn_sale_total=2.6 MAD
10676,2360,236,2025-07-28 18:03:04,web,137,100.0,,13315782.15,4.0,True,accepted,12.4,Land,sale,inquiry,search_sector=Land | search_modality=sale,0.05971771240917878,True,1.0,urgency_days=5.9 MAD; requested_area_sqm=1.9 MAD; requested_budget_mxn_sale_total=1.8 MAD
2368,529,2455,2025-08-09 10:09:30,app,252,57.0,18846.73,,1.0,False,accepted,2.8,Office,rent,inquiry,search_sector=Office | search_modality=rent,0.05912713210073084,True,0.9994121105232217,urgency_days=6.9 MAD; requested_budget_mxn_rent_monthly=2.5 MAD; requested_area_sqm=2.2 MAD
12480,2743,110,2025-07-26 15:37:00,web,262,5688.3,179111.3,152564042.32,,True,no_response,8.5,Industrial,both,inquiry,search_sector=Industrial | search_modality=both,0.058884159878601516,True,0.9967320261437909,requested_budget_mxn_sale_total=3.5 MAD; requested_area_sqm=2.0 MAD; requested_budget_mxn_rent_monthly=1.6 MAD
16475,3635,2143,2025-09-09 19:04:38,email,60,113.8,5614.75,,,True,accepted,30.2,Land,rent,inquiry,search_sector=Land | search_modality=rent,0.058467941201102214,True,1.0,message_length=2.3 MAD; requested_area_sqm=1.6 MAD; requested_budget_mxn_rent_monthly=1.5 MAD
3103,688,2564,2026-02-24 11:25:54,whatsapp,116,5461.8,884032.86,,,True,accepted,0.5,Office,rent,inquiry,search_sector=Office | search_modality=rent,0.05838126555063461,True,0.9991181657848325,requested_area_sqm=3.1 MAD; requested_budget_mxn_rent_monthly=2.6 MAD; message_length=1.1 MAD
18673,4115,2845,2025-05-19 10:17:30,whatsapp,467,86.6,13625.8,,,True,no_response,6.0,Industrial,rent,inquiry,search_sector=Industrial | search_modality=rent,0.05774902814618432,True,0.9996314043494287,requested_area_sqm=2.1 MAD; requested_budget_mxn_rent_monthly=1.8 MAD; message_length=1.7 MAD
2534,560,631,2026-01-01 13:24:20,app,255,62.9,2777.45,,,True,scheduled_visit,11.5,Land,rent,inquiry,search_sector=Land | search_modality=rent,0.05768424853520482,True,0.9994487320837927,requested_budget_mxn_rent_monthly=2.4 MAD; requested_area_sqm=2.0 MAD; message_length=0.5 MAD
11681,2569,1136,2026-01-23 16:19:58,whatsapp,231,61.3,3667.49,1030151.28,313.0,False,accepted,5.1,Industrial,both,inquiry,search_sector=Industrial | search_modality=both,0.05729357615547703,True,0.9959150326797386,requested_budget_mxn_rent_monthly=3.6 MAD; requested_budget_mxn_sale_total=2.9 MAD; urgency_days=2.7 MAD
2292,514,2532,2025-06-06 15:12:00,web,556,75.8,30497.5,,10.0,True,accepted,17.2,Office,rent,inquiry,search_sector=Office | search_modality=rent,0.05702496115091649,True,0.9988242210464433,urgency_days=3.6 MAD; message_length=2.1 MAD; requested_area_sqm=1.9 MAD
18172,4004,2449,2026-01-04 09:42:04,email,56,724.3,925148.84,,,True,no_response,1.5,Office,rent,inquiry,search_sector=Office | search_modality=rent,0.05595294891128111,True,0.9985302763080541,requested_budget_mxn_rent_monthly=2.7 MAD; message_length=2.6 MAD; requested_area_sqm=0.8 MAD
2879,635,842,2026-05-03 15:52:54,whatsapp,239,6879.5,517982.62,,1.0,False,accepted,4.8,Retail,rent,inquiry,search_sector=Retail | search_modality=rent,0.05560604528958357,True,0.9979016786570744,urgency_days=7.1 MAD; requested_area_sqm=3.3 MAD; requested_budget_mxn_rent_monthly=2.2 MAD
12094,2664,1269,2025-07-28 12:46:11,whatsapp,444,1300.3,11697.84,,,True,accepted,5.8,Retail,rent,inquiry,search_sector=Retail | search_modality=rent,0.05548043040753148,True,0.9976019184652278,requested_budget_mxn_rent_monthly=3.0 MAD; message_length=1.6 MAD; requested_area_sqm=1.5 MAD
12586,2764,636,2026-04-06 11:24:00,whatsapp,60,379.1,20757.75,,7.0,True,accepted,17.1,Office,rent,inquiry,search_sector=Office | search_modality=rent,0.053706542414734604,True,0.9982363315696648,urgency_days=4.3 MAD; message_length=2.4 MAD; requested_budget_mxn_rent_monthly=2.4 MAD
12790,2808,1391,2026-02-15 12:49:00,phone,393,80.4,20000.36,2952297.27,4.0,True,accepted,25.4,Retail,both,inquiry,search_sector=Retail | search_modality=both,0.05347423360864667,True,0.995777621393385,urgency_days=4.6 MAD; requested_budget_mxn_sale_total=2.7 MAD; requested_budget_mxn_rent_monthly=2.2 MAD
10535,2328,2556,2026-04-27 09:28:11,email,295,74.0,30954.05,3869503.99,,True,no_response,5.3,Office,both,inquiry,search_sector=Office | search_modality=both,0.05282710186080186,True,0.9991928974979822,requested_budget_mxn_sale_total=2.3 MAD; requested_area_sqm=1.7 MAD; requested_budget_mxn_rent_monthly=1.7 MAD
7836,1722,568,2025-11-01 10:13:02,web,260,55.9,12019.66,,1.0,False,accepted,25.1,Retail,rent,inquiry,search_sector=Retail | search_modality=rent,0.05246496375419285,True,0.9973021582733813,urgency_days=7.1 MAD; requested_budget_mxn_rent_monthly=3.0 MAD; requested_area_sqm=1.8 MAD
9661,2135,2310,2025-05-16 17:27:00,whatsapp,174,13032.2,637135.31,,,True,no_response,7.7,Office,rent,inquiry,search_sector=Office | search_modality=rent,0.052333876799593115,True,0.9979423868312757,requested_area_sqm=4.2 MAD; requested_budget_mxn_rent_monthly=2.2 MAD; message_length=0.3 MAD
4403,979,2825,2025-07-23 07:53:00,email,90,17522.5,21386.7,,,True,rejected,0.9,Industrial,rent,inquiry,search_sector=Industrial | search_modality=rent,0.05221076835049121,True,0.9992628086988573,requested_area_sqm=3.0 MAD; message_length=1.6 MAD; requested_budget_mxn_rent_monthly=1.2 MAD
6521,1428,1732,2025-04-20 11:10:39,email,176,2014.7,9040.11,1708551.28,4.0,True,scheduled_visit,36.0,Industrial,both,inquiry,search_sector=Industrial | search_modality=both,0.0518978422121108,True,0.9950980392156863,urgency_days=4.9 MAD; requested_budget_mxn_rent_monthly=2.4 MAD; requested_budget_mxn_sale_total=2.2 MAD
5846,1286,1404,2026-05-01 17:48:00,web,454,63.7,24030.66,,,True,accepted,1.9,Retail,rent,inquiry,search_sector=Retail | search_modality=rent,0.050918950702117716,True,0.9970023980815348,requested_budget_mxn_rent_monthly=2.0 MAD; requested_area_sqm=1.7 MAD; message_length=1.7 MAD
3085,686,555,2025-01-27 19:50:02,email,819,107.0,34084.65,,335.0,True,accepted,6.0,Office,rent,inquiry,search_sector=Office | search_modality=rent,0.050858865246519946,True,0.9976484420928865,urgency_days=2.9 MAD; message_length=2.9 MAD; requested_budget_mxn_rent_monthly=1.7 MAD
11707,2574,547,2026-03-17 20:30:58,web,80,15084.2,23346.13,,27.0,False,accepted,9.4,Retail,rent,inquiry,search_sector=Retail | search_modality=rent,0.05069855175259974,True,0.9967026378896883,requested_area_sqm=4.2 MAD; requested_budget_mxn_rent_monthly=2.1 MAD; urgency_days=2.0 MAD
14424,3176,920,2025-10-20 15:24:28,web,558,756.0,10657.88,1998525.58,,True,accepted,9.7,Industrial,both,inquiry,search_sector=Industrial | search_modality=both,0.05057642829883846,True,0.994281045751634,requested_budget_mxn_rent_monthly=2.2 MAD; requested_budget_mxn_sale_total=2.0 MAD; message_length=2.0 MAD
765,177,1676,2026-04-29 08:56:28,email,150,1917.9,,364068584.9,,True,accepted,22.1,Office,sale,inquiry,search_sector=Office | search_modality=sale,0.05033748687534301,True,0.9984235417761429,requested_budget_mxn_sale_total=3.8 MAD; requested_area_sqm=1.8 MAD; message_length=0.5 MAD
20374,4491,486,2026-03-26 15:07:15,whatsapp,713,88.8,,5751572.99,14.0,True,accepted,19.5,Office,sale,inquiry,search_sector=Office | search_modality=sale,0.05025494169981337,True,0.9978980557015239,urgency_days=3.0 MAD; message_length=2.5 MAD; requested_budget_mxn_sale_total=1.8 MAD
10594,2341,2442,2026-06-11 20:26:00,whatsapp,74,43.7,13227.18,,,False,no_response,13.8,Retail,rent,inquiry,search_sector=Retail | search_modality=rent,0.050033204092987504,True,0.9964028776978417,requested_budget_mxn_rent_monthly=2.8 MAD; requested_area_sqm=2.1 MAD; message_length=2.0 MAD
13508,2969,2343,2025-04-26 19:37:00,app,102,6628.3,49362.82,,,True,accepted,,Office,rent,inquiry,search_sector=Office | search_modality=rent,0.049914104673668414,True,0.9973544973544973,requested_area_sqm=3.4 MAD; message_length=1.4 MAD; requested_budget_mxn_rent_monthly=1.2 MAD
19133,4218,2799,2025-12-21 12:23:00,app,36,2885.3,,9782715.59,,False,scheduled_visit,1.5,Retail,sale,inquiry,search_sector=Retail | search_modality=sale,0.04972675294471096,True,0.999534233814625,message_length=3.4 MAD; requested_area_sqm=2.4 MAD; requested_budget_mxn_sale_total=1.1 MAD
11691,2571,74,2026-04-17 14:10:42,whatsapp,43,150.0,1263263.68,,,False,no_response,0.8,Office,rent,inquiry,search_sector=Office | search_modality=rent,0.04924931167787894,True,0.9970605526161082,message_length=3.1 MAD; requested_budget_mxn_rent_monthly=3.1 MAD; requested_area_sqm=1.1 MAD
6741,1477,192,2025-06-22 15:48:33,app,253,4337.9,,22551948.93,2.0,True,accepted,6.0,Retail,sale,inquiry,search_sector=Retail | search_modality=sale,0.04837702015598255,True,0.9990684676292502,urgency_days=5.9 MAD; requested_area_sqm=2.8 MAD; message_length=0.5 MAD
2101,476,844,2025-08-28 19:25:54,whatsapp,497,150.0,,193317183.3,,True,no_response,15.5,Office,sale,inquiry,search_sector=Office | search_modality=sale,0.04814601977674349,True,0.9973725696269049,requested_budget_mxn_sale_total=2.9 MAD; message_length=1.8 MAD; requested_area_sqm=1.0 MAD
11682,2569,965,2026-01-29 18:57:03,app,278,2093.7,4091.65,813832.3,,False,scheduled_visit,32.2,Industrial,both,inquiry,search_sector=Industrial | search_modality=both,0.04813059438758216,True,0.9934640522875817,requested_budget_mxn_rent_monthly=3.4 MAD; requested_budget_mxn_sale_total=3.2 MAD; requested_area_sqm=1.0 MAD
2270,510,2183,2026-06-11 08:14:05,web,295,12773.8,38243.4,,24.0,True,scheduled_visit,6.1,Office,rent,inquiry,search_sector=Office | search_modality=rent,0.04805412360797423,True,0.996766607877719,requested_area_sqm=4.2 MAD; urgency_days=2.1 MAD; requested_budget_mxn_rent_monthly=1.6 MAD
5983,1313,2299,2025-05-21 20:58:15,web,199,28498.9,90157.66,21051593.69,25.0,True,no_response,1.6,Land,both,inquiry,search_sector=Land | search_modality=both,0.048001684371982156,True,0.9986772486772487,requested_area_sqm=2.9 MAD; requested_budget_mxn_sale_total=2.6 MAD; requested_budget_mxn_rent_monthly=2.4 MAD
10814,2387,2228,2025-06-08 12:08:25,whatsapp,110,11337.4,,11351229.93,2.0,False,accepted,16.9,Retail,sale,inquiry,search_sector=Retail | search_modality=sale,0.04762663525477562,True,0.9986027014438752,urgency_days=5.9 MAD; requested_area_sqm=3.9 MAD; message_length=1.2 MAD
11683,2569,2773,2026-01-22 17:23:13,email,327,2457.6,5226.67,995936.39,42.0,True,scheduled_visit,19.8,Industrial,both,inquiry,search_sector=Industrial | search_modality=both,0.04745796208393138,True,0.9926470588235294,requested_budget_mxn_rent_monthly=3.1 MAD; requested_budget_mxn_sale_total=2.9 MAD; requested_area_sqm=1.1 MAD
4176,928,1406,2026-04-08 11:43:22,phone,265,52.4,,2501097.9,,True,scheduled_visit,15.5,Retail,sale,inquiry,search_sector=Retail | search_modality=sale,0.047432864407619624,True,0.9981369352585002,requested_budget_mxn_sale_total=3.0 MAD; requested_area_sqm=2.1 MAD; message_length=0.6 MAD
3098,687,2299,2025-02-01 20:39:46,whatsapp,156,28498.9,37669.19,6277989.08,2.0,True,scheduled_visit,7.2,Land,both,inquiry,search_sector=Land | search_modality=both,0.047427426504313086,True,0.9973544973544973,urgency_days=6.3 MAD; requested_area_sqm=2.9 MAD; requested_budget_mxn_rent_monthly=1.1 MAD
20168,4450,1696,2026-04-29 17:09:10,email,221,1409.8,76712.36,11826470.93,1.0,True,accepted,17.0,Land,both,inquiry,search_sector=Land | search_modality=both,0.04738098995567652,True,0.996031746031746,urgency_days=7.1 MAD; requested_budget_mxn_rent_monthly=2.2 MAD; requested_budget_mxn_sale_total=1.8 MAD
5092,1119,2896,2026-02-27 16:32:00,web,255,20721.8,3964.98,,,True,accepted,15.1,Land,rent,inquiry,search_sector=Land | search_modality=rent,0.04690067024833866,True,0.9988974641675854,requested_area_sqm=2.3 MAD; requested_budget_mxn_rent_monthly=1.9 MAD; message_length=0.5 MAD
12097,2664,903,2026-03-02 13:18:00,web,482,3020.5,9134.03,,,False,scheduled_visit,0.7,Retail,rent,inquiry,search_sector=Retail | search_modality=rent,0.04637017896798956,True,0.9961031175059952,requested_budget_mxn_rent_monthly=3.4 MAD; requested_area_sqm=2.4 MAD; message_length=1.8 MAD
7007,1539,1500,2026-04-05 20:17:00,web,41,150.0,374994.64,,,True,rejected,3.5,Office,rent,inquiry,search_sector=Office | search_modality=rent,0.046355348847705424,True,0.9964726631393298,message_length=3.2 MAD; requested_budget_mxn_rent_monthly=1.5 MAD; requested_area_sqm=1.1 MAD
3690,812,695,2025-12-11 08:55:00,whatsapp,77,3190.9,20005.12,3639262.27,6.0,False,scheduled_visit,6.5,Retail,both,inquiry,search_sector=Retail | search_modality=both,0.04603257536984218,True,0.9950738916256158,urgency_days=4.0 MAD; requested_budget_mxn_sale_total=2.4 MAD; requested_area_sqm=2.3 MAD
11338,2493,65,2025-12-15 18:57:04,web,272,324.5,,173023302.52,6.0,True,no_response,,Retail,sale,inquiry,search_sector=Retail | search_modality=sale,0.046016467041016584,True,0.9976711690731253,urgency_days=4.3 MAD; requested_budget_mxn_sale_total=3.1 MAD; message_length=0.6 MAD
22358,4950,2165,2025-01-28 10:13:00,whatsapp,116,294.5,207011.26,,,True,no_response,0.5,Land,rent,inquiry,search_sector=Land | search_modality=rent,0.045955769169648164,True,0.9983461962513782,requested_budget_mxn_rent_monthly=3.2 MAD; message_length=1.0 MAD; requested_area_sqm=0.9 MAD
8324,1842,2446,2025-11-17 17:38:00,whatsapp,542,138.7,27974.52,6751644.81,6.0,True,accepted,7.6,Office,both,inquiry,search_sector=Office | search_modality=both,0.04571278247992627,True,0.9983857949959645,urgency_days=4.6 MAD; message_length=2.1 MAD; requested_budget_mxn_rent_monthly=1.8 MAD
11849,2608,1006,2026-05-11 10:21:03,web,542,4818.5,15401.74,3540596.15,,True,no_response,42.6,Industrial,both,inquiry,search_sector=Industrial | search_modality=both,0.04535525248393979,True,0.9918300653594772,message_length=1.9 MAD; requested_area_sqm=1.8 MAD; requested_budget_mxn_rent_monthly=1.7 MAD
6702,1467,1438,2025-02-11 08:21:34,app,533,1312.6,,67482458.69,7.0,True,no_response,3.3,Retail,sale,inquiry,search_sector=Retail | search_modality=sale,0.044533722334622605,True,0.9972054028877504,urgency_days=4.1 MAD; message_length=2.0 MAD; requested_budget_mxn_sale_total=1.7 MAD
7519,1655,777,2026-05-16 13:26:10,app,273,100.0,106736.96,,2.0,True,rejected,13.5,Industrial,rent,inquiry,search_sector=Industrial | search_modality=rent,0.04430519546294931,True,0.9988942130482861,urgency_days=6.3 MAD; requested_area_sqm=2.0 MAD; requested_budget_mxn_rent_monthly=0.8 MAD
1615,367,458,2026-04-21 16:56:00,app,61,481.5,572662.29,,2.0,False,scheduled_visit,1.8,Retail,rent,inquiry,search_sector=Retail | search_modality=rent,0.044184644288165265,True,0.9958033573141487,urgency_days=6.3 MAD; message_length=2.4 MAD; requested_budget_mxn_rent_monthly=2.3 MAD
11335,2493,2683,2025-12-16 08:57:07,phone,94,951.5,,190398433.95,,True,no_response,15.4,Retail,sale,inquiry,search_sector=Retail | search_modality=sale,0.04389589757071888,True,0.9967396367023754,requested_budget_mxn_sale_total=3.2 MAD; message_length=1.5 MAD; requested_area_sqm=1.1 MAD
19129,4217,1060,2025-05-22 15:40:26,web,87,63.8,3006.25,,68.0,True,no_response,4.4,Land,rent,inquiry,search_sector=Land | search_modality=rent,0.0433651763193309,True,0.9977949283351709,requested_budget_mxn_rent_monthly=2.3 MAD; requested_area_sqm=2.0 MAD; message_length=1.6 MAD
13562,2980,812,2026-03-11 19:24:00,web,428,156.2,11300.56,,,True,no_response,11.6,Industrial,rent,inquiry,search_sector=Industrial | search_modality=rent,0.042928864074966766,True,0.9985256173977147,requested_budget_mxn_rent_monthly=2.0 MAD; requested_area_sqm=1.6 MAD; message_length=1.5 MAD
10497,2319,2982,2026-04-20 08:40:00,web,154,98.8,35600.68,,1.0,True,scheduled_visit,2.9,Office,rent,inquiry,search_sector=Office | search_modality=rent,0.04291493671951263,True,0.9961787184009406,urgency_days=6.9 MAD; requested_budget_mxn_rent_monthly=1.7 MAD; requested_area_sqm=1.6 MAD
18361,4044,1809,2025-10-22 15:01:00,email,356,1550.7,1414892.24,,359.0,True,accepted,11.5,Office,rent,inquiry,search_sector=Office | search_modality=rent,0.0425227488779476,True,0.9958847736625515,requested_budget_mxn_rent_monthly=3.2 MAD; urgency_days=3.0 MAD; requested_area_sqm=1.7 MAD
16724,3691,2847,2026-05-05 15:48:29,phone,72,124.0,25252.0,,354.0,True,rejected,28.0,Office,rent,inquiry,search_sector=Office | search_modality=rent,0.042412975591034296,True,0.9955908289241623,urgency_days=3.0 MAD; requested_budget_mxn_rent_monthly=2.1 MAD; message_length=2.1 MAD
8709,1934,1111,2025-10-25 19:41:31,web,202,18628.1,54647.38,,,True,accepted,,Office,rent,inquiry,search_sector=Office | search_modality=rent,0.04241210363441639,True,0.9952968841857731,requested_area_sqm=4.6 MAD; requested_budget_mxn_rent_monthly=1.1 MAD; message_length=0.0 MAD
12095,2664,1577,2025-07-29 10:28:36,app,185,35.5,9269.11,,,True,accepted,11.7,Retail,rent,inquiry,search_sector=Retail | search_modality=rent,0.04177923717581011,True,0.9955035971223022,requested_budget_mxn_rent_monthly=3.3 MAD; requested_area_sqm=2.3 MAD; message_length=0.2 MAD
11631,2557,1753,2025-06-02 08:32:06,app,80,105.1,,519988.51,232.0,True,accepted,12.5,Land,sale,inquiry,search_sector=Land | search_modality=sale,0.0415530075612508,True,0.9989316239316239,requested_budget_mxn_sale_total=2.4 MAD; urgency_days=2.4 MAD; requested_area_sqm=1.9 MAD
