broker_id,n,rate,spots
256,119,0.17647058823529413,14
222,51,0.17647058823529413,6
34,68,0.17647058823529413,10
29,68,0.17647058823529413,9
20,74,0.17567567567567569,8
65,57,0.17543859649122806,10
277,80,0.175,10
214,40,0.175,5
139,80,0.175,14
276,80,0.175,11
246,46,0.17391304347826086,7
53,92,0.17391304347826086,11
133,121,0.17355371900826447,16
184,98,0.17346938775510204,12
37,98,0.17346938775510204,13
144,75,0.17333333333333334,8
28,104,0.17307692307692307,13
127,58,0.1724137931034483,8
292,58,0.1724137931034483,6
78,64,0.171875,9
259,123,0.17073170731707318,17
164,41,0.17073170731707318,4
130,41,0.17073170731707318,7
106,100,0.17,16
143,59,0.1694915254237288,10
284,59,0.1694915254237288,9
77,83,0.1686746987951807,10
181,83,0.1686746987951807,13
196,83,0.1686746987951807,10
16,89,0.16853932584269662,12
237,95,0.16842105263157894,11
225,102,0.16666666666666666,13
113,96,0.16666666666666666,11
215,36,0.16666666666666666,5
295,115,0.16521739130434782,12
254,91,0.16483516483516483,14
81,110,0.16363636363636364,14
241,86,0.16279069767441862,10
283,86,0.16279069767441862,9
52,142,0.1619718309859155,15
23,87,0.16091954022988506,9
57,106,0.16037735849056603,10
193,50,0.16,6
140,100,0.16,12
50,25,0.16,4
10,125,0.16,15
167,82,0.15853658536585366,10
223,76,0.15789473684210525,9
90,95,0.15789473684210525,11
220,57,0.15789473684210525,7
285,89,0.15730337078651685,13
66,77,0.15584415584415584,7
230,97,0.15463917525773196,12
124,78,0.15384615384615385,11
54,65,0.15384615384615385,10
98,65,0.15384615384615385,10
72,72,0.1527777777777778,8
291,72,0.1527777777777778,9
73,131,0.15267175572519084,16
299,59,0.15254237288135594,7
119,92,0.15217391304347827,12
151,126,0.15079365079365079,15
289,60,0.15,8
154,107,0.14953271028037382,15
243,81,0.14814814814814814,11
88,81,0.14814814814814814,12
31,61,0.14754098360655737,10
14,75,0.14666666666666667,11
176,62,0.14516129032258066,11
103,63,0.14285714285714285,8
152,21,0.14285714285714285,3
5,14,0.14285714285714285,1
298,49,0.14285714285714285,7
134,92,0.14130434782608695,13
293,85,0.1411764705882353,10
35,57,0.14035087719298245,7
252,43,0.13953488372093023,6
170,86,0.13953488372093023,14
136,51,0.13725490196078433,7
24,53,0.1320754716981132,7
137,76,0.13157894736842105,10
216,137,0.13138686131386862,17
102,77,0.12987012987012986,11
192,62,0.12903225806451613,7
120,94,0.1276595744680851,16
30,55,0.12727272727272726,7
209,63,0.12698412698412698,11
147,32,0.125,6
273,82,0.12195121951219512,12
153,74,0.12162162162162163,10
17,66,0.12121212121212122,8
234,101,0.1188118811881188,13
107,70,0.11428571428571428,11
231,37,0.10810810810810811,5
188,56,0.10714285714285714,8
207,56,0.10714285714285714,7
18,38,0.10526315789473684,6
232,86,0.10465116279069768,11
148,117,0.10256410256410256,16
262,71,0.09859154929577464,11
199,24,0.08333333333333333,4
