spot_id,snapshots,transitions,ever_changes,always_available,always_unavailable,available_share,median_competing_inquiries_30d
361,5,2,True,False,False,0.4,6.0
362,13,6,True,False,False,0.6923076923076923,6.0
363,9,4,True,False,False,0.5555555555555556,8.0
364,10,4,True,False,False,0.6,7.0
365,10,4,True,False,False,0.8,7.0
366,8,5,True,False,False,0.5,6.5
367,15,5,True,False,False,0.8,8.0
368,11,4,True,False,False,0.6363636363636364,4.0
369,13,7,True,False,False,0.6153846153846154,2.0
370,17,8,True,False,False,0.6470588235294118,8.0
371,11,4,True,False,False,0.36363636363636365,6.0
372,9,5,True,False,False,0.4444444444444444,7.0
373,5,2,True,False,False,0.2,5.0
374,13,7,True,False,False,0.38461538461538464,8.0
375,9,6,True,False,False,0.5555555555555556,5.0
376,9,7,True,False,False,0.4444444444444444,5.0
377,14,6,True,False,False,0.7142857142857143,8.0
378,20,4,True,False,False,0.85,8.0
379,16,4,True,False,False,0.8125,4.0
380,16,6,True,False,False,0.75,8.0
381,12,7,True,False,False,0.5,10.0
382,1,0,False,False,True,0.0,4.0
383,10,3,True,False,False,0.8,4.0
384,7,2,True,False,False,0.8571428571428571,5.0
385,6,0,False,True,False,1.0,5.0
386,10,5,True,False,False,0.5,5.0
387,17,8,True,False,False,0.5294117647058824,4.0
388,14,2,True,False,False,0.8571428571428571,4.0
389,6,4,True,False,False,0.6666666666666666,4.0
390,12,5,True,False,False,0.6666666666666666,7.0
391,8,1,True,False,False,0.875,5.0
392,10,6,True,False,False,0.7,4.0
393,7,3,True,False,False,0.42857142857142855,4.0
394,13,2,True,False,False,0.8461538461538461,3.0
395,10,5,True,False,False,0.5,3.5
396,2,1,True,False,False,0.5,4.0
397,9,3,True,False,False,0.5555555555555556,5.0
398,9,2,True,False,False,0.8888888888888888,6.0
399,11,3,True,False,False,0.7272727272727273,6.0
400,15,10,True,False,False,0.5333333333333333,5.0
401,10,4,True,False,False,0.5,7.0
402,14,6,True,False,False,0.7857142857142857,3.0
403,17,8,True,False,False,0.7058823529411765,7.0
404,4,0,False,True,False,1.0,2.0
405,4,2,True,False,False,0.5,3.0
406,6,1,True,False,False,0.8333333333333334,7.0
407,14,8,True,False,False,0.42857142857142855,5.5
408,15,6,True,False,False,0.8,4.0
409,12,5,True,False,False,0.6666666666666666,7.0
410,9,1,True,False,False,0.8888888888888888,5.0
411,8,7,True,False,False,0.5,5.5
412,5,3,True,False,False,0.4,7.0
413,9,3,True,False,False,0.7777777777777778,10.0
414,11,4,True,False,False,0.8181818181818182,8.0
415,1,0,False,True,False,1.0,3.0
416,13,3,True,False,False,0.15384615384615385,6.0
417,6,2,True,False,False,0.8333333333333334,7.5
418,13,6,True,False,False,0.6923076923076923,5.0
419,8,6,True,False,False,0.5,8.0
420,6,0,False,True,False,1.0,5.5
421,1,0,False,True,False,1.0,3.0
422,18,7,True,False,False,0.5,5.0
423,7,0,False,True,False,1.0,3.0
424,1,0,False,True,False,1.0,7.0
425,11,5,True,False,False,0.5454545454545454,5.0
426,17,6,True,False,False,0.7647058823529411,6.0
427,3,1,True,False,False,0.3333333333333333,5.0
428,10,5,True,False,False,0.4,7.0
429,16,7,True,False,False,0.625,4.0
430,15,9,True,False,False,0.6,7.0
431,12,3,True,False,False,0.25,6.5
432,4,1,True,False,False,0.75,6.0
433,11,3,True,False,False,0.2727272727272727,8.0
434,2,1,True,False,False,0.5,2.0
435,20,8,True,False,False,0.3,5.0
436,8,1,True,False,False,0.625,4.0
437,8,6,True,False,False,0.625,8.5
438,11,4,True,False,False,0.6363636363636364,6.0
439,13,5,True,False,False,0.7692307692307693,3.0
440,11,5,True,False,False,0.7272727272727273,6.0
441,10,6,True,False,False,0.5,8.0
442,8,4,True,False,False,0.75,4.0
443,14,5,True,False,False,0.7857142857142857,6.0
444,5,3,True,False,False,0.6,8.0
445,14,5,True,False,False,0.7142857142857143,5.0
446,12,3,True,False,False,0.8333333333333334,4.5
447,15,5,True,False,False,0.2,6.0
448,15,7,True,False,False,0.3333333333333333,6.0
449,10,4,True,False,False,0.8,3.5
450,18,6,True,False,False,0.7222222222222222,5.5
451,15,6,True,False,False,0.6,5.0
452,13,8,True,False,False,0.3076923076923077,7.0
453,8,4,True,False,False,0.625,5.5
454,2,1,True,False,False,0.5,4.5
455,17,9,True,False,False,0.29411764705882354,8.0
456,7,3,True,False,False,0.7142857142857143,3.0
457,9,6,True,False,False,0.4444444444444444,7.0
458,6,3,True,False,False,0.3333333333333333,7.0
459,8,2,True,False,False,0.75,5.0
460,15,4,True,False,False,0.8,9.0
461,16,4,True,False,False,0.875,5.0
462,4,1,True,False,False,0.25,3.0
463,2,1,True,False,False,0.5,3.5
464,13,5,True,False,False,0.7692307692307693,3.0
465,15,6,True,False,False,0.7333333333333333,6.0
466,3,1,True,False,False,0.3333333333333333,6.0
467,7,3,True,False,False,0.5714285714285714,3.0
468,7,2,True,False,False,0.42857142857142855,8.0
469,5,4,True,False,False,0.4,7.0
470,8,2,True,False,False,0.25,5.0
471,13,5,True,False,False,0.6923076923076923,5.0
472,11,3,True,False,False,0.7272727272727273,8.0
473,11,3,True,False,False,0.7272727272727273,7.0
474,3,2,True,False,False,0.6666666666666666,3.0
475,14,7,True,False,False,0.2857142857142857,4.0
476,4,2,True,False,False,0.5,7.5
477,9,1,True,False,False,0.1111111111111111,9.0
478,16,7,True,False,False,0.5625,5.5
479,6,2,True,False,False,0.3333333333333333,4.5
480,7,2,True,False,False,0.8571428571428571,8.0
481,13,4,True,False,False,0.6923076923076923,4.0
482,10,7,True,False,False,0.5,6.0
483,4,2,True,False,False,0.75,4.0
484,20,6,True,False,False,0.7,7.0
485,1,0,False,True,False,1.0,5.0
486,7,4,True,False,False,0.7142857142857143,4.0
487,6,5,True,False,False,0.5,5.0
488,5,1,True,False,False,0.4,5.0
489,13,6,True,False,False,0.5384615384615384,5.0
490,11,4,True,False,False,0.7272727272727273,4.0
491,5,3,True,False,False,0.4,5.0
492,2,1,True,False,False,0.5,4.5
493,10,3,True,False,False,0.2,7.5
494,14,6,True,False,False,0.7142857142857143,4.0
495,14,6,True,False,False,0.7142857142857143,7.0
496,5,4,True,False,False,0.4,4.0
497,11,5,True,False,False,0.2727272727272727,8.0
498,9,6,True,False,False,0.6666666666666666,4.0
499,3,1,True,False,False,0.6666666666666666,7.0
500,7,2,True,False,False,0.8571428571428571,4.0
501,10,4,True,False,False,0.6,10.5
502,4,2,True,False,False,0.25,4.0
503,18,6,True,False,False,0.7777777777777778,5.0
504,10,3,True,False,False,0.6,7.0
505,11,6,True,False,False,0.6363636363636364,4.0
506,18,7,True,False,False,0.7222222222222222,4.0
507,8,5,True,False,False,0.625,5.0
508,18,7,True,False,False,0.5,4.0
509,4,3,True,False,False,0.5,3.5
510,8,4,True,False,False,0.75,3.5
511,11,6,True,False,False,0.5454545454545454,12.0
512,16,7,True,False,False,0.6875,4.0
513,11,3,True,False,False,0.5454545454545454,7.0
514,8,3,True,False,False,0.375,3.5
515,18,12,True,False,False,0.3888888888888889,7.0
516,13,2,True,False,False,0.8461538461538461,4.0
517,4,3,True,False,False,0.5,5.0
518,2,1,True,False,False,0.5,5.0
519,10,2,True,False,False,0.1,8.0
520,17,11,True,False,False,0.47058823529411764,4.0
521,15,8,True,False,False,0.7333333333333333,5.0
522,1,0,False,True,False,1.0,3.0
523,17,8,True,False,False,0.47058823529411764,4.0
524,12,4,True,False,False,0.75,5.0
525,13,5,True,False,False,0.7692307692307693,3.0
526,17,6,True,False,False,0.6470588235294118,3.0
527,17,6,True,False,False,0.6470588235294118,6.0
528,17,7,True,False,False,0.5882352941176471,3.0
529,5,3,True,False,False,0.4,5.0
530,11,7,True,False,False,0.6363636363636364,9.0
531,16,9,True,False,False,0.5625,4.0
532,13,10,True,False,False,0.46153846153846156,4.0
533,15,10,True,False,False,0.4666666666666667,8.0
534,11,4,True,False,False,0.6363636363636364,6.0
535,2,1,True,False,False,0.5,7.0
536,7,4,True,False,False,0.42857142857142855,7.0
537,4,1,True,False,False,0.75,6.0
538,8,2,True,False,False,0.625,5.0
539,12,7,True,False,False,0.5,5.0
540,15,5,True,False,False,0.4,6.0
541,1,0,False,False,True,0.0,3.0
542,12,4,True,False,False,0.8333333333333334,5.0
543,13,7,True,False,False,0.6923076923076923,6.0
544,19,8,True,False,False,0.6842105263157895,3.0
545,15,6,True,False,False,0.6666666666666666,5.0
546,4,0,False,False,True,0.0,7.5
547,9,4,True,False,False,0.7777777777777778,6.0
548,10,5,True,False,False,0.6,5.0
549,4,0,False,True,False,1.0,4.5
550,12,4,True,False,False,0.5,6.0
551,10,5,True,False,False,0.6,3.5
552,15,4,True,False,False,0.8666666666666667,5.0
553,7,3,True,False,False,0.7142857142857143,5.0
554,13,1,True,False,False,0.9230769230769231,6.0
555,10,5,True,False,False,0.7,4.5
556,16,6,True,False,False,0.625,3.5
557,3,0,False,False,True,0.0,4.0
558,7,3,True,False,False,0.5714285714285714,4.0
559,3,1,True,False,False,0.6666666666666666,2.0
560,9,1,True,False,False,0.8888888888888888,3.0
561,1,0,False,True,False,1.0,7.0
562,6,2,True,False,False,0.8333333333333334,4.5
563,5,2,True,False,False,0.2,9.0
564,18,6,True,False,False,0.7222222222222222,6.0
565,13,1,True,False,False,0.07692307692307693,5.0
566,9,5,True,False,False,0.5555555555555556,6.0
567,8,3,True,False,False,0.75,4.0
568,17,6,True,False,False,0.5882352941176471,7.0
569,14,5,True,False,False,0.7857142857142857,7.0
570,12,2,True,False,False,0.9166666666666666,5.0
571,7,4,True,False,False,0.7142857142857143,6.0
572,7,4,True,False,False,0.42857142857142855,5.0
573,11,5,True,False,False,0.5454545454545454,5.0
574,21,11,True,False,False,0.6666666666666666,6.0
575,12,2,True,False,False,0.9166666666666666,5.0
576,12,4,True,False,False,0.5833333333333334,4.0
577,3,0,False,True,False,1.0,3.0
578,9,3,True,False,False,0.7777777777777778,5.0
579,17,6,True,False,False,0.7058823529411765,7.0
580,7,3,True,False,False,0.7142857142857143,3.0
581,6,4,True,False,False,0.3333333333333333,6.5
582,15,8,True,False,False,0.4666666666666667,5.0
583,13,7,True,False,False,0.5384615384615384,6.0
584,5,3,True,False,False,0.6,9.0
585,9,4,True,False,False,0.2222222222222222,4.0
586,2,0,False,False,True,0.0,6.0
587,11,3,True,False,False,0.5454545454545454,3.0
588,7,3,True,False,False,0.5714285714285714,5.0
589,10,5,True,False,False,0.4,5.0
590,8,3,True,False,False,0.25,4.0
591,10,2,True,False,False,0.1,4.0
592,12,6,True,False,False,0.6666666666666666,4.0
593,6,2,True,False,False,0.8333333333333334,4.0
594,11,2,True,False,False,0.6363636363636364,6.0
595,15,5,True,False,False,0.7333333333333333,4.0
596,7,2,True,False,False,0.5714285714285714,3.0
597,5,2,True,False,False,0.4,8.0
598,13,4,True,False,False,0.6923076923076923,3.0
599,10,5,True,False,False,0.7,10.0
600,11,9,True,False,False,0.5454545454545454,8.0
601,1,0,False,True,False,1.0,7.0
602,16,4,True,False,False,0.125,4.0
603,9,5,True,False,False,0.6666666666666666,4.0
604,1,0,False,False,True,0.0,7.0
605,10,3,True,False,False,0.6,6.0
606,8,4,True,False,False,0.75,7.0
607,11,3,True,False,False,0.36363636363636365,11.0
608,14,2,True,False,False,0.07142857142857142,5.0
609,16,5,True,False,False,0.8125,3.5
