cohort,feature,metric_type,psi,js_divergence,standardized_difference,absolute_difference,reference_value,cohort_value,interpretation
2026Q1,industry_missing,missingness,,,,-0.009799887433725427,0.036645525017618044,0.026845637583892617,MISSINGNESS_COVERAGE
2026Q1,corridor_missing,missingness,,,,-0.01218364383652349,0.07258632840028188,0.06040268456375839,MISSINGNESS_COVERAGE
2026Q1,urgency_missing,missingness,,,,0.02516896765374993,0.29809725158562367,0.3232662192393736,MISSINGNESS_COVERAGE
2026Q1,rent_missing,missingness,,,,-0.015972113833827573,0.3023255813953488,0.28635346756152125,MISSINGNESS_COVERAGE
2026Q1,sale_missing,missingness,,,,0.022981492780150492,0.48484848484848486,0.5078299776286354,MISSINGNESS_COVERAGE
2026Q1,target,prevalence,,,,0.01756601444442868,0.19943622269203665,0.21700223713646533,TARGET_PREVALENCE
2026Q1,asked,prevalence,,,,-0.029281420416116866,0.25299506694855534,0.22371364653243847,EXPOSURE_INTENT_MIX
2026APR,target_area,numeric,0.024540620004553294,,-0.17555972678107415,,687.8653276955599,514.3257839721254,POPULATION
2026APR,req_area,numeric,0.04988825001595172,,-0.15750837229723122,,1354.7331923890074,965.8,POPULATION
2026APR,rent_budget,numeric,0.015482344912307308,,-0.011384863780846908,,125104.47126262638,123236.42912820513,POPULATION
2026APR,sale_budget,numeric,0.04436411780422091,,-0.12218400860057917,,22130699.745184697,18696260.619097218,POPULATION
2026APR,message,numeric,0.04641629000933119,,-0.08838250691797658,,222.13742071881606,212.16724738675958,POPULATION
2026APR,urgency,numeric,0.06118259227365401,,-0.1507142850711537,,118.24497991967871,102.85051546391753,POPULATION
2026APR,first_lag,numeric,0.1912346340805059,,0.2970272850106694,,10.748089641570745,30.426481562137052,CLOCK_PROGRESS
2026APR,iq_exposure,numeric,0.25360511270559444,,-0.46665574819333466,,4.971106412966878,3.9198606271777003,CLOCK_PROGRESS
2026APR,cand_count,numeric,3.0739450149940852,,1.4407851088183323,,21.968287526427062,51.19163763066202,COVERAGE_EXPOSURE
2026APR,av_cov,numeric,12.520005958205651,,2.271651321919892,,0.5403072319053582,1,COVERAGE_EXPOSURE
2026APR,snap_age,numeric,4.207103455833204,,-0.7444379735793647,,23.979850746268657,17.33101045296167,COVERAGE_EXPOSURE
2026APR,sector,categorical,,0.00021124709943539754,,,,,POPULATION_MIX
2026APR,modality,categorical,,0.0008150859095731695,,,,,POPULATION_MIX
2026APR,user_type,categorical,,0.00254743360920758,,,,,POPULATION_MIX
2026APR,source,categorical,,0.0011718177604854918,,,,,POPULATION_MIX
2026APR,channel,categorical,,0.0011514135485977146,,,,,POPULATION_MIX
2026APR,company_missing,missingness,,,,-0.008849535792247079,0.04369274136715997,0.03484320557491289,MISSINGNESS_COVERAGE
2026APR,industry_missing,missingness,,,,-0.00877096055768773,0.036645525017618044,0.027874564459930314,MISSINGNESS_COVERAGE
2026APR,corridor_missing,missingness,,,,0.02149032665198293,0.07258632840028188,0.09407665505226481,MISSINGNESS_COVERAGE
2026APR,urgency_missing,missingness,,,,0.02594456026106623,0.29809725158562367,0.3240418118466899,MISSINGNESS_COVERAGE
2026APR,rent_missing,missingness,,,,0.018231909893849763,0.3023255813953488,0.3205574912891986,MISSINGNESS_COVERAGE
2026APR,sale_missing,missingness,,,,0.013409354872769508,0.48484848484848486,0.49825783972125437,MISSINGNESS_COVERAGE
2026APR,target,prevalence,,,,0.002654369642458132,0.19943622269203665,0.20209059233449478,TARGET_PREVALENCE
2026APR,asked,prevalence,,,,-0.033482871826604116,0.25299506694855534,0.21951219512195122,EXPOSURE_INTENT_MIX
