prediction_key,lead_id,stage,score_time,n_candidates,n_corridor,n_municipality,n_state,n_observed_override
L915:T2:I4108,915,T2,2026-06-23T14:33:14.000Z,18,18,0,0,0
L915:T2:I4109,915,T2,2026-06-24T07:05:29.000Z,20,19,0,0,1
L915:T2:I4114,915,T2,2026-07-01T08:13:44.000Z,19,19,0,0,0
L915:T2:I4110,915,T2,2026-07-02T07:48:08.000Z,20,19,0,0,1
L915:T2:I4113,915,T2,2026-07-03T08:25:10.000Z,20,19,0,0,1
L915:T2:I4112,915,T2,2026-07-03T10:52:21.000Z,20,19,0,0,1
L916:T0,916,T0,2025-06-24T00:00:00.000Z,19,19,0,0,0
L916:T1:I4116,916,T1,2025-06-27T11:29:20.000Z,19,19,0,0,0
L916:T2:I4115,916,T2,2025-07-05T10:26:35.000Z,20,19,0,0,1
L917:T0,917,T0,2025-04-04T00:00:00.000Z,31,20,0,11,0
L917:T1:I4118,917,T1,2025-04-05T07:55:28.000Z,32,20,0,11,1
L917:T2:I4117,917,T2,2025-04-12T16:10:18.000Z,33,21,0,11,1
L918:T0,918,T0,2025-11-19T00:00:00.000Z,44,26,0,18,0
L918:T1:I4119,918,T1,2025-11-19T10:01:37.000Z,45,26,0,18,1
L918:T2:I4121,918,T2,2025-11-19T17:45:28.000Z,45,26,0,18,1
L918:T2:I4122,918,T2,2025-11-23T17:27:22.000Z,46,27,0,18,1
L918:T2:I4120,918,T2,2025-11-26T09:31:59.000Z,47,27,0,19,1
L918:T2:I4124,918,T2,2025-12-02T11:45:59.000Z,47,27,0,19,1
L918:T2:I4125,918,T2,2026-04-16T14:28:00.000Z,68,34,0,33,1
L918:T2:I4123,918,T2,2026-05-18T12:21:00.000Z,74,38,0,35,1
L919:T0,919,T0,2026-05-05T00:00:00.000Z,39,39,0,0,0
L919:T1:I4133,919,T1,2026-05-05T14:00:03.000Z,40,39,0,0,1
L919:T2:I4129,919,T2,2026-05-13T09:03:17.000Z,40,39,0,0,1
L919:T2:I4128,919,T2,2026-05-13T17:43:27.000Z,40,39,0,0,1
L919:T2:I4132,919,T2,2026-05-14T16:15:31.000Z,40,39,0,0,1
L919:T2:I4126,919,T2,2026-05-18T09:57:22.000Z,40,39,0,0,1
L919:T2:I4127,919,T2,2026-05-18T10:28:17.000Z,40,39,0,0,1
L919:T2:I4130,919,T2,2026-05-21T11:40:00.000Z,40,39,0,0,1
L919:T2:I4131,919,T2,2026-06-12T14:12:00.000Z,42,41,0,0,1
L920:T0,920,T0,2025-09-22T00:00:00.000Z,14,14,0,0,0
L920:T1:I4135,920,T1,2025-09-25T20:15:51.000Z,15,14,0,0,1
L920:T2:I4134,920,T2,2025-10-02T09:19:12.000Z,15,14,0,0,1
L920:T2:I4138,920,T2,2025-10-04T07:22:37.000Z,15,14,0,0,1
L920:T2:I4136,920,T2,2025-11-27T16:15:00.000Z,17,16,0,0,1
L920:T2:I4137,920,T2,2026-01-19T13:22:00.000Z,17,16,0,0,1
L920:T2:I4139,920,T2,2026-06-07T09:25:00.000Z,19,19,0,0,0
L921:T0,921,T0,2026-02-10T00:00:00.000Z,45,22,0,23,0
L921:T1:I4143,921,T1,2026-02-12T20:08:45.000Z,46,22,0,23,1
L921:T2:I4141,921,T2,2026-02-14T08:59:06.000Z,46,22,0,23,1
L921:T2:I4140,921,T2,2026-02-23T14:46:28.000Z,47,23,0,23,1
L921:T2:I4142,921,T2,2026-02-23T16:13:56.000Z,47,23,0,23,1
L921:T2:I4144,921,T2,2026-05-04T16:37:00.000Z,57,27,0,29,1
L922:T0,922,T0,2026-06-06T00:00:00.000Z,98,36,0,62,0
L922:T1:I4147,922,T1,2026-06-08T07:26:47.000Z,99,36,0,62,1
L922:T2:I4145,922,T2,2026-06-09T11:35:36.000Z,99,36,0,62,1
L922:T2:I4148,922,T2,2026-06-11T17:04:25.000Z,99,36,0,62,1
L922:T2:I4146,922,T2,2026-06-12T16:40:22.000Z,99,36,0,62,1
L922:T2:I4149,922,T2,2026-06-15T17:50:13.000Z,100,36,0,63,1
L922:T2:I4150,922,T2,2026-06-16T08:07:24.000Z,100,36,0,63,1
L923:T0,923,T0,2025-06-07T00:00:00.000Z,17,17,0,0,0
L923:T1:I4151,923,T1,2025-07-03T14:19:00.000Z,19,18,0,0,1
L924:T0,924,T0,2025-01-20T00:00:00.000Z,5,5,0,0,0
L924:T1:I4152,924,T1,2025-02-01T20:07:52.000Z,6,5,0,0,1
L924:T2:I4157,924,T2,2025-03-05T09:53:00.000Z,6,5,0,0,1
L924:T2:I4156,924,T2,2025-03-17T16:36:00.000Z,6,5,0,0,1
L924:T2:I4153,924,T2,2025-06-03T10:25:00.000Z,11,10,0,0,1
L924:T2:I4155,924,T2,2026-01-07T07:09:00.000Z,23,22,0,0,1
L924:T2:I4158,924,T2,2026-01-16T07:17:00.000Z,23,23,0,0,0
L924:T2:I4154,924,T2,2026-01-18T09:22:00.000Z,24,23,0,0,1
L925:T0,925,T0,2026-06-01T00:00:00.000Z,22,22,0,0,0
L925:T1:I4160,925,T1,2026-06-05T08:36:45.000Z,24,23,0,0,1
L925:T2:I4159,925,T2,2026-06-10T17:10:52.000Z,24,23,0,0,1
L926:T0,926,T0,2026-01-08T00:00:00.000Z,42,24,0,18,0
L926:T1:I4166,926,T1,2026-01-13T13:16:34.000Z,44,24,0,19,1
L926:T2:I4164,926,T2,2026-01-14T12:44:11.000Z,44,24,0,19,1
L926:T2:I4162,926,T2,2026-01-14T17:38:28.000Z,44,24,0,19,1
L926:T2:I4163,926,T2,2026-01-15T11:46:05.000Z,44,24,0,19,1
L926:T2:I4161,926,T2,2026-01-15T18:40:12.000Z,44,24,0,19,1
L926:T2:I4167,926,T2,2026-02-28T18:32:00.000Z,47,26,0,20,1
L926:T2:I4168,926,T2,2026-04-06T10:43:00.000Z,52,27,0,24,1
L926:T2:I4165,926,T2,2026-05-08T11:42:00.000Z,54,28,0,25,1
L927:T0,927,T0,2025-08-21T00:00:00.000Z,16,16,0,0,0
L927:T1:I4169,927,T1,2025-08-21T11:22:12.000Z,17,16,0,0,1
L927:T2:I4172,927,T2,2025-08-26T19:10:56.000Z,17,16,0,0,1
L927:T2:I4174,927,T2,2025-08-27T08:06:12.000Z,16,16,0,0,0
L927:T2:I4171,927,T2,2025-08-31T12:32:37.000Z,17,16,0,0,1
L927:T2:I4173,927,T2,2025-10-27T19:36:00.000Z,21,20,0,0,1
L927:T2:I4170,927,T2,2026-05-22T07:33:00.000Z,29,28,0,0,1
L927:T2:I4175,927,T2,2026-06-07T17:33:00.000Z,30,29,0,0,1
L928:T0,928,T0,2026-03-31T00:00:00.000Z,52,24,28,0,0
L928:T1:I4181,928,T1,2026-04-05T13:37:46.000Z,53,25,28,0,0
L928:T2:I4182,928,T2,2026-04-06T17:13:18.000Z,54,25,28,0,1
L928:T2:I4176,928,T2,2026-04-08T11:43:22.000Z,54,25,28,0,1
L928:T2:I4177,928,T2,2026-04-09T08:13:55.000Z,54,25,28,0,1
L928:T2:I4178,928,T2,2026-04-09T14:47:19.000Z,54,25,28,0,1
L928:T2:I4179,928,T2,2026-04-12T10:55:34.000Z,54,25,28,0,1
L928:T2:I4180,928,T2,2026-04-20T09:39:00.000Z,55,25,29,0,1
L929:T0,929,T0,2025-09-15T00:00:00.000Z,45,23,0,22,0
L929:T1:I4183,929,T1,2025-09-22T20:46:45.000Z,46,23,0,22,1
L930:T0,930,T0,2026-05-13T00:00:00.000Z,36,0,36,0,0
L930:T1:I4185,930,T1,2026-05-14T16:11:12.000Z,37,0,36,0,1
L930:T2:I4184,930,T2,2026-05-16T19:57:43.000Z,37,0,36,0,1
L930:T2:I4187,930,T2,2026-05-22T18:51:50.000Z,37,0,36,0,1
L930:T2:I4188,930,T2,2026-05-25T10:10:27.000Z,37,0,37,0,0
L930:T2:I4186,930,T2,2026-06-22T18:22:00.000Z,39,0,38,0,1
L931:T0,931,T0,2025-09-21T00:00:00.000Z,28,16,0,12,0
L931:T1:I4190,931,T1,2025-09-21T12:13:24.000Z,28,16,0,12,0
L931:T2:I4191,931,T2,2025-09-23T14:28:29.000Z,29,16,0,12,1
L931:T2:I4192,931,T2,2025-10-01T18:44:24.000Z,29,16,0,12,1
L931:T2:I4189,931,T2,2025-10-21T16:08:00.000Z,31,16,0,14,1
L932:T0,932,T0,2025-06-01T00:00:00.000Z,51,0,24,27,0
L932:T1:I4199,932,T1,2025-06-02T14:47:02.000Z,52,0,24,27,1
L932:T2:I4196,932,T2,2025-06-17T15:35:00.000Z,53,0,24,28,1
L932:T2:I4195,932,T2,2025-06-19T17:30:00.000Z,53,0,24,28,1
L932:T2:I4194,932,T2,2025-09-02T16:30:00.000Z,63,0,29,33,1
L932:T2:I4198,932,T2,2026-02-18T07:52:00.000Z,89,0,43,45,1
L932:T2:I4197,932,T2,2026-03-27T17:13:00.000Z,94,0,46,48,0
L932:T2:I4193,932,T2,2026-06-07T14:16:00.000Z,106,0,54,51,1
L933:T0,933,T0,2025-04-17T00:00:00.000Z,10,10,0,0,0
L933:T1:I4204,933,T1,2025-04-20T20:41:55.000Z,12,11,0,0,1
L933:T2:I4203,933,T2,2025-04-26T12:46:03.000Z,12,11,0,0,1
L933:T2:I4201,933,T2,2025-06-30T07:05:00.000Z,15,14,0,0,1
L933:T2:I4200,933,T2,2025-08-10T14:19:00.000Z,17,17,0,0,0
L933:T2:I4202,933,T2,2026-01-02T19:36:00.000Z,23,23,0,0,0
L934:T0,934,T0,2025-05-16T00:00:00.000Z,12,12,0,0,0
L934:T1:I4207,934,T1,2025-05-22T07:45:35.000Z,13,12,0,0,1
L934:T2:I4208,934,T2,2025-05-23T20:40:20.000Z,14,13,0,0,1
L934:T2:I4212,934,T2,2025-05-27T08:45:37.000Z,15,14,0,0,1
L934:T2:I4206,934,T2,2025-06-19T09:33:00.000Z,16,15,0,0,1
L934:T2:I4211,934,T2,2026-05-13T20:56:00.000Z,32,31,0,0,1
L934:T2:I4210,934,T2,2026-06-10T18:37:00.000Z,33,32,0,0,1
L934:T2:I4205,934,T2,2026-06-13T07:50:00.000Z,33,32,0,0,1
L934:T2:I4209,934,T2,2026-06-27T19:13:00.000Z,33,32,0,0,1
L935:T0,935,T0,2025-12-15T00:00:00.000Z,29,0,29,0,0
L935:T1:I4217,935,T1,2025-12-21T10:19:07.000Z,30,0,29,0,1
L935:T2:I4215,935,T2,2025-12-21T11:23:08.000Z,30,0,29,0,1
L935:T2:I4216,935,T2,2025-12-24T10:02:08.000Z,30,0,29,0,1
L935:T2:I4213,935,T2,2025-12-26T08:17:36.000Z,29,0,29,0,0
L935:T2:I4214,935,T2,2025-12-28T12:03:57.000Z,30,0,29,0,1
L936:T0,936,T0,2025-03-24T00:00:00.000Z,7,7,0,0,0
L936:T1:I4218,936,T1,2026-01-18T12:18:00.000Z,22,21,0,0,1
L937:T0,937,T0,2025-10-13T00:00:00.000Z,31,11,0,20,0
L937:T1:I4223,937,T1,2025-10-20T07:18:13.000Z,32,12,0,20,0
L937:T2:I4224,937,T2,2025-10-24T18:31:07.000Z,33,12,0,20,1
L937:T2:I4225,937,T2,2025-10-25T10:08:10.000Z,33,12,0,20,1
L937:T2:I4226,937,T2,2025-10-25T16:37:45.000Z,33,12,0,20,1
L937:T2:I4221,937,T2,2025-10-26T07:21:25.000Z,32,12,0,20,0
L937:T2:I4222,937,T2,2025-10-26T15:00:53.000Z,33,12,0,20,1
L937:T2:I4220,937,T2,2025-12-09T12:38:00.000Z,33,12,0,20,1
L937:T2:I4219,937,T2,2026-03-10T15:19:00.000Z,37,13,0,23,1
L938:T0,938,T0,2025-02-27T00:00:00.000Z,26,8,0,18,0
L938:T1:I4231,938,T1,2025-02-28T09:42:12.000Z,27,8,0,18,1
L938:T2:I4227,938,T2,2025-03-04T15:55:45.000Z,30,9,0,20,1
L938:T2:I4229,938,T2,2025-03-11T14:35:55.000Z,30,9,0,20,1
L938:T2:I4230,938,T2,2025-12-09T10:37:00.000Z,62,27,0,34,1
L938:T2:I4228,938,T2,2026-03-28T15:37:00.000Z,75,33,0,41,1
L939:T0,939,T0,2026-06-22T00:00:00.000Z,57,26,31,0,0
L939:T1:I4232,939,T1,2026-06-24T07:22:19.000Z,57,26,31,0,0
L939:T2:I4234,939,T2,2026-06-26T14:18:43.000Z,58,26,31,0,1
L939:T2:I4233,939,T2,2026-07-03T07:51:15.000Z,58,26,31,0,1
L940:T0,940,T0,2025-03-07T00:00:00.000Z,41,11,0,30,0
L940:T1:I4235,940,T1,2026-05-26T13:04:00.000Z,112,34,0,77,1
L941:T0,941,T0,2026-02-27T00:00:00.000Z,35,35,0,0,0
L941:T1:I4237,941,T1,2026-03-03T08:24:27.000Z,37,36,0,0,1
L941:T2:I4236,941,T2,2026-03-04T20:17:40.000Z,37,36,0,0,1
L942:T0,942,T0,2025-08-02T00:00:00.000Z,26,11,0,15,0
L942:T1:I4238,942,T1,2025-08-02T17:07:43.000Z,27,11,0,15,1
L942:T2:I4240,942,T2,2025-08-10T20:30:42.000Z,27,11,0,15,1
L942:T2:I4242,942,T2,2025-08-10T20:53:27.000Z,26,11,0,15,0
L942:T2:I4241,942,T2,2025-08-11T10:30:58.000Z,26,11,0,15,0
L942:T2:I4243,942,T2,2025-08-26T15:12:00.000Z,28,12,0,15,1
L942:T2:I4239,942,T2,2026-03-18T16:33:00.000Z,44,23,0,20,1
L943:T0,943,T0,2025-08-28T00:00:00.000Z,59,0,30,29,0
L943:T1:I4245,943,T1,2025-09-05T16:17:07.000Z,61,0,31,29,1
L943:T2:I4246,943,T2,2025-09-08T07:13:01.000Z,60,0,31,29,0
L943:T2:I4244,943,T2,2026-01-17T08:09:00.000Z,77,0,40,36,1
L944:T0,944,T0,2025-02-19T00:00:00.000Z,23,15,0,8,0
L944:T1:I4252,944,T1,2025-02-19T08:59:12.000Z,24,15,0,8,1
L944:T2:I4253,944,T2,2025-02-28T12:20:49.000Z,24,15,0,8,1
L944:T2:I4251,944,T2,2025-03-02T18:15:16.000Z,24,15,0,8,1
L944:T2:I4250,944,T2,2025-04-18T12:17:00.000Z,28,16,0,11,1
L944:T2:I4249,944,T2,2025-09-28T17:48:00.000Z,40,23,0,16,1
L944:T2:I4248,944,T2,2026-02-26T09:24:00.000Z,46,24,0,21,1
L944:T2:I4247,944,T2,2026-04-28T08:23:00.000Z,50,26,0,24,0
L944:T2:I4254,944,T2,2026-06-18T16:35:00.000Z,54,27,0,26,1
L945:T0,945,T0,2026-05-01T00:00:00.000Z,89,49,40,0,0
L945:T1:I4257,945,T1,2026-05-03T11:46:32.000Z,89,49,40,0,0
L945:T2:I4259,945,T2,2026-05-09T15:14:15.000Z,89,49,40,0,0
L945:T2:I4258,945,T2,2026-05-10T07:46:51.000Z,90,49,40,0,1
L945:T2:I4260,945,T2,2026-05-10T10:45:50.000Z,90,49,40,0,1
L945:T2:I4255,945,T2,2026-05-11T11:55:21.000Z,89,49,40,0,0
L945:T2:I4256,945,T2,2026-05-12T07:10:00.000Z,91,49,41,0,1
L946:T0,946,T0,2026-06-12T00:00:00.000Z,85,29,0,56,0
L946:T1:I4265,946,T1,2026-06-13T16:15:19.000Z,86,29,0,56,1
L946:T2:I4261,946,T2,2026-06-17T09:09:44.000Z,87,29,0,57,1
L946:T2:I4264,946,T2,2026-06-20T08:56:40.000Z,87,29,0,57,1
L946:T2:I4266,946,T2,2026-06-22T12:50:38.000Z,87,29,0,57,1
L946:T2:I4262,946,T2,2026-06-22T17:46:35.000Z,87,29,0,57,1
L946:T2:I4267,946,T2,2026-06-24T07:31:33.000Z,88,30,0,57,1
L946:T2:I4263,946,T2,2026-06-24T15:37:51.000Z,88,30,0,57,1
L947:T0,947,T0,2026-05-20T00:00:00.000Z,26,26,0,0,0
L947:T1:I4268,947,T1,2026-05-25T16:22:58.000Z,27,26,0,0,1
L948:T0,948,T0,2026-05-26T00:00:00.000Z,55,31,0,24,0
L948:T1:I4270,948,T1,2026-05-30T20:35:36.000Z,56,31,0,24,1
L948:T2:I4272,948,T2,2026-05-31T14:30:38.000Z,56,31,0,24,1
L948:T2:I4271,948,T2,2026-06-03T07:34:01.000Z,56,31,0,24,1
L948:T2:I4269,948,T2,2026-06-03T16:52:36.000Z,56,31,0,24,1
L949:T0,949,T0,2025-11-09T00:00:00.000Z,17,17,0,0,0
L949:T1:I4276,949,T1,2025-11-10T11:11:57.000Z,18,17,0,0,1
L949:T2:I4275,949,T2,2026-03-09T07:03:00.000Z,28,27,0,0,1
L949:T2:I4273,949,T2,2026-04-07T15:01:00.000Z,29,28,0,0,1
L949:T2:I4277,949,T2,2026-05-19T11:33:00.000Z,34,33,0,0,1
L949:T2:I4274,949,T2,2026-06-05T15:01:00.000Z,36,35,0,0,1
L950:T0,950,T0,2026-06-22T00:00:00.000Z,55,26,29,0,0
L950:T1:I4282,950,T1,2026-06-23T07:08:10.000Z,56,26,29,0,1
L950:T2:I4281,950,T2,2026-06-26T10:32:50.000Z,56,26,29,0,1
L950:T2:I4280,950,T2,2026-06-29T19:11:55.000Z,56,26,29,0,1
L950:T2:I4278,950,T2,2026-06-30T14:55:05.000Z,56,26,29,0,1
L950:T2:I4279,950,T2,2026-07-01T13:39:30.000Z,56,26,29,0,1
L951:T0,951,T0,2026-06-09T00:00:00.000Z,42,42,0,0,0
L951:T1:I4284,951,T1,2026-06-14T08:15:34.000Z,43,42,0,0,1
L951:T2:I4283,951,T2,2026-06-22T20:17:35.000Z,43,42,0,0,1
L952:T0,952,T0,2026-02-13T00:00:00.000Z,35,0,35,0,0
L952:T1:I4285,952,T1,2026-02-20T16:34:36.000Z,35,0,35,0,0
L953:T0,953,T0,2025-10-11T00:00:00.000Z,26,26,0,0,0
L953:T1:I4286,953,T1,2025-10-13T13:32:56.000Z,27,26,0,0,1
L953:T2:I4287,953,T2,2025-10-22T14:36:53.000Z,28,27,0,0,1
L953:T2:I4290,953,T2,2025-10-24T18:27:17.000Z,28,27,0,0,1
L953:T2:I4289,953,T2,2025-12-30T09:54:00.000Z,29,28,0,0,1
L953:T2:I4291,953,T2,2026-01-19T16:21:00.000Z,29,29,0,0,0
L953:T2:I4288,953,T2,2026-05-08T10:57:00.000Z,34,33,0,0,1
L954:T0,954,T0,2025-04-22T00:00:00.000Z,12,0,12,0,0
L954:T1:I4293,954,T1,2025-05-01T09:45:55.000Z,15,0,14,0,1
L954:T2:I4292,954,T2,2025-05-07T07:11:00.000Z,16,0,15,0,1
L955:T0,955,T0,2025-04-30T00:00:00.000Z,30,12,0,18,0
L955:T1:I4296,955,T1,2025-05-03T15:51:21.000Z,31,12,0,18,1
L955:T2:I4295,955,T2,2025-05-07T19:28:45.000Z,32,13,0,18,1
L955:T2:I4297,955,T2,2025-05-13T11:49:36.000Z,32,13,0,18,1
L955:T2:I4298,955,T2,2025-10-04T15:28:00.000Z,53,28,0,24,1
L955:T2:I4294,955,T2,2026-03-04T14:13:00.000Z,69,37,0,31,1
L955:T2:I4299,955,T2,2026-06-06T10:47:00.000Z,75,39,0,35,1
L956:T0,956,T0,2025-09-13T00:00:00.000Z,34,21,0,13,0
L956:T1:I4301,956,T1,2025-09-18T10:11:48.000Z,37,22,0,14,1
L956:T2:I4300,956,T2,2025-09-22T07:05:23.000Z,38,22,0,15,1
L956:T2:I4302,956,T2,2025-10-20T16:57:00.000Z,38,22,0,16,0
L957:T0,957,T0,2025-10-14T00:00:00.000Z,16,16,0,0,0
L957:T1:I4305,957,T1,2025-10-20T08:53:07.000Z,18,17,0,0,1
L957:T2:I4304,957,T2,2025-10-22T10:52:57.000Z,18,17,0,0,1
L957:T2:I4303,957,T2,2025-10-22T15:28:44.000Z,18,17,0,0,1
L958:T0,958,T0,2025-12-06T00:00:00.000Z,41,0,41,0,0
L958:T1:I4306,958,T1,2025-12-11T07:56:51.000Z,42,0,41,0,1
L958:T2:I4307,958,T2,2025-12-16T17:12:35.000Z,42,0,41,0,1
L958:T2:I4309,958,T2,2025-12-16T20:27:40.000Z,42,0,41,0,1
L958:T2:I4308,958,T2,2026-05-28T17:18:00.000Z,53,0,52,0,1
L959:T0,959,T0,2025-09-24T00:00:00.000Z,20,20,0,0,0
L959:T1:I4311,959,T1,2025-10-13T07:01:00.000Z,21,20,0,0,1
L959:T2:I4312,959,T2,2026-01-06T07:18:00.000Z,26,25,0,0,1
L959:T2:I4310,959,T2,2026-03-25T13:59:00.000Z,28,27,0,0,1
L959:T2:I4313,959,T2,2026-06-11T07:08:00.000Z,34,33,0,0,1
L960:T0,960,T0,2026-02-25T00:00:00.000Z,30,30,0,0,0
L960:T1:I4315,960,T1,2026-02-27T15:12:11.000Z,33,32,0,0,1
L960:T2:I4314,960,T2,2026-03-10T18:47:42.000Z,33,32,0,0,1
L961:T0,961,T0,2025-10-07T00:00:00.000Z,48,0,16,32,0
L961:T1:I4318,961,T1,2025-10-09T18:35:31.000Z,50,0,17,32,1
L961:T2:I4316,961,T2,2025-10-12T07:40:36.000Z,50,0,17,32,1
L961:T2:I4319,961,T2,2025-10-16T07:32:01.000Z,50,0,17,32,1
L961:T2:I4317,961,T2,2025-10-18T17:47:42.000Z,50,0,17,32,1
L961:T2:I4320,961,T2,2025-10-20T12:25:10.000Z,50,0,17,32,1
L961:T2:I4323,961,T2,2026-03-12T11:22:00.000Z,74,0,26,47,1
L961:T2:I4322,961,T2,2026-04-06T13:07:00.000Z,76,0,27,49,0
L961:T2:I4321,961,T2,2026-04-23T07:56:00.000Z,81,0,30,50,1
L962:T0,962,T0,2026-02-01T00:00:00.000Z,44,18,0,26,0
L962:T1:I4326,962,T1,2026-02-01T11:52:17.000Z,45,18,0,26,1
L962:T2:I4328,962,T2,2026-02-03T10:05:19.000Z,45,18,0,26,1
L962:T2:I4325,962,T2,2026-02-04T07:44:42.000Z,45,18,0,26,1
L962:T2:I4327,962,T2,2026-02-06T19:05:58.000Z,45,18,0,26,1
L962:T2:I4324,962,T2,2026-02-07T13:20:41.000Z,45,18,0,26,1
L962:T2:I4329,962,T2,2026-06-05T12:59:00.000Z,55,23,0,31,1
L963:T0,963,T0,2025-04-06T00:00:00.000Z,9,9,0,0,0
L963:T1:I4332,963,T1,2025-04-10T09:05:36.000Z,10,9,0,0,1
L963:T2:I4331,963,T2,2025-04-15T18:58:04.000Z,10,9,0,0,1
L963:T2:I4330,963,T2,2025-08-02T14:09:00.000Z,17,16,0,0,1
L963:T2:I4333,963,T2,2025-08-25T13:14:00.000Z,18,17,0,0,1
L963:T2:I4335,963,T2,2025-12-07T12:59:00.000Z,20,19,0,0,1
L963:T2:I4334,963,T2,2026-03-10T09:12:00.000Z,28,27,0,0,1
L964:T0,964,T0,2026-01-14T00:00:00.000Z,16,16,0,0,0
L964:T1:I4337,964,T1,2026-01-15T07:50:52.000Z,17,16,0,0,1
L964:T2:I4336,964,T2,2026-01-20T12:12:45.000Z,17,16,0,0,1
L964:T2:I4338,964,T2,2026-01-23T13:59:40.000Z,17,16,0,0,1
L964:T2:I4339,964,T2,2026-01-24T18:51:17.000Z,17,16,0,0,1
L964:T2:I4340,964,T2,2026-04-25T20:28:00.000Z,20,19,0,0,1
L965:T0,965,T0,2025-04-22T00:00:00.000Z,11,11,0,0,0
L965:T1:I4343,965,T1,2025-04-30T16:09:53.000Z,12,11,0,0,1
L965:T2:I4342,965,T2,2025-05-05T20:23:33.000Z,12,11,0,0,1
L965:T2:I4344,965,T2,2025-11-22T19:54:00.000Z,18,17,0,0,1
L965:T2:I4346,965,T2,2025-12-17T11:10:00.000Z,18,17,0,0,1
L965:T2:I4341,965,T2,2025-12-31T08:44:00.000Z,20,19,0,0,1
L965:T2:I4345,965,T2,2026-03-12T18:19:00.000Z,24,24,0,0,0
L966:T0,966,T0,2025-10-10T00:00:00.000Z,12,12,0,0,0
L966:T1:I4348,966,T1,2025-10-11T11:35:57.000Z,13,12,0,0,1
L966:T2:I4347,966,T2,2025-10-13T07:08:45.000Z,13,12,0,0,1
L966:T2:I4349,966,T2,2025-10-17T08:55:39.000Z,14,13,0,0,1
L967:T0,967,T0,2025-08-04T00:00:00.000Z,35,15,0,20,0
L967:T1:I4351,967,T1,2025-11-05T13:31:00.000Z,41,17,0,23,1
L967:T2:I4350,967,T2,2026-03-05T17:36:00.000Z,46,21,0,24,1
L968:T0,968,T0,2025-04-25T00:00:00.000Z,46,15,0,31,0
L968:T1:I4355,968,T1,2025-10-30T18:07:00.000Z,87,26,0,60,1
L968:T2:I4354,968,T2,2026-03-11T11:54:00.000Z,105,29,0,75,1
L968:T2:I4352,968,T2,2026-05-11T17:13:00.000Z,112,31,0,80,1
L968:T2:I4353,968,T2,2026-05-31T17:04:00.000Z,113,32,0,80,1
L969:T0,969,T0,2026-02-17T00:00:00.000Z,59,32,0,27,0
L969:T1:I4359,969,T1,2026-02-17T08:03:20.000Z,60,32,0,27,1
L969:T2:I4358,969,T2,2026-02-17T08:30:23.000Z,60,32,0,27,1
L969:T2:I4360,969,T2,2026-02-24T20:53:56.000Z,60,32,0,27,1
L969:T2:I4357,969,T2,2026-02-27T14:40:49.000Z,60,32,0,27,1
L969:T2:I4361,969,T2,2026-04-29T18:08:00.000Z,70,36,0,33,1
L969:T2:I4362,969,T2,2026-06-12T16:19:00.000Z,77,40,0,36,1
L969:T2:I4356,969,T2,2026-06-27T09:01:00.000Z,80,41,0,38,1
L970:T0,970,T0,2026-04-08T00:00:00.000Z,62,33,0,29,0
L970:T1:I4364,970,T1,2026-04-13T15:34:03.000Z,63,33,0,29,1
L970:T2:I4367,970,T2,2026-04-15T08:09:20.000Z,63,33,0,29,1
L970:T2:I4366,970,T2,2026-04-15T19:36:39.000Z,63,33,0,29,1
L970:T2:I4368,970,T2,2026-04-16T11:51:50.000Z,63,33,0,29,1
