prediction_key,lead_id,stage,score_time,n_candidates,n_corridor,n_municipality,n_state,n_observed_override
L4525:T2:I20512,4525,T2,2025-09-28T19:12:17.000Z,17,17,0,0,0
L4525:T2:I20507,4525,T2,2025-11-10T09:12:00.000Z,20,19,0,0,1
L4525:T2:I20510,4525,T2,2026-02-21T09:30:00.000Z,23,22,0,0,1
L4526:T0,4526,T0,2025-08-02T00:00:00.000Z,35,20,0,15,0
L4526:T1:I20513,4526,T1,2026-03-06T14:42:00.000Z,60,30,0,29,1
L4527:T0,4527,T0,2026-06-10T00:00:00.000Z,29,29,0,0,0
L4527:T1:I20517,4527,T1,2026-06-13T14:28:21.000Z,30,29,0,0,1
L4527:T2:I20516,4527,T2,2026-06-15T07:30:18.000Z,30,29,0,0,1
L4527:T2:I20514,4527,T2,2026-06-15T18:38:16.000Z,29,29,0,0,0
L4527:T2:I20515,4527,T2,2026-06-18T13:33:40.000Z,31,30,0,0,1
L4528:T0,4528,T0,2025-10-02T00:00:00.000Z,11,11,0,0,0
L4528:T1:I20520,4528,T1,2025-10-03T11:06:37.000Z,12,11,0,0,1
L4528:T2:I20519,4528,T2,2025-10-08T14:31:29.000Z,12,11,0,0,1
L4528:T2:I20518,4528,T2,2025-10-14T16:12:24.000Z,11,11,0,0,0
L4528:T2:I20521,4528,T2,2025-10-18T18:40:00.000Z,12,11,0,0,1
L4529:T0,4529,T0,2025-05-06T00:00:00.000Z,15,15,0,0,0
L4529:T1:I20523,4529,T1,2025-05-13T17:53:10.000Z,16,15,0,0,1
L4529:T2:I20527,4529,T2,2025-05-15T12:40:00.000Z,16,15,0,0,1
L4529:T2:I20528,4529,T2,2025-05-16T20:32:13.000Z,16,15,0,0,1
L4529:T2:I20529,4529,T2,2025-08-01T13:24:00.000Z,19,19,0,0,0
L4529:T2:I20522,4529,T2,2025-09-29T19:09:00.000Z,24,23,0,0,1
L4529:T2:I20524,4529,T2,2026-04-12T15:00:00.000Z,27,26,0,0,1
L4529:T2:I20526,4529,T2,2026-05-13T17:20:00.000Z,28,27,0,0,1
L4529:T2:I20525,4529,T2,2026-06-03T19:47:00.000Z,28,27,0,0,1
L4530:T0,4530,T0,2026-03-31T00:00:00.000Z,76,41,0,35,0
L4530:T1:I20530,4530,T1,2026-04-10T19:02:21.000Z,77,41,0,35,1
L4531:T0,4531,T0,2026-03-04T00:00:00.000Z,21,21,0,0,0
L4531:T1:I20531,4531,T1,2026-03-04T09:36:38.000Z,22,21,0,0,1
L4531:T2:I20533,4531,T2,2026-03-04T20:21:17.000Z,22,21,0,0,1
L4531:T2:I20532,4531,T2,2026-03-09T13:27:08.000Z,22,21,0,0,1
L4531:T2:I20534,4531,T2,2026-03-12T09:26:28.000Z,22,21,0,0,1
L4532:T0,4532,T0,2026-04-10T00:00:00.000Z,62,33,0,29,0
L4532:T1:I20535,4532,T1,2026-04-20T09:42:03.000Z,63,33,0,29,1
L4533:T0,4533,T0,2025-12-13T00:00:00.000Z,69,26,0,43,0
L4533:T1:I20540,4533,T1,2025-12-21T17:46:29.000Z,71,27,0,43,1
L4533:T2:I20539,4533,T2,2025-12-25T20:21:13.000Z,72,27,0,44,1
L4533:T2:I20541,4533,T2,2025-12-26T07:46:03.000Z,72,27,0,44,1
L4533:T2:I20542,4533,T2,2026-02-27T10:35:00.000Z,82,31,0,50,1
L4533:T2:I20537,4533,T2,2026-03-10T15:59:00.000Z,84,31,0,52,1
L4533:T2:I20536,4533,T2,2026-03-28T13:04:00.000Z,86,32,0,54,0
L4533:T2:I20538,4533,T2,2026-06-09T20:20:00.000Z,99,36,0,62,1
L4534:T0,4534,T0,2025-09-15T00:00:00.000Z,20,20,0,0,0
L4534:T1:I20548,4534,T1,2025-09-16T09:10:59.000Z,21,20,0,0,1
L4534:T2:I20546,4534,T2,2025-09-24T14:57:25.000Z,21,20,0,0,1
L4534:T2:I20544,4534,T2,2025-09-27T17:10:19.000Z,21,20,0,0,1
L4534:T2:I20550,4534,T2,2025-11-26T14:31:00.000Z,22,21,0,0,1
L4534:T2:I20545,4534,T2,2026-01-24T13:07:00.000Z,24,23,0,0,1
L4534:T2:I20549,4534,T2,2026-03-10T09:31:00.000Z,27,26,0,0,1
L4534:T2:I20547,4534,T2,2026-04-20T11:07:00.000Z,27,26,0,0,1
L4534:T2:I20543,4534,T2,2026-06-24T20:41:00.000Z,35,34,0,0,1
L4535:T0,4535,T0,2026-06-30T00:00:00.000Z,14,14,0,0,0
L4535:T1:I20552,4535,T1,2026-07-04T14:22:07.000Z,15,14,0,0,1
L4535:T2:I20551,4535,T2,2026-07-09T09:51:18.000Z,15,14,0,0,1
L4536:T0,4536,T0,2026-02-16T00:00:00.000Z,49,22,0,27,0
L4536:T1:I20555,4536,T1,2026-02-19T20:15:09.000Z,49,22,0,27,0
L4536:T2:I20553,4536,T2,2026-02-28T19:35:42.000Z,50,22,0,28,0
L4536:T2:I20554,4536,T2,2026-03-01T18:40:47.000Z,51,22,0,28,1
L4537:T0,4537,T0,2026-04-10T00:00:00.000Z,20,0,20,0,0
L4537:T1:I20557,4537,T1,2026-04-10T20:39:20.000Z,21,0,20,0,1
L4537:T2:I20561,4537,T2,2026-04-12T19:59:08.000Z,22,0,21,0,1
L4537:T2:I20559,4537,T2,2026-04-16T09:39:04.000Z,21,0,21,0,0
L4537:T2:I20558,4537,T2,2026-04-19T15:38:54.000Z,22,0,21,0,1
L4537:T2:I20560,4537,T2,2026-04-19T16:32:32.000Z,22,0,21,0,1
L4537:T2:I20556,4537,T2,2026-04-20T09:05:29.000Z,22,0,21,0,1
L4538:T0,4538,T0,2026-06-14T00:00:00.000Z,37,37,0,0,0
L4538:T1:I20564,4538,T1,2026-06-14T10:01:14.000Z,38,37,0,0,1
L4538:T2:I20565,4538,T2,2026-06-15T14:00:15.000Z,38,37,0,0,1
L4538:T2:I20566,4538,T2,2026-06-17T10:12:53.000Z,38,37,0,0,1
L4538:T2:I20567,4538,T2,2026-06-22T16:22:59.000Z,38,37,0,0,1
L4538:T2:I20562,4538,T2,2026-06-24T07:12:34.000Z,38,37,0,0,1
L4538:T2:I20563,4538,T2,2026-06-27T09:30:05.000Z,38,37,0,0,1
L4539:T0,4539,T0,2026-06-24T00:00:00.000Z,32,32,0,0,0
L4539:T1:I20568,4539,T1,2026-06-24T09:07:28.000Z,33,32,0,0,1
L4539:T2:I20572,4539,T2,2026-06-25T10:48:08.000Z,33,32,0,0,1
L4539:T2:I20570,4539,T2,2026-06-29T09:33:01.000Z,33,32,0,0,1
L4539:T2:I20573,4539,T2,2026-07-02T13:01:39.000Z,33,32,0,0,1
L4539:T2:I20569,4539,T2,2026-07-02T15:39:49.000Z,33,32,0,0,1
L4539:T2:I20571,4539,T2,2026-07-04T20:05:38.000Z,33,32,0,0,1
L4539:T2:I20574,4539,T2,2026-07-05T16:29:39.000Z,33,32,0,0,1
L4540:T0,4540,T0,2025-03-26T00:00:00.000Z,26,8,0,18,0
L4540:T1:I20575,4540,T1,2025-12-09T15:36:00.000Z,59,21,0,38,0
L4541:T0,4541,T0,2026-01-14T00:00:00.000Z,101,28,0,73,0
L4541:T1:I20577,4541,T1,2026-01-25T17:38:06.000Z,102,28,0,73,1
L4541:T2:I20576,4541,T2,2026-01-27T07:24:35.000Z,101,28,0,73,0
L4542:T0,4542,T0,2026-04-10T00:00:00.000Z,49,27,22,0,0
L4542:T1:I20579,4542,T1,2026-04-11T09:54:13.000Z,50,27,22,0,1
L4542:T2:I20581,4542,T2,2026-04-12T14:56:31.000Z,50,27,22,0,1
L4542:T2:I20580,4542,T2,2026-04-16T15:38:15.000Z,50,27,22,0,1
L4542:T2:I20578,4542,T2,2026-04-22T20:11:21.000Z,51,27,23,0,1
L4543:T0,4543,T0,2025-11-10T00:00:00.000Z,15,15,0,0,0
L4543:T1:I20584,4543,T1,2025-11-10T13:14:34.000Z,15,15,0,0,0
L4543:T2:I20582,4543,T2,2025-11-20T09:50:22.000Z,16,15,0,0,1
L4543:T2:I20585,4543,T2,2026-01-06T12:53:00.000Z,17,16,0,0,1
L4543:T2:I20583,4543,T2,2026-04-22T19:19:00.000Z,20,19,0,0,1
L4543:T2:I20586,4543,T2,2026-05-22T18:50:00.000Z,22,21,0,0,1
L4544:T0,4544,T0,2026-06-16T00:00:00.000Z,65,35,0,30,0
L4544:T1:I20590,4544,T1,2026-06-16T14:41:15.000Z,66,35,0,30,1
L4544:T2:I20587,4544,T2,2026-06-16T20:05:10.000Z,66,35,0,30,1
L4544:T2:I20589,4544,T2,2026-06-19T10:50:10.000Z,66,35,0,30,1
L4544:T2:I20588,4544,T2,2026-06-27T10:48:43.000Z,66,35,0,30,1
L4545:T0,4545,T0,2025-09-01T00:00:00.000Z,31,16,0,15,0
L4545:T1:I20593,4545,T1,2025-09-05T16:03:55.000Z,32,16,0,15,1
L4545:T2:I20594,4545,T2,2025-09-07T20:21:48.000Z,31,16,0,15,0
L4545:T2:I20591,4545,T2,2025-09-11T20:10:39.000Z,33,16,0,16,1
L4545:T2:I20592,4545,T2,2025-10-11T08:39:00.000Z,36,18,0,17,1
L4546:T0,4546,T0,2026-05-08T00:00:00.000Z,18,18,0,0,0
L4546:T1:I20595,4546,T1,2026-05-08T15:29:12.000Z,19,18,0,0,1
L4547:T0,4547,T0,2025-08-23T00:00:00.000Z,16,16,0,0,0
L4547:T1:I20597,4547,T1,2025-08-29T17:37:15.000Z,17,16,0,0,1
L4547:T2:I20596,4547,T2,2025-08-30T15:09:43.000Z,16,16,0,0,0
L4548:T0,4548,T0,2025-12-04T00:00:00.000Z,31,31,0,0,0
L4548:T1:I20600,4548,T1,2025-12-05T13:09:59.000Z,32,31,0,0,1
L4548:T2:I20602,4548,T2,2025-12-09T13:50:29.000Z,32,31,0,0,1
L4548:T2:I20601,4548,T2,2025-12-10T17:51:28.000Z,33,32,0,0,1
L4548:T2:I20598,4548,T2,2025-12-14T14:42:26.000Z,33,32,0,0,1
L4548:T2:I20599,4548,T2,2025-12-19T18:04:00.000Z,33,32,0,0,1
L4549:T0,4549,T0,2026-01-27T00:00:00.000Z,18,18,0,0,0
L4549:T1:I20607,4549,T1,2026-01-30T10:10:45.000Z,19,18,0,0,1
L4549:T2:I20606,4549,T2,2026-01-30T12:40:25.000Z,19,18,0,0,1
L4549:T2:I20608,4549,T2,2026-01-31T07:52:00.000Z,19,18,0,0,1
L4549:T2:I20605,4549,T2,2026-01-31T11:04:37.000Z,18,18,0,0,0
L4549:T2:I20603,4549,T2,2026-02-02T10:24:52.000Z,19,18,0,0,1
L4549:T2:I20604,4549,T2,2026-02-13T19:36:00.000Z,19,18,0,0,1
L4550:T0,4550,T0,2026-06-16T00:00:00.000Z,46,46,0,0,0
L4550:T1:I20609,4550,T1,2026-06-16T10:14:03.000Z,47,46,0,0,1
L4550:T2:I20612,4550,T2,2026-06-16T10:27:27.000Z,47,46,0,0,1
L4550:T2:I20611,4550,T2,2026-06-16T10:41:34.000Z,47,46,0,0,1
L4550:T2:I20610,4550,T2,2026-06-16T13:11:52.000Z,47,46,0,0,1
L4551:T0,4551,T0,2025-03-25T00:00:00.000Z,10,10,0,0,0
L4551:T1:I20613,4551,T1,2026-03-27T10:51:00.000Z,20,19,0,0,1
L4552:T0,4552,T0,2026-06-27T00:00:00.000Z,32,32,0,0,0
L4552:T1:I20615,4552,T1,2026-06-29T08:34:55.000Z,33,32,0,0,1
L4552:T2:I20614,4552,T2,2026-06-29T17:14:49.000Z,33,32,0,0,1
L4553:T0,4553,T0,2025-05-28T00:00:00.000Z,19,19,0,0,0
L4553:T1:I20622,4553,T1,2025-05-28T17:37:51.000Z,20,19,0,0,1
L4553:T2:I20620,4553,T2,2025-06-07T12:54:43.000Z,23,23,0,0,0
L4553:T2:I20621,4553,T2,2025-07-10T14:38:00.000Z,26,25,0,0,1
L4553:T2:I20616,4553,T2,2025-12-29T15:04:00.000Z,36,35,0,0,1
L4553:T2:I20618,4553,T2,2026-02-05T12:40:00.000Z,38,37,0,0,1
L4553:T2:I20617,4553,T2,2026-04-01T19:17:00.000Z,43,42,0,0,1
L4553:T2:I20619,4553,T2,2026-06-18T08:53:00.000Z,49,48,0,0,1
L4554:T0,4554,T0,2025-11-12T00:00:00.000Z,88,35,0,53,0
L4554:T1:I20626,4554,T1,2025-11-14T15:16:09.000Z,89,35,0,53,1
L4554:T2:I20623,4554,T2,2025-11-18T07:48:48.000Z,89,35,0,53,1
L4554:T2:I20627,4554,T2,2025-11-19T07:24:10.000Z,89,35,0,53,1
L4554:T2:I20624,4554,T2,2025-11-19T09:24:53.000Z,89,35,0,53,1
L4554:T2:I20625,4554,T2,2025-11-20T20:35:12.000Z,89,35,0,53,1
L4555:T0,4555,T0,2025-08-26T00:00:00.000Z,52,29,0,23,0
L4555:T1:I20628,4555,T1,2025-12-06T18:29:00.000Z,72,36,0,35,1
L4556:T0,4556,T0,2025-01-08T00:00:00.000Z,37,15,0,22,0
L4556:T1:I20630,4556,T1,2025-02-23T10:37:00.000Z,46,19,0,26,1
L4556:T2:I20629,4556,T2,2025-07-23T09:05:00.000Z,81,32,0,48,1
L4556:T2:I20633,4556,T2,2025-09-26T17:29:00.000Z,96,37,0,58,1
L4556:T2:I20632,4556,T2,2025-11-25T16:37:00.000Z,116,46,0,69,1
L4556:T2:I20631,4556,T2,2026-01-16T17:40:00.000Z,130,54,0,75,1
L4557:T0,4557,T0,2026-04-08T00:00:00.000Z,24,24,0,0,0
L4557:T1:I20634,4557,T1,2026-04-08T17:40:51.000Z,25,24,0,0,1
L4557:T2:I20636,4557,T2,2026-04-08T20:23:42.000Z,25,24,0,0,1
L4557:T2:I20638,4557,T2,2026-04-14T07:03:41.000Z,28,27,0,0,1
L4557:T2:I20637,4557,T2,2026-04-14T09:53:57.000Z,28,27,0,0,1
L4557:T2:I20635,4557,T2,2026-04-18T08:49:35.000Z,28,27,0,0,1
L4558:T0,4558,T0,2025-04-25T00:00:00.000Z,23,0,5,18,0
L4558:T1:I20646,4558,T1,2025-04-25T10:18:22.000Z,24,0,5,18,1
L4558:T2:I20644,4558,T2,2025-04-26T10:45:26.000Z,24,0,5,18,1
L4558:T2:I20645,4558,T2,2025-04-26T13:32:10.000Z,24,0,5,18,1
L4558:T2:I20643,4558,T2,2025-05-04T15:53:41.000Z,24,0,5,18,1
L4558:T2:I20639,4558,T2,2025-07-07T12:40:00.000Z,28,0,5,22,1
L4558:T2:I20641,4558,T2,2025-09-24T19:47:00.000Z,42,0,10,31,1
L4558:T2:I20640,4558,T2,2026-04-05T19:46:00.000Z,54,0,15,39,0
L4558:T2:I20642,4558,T2,2026-05-08T10:36:00.000Z,59,0,18,40,1
L4559:T0,4559,T0,2025-01-11T00:00:00.000Z,18,13,0,5,0
L4559:T1:I20649,4559,T1,2025-01-17T10:46:21.000Z,19,13,0,5,1
L4559:T2:I20651,4559,T2,2025-01-18T09:40:04.000Z,19,13,0,5,1
L4559:T2:I20650,4559,T2,2025-01-19T07:09:08.000Z,19,13,0,5,1
L4559:T2:I20652,4559,T2,2025-01-19T10:28:48.000Z,19,13,0,5,1
L4559:T2:I20653,4559,T2,2025-01-23T16:11:50.000Z,21,14,0,6,1
L4559:T2:I20647,4559,T2,2025-09-17T18:04:00.000Z,50,29,0,20,1
L4559:T2:I20648,4559,T2,2025-12-15T17:41:00.000Z,63,35,0,27,1
L4560:T0,4560,T0,2025-05-16T00:00:00.000Z,19,19,0,0,0
L4560:T1:I20655,4560,T1,2025-05-22T15:44:21.000Z,20,19,0,0,1
L4560:T2:I20656,4560,T2,2025-06-19T12:08:00.000Z,20,19,0,0,1
L4560:T2:I20654,4560,T2,2025-10-11T11:05:00.000Z,26,25,0,0,1
L4561:T0,4561,T0,2025-04-04T00:00:00.000Z,14,14,0,0,0
L4561:T1:I20657,4561,T1,2025-05-18T16:00:00.000Z,16,15,0,0,1
L4562:T0,4562,T0,2025-10-22T00:00:00.000Z,19,19,0,0,0
L4562:T1:I20658,4562,T1,2025-10-28T16:26:53.000Z,21,20,0,0,1
L4562:T2:I20659,4562,T2,2025-11-01T17:09:57.000Z,21,20,0,0,1
L4562:T2:I20660,4562,T2,2026-04-15T13:55:00.000Z,26,25,0,0,1
L4563:T0,4563,T0,2026-04-13T00:00:00.000Z,15,15,0,0,0
L4563:T1:I20662,4563,T1,2026-04-21T15:00:18.000Z,16,15,0,0,1
L4563:T2:I20663,4563,T2,2026-04-23T16:24:48.000Z,16,15,0,0,1
L4563:T2:I20664,4563,T2,2026-04-25T08:44:51.000Z,16,15,0,0,1
L4563:T2:I20661,4563,T2,2026-05-02T11:52:00.000Z,16,15,0,0,1
L4564:T0,4564,T0,2025-06-05T00:00:00.000Z,64,21,0,43,0
L4564:T1:I20665,4564,T1,2025-06-08T15:19:35.000Z,66,21,0,44,1
L4564:T2:I20667,4564,T2,2025-06-16T16:22:32.000Z,69,22,0,46,1
L4564:T2:I20671,4564,T2,2025-06-18T08:51:53.000Z,70,22,0,47,1
L4564:T2:I20669,4564,T2,2025-07-04T15:07:00.000Z,73,24,0,49,0
L4564:T2:I20668,4564,T2,2025-07-19T08:23:00.000Z,77,25,0,52,0
L4564:T2:I20666,4564,T2,2025-07-26T16:26:00.000Z,79,25,0,53,1
L4564:T2:I20672,4564,T2,2026-04-08T16:52:00.000Z,135,42,0,93,0
L4564:T2:I20670,4564,T2,2026-04-23T08:49:00.000Z,139,43,0,95,1
L4565:T0,4565,T0,2025-10-06T00:00:00.000Z,33,16,0,17,0
L4565:T1:I20673,4565,T1,2025-10-07T13:31:26.000Z,34,16,0,17,1
L4566:T0,4566,T0,2025-06-26T00:00:00.000Z,10,10,0,0,0
L4566:T1:I20674,4566,T1,2025-07-05T18:23:15.000Z,11,10,0,0,1
L4566:T2:I20675,4566,T2,2025-08-26T18:42:00.000Z,15,15,0,0,0
L4567:T0,4567,T0,2025-08-09T00:00:00.000Z,6,6,0,0,0
L4567:T1:I20681,4567,T1,2025-08-09T19:52:15.000Z,7,6,0,0,1
L4567:T2:I20678,4567,T2,2025-08-16T18:30:18.000Z,7,6,0,0,1
L4567:T2:I20682,4567,T2,2025-08-19T10:25:28.000Z,7,6,0,0,1
L4567:T2:I20679,4567,T2,2025-08-21T15:13:18.000Z,7,6,0,0,1
L4567:T2:I20680,4567,T2,2026-01-03T08:00:00.000Z,14,13,0,0,1
L4567:T2:I20677,4567,T2,2026-04-03T11:21:00.000Z,17,16,0,0,1
L4567:T2:I20676,4567,T2,2026-06-02T09:54:00.000Z,18,17,0,0,1
L4568:T0,4568,T0,2025-04-25T00:00:00.000Z,25,14,0,11,0
L4568:T1:I20685,4568,T1,2025-04-26T20:49:49.000Z,26,14,0,11,1
L4568:T2:I20687,4568,T2,2025-05-08T14:24:57.000Z,27,14,0,12,1
L4568:T2:I20683,4568,T2,2026-03-08T14:59:00.000Z,49,24,0,24,1
L4568:T2:I20686,4568,T2,2026-05-12T17:26:00.000Z,58,28,0,29,1
L4568:T2:I20684,4568,T2,2026-06-11T07:31:00.000Z,61,29,0,31,1
L4569:T0,4569,T0,2025-01-21T00:00:00.000Z,11,3,0,8,0
L4569:T1:I20692,4569,T1,2025-01-30T13:45:30.000Z,12,3,0,8,1
L4569:T2:I20693,4569,T2,2025-06-26T07:12:00.000Z,28,9,0,18,1
L4569:T2:I20690,4569,T2,2025-07-24T16:05:00.000Z,29,10,0,18,1
L4569:T2:I20694,4569,T2,2025-08-12T18:19:00.000Z,31,10,0,20,1
L4569:T2:I20688,4569,T2,2025-09-12T10:38:00.000Z,33,11,0,21,1
L4569:T2:I20691,4569,T2,2025-12-24T20:16:00.000Z,35,13,0,21,1
L4569:T2:I20689,4569,T2,2026-01-12T13:43:00.000Z,35,13,0,21,1
L4570:T0,4570,T0,2025-04-07T00:00:00.000Z,16,9,0,7,0
L4570:T1:I20697,4570,T1,2025-04-11T14:55:10.000Z,17,9,0,7,1
L4570:T2:I20696,4570,T2,2025-04-16T15:42:16.000Z,17,9,0,7,1
L4570:T2:I20698,4570,T2,2025-04-17T18:11:16.000Z,17,9,0,7,1
L4570:T2:I20700,4570,T2,2025-04-19T18:57:00.000Z,17,9,0,7,1
L4570:T2:I20695,4570,T2,2025-07-01T19:44:00.000Z,22,14,0,7,1
L4570:T2:I20699,4570,T2,2026-01-11T13:41:00.000Z,28,17,0,10,1
L4571:T0,4571,T0,2025-11-15T00:00:00.000Z,21,9,12,0,0
L4571:T1:I20701,4571,T1,2025-11-24T18:57:04.000Z,23,10,12,0,1
L4571:T2:I20702,4571,T2,2025-11-28T19:50:10.000Z,23,10,12,0,1
L4572:T0,4572,T0,2025-07-18T00:00:00.000Z,35,20,0,15,0
L4572:T1:I20705,4572,T1,2025-07-21T07:58:44.000Z,36,20,0,15,1
L4572:T2:I20704,4572,T2,2025-07-28T17:24:19.000Z,36,20,0,15,1
L4572:T2:I20703,4572,T2,2025-12-23T10:35:00.000Z,53,27,0,25,1
L4573:T0,4573,T0,2026-01-01T00:00:00.000Z,61,19,0,42,0
L4573:T1:I20707,4573,T1,2026-01-01T20:14:40.000Z,61,19,0,42,0
L4573:T2:I20708,4573,T2,2026-01-13T12:59:18.000Z,64,19,0,44,1
L4573:T2:I20706,4573,T2,2026-01-13T14:05:50.000Z,64,19,0,44,1
L4573:T2:I20709,4573,T2,2026-05-14T09:44:00.000Z,79,23,0,55,1
L4574:T0,4574,T0,2025-06-28T00:00:00.000Z,32,0,20,12,0
L4574:T1:I20710,4574,T1,2025-07-07T15:21:34.000Z,35,0,20,15,0
L4575:T0,4575,T0,2025-03-12T00:00:00.000Z,17,8,9,0,0
L4575:T1:I20714,4575,T1,2025-03-23T18:11:28.000Z,18,8,9,0,1
L4575:T2:I20711,4575,T2,2025-06-22T14:05:00.000Z,22,10,11,0,1
L4575:T2:I20712,4575,T2,2025-07-17T16:16:00.000Z,22,10,11,0,1
L4575:T2:I20713,4575,T2,2026-02-28T08:42:00.000Z,32,13,18,0,1
L4576:T0,4576,T0,2025-08-02T00:00:00.000Z,19,19,0,0,0
L4576:T1:I20716,4576,T1,2025-08-08T10:58:33.000Z,19,19,0,0,0
L4576:T2:I20719,4576,T2,2025-08-21T16:46:00.000Z,21,20,0,0,1
L4576:T2:I20718,4576,T2,2025-12-27T12:32:00.000Z,27,26,0,0,1
L4576:T2:I20715,4576,T2,2026-01-04T16:21:00.000Z,27,26,0,0,1
L4576:T2:I20717,4576,T2,2026-05-05T11:17:00.000Z,32,31,0,0,1
L4577:T0,4577,T0,2025-12-26T00:00:00.000Z,53,25,0,28,0
L4577:T1:I20720,4577,T1,2025-12-30T17:16:51.000Z,54,26,0,28,0
L4578:T0,4578,T0,2025-04-30T00:00:00.000Z,25,9,0,16,0
L4578:T1:I20723,4578,T1,2025-05-03T11:36:51.000Z,26,9,0,16,1
L4578:T2:I20722,4578,T2,2025-12-21T20:30:00.000Z,53,25,0,27,1
L4578:T2:I20721,4578,T2,2026-03-21T15:16:00.000Z,61,29,0,32,0
L4579:T0,4579,T0,2026-06-05T00:00:00.000Z,74,36,0,38,0
L4579:T1:I20724,4579,T1,2026-06-08T19:05:24.000Z,77,36,0,40,1
L4580:T0,4580,T0,2026-03-23T00:00:00.000Z,21,21,0,0,0
L4580:T1:I20730,4580,T1,2026-03-23T08:03:24.000Z,22,21,0,0,1
L4580:T2:I20726,4580,T2,2026-03-23T15:50:14.000Z,22,21,0,0,1
L4580:T2:I20731,4580,T2,2026-03-26T14:24:06.000Z,22,21,0,0,1
L4580:T2:I20729,4580,T2,2026-04-01T09:36:38.000Z,23,22,0,0,1
L4580:T2:I20728,4580,T2,2026-04-01T12:09:41.000Z,23,22,0,0,1
L4580:T2:I20725,4580,T2,2026-04-03T10:19:27.000Z,23,22,0,0,1
L4580:T2:I20727,4580,T2,2026-04-05T12:51:18.000Z,24,23,0,0,1
L4581:T0,4581,T0,2025-10-27T00:00:00.000Z,37,19,0,18,0
L4581:T1:I20732,4581,T1,2025-11-02T16:07:12.000Z,38,19,0,18,1
L4581:T2:I20735,4581,T2,2025-11-03T12:18:00.000Z,38,19,0,18,1
L4581:T2:I20734,4581,T2,2025-11-04T20:39:23.000Z,38,19,0,18,1
L4581:T2:I20733,4581,T2,2025-11-05T15:19:39.000Z,38,19,0,18,1
L4581:T2:I20738,4581,T2,2025-11-09T13:32:58.000Z,38,19,0,18,1
L4581:T2:I20736,4581,T2,2025-12-11T09:22:00.000Z,41,21,0,19,1
L4581:T2:I20737,4581,T2,2026-03-16T08:50:00.000Z,51,26,0,24,1
L4582:T0,4582,T0,2026-05-10T00:00:00.000Z,37,37,0,0,0
L4582:T1:I20740,4582,T1,2026-05-13T12:43:55.000Z,38,37,0,0,1
