prediction_key,lead_id,stage,score_time,n_candidates,n_corridor,n_municipality,n_state,n_observed_override
L1825:T0,1825,T0,2025-07-11T00:00:00.000Z,41,22,19,0,0
L1825:T1:I8237,1825,T1,2025-07-16T08:19:39.000Z,42,22,19,0,1
L1825:T2:I8234,1825,T2,2025-10-19T19:54:00.000Z,48,26,21,0,1
L1825:T2:I8236,1825,T2,2025-12-01T19:47:00.000Z,50,27,22,0,1
L1825:T2:I8235,1825,T2,2025-12-06T13:23:00.000Z,50,27,22,0,1
L1825:T2:I8233,1825,T2,2026-03-06T11:45:00.000Z,60,34,25,0,1
L1826:T0,1826,T0,2025-04-15T00:00:00.000Z,25,9,0,16,0
L1826:T1:I8241,1826,T1,2025-04-23T14:44:22.000Z,26,9,0,16,1
L1826:T2:I8238,1826,T2,2025-05-09T07:54:00.000Z,26,9,0,16,1
L1826:T2:I8243,1826,T2,2025-09-02T14:48:00.000Z,38,17,0,20,1
L1826:T2:I8242,1826,T2,2025-10-29T17:37:00.000Z,45,21,0,23,1
L1826:T2:I8244,1826,T2,2026-01-14T09:44:00.000Z,56,27,0,28,1
L1826:T2:I8240,1826,T2,2026-01-17T07:48:00.000Z,56,27,0,28,1
L1826:T2:I8239,1826,T2,2026-03-23T10:33:00.000Z,62,29,0,32,1
L1827:T0,1827,T0,2025-03-27T00:00:00.000Z,39,16,0,23,0
L1827:T1:I8252,1827,T1,2025-03-30T12:29:44.000Z,40,16,0,23,1
L1827:T2:I8250,1827,T2,2025-04-08T07:52:58.000Z,43,18,0,24,1
L1827:T2:I8246,1827,T2,2025-05-20T17:58:00.000Z,47,19,0,27,1
L1827:T2:I8245,1827,T2,2025-07-07T20:07:00.000Z,51,20,0,30,1
L1827:T2:I8247,1827,T2,2026-04-20T11:01:00.000Z,89,32,0,57,0
L1827:T2:I8249,1827,T2,2026-04-25T20:56:00.000Z,91,32,0,59,0
L1827:T2:I8251,1827,T2,2026-05-07T10:30:00.000Z,94,34,0,59,1
L1827:T2:I8248,1827,T2,2026-05-19T20:41:00.000Z,96,34,0,61,1
L1828:T0,1828,T0,2025-03-28T00:00:00.000Z,42,17,0,25,0
L1828:T1:I8255,1828,T1,2025-06-24T18:58:00.000Z,60,20,0,40,0
L1828:T2:I8259,1828,T2,2025-07-03T20:13:00.000Z,62,21,0,40,1
L1828:T2:I8254,1828,T2,2025-07-15T07:50:00.000Z,64,23,0,41,0
L1828:T2:I8253,1828,T2,2025-07-29T11:00:00.000Z,67,24,0,42,1
L1828:T2:I8258,1828,T2,2026-03-06T16:26:00.000Z,105,43,0,61,1
L1828:T2:I8256,1828,T2,2026-04-13T11:40:00.000Z,109,45,0,63,1
L1828:T2:I8257,1828,T2,2026-06-16T18:47:00.000Z,118,46,0,71,1
L1829:T0,1829,T0,2025-01-21T00:00:00.000Z,3,3,0,0,0
L1829:T1:I8261,1829,T1,2025-01-21T11:25:25.000Z,4,3,0,0,1
L1829:T2:I8260,1829,T2,2025-04-26T09:12:00.000Z,6,5,0,0,1
L1829:T2:I8262,1829,T2,2026-04-29T08:36:00.000Z,17,16,0,0,1
L1830:T0,1830,T0,2025-01-03T00:00:00.000Z,7,7,0,0,0
L1830:T1:I8264,1830,T1,2025-01-08T09:40:36.000Z,9,8,0,0,1
L1830:T2:I8265,1830,T2,2025-02-08T16:48:00.000Z,10,9,0,0,1
L1830:T2:I8268,1830,T2,2025-02-24T16:31:00.000Z,12,12,0,0,0
L1830:T2:I8266,1830,T2,2025-08-18T17:36:00.000Z,24,23,0,0,1
L1830:T2:I8263,1830,T2,2025-09-02T18:45:00.000Z,24,23,0,0,1
L1830:T2:I8267,1830,T2,2025-12-09T13:13:00.000Z,26,25,0,0,1
L1831:T0,1831,T0,2025-08-14T00:00:00.000Z,22,22,0,0,0
L1831:T1:I8272,1831,T1,2025-08-14T09:03:57.000Z,23,22,0,0,1
L1831:T2:I8274,1831,T2,2025-08-20T10:55:03.000Z,24,23,0,0,1
L1831:T2:I8271,1831,T2,2025-09-29T12:09:00.000Z,26,25,0,0,1
L1831:T2:I8269,1831,T2,2025-10-16T10:31:00.000Z,27,26,0,0,1
L1831:T2:I8276,1831,T2,2026-03-02T16:23:00.000Z,31,30,0,0,1
L1831:T2:I8273,1831,T2,2026-04-01T19:33:00.000Z,32,31,0,0,1
L1831:T2:I8270,1831,T2,2026-05-23T17:14:00.000Z,35,34,0,0,1
L1831:T2:I8275,1831,T2,2026-06-24T14:07:00.000Z,37,36,0,0,1
L1832:T0,1832,T0,2026-05-06T00:00:00.000Z,28,28,0,0,0
L1832:T1:I8281,1832,T1,2026-05-11T15:06:44.000Z,29,28,0,0,1
L1832:T2:I8282,1832,T2,2026-05-12T14:00:22.000Z,29,28,0,0,1
L1832:T2:I8279,1832,T2,2026-05-13T10:42:07.000Z,29,28,0,0,1
L1832:T2:I8284,1832,T2,2026-05-14T12:33:47.000Z,29,28,0,0,1
L1832:T2:I8278,1832,T2,2026-05-17T10:17:38.000Z,30,29,0,0,1
L1832:T2:I8277,1832,T2,2026-05-19T08:59:15.000Z,31,30,0,0,1
L1832:T2:I8280,1832,T2,2026-05-19T13:42:03.000Z,31,30,0,0,1
L1832:T2:I8283,1832,T2,2026-06-07T19:56:00.000Z,33,32,0,0,1
L1833:T0,1833,T0,2025-02-23T00:00:00.000Z,16,11,5,0,0
L1833:T1:I8285,1833,T1,2026-05-12T19:47:00.000Z,55,32,22,0,1
L1834:T0,1834,T0,2026-03-20T00:00:00.000Z,29,29,0,0,0
L1834:T1:I8287,1834,T1,2026-03-25T19:43:14.000Z,31,30,0,0,1
L1834:T2:I8291,1834,T2,2026-03-26T20:38:40.000Z,31,30,0,0,1
L1834:T2:I8290,1834,T2,2026-03-27T10:47:37.000Z,31,30,0,0,1
L1834:T2:I8286,1834,T2,2026-03-29T10:35:30.000Z,30,30,0,0,0
L1834:T2:I8289,1834,T2,2026-03-31T17:21:38.000Z,31,30,0,0,1
L1834:T2:I8288,1834,T2,2026-03-31T18:56:25.000Z,31,30,0,0,1
L1835:T0,1835,T0,2025-06-13T00:00:00.000Z,21,11,10,0,0
L1835:T1:I8294,1835,T1,2025-06-16T17:43:44.000Z,22,11,10,0,1
L1835:T2:I8293,1835,T2,2025-06-19T13:39:54.000Z,22,11,10,0,1
L1835:T2:I8292,1835,T2,2026-03-15T11:59:00.000Z,32,18,13,0,1
L1836:T0,1836,T0,2026-01-24T00:00:00.000Z,65,29,0,36,0
L1836:T1:I8297,1836,T1,2026-01-27T08:29:00.000Z,66,29,0,36,1
L1836:T2:I8298,1836,T2,2026-01-29T18:37:07.000Z,66,29,0,36,1
L1836:T2:I8296,1836,T2,2026-02-06T19:32:06.000Z,67,29,0,37,1
L1836:T2:I8295,1836,T2,2026-02-14T14:31:00.000Z,67,29,0,37,1
L1836:T2:I8299,1836,T2,2026-04-21T10:28:00.000Z,74,34,0,39,1
L1837:T0,1837,T0,2026-04-09T00:00:00.000Z,48,26,0,22,0
L1837:T1:I8300,1837,T1,2026-04-17T09:30:39.000Z,49,26,0,22,1
L1837:T2:I8301,1837,T2,2026-04-17T10:44:13.000Z,49,26,0,22,1
L1837:T2:I8302,1837,T2,2026-04-19T12:10:43.000Z,49,26,0,22,1
L1837:T2:I8303,1837,T2,2026-04-21T09:52:55.000Z,51,27,0,23,1
L1838:T0,1838,T0,2025-11-19T00:00:00.000Z,34,34,0,0,0
L1838:T1:I8305,1838,T1,2025-11-22T11:16:45.000Z,35,34,0,0,1
L1838:T2:I8304,1838,T2,2025-11-27T09:26:37.000Z,34,34,0,0,0
L1838:T2:I8307,1838,T2,2025-12-01T07:10:30.000Z,35,34,0,0,1
L1838:T2:I8306,1838,T2,2025-12-01T13:07:47.000Z,35,34,0,0,1
L1838:T2:I8309,1838,T2,2025-12-01T15:01:45.000Z,35,34,0,0,1
L1838:T2:I8308,1838,T2,2026-04-19T15:34:00.000Z,45,44,0,0,1
L1839:T0,1839,T0,2025-01-24T00:00:00.000Z,25,11,0,14,0
L1839:T1:I8313,1839,T1,2025-01-31T12:37:22.000Z,27,11,0,15,1
L1839:T2:I8314,1839,T2,2025-02-06T19:44:05.000Z,26,11,0,15,0
L1839:T2:I8310,1839,T2,2025-08-18T11:54:00.000Z,40,19,0,21,0
L1839:T2:I8315,1839,T2,2025-09-30T17:17:00.000Z,42,20,0,21,1
L1839:T2:I8312,1839,T2,2026-04-09T16:10:00.000Z,60,31,0,29,0
L1839:T2:I8311,1839,T2,2026-05-10T12:57:00.000Z,62,32,0,29,1
L1840:T0,1840,T0,2025-02-25T00:00:00.000Z,17,6,0,11,0
L1840:T1:I8319,1840,T1,2025-03-03T16:27:49.000Z,18,6,0,11,1
L1840:T2:I8317,1840,T2,2025-08-01T18:51:00.000Z,35,13,0,21,1
L1840:T2:I8316,1840,T2,2025-09-22T12:43:00.000Z,41,16,0,24,1
L1840:T2:I8318,1840,T2,2026-06-17T08:10:00.000Z,55,20,0,34,1
L1841:T0,1841,T0,2025-12-12T00:00:00.000Z,17,17,0,0,0
L1841:T1:I8320,1841,T1,2025-12-24T11:53:18.000Z,18,17,0,0,1
L1841:T2:I8321,1841,T2,2026-01-14T14:23:00.000Z,20,19,0,0,1
L1842:T0,1842,T0,2025-11-03T00:00:00.000Z,97,29,0,68,0
L1842:T1:I8322,1842,T1,2025-11-03T07:10:52.000Z,98,29,0,68,1
L1842:T2:I8323,1842,T2,2025-11-08T19:34:34.000Z,100,30,0,69,1
L1842:T2:I8324,1842,T2,2025-11-17T17:38:00.000Z,104,32,0,72,0
L1842:T2:I8325,1842,T2,2026-04-21T09:03:00.000Z,137,43,0,93,1
L1843:T0,1843,T0,2025-08-01T00:00:00.000Z,17,17,0,0,0
L1843:T1:I8329,1843,T1,2025-08-03T18:55:09.000Z,18,17,0,0,1
L1843:T2:I8326,1843,T2,2025-08-04T19:30:30.000Z,18,17,0,0,1
L1843:T2:I8330,1843,T2,2025-08-09T16:31:43.000Z,18,17,0,0,1
L1843:T2:I8327,1843,T2,2025-11-22T07:14:00.000Z,20,19,0,0,1
L1843:T2:I8333,1843,T2,2026-01-19T14:17:00.000Z,22,21,0,0,1
L1843:T2:I8328,1843,T2,2026-04-17T07:43:00.000Z,24,23,0,0,1
L1843:T2:I8332,1843,T2,2026-06-09T10:15:00.000Z,29,29,0,0,0
L1843:T2:I8331,1843,T2,2026-06-14T16:30:00.000Z,30,29,0,0,1
L1844:T0,1844,T0,2025-11-14T00:00:00.000Z,14,14,0,0,0
L1844:T1:I8334,1844,T1,2025-11-29T15:17:00.000Z,15,14,0,0,1
L1844:T2:I8335,1844,T2,2026-01-17T12:34:00.000Z,19,18,0,0,1
L1844:T2:I8336,1844,T2,2026-01-21T10:08:00.000Z,19,18,0,0,1
L1845:T0,1845,T0,2025-08-02T00:00:00.000Z,26,15,0,11,0
L1845:T1:I8338,1845,T1,2025-08-03T11:37:15.000Z,26,15,0,11,0
L1845:T2:I8339,1845,T2,2025-10-02T16:38:00.000Z,29,16,0,13,0
L1845:T2:I8337,1845,T2,2026-03-06T18:45:00.000Z,42,19,0,23,0
L1846:T0,1846,T0,2025-02-13T00:00:00.000Z,17,8,0,9,0
L1846:T1:I8340,1846,T1,2025-02-17T16:09:59.000Z,18,8,0,9,1
L1847:T0,1847,T0,2025-10-01T00:00:00.000Z,48,23,0,25,0
L1847:T1:I8342,1847,T1,2025-10-11T07:04:00.000Z,50,23,0,26,1
L1847:T2:I8341,1847,T2,2026-01-23T18:55:00.000Z,56,27,0,28,1
L1847:T2:I8343,1847,T2,2026-02-25T10:37:00.000Z,58,28,0,29,1
L1848:T0,1848,T0,2025-03-12T00:00:00.000Z,15,15,0,0,0
L1848:T1:I8344,1848,T1,2025-08-15T14:57:00.000Z,20,19,0,0,1
L1849:T0,1849,T0,2025-07-08T00:00:00.000Z,16,16,0,0,0
L1849:T1:I8345,1849,T1,2025-07-20T08:51:54.000Z,17,16,0,0,1
L1849:T2:I8346,1849,T2,2025-09-15T10:56:00.000Z,18,17,0,0,1
L1850:T0,1850,T0,2025-09-29T00:00:00.000Z,15,15,0,0,0
L1850:T1:I8351,1850,T1,2025-10-03T12:44:36.000Z,16,15,0,0,1
L1850:T2:I8350,1850,T2,2025-10-04T14:08:19.000Z,16,15,0,0,1
L1850:T2:I8348,1850,T2,2025-11-03T17:18:00.000Z,18,17,0,0,1
L1850:T2:I8352,1850,T2,2026-03-20T20:06:00.000Z,26,25,0,0,1
L1850:T2:I8349,1850,T2,2026-04-11T08:49:00.000Z,27,27,0,0,0
L1850:T2:I8347,1850,T2,2026-05-24T13:07:00.000Z,29,29,0,0,0
L1851:T0,1851,T0,2025-02-14T00:00:00.000Z,43,12,0,31,0
L1851:T1:I8355,1851,T1,2025-02-20T07:51:00.000Z,44,12,0,31,1
L1851:T2:I8354,1851,T2,2025-02-27T20:11:08.000Z,47,12,0,34,1
L1851:T2:I8357,1851,T2,2025-03-10T16:51:00.000Z,48,13,0,34,1
L1851:T2:I8359,1851,T2,2025-03-30T11:52:00.000Z,49,13,0,35,1
L1851:T2:I8358,1851,T2,2025-10-11T17:09:00.000Z,82,25,0,57,0
L1851:T2:I8356,1851,T2,2025-12-31T10:03:00.000Z,100,32,0,68,0
L1851:T2:I8353,1851,T2,2026-01-08T12:03:00.000Z,102,32,0,70,0
L1852:T0,1852,T0,2026-04-16T00:00:00.000Z,48,27,0,21,0
L1852:T1:I8360,1852,T1,2026-04-18T12:12:33.000Z,49,27,0,21,1
L1852:T2:I8362,1852,T2,2026-04-20T17:43:32.000Z,49,27,0,21,1
L1852:T2:I8363,1852,T2,2026-04-21T09:57:35.000Z,49,27,0,21,1
L1852:T2:I8361,1852,T2,2026-04-27T11:59:35.000Z,50,28,0,21,1
L1853:T0,1853,T0,2026-04-29T00:00:00.000Z,31,0,31,0,0
L1853:T1:I8365,1853,T1,2026-04-30T20:23:09.000Z,32,0,31,0,1
L1853:T2:I8368,1853,T2,2026-05-07T07:48:48.000Z,32,0,31,0,1
L1853:T2:I8370,1853,T2,2026-05-07T20:12:08.000Z,32,0,31,0,1
L1853:T2:I8369,1853,T2,2026-05-08T19:29:00.000Z,32,0,31,0,1
L1853:T2:I8364,1853,T2,2026-05-11T14:35:04.000Z,33,0,32,0,1
L1853:T2:I8367,1853,T2,2026-05-11T20:28:12.000Z,33,0,32,0,1
L1853:T2:I8366,1853,T2,2026-05-12T19:07:08.000Z,33,0,32,0,1
L1853:T2:I8371,1853,T2,2026-06-13T12:49:00.000Z,33,0,32,0,1
L1854:T0,1854,T0,2025-02-14T00:00:00.000Z,5,5,0,0,0
L1854:T1:I8372,1854,T1,2025-06-20T10:48:00.000Z,13,12,0,0,1
L1854:T2:I8373,1854,T2,2025-08-15T17:45:00.000Z,14,13,0,0,1
L1855:T0,1855,T0,2025-04-16T00:00:00.000Z,42,10,0,32,0
L1855:T1:I8377,1855,T1,2025-04-19T18:07:14.000Z,44,10,0,33,1
L1855:T2:I8378,1855,T2,2025-04-23T14:03:26.000Z,44,10,0,33,1
L1855:T2:I8375,1855,T2,2025-04-26T09:21:36.000Z,44,10,0,33,1
L1855:T2:I8374,1855,T2,2025-04-28T14:15:24.000Z,43,10,0,33,0
L1855:T2:I8376,1855,T2,2025-06-24T15:29:00.000Z,49,13,0,35,1
L1855:T2:I8380,1855,T2,2026-02-01T19:51:00.000Z,78,23,0,54,1
L1855:T2:I8379,1855,T2,2026-05-02T16:15:00.000Z,93,30,0,62,1
L1856:T0,1856,T0,2025-06-16T00:00:00.000Z,47,0,22,25,0
L1856:T1:I8386,1856,T1,2025-06-17T19:08:37.000Z,48,0,22,25,1
L1856:T2:I8382,1856,T2,2025-06-25T10:59:55.000Z,48,0,22,26,0
L1856:T2:I8383,1856,T2,2025-06-29T08:26:17.000Z,50,0,23,26,1
L1856:T2:I8384,1856,T2,2025-07-07T11:33:00.000Z,53,0,26,26,1
L1856:T2:I8381,1856,T2,2025-11-11T13:37:00.000Z,73,0,39,33,1
L1856:T2:I8385,1856,T2,2026-04-05T16:25:00.000Z,94,0,52,41,1
L1857:T0,1857,T0,2026-01-09T00:00:00.000Z,128,39,0,89,0
L1857:T1:I8389,1857,T1,2026-01-11T11:39:51.000Z,128,39,0,89,0
L1857:T2:I8390,1857,T2,2026-01-14T17:17:21.000Z,130,39,0,90,1
L1857:T2:I8387,1857,T2,2026-01-18T17:05:38.000Z,131,40,0,90,1
L1857:T2:I8388,1857,T2,2026-01-18T19:44:05.000Z,131,40,0,90,1
L1858:T0,1858,T0,2025-01-20T00:00:00.000Z,13,3,0,10,0
L1858:T1:I8392,1858,T1,2025-01-23T18:23:30.000Z,15,4,0,10,1
L1858:T2:I8391,1858,T2,2026-06-08T18:40:00.000Z,64,30,0,33,1
L1859:T0,1859,T0,2026-02-16T00:00:00.000Z,23,23,0,0,0
L1859:T1:I8393,1859,T1,2026-02-20T17:52:02.000Z,25,24,0,0,1
L1860:T0,1860,T0,2025-11-26T00:00:00.000Z,21,21,0,0,0
L1860:T1:I8396,1860,T1,2025-11-27T16:10:29.000Z,22,21,0,0,1
L1860:T2:I8395,1860,T2,2025-11-28T12:10:27.000Z,22,21,0,0,1
L1860:T2:I8394,1860,T2,2025-12-09T18:33:40.000Z,23,22,0,0,1
L1861:T0,1861,T0,2025-04-23T00:00:00.000Z,28,8,0,20,0
L1861:T1:I8397,1861,T1,2025-10-26T16:01:00.000Z,52,18,0,33,1
L1861:T2:I8398,1861,T2,2026-06-23T12:31:00.000Z,87,30,0,56,1
L1862:T0,1862,T0,2025-09-19T00:00:00.000Z,35,18,17,0,0
L1862:T1:I8399,1862,T1,2025-10-01T10:02:51.000Z,36,18,17,0,1
L1862:T2:I8400,1862,T2,2026-04-10T10:34:00.000Z,50,27,22,0,1
L1863:T0,1863,T0,2025-03-28T00:00:00.000Z,31,0,13,18,0
L1863:T1:I8403,1863,T1,2025-04-04T18:45:57.000Z,32,0,13,18,1
L1863:T2:I8401,1863,T2,2025-06-24T08:49:00.000Z,39,0,15,23,1
L1863:T2:I8405,1863,T2,2025-10-11T15:58:00.000Z,44,0,17,26,1
L1863:T2:I8404,1863,T2,2026-02-01T08:19:00.000Z,59,0,27,31,1
L1863:T2:I8402,1863,T2,2026-04-09T18:23:00.000Z,66,0,32,33,1
L1864:T0,1864,T0,2025-06-01T00:00:00.000Z,35,13,0,22,0
L1864:T1:I8410,1864,T1,2025-06-06T15:53:45.000Z,36,13,0,22,1
L1864:T2:I8409,1864,T2,2025-06-14T09:55:28.000Z,37,13,0,23,1
L1864:T2:I8413,1864,T2,2025-07-02T13:05:00.000Z,39,15,0,23,1
L1864:T2:I8412,1864,T2,2025-12-30T07:54:00.000Z,51,22,0,28,1
L1864:T2:I8407,1864,T2,2026-03-06T16:02:00.000Z,61,28,0,32,1
L1864:T2:I8408,1864,T2,2026-04-30T10:46:00.000Z,70,34,0,36,0
L1864:T2:I8411,1864,T2,2026-05-23T18:25:00.000Z,74,35,0,38,1
L1864:T2:I8406,1864,T2,2026-06-28T20:04:00.000Z,80,38,0,41,1
L1865:T0,1865,T0,2026-05-14T00:00:00.000Z,49,19,0,30,0
L1865:T1:I8415,1865,T1,2026-05-23T08:00:37.000Z,51,19,0,31,1
L1865:T2:I8414,1865,T2,2026-05-26T14:04:32.000Z,52,20,0,31,1
L1866:T0,1866,T0,2025-01-10T00:00:00.000Z,16,6,0,10,0
L1866:T1:I8416,1866,T1,2025-08-15T09:52:00.000Z,45,22,0,22,1
L1867:T0,1867,T0,2025-01-15T00:00:00.000Z,27,12,0,15,0
L1867:T1:I8422,1867,T1,2025-01-18T15:45:28.000Z,28,12,0,15,1
L1867:T2:I8417,1867,T2,2025-01-19T12:02:47.000Z,28,12,0,15,1
L1867:T2:I8424,1867,T2,2025-01-20T14:54:54.000Z,28,12,0,15,1
L1867:T2:I8421,1867,T2,2025-02-11T14:40:00.000Z,30,14,0,15,1
L1867:T2:I8419,1867,T2,2025-09-12T11:53:00.000Z,64,34,0,29,1
L1867:T2:I8420,1867,T2,2025-12-08T16:05:00.000Z,78,42,0,35,1
L1867:T2:I8418,1867,T2,2026-02-28T14:01:00.000Z,89,49,0,39,1
L1867:T2:I8423,1867,T2,2026-03-12T15:57:00.000Z,90,50,0,39,1
L1868:T0,1868,T0,2025-09-23T00:00:00.000Z,12,12,0,0,0
L1868:T1:I8427,1868,T1,2025-09-24T09:44:30.000Z,13,12,0,0,1
L1868:T2:I8428,1868,T2,2025-09-26T18:57:43.000Z,13,12,0,0,1
L1868:T2:I8425,1868,T2,2025-09-30T08:28:25.000Z,13,12,0,0,1
L1868:T2:I8426,1868,T2,2026-04-12T16:12:00.000Z,21,21,0,0,0
L1869:T0,1869,T0,2025-08-27T00:00:00.000Z,14,14,0,0,0
L1869:T1:I8429,1869,T1,2025-08-31T16:30:03.000Z,14,14,0,0,0
L1869:T2:I8432,1869,T2,2025-09-02T15:56:49.000Z,15,14,0,0,1
L1869:T2:I8430,1869,T2,2025-09-08T07:33:02.000Z,15,14,0,0,1
L1869:T2:I8433,1869,T2,2025-09-08T20:01:58.000Z,15,14,0,0,1
L1869:T2:I8431,1869,T2,2026-05-31T16:09:00.000Z,30,29,0,0,1
L1870:T0,1870,T0,2026-03-13T00:00:00.000Z,29,29,0,0,0
L1870:T1:I8434,1870,T1,2026-03-19T10:07:44.000Z,30,29,0,0,1
L1871:T0,1871,T0,2025-02-07T00:00:00.000Z,7,0,7,0,0
L1871:T1:I8437,1871,T1,2025-02-07T14:07:41.000Z,8,0,7,0,1
L1871:T2:I8438,1871,T2,2025-05-27T07:48:00.000Z,15,0,14,0,1
L1871:T2:I8435,1871,T2,2025-09-14T12:42:00.000Z,18,0,17,0,1
L1871:T2:I8436,1871,T2,2025-11-01T20:41:00.000Z,20,0,20,0,0
L1871:T2:I8439,1871,T2,2026-01-01T16:06:00.000Z,24,0,23,0,1
L1872:T0,1872,T0,2025-10-26T00:00:00.000Z,53,30,0,23,0
L1872:T1:I8441,1872,T1,2025-10-31T08:31:55.000Z,55,31,0,23,1
L1872:T2:I8442,1872,T2,2025-11-06T19:21:06.000Z,54,31,0,23,0
L1872:T2:I8440,1872,T2,2025-11-07T14:22:54.000Z,55,31,0,23,1
L1873:T0,1873,T0,2025-08-21T00:00:00.000Z,45,21,0,24,0
L1873:T1:I8443,1873,T1,2025-08-21T20:26:41.000Z,46,21,0,24,1
L1873:T2:I8447,1873,T2,2025-08-30T15:06:44.000Z,48,22,0,25,1
L1873:T2:I8446,1873,T2,2025-11-05T18:23:00.000Z,57,26,0,30,1
L1873:T2:I8449,1873,T2,2026-01-12T20:00:00.000Z,64,28,0,35,1
L1873:T2:I8444,1873,T2,2026-02-02T12:47:00.000Z,67,29,0,37,1
L1873:T2:I8448,1873,T2,2026-02-16T18:09:00.000Z,69,31,0,37,1
