prediction_key,lead_id,stage,score_time,n_candidates,n_corridor,n_municipality,n_state,n_observed_override
L2709:T2:I12322,2709,T2,2026-07-02T18:50:25.000Z,26,25,0,0,1
L2709:T2:I12320,2709,T2,2026-07-05T17:03:19.000Z,26,25,0,0,1
L2709:T2:I12326,2709,T2,2026-07-07T13:10:12.000Z,26,25,0,0,1
L2710:T0,2710,T0,2025-04-01T00:00:00.000Z,24,0,11,13,0
L2710:T1:I12330,2710,T1,2025-04-03T19:48:01.000Z,26,0,11,14,1
L2710:T2:I12327,2710,T2,2025-04-08T08:55:54.000Z,26,0,11,14,1
L2710:T2:I12329,2710,T2,2025-04-08T13:43:52.000Z,26,0,11,14,1
L2710:T2:I12331,2710,T2,2025-04-14T10:59:18.000Z,26,0,11,14,1
L2710:T2:I12328,2710,T2,2026-06-26T19:18:00.000Z,57,0,25,31,1
L2711:T0,2711,T0,2025-03-03T00:00:00.000Z,14,0,9,5,0
L2711:T1:I12334,2711,T1,2025-03-03T11:40:20.000Z,15,0,9,5,1
L2711:T2:I12337,2711,T2,2025-03-07T15:01:17.000Z,15,0,9,5,1
L2711:T2:I12332,2711,T2,2025-03-15T17:38:36.000Z,15,0,9,5,1
L2711:T2:I12336,2711,T2,2025-07-07T19:24:00.000Z,22,0,14,7,1
L2711:T2:I12335,2711,T2,2025-10-11T14:08:00.000Z,26,0,16,9,1
L2711:T2:I12333,2711,T2,2026-01-24T17:03:00.000Z,29,0,18,10,1
L2712:T0,2712,T0,2026-02-09T00:00:00.000Z,38,38,0,0,0
L2712:T1:I12339,2712,T1,2026-02-14T20:16:21.000Z,39,38,0,0,1
L2712:T2:I12338,2712,T2,2026-02-17T15:50:23.000Z,39,38,0,0,1
L2713:T0,2713,T0,2025-09-26T00:00:00.000Z,33,21,0,12,0
L2713:T1:I12340,2713,T1,2025-09-27T09:28:14.000Z,34,21,0,12,1
L2713:T2:I12341,2713,T2,2025-10-13T15:55:00.000Z,34,21,0,12,1
L2714:T0,2714,T0,2026-05-20T00:00:00.000Z,68,35,0,33,0
L2714:T1:I12346,2714,T1,2026-05-23T08:11:09.000Z,70,36,0,33,1
L2714:T2:I12345,2714,T2,2026-05-23T20:18:41.000Z,70,36,0,33,1
L2714:T2:I12349,2714,T2,2026-05-27T14:04:16.000Z,70,36,0,33,1
L2714:T2:I12344,2714,T2,2026-05-28T19:52:54.000Z,69,36,0,33,0
L2714:T2:I12348,2714,T2,2026-05-29T09:46:51.000Z,70,36,0,33,1
L2714:T2:I12343,2714,T2,2026-05-29T13:31:34.000Z,70,36,0,33,1
L2714:T2:I12347,2714,T2,2026-05-31T10:11:19.000Z,70,36,0,33,1
L2714:T2:I12342,2714,T2,2026-05-31T15:12:10.000Z,70,36,0,33,1
L2715:T0,2715,T0,2025-02-17T00:00:00.000Z,4,4,0,0,0
L2715:T1:I12350,2715,T1,2025-06-19T16:11:00.000Z,11,10,0,0,1
L2716:T0,2716,T0,2025-01-09T00:00:00.000Z,15,8,7,0,0
L2716:T1:I12351,2716,T1,2026-05-07T13:42:00.000Z,55,25,29,0,1
L2717:T0,2717,T0,2026-02-18T00:00:00.000Z,26,26,0,0,0
L2717:T1:I12355,2717,T1,2026-02-18T14:22:12.000Z,27,26,0,0,1
L2717:T2:I12356,2717,T2,2026-02-18T20:44:39.000Z,27,26,0,0,1
L2717:T2:I12353,2717,T2,2026-02-27T15:50:00.000Z,27,26,0,0,1
L2717:T2:I12352,2717,T2,2026-03-03T10:30:59.000Z,26,26,0,0,0
L2717:T2:I12354,2717,T2,2026-03-05T12:52:00.000Z,27,26,0,0,1
L2717:T2:I12357,2717,T2,2026-06-01T13:13:00.000Z,30,29,0,0,1
L2718:T0,2718,T0,2025-09-12T00:00:00.000Z,23,23,0,0,0
L2718:T1:I12360,2718,T1,2025-09-15T16:37:59.000Z,24,23,0,0,1
L2718:T2:I12358,2718,T2,2025-09-19T16:12:49.000Z,23,23,0,0,0
L2718:T2:I12361,2718,T2,2026-02-09T13:00:00.000Z,26,25,0,0,1
L2718:T2:I12359,2718,T2,2026-03-21T18:18:00.000Z,27,26,0,0,1
L2718:T2:I12362,2718,T2,2026-05-18T18:55:00.000Z,28,27,0,0,1
L2719:T0,2719,T0,2026-03-19T00:00:00.000Z,62,37,25,0,0
L2719:T1:I12363,2719,T1,2026-03-24T14:50:21.000Z,64,37,26,0,1
L2720:T0,2720,T0,2025-10-23T00:00:00.000Z,28,28,0,0,0
L2720:T1:I12367,2720,T1,2025-10-24T19:45:29.000Z,29,28,0,0,1
L2720:T2:I12364,2720,T2,2025-10-26T07:30:36.000Z,29,28,0,0,1
L2720:T2:I12366,2720,T2,2025-10-27T07:22:33.000Z,29,28,0,0,1
L2720:T2:I12370,2720,T2,2025-10-29T20:00:08.000Z,29,28,0,0,1
L2720:T2:I12368,2720,T2,2025-11-03T10:56:37.000Z,29,28,0,0,1
L2720:T2:I12369,2720,T2,2026-02-09T20:29:00.000Z,30,29,0,0,1
L2720:T2:I12365,2720,T2,2026-04-21T13:27:00.000Z,35,34,0,0,1
L2721:T0,2721,T0,2026-01-19T00:00:00.000Z,55,28,0,27,0
L2721:T1:I12377,2721,T1,2026-01-21T07:57:20.000Z,56,28,0,27,1
L2721:T2:I12373,2721,T2,2026-01-25T12:02:41.000Z,58,29,0,28,1
L2721:T2:I12372,2721,T2,2026-02-01T14:52:16.000Z,58,29,0,28,1
L2721:T2:I12371,2721,T2,2026-02-01T15:34:21.000Z,57,29,0,28,0
L2721:T2:I12376,2721,T2,2026-02-03T09:26:00.000Z,58,29,0,28,1
L2721:T2:I12374,2721,T2,2026-03-21T12:42:00.000Z,61,32,0,29,0
L2721:T2:I12375,2721,T2,2026-04-20T20:01:00.000Z,63,33,0,29,1
L2722:T0,2722,T0,2025-09-27T00:00:00.000Z,38,0,15,23,0
L2722:T1:I12378,2722,T1,2025-10-07T18:42:58.000Z,41,0,15,25,1
L2723:T0,2723,T0,2025-12-28T00:00:00.000Z,20,20,0,0,0
L2723:T1:I12383,2723,T1,2025-12-28T12:02:41.000Z,20,20,0,0,0
L2723:T2:I12382,2723,T2,2026-01-01T14:28:58.000Z,22,21,0,0,1
L2723:T2:I12380,2723,T2,2026-01-07T13:02:06.000Z,23,22,0,0,1
L2723:T2:I12381,2723,T2,2026-01-10T20:53:08.000Z,23,22,0,0,1
L2723:T2:I12379,2723,T2,2026-03-08T14:40:00.000Z,27,26,0,0,1
L2724:T0,2724,T0,2026-03-02T00:00:00.000Z,27,27,0,0,0
L2724:T1:I12384,2724,T1,2026-03-02T19:19:00.000Z,28,27,0,0,1
L2724:T2:I12385,2724,T2,2026-03-03T14:23:34.000Z,28,27,0,0,1
L2724:T2:I12390,2724,T2,2026-03-03T17:37:30.000Z,27,27,0,0,0
L2724:T2:I12389,2724,T2,2026-03-05T07:15:13.000Z,28,27,0,0,1
L2724:T2:I12387,2724,T2,2026-03-05T08:46:42.000Z,28,27,0,0,1
L2724:T2:I12388,2724,T2,2026-03-15T10:38:36.000Z,28,27,0,0,1
L2724:T2:I12386,2724,T2,2026-05-11T17:52:00.000Z,31,30,0,0,1
L2725:T0,2725,T0,2026-03-26T00:00:00.000Z,92,41,0,51,0
L2725:T1:I12391,2725,T1,2026-03-28T11:34:16.000Z,93,41,0,51,1
L2726:T0,2726,T0,2025-01-14T00:00:00.000Z,11,8,0,3,0
L2726:T1:I12392,2726,T1,2026-03-15T17:19:00.000Z,44,20,0,23,1
L2727:T0,2727,T0,2026-01-28T00:00:00.000Z,50,30,0,20,0
L2727:T1:I12397,2727,T1,2026-02-01T12:21:37.000Z,51,30,0,20,1
L2727:T2:I12394,2727,T2,2026-02-03T15:17:46.000Z,51,30,0,20,1
L2727:T2:I12393,2727,T2,2026-02-05T09:43:50.000Z,51,30,0,20,1
L2727:T2:I12395,2727,T2,2026-04-21T16:57:00.000Z,59,33,0,25,1
L2727:T2:I12396,2727,T2,2026-06-19T10:11:00.000Z,65,37,0,27,1
L2728:T0,2728,T0,2025-12-25T00:00:00.000Z,41,24,0,17,0
L2728:T1:I12400,2728,T1,2025-12-25T19:51:31.000Z,42,24,0,17,1
L2728:T2:I12399,2728,T2,2025-12-26T16:52:07.000Z,42,24,0,17,1
L2728:T2:I12402,2728,T2,2025-12-27T15:18:00.000Z,42,24,0,17,1
L2728:T2:I12398,2728,T2,2026-01-02T13:03:11.000Z,43,25,0,17,1
L2728:T2:I12401,2728,T2,2026-01-05T15:35:34.000Z,43,25,0,17,1
L2729:T0,2729,T0,2025-11-30T00:00:00.000Z,32,12,0,20,0
L2729:T1:I12409,2729,T1,2025-11-30T08:31:14.000Z,33,12,0,20,1
L2729:T2:I12404,2729,T2,2025-12-03T13:49:28.000Z,33,12,0,20,1
L2729:T2:I12406,2729,T2,2025-12-07T19:45:25.000Z,33,12,0,20,1
L2729:T2:I12403,2729,T2,2025-12-13T14:57:46.000Z,34,12,0,21,1
L2729:T2:I12408,2729,T2,2026-03-29T18:03:00.000Z,40,15,0,24,1
L2729:T2:I12405,2729,T2,2026-05-17T12:07:00.000Z,41,16,0,24,1
L2729:T2:I12407,2729,T2,2026-06-14T20:48:00.000Z,44,19,0,24,1
L2730:T0,2730,T0,2025-12-08T00:00:00.000Z,22,22,0,0,0
L2730:T1:I12411,2730,T1,2025-12-14T11:08:41.000Z,23,22,0,0,1
L2730:T2:I12412,2730,T2,2025-12-18T13:49:47.000Z,23,22,0,0,1
L2730:T2:I12414,2730,T2,2025-12-19T19:13:27.000Z,23,22,0,0,1
L2730:T2:I12413,2730,T2,2025-12-20T11:41:27.000Z,23,22,0,0,1
L2730:T2:I12415,2730,T2,2025-12-21T16:21:40.000Z,23,22,0,0,1
L2730:T2:I12410,2730,T2,2025-12-26T08:25:00.000Z,23,22,0,0,1
L2731:T0,2731,T0,2026-01-27T00:00:00.000Z,20,20,0,0,0
L2731:T1:I12416,2731,T1,2026-02-05T16:16:51.000Z,21,20,0,0,1
L2731:T2:I12418,2731,T2,2026-02-06T16:42:09.000Z,21,20,0,0,1
L2731:T2:I12420,2731,T2,2026-02-07T18:49:33.000Z,21,20,0,0,1
L2731:T2:I12421,2731,T2,2026-02-08T10:45:07.000Z,21,20,0,0,1
L2731:T2:I12417,2731,T2,2026-02-09T13:22:50.000Z,21,20,0,0,1
L2731:T2:I12419,2731,T2,2026-04-22T17:11:00.000Z,28,27,0,0,1
L2732:T0,2732,T0,2026-06-24T00:00:00.000Z,93,51,42,0,0
L2732:T1:I12422,2732,T1,2026-07-03T20:39:42.000Z,94,51,42,0,1
L2733:T0,2733,T0,2025-03-01T00:00:00.000Z,28,11,0,17,0
L2733:T1:I12429,2733,T1,2025-03-07T11:25:46.000Z,30,11,0,18,1
L2733:T2:I12423,2733,T2,2025-03-08T09:57:25.000Z,30,11,0,18,1
L2733:T2:I12427,2733,T2,2025-06-19T16:36:00.000Z,41,17,0,23,1
L2733:T2:I12428,2733,T2,2025-06-19T20:50:00.000Z,41,17,0,23,1
L2733:T2:I12425,2733,T2,2025-09-26T16:55:00.000Z,49,24,0,25,0
L2733:T2:I12426,2733,T2,2025-10-27T17:45:00.000Z,52,25,0,26,1
L2733:T2:I12424,2733,T2,2026-01-01T07:35:00.000Z,58,26,0,31,1
L2734:T0,2734,T0,2025-11-08T00:00:00.000Z,88,26,0,62,0
L2734:T1:I12431,2734,T1,2025-11-16T19:06:53.000Z,89,26,0,62,1
L2734:T2:I12430,2734,T2,2025-11-18T16:17:13.000Z,89,26,0,62,1
L2735:T0,2735,T0,2025-07-09T00:00:00.000Z,25,13,0,12,0
L2735:T1:I12433,2735,T1,2025-07-17T07:11:43.000Z,28,13,0,14,1
L2735:T2:I12432,2735,T2,2025-07-22T07:59:09.000Z,30,13,0,16,1
L2735:T2:I12434,2735,T2,2025-10-12T15:32:00.000Z,37,18,0,18,1
L2736:T0,2736,T0,2026-03-09T00:00:00.000Z,16,16,0,0,0
L2736:T1:I12436,2736,T1,2026-03-11T07:16:42.000Z,17,16,0,0,1
L2736:T2:I12438,2736,T2,2026-03-13T20:27:32.000Z,17,16,0,0,1
L2736:T2:I12441,2736,T2,2026-03-14T10:04:29.000Z,17,16,0,0,1
L2736:T2:I12435,2736,T2,2026-03-16T16:44:06.000Z,17,16,0,0,1
L2736:T2:I12437,2736,T2,2026-03-17T13:21:26.000Z,17,16,0,0,1
L2736:T2:I12439,2736,T2,2026-03-18T20:12:05.000Z,16,16,0,0,0
L2736:T2:I12440,2736,T2,2026-03-21T11:28:17.000Z,17,16,0,0,1
L2736:T2:I12442,2736,T2,2026-05-10T19:12:00.000Z,20,19,0,0,1
L2737:T0,2737,T0,2025-12-26T00:00:00.000Z,27,27,0,0,0
L2737:T1:I12444,2737,T1,2025-12-27T15:41:03.000Z,29,28,0,0,1
L2737:T2:I12443,2737,T2,2026-05-28T08:48:00.000Z,39,38,0,0,1
L2738:T0,2738,T0,2025-10-27T00:00:00.000Z,44,23,0,21,0
L2738:T1:I12448,2738,T1,2025-10-28T10:14:57.000Z,45,23,0,21,1
L2738:T2:I12449,2738,T2,2025-11-03T18:32:59.000Z,45,23,0,21,1
L2738:T2:I12446,2738,T2,2025-11-04T10:06:16.000Z,44,23,0,21,0
L2738:T2:I12445,2738,T2,2025-11-13T12:31:00.000Z,46,23,0,22,1
L2738:T2:I12447,2738,T2,2026-01-04T12:45:00.000Z,55,28,0,26,1
L2739:T0,2739,T0,2026-03-12T00:00:00.000Z,34,34,0,0,0
L2739:T1:I12451,2739,T1,2026-03-15T07:56:35.000Z,35,34,0,0,1
L2739:T2:I12452,2739,T2,2026-03-23T09:03:39.000Z,36,35,0,0,1
L2739:T2:I12450,2739,T2,2026-04-23T14:09:00.000Z,37,36,0,0,1
L2740:T0,2740,T0,2025-07-25T00:00:00.000Z,13,13,0,0,0
L2740:T1:I12453,2740,T1,2025-07-26T14:11:54.000Z,14,13,0,0,1
L2740:T2:I12454,2740,T2,2025-07-30T11:56:06.000Z,14,13,0,0,1
L2740:T2:I12455,2740,T2,2025-08-02T17:33:13.000Z,14,13,0,0,1
L2740:T2:I12456,2740,T2,2025-08-04T17:38:56.000Z,14,13,0,0,1
L2740:T2:I12458,2740,T2,2025-08-14T16:24:00.000Z,14,13,0,0,1
L2740:T2:I12459,2740,T2,2026-02-21T13:16:00.000Z,21,20,0,0,1
L2740:T2:I12457,2740,T2,2026-05-11T16:38:00.000Z,28,27,0,0,1
L2740:T2:I12460,2740,T2,2026-06-28T19:50:00.000Z,30,29,0,0,1
L2741:T0,2741,T0,2025-04-25T00:00:00.000Z,25,10,0,15,0
L2741:T1:I12466,2741,T1,2025-05-01T15:30:14.000Z,28,10,0,17,1
L2741:T2:I12461,2741,T2,2025-05-02T16:10:02.000Z,27,10,0,17,0
L2741:T2:I12467,2741,T2,2025-05-05T11:25:35.000Z,28,10,0,17,1
L2741:T2:I12463,2741,T2,2025-10-24T11:02:00.000Z,55,22,0,32,1
L2741:T2:I12465,2741,T2,2025-11-10T16:35:00.000Z,60,25,0,35,0
L2741:T2:I12462,2741,T2,2025-12-19T08:51:00.000Z,64,25,0,38,1
L2741:T2:I12464,2741,T2,2026-02-05T20:58:00.000Z,70,27,0,42,1
L2742:T0,2742,T0,2025-08-27T00:00:00.000Z,15,15,0,0,0
L2742:T1:I12472,2742,T1,2025-08-30T16:28:28.000Z,16,15,0,0,1
L2742:T2:I12473,2742,T2,2025-09-05T12:50:28.000Z,16,15,0,0,1
L2742:T2:I12471,2742,T2,2025-09-07T13:43:48.000Z,16,15,0,0,1
L2742:T2:I12468,2742,T2,2025-12-12T13:36:00.000Z,17,16,0,0,1
L2742:T2:I12474,2742,T2,2026-01-16T12:43:00.000Z,17,16,0,0,1
L2742:T2:I12470,2742,T2,2026-01-21T13:39:00.000Z,17,17,0,0,0
L2742:T2:I12469,2742,T2,2026-04-13T10:46:00.000Z,20,19,0,0,1
L2743:T0,2743,T0,2025-06-30T00:00:00.000Z,43,20,0,23,0
L2743:T1:I12476,2743,T1,2025-06-30T10:19:54.000Z,44,20,0,23,1
L2743:T2:I12481,2743,T2,2025-07-04T15:46:52.000Z,44,20,0,23,1
L2743:T2:I12475,2743,T2,2025-07-09T14:20:03.000Z,45,20,0,25,0
L2743:T2:I12480,2743,T2,2025-07-26T15:37:00.000Z,50,21,0,28,1
L2743:T2:I12477,2743,T2,2025-08-27T08:03:00.000Z,57,23,0,33,1
L2743:T2:I12479,2743,T2,2026-01-12T16:08:00.000Z,70,28,0,41,1
L2743:T2:I12478,2743,T2,2026-06-16T09:01:00.000Z,92,39,0,52,1
L2744:T0,2744,T0,2026-02-19T00:00:00.000Z,11,11,0,0,0
L2744:T1:I12489,2744,T1,2026-02-20T10:48:59.000Z,12,11,0,0,1
L2744:T2:I12485,2744,T2,2026-02-22T20:10:48.000Z,12,11,0,0,1
L2744:T2:I12484,2744,T2,2026-02-23T20:50:18.000Z,12,11,0,0,1
L2744:T2:I12486,2744,T2,2026-02-28T10:10:00.000Z,12,11,0,0,1
L2744:T2:I12482,2744,T2,2026-02-28T11:29:31.000Z,12,11,0,0,1
L2744:T2:I12488,2744,T2,2026-03-02T18:02:04.000Z,12,11,0,0,1
L2744:T2:I12483,2744,T2,2026-04-02T12:28:00.000Z,12,11,0,0,1
L2744:T2:I12487,2744,T2,2026-04-12T13:54:00.000Z,12,11,0,0,1
L2745:T0,2745,T0,2025-09-01T00:00:00.000Z,27,27,0,0,0
L2745:T1:I12493,2745,T1,2025-09-13T18:25:32.000Z,28,27,0,0,1
L2745:T2:I12497,2745,T2,2025-09-25T13:26:00.000Z,28,27,0,0,1
L2745:T2:I12496,2745,T2,2025-11-08T20:18:00.000Z,31,30,0,0,1
L2745:T2:I12494,2745,T2,2025-11-26T11:33:00.000Z,32,31,0,0,1
L2745:T2:I12490,2745,T2,2025-11-26T14:50:00.000Z,31,31,0,0,0
L2745:T2:I12495,2745,T2,2025-12-20T14:54:00.000Z,33,32,0,0,1
L2745:T2:I12491,2745,T2,2026-01-14T12:46:00.000Z,36,35,0,0,1
L2745:T2:I12492,2745,T2,2026-06-15T07:46:00.000Z,47,46,0,0,1
L2746:T0,2746,T0,2026-01-29T00:00:00.000Z,48,27,0,21,0
L2746:T1:I12498,2746,T1,2026-02-01T11:55:09.000Z,50,28,0,21,1
L2746:T2:I12501,2746,T2,2026-02-03T14:22:19.000Z,50,28,0,21,1
L2746:T2:I12500,2746,T2,2026-02-07T07:36:48.000Z,50,28,0,21,1
L2746:T2:I12499,2746,T2,2026-02-08T19:51:44.000Z,49,28,0,21,0
L2746:T2:I12502,2746,T2,2026-03-10T19:09:00.000Z,52,28,0,23,1
L2747:T0,2747,T0,2026-05-14T00:00:00.000Z,38,20,0,18,0
L2747:T1:I12503,2747,T1,2026-05-17T08:38:07.000Z,39,20,0,18,1
L2748:T0,2748,T0,2025-01-25T00:00:00.000Z,4,4,0,0,0
L2748:T1:I12504,2748,T1,2025-05-23T14:01:00.000Z,10,10,0,0,0
L2748:T2:I12506,2748,T2,2025-05-27T10:19:00.000Z,11,10,0,0,1
L2748:T2:I12509,2748,T2,2025-06-23T17:57:00.000Z,15,14,0,0,1
L2748:T2:I12508,2748,T2,2025-12-24T10:05:00.000Z,22,21,0,0,1
L2748:T2:I12507,2748,T2,2026-01-21T20:42:00.000Z,25,24,0,0,1
L2748:T2:I12505,2748,T2,2026-01-23T11:42:00.000Z,25,24,0,0,1
L2748:T2:I12510,2748,T2,2026-04-01T14:08:00.000Z,29,28,0,0,1
L2749:T0,2749,T0,2025-07-21T00:00:00.000Z,13,13,0,0,0
L2749:T1:I12511,2749,T1,2025-07-24T16:38:38.000Z,14,13,0,0,1
L2749:T2:I12514,2749,T2,2025-07-29T15:29:23.000Z,14,13,0,0,1
L2749:T2:I12518,2749,T2,2025-07-29T18:27:54.000Z,14,13,0,0,1
L2749:T2:I12516,2749,T2,2025-08-01T15:45:31.000Z,14,13,0,0,1
L2749:T2:I12517,2749,T2,2025-09-14T08:48:00.000Z,15,14,0,0,1
L2749:T2:I12515,2749,T2,2026-02-14T10:23:00.000Z,21,20,0,0,1
L2749:T2:I12512,2749,T2,2026-03-14T13:31:00.000Z,25,25,0,0,0
L2749:T2:I12513,2749,T2,2026-03-18T17:40:00.000Z,26,25,0,0,1
L2750:T0,2750,T0,2025-03-14T00:00:00.000Z,12,12,0,0,0
L2750:T1:I12519,2750,T1,2025-05-01T18:44:00.000Z,14,13,0,0,1
L2750:T2:I12520,2750,T2,2026-06-16T11:24:00.000Z,30,29,0,0,1
L2751:T0,2751,T0,2025-03-18T00:00:00.000Z,40,23,0,17,0
L2751:T1:I12522,2751,T1,2025-06-29T15:54:00.000Z,53,28,0,24,1
L2751:T2:I12521,2751,T2,2026-03-27T11:36:00.000Z,94,48,0,46,0
L2752:T0,2752,T0,2026-02-11T00:00:00.000Z,20,20,0,0,0
L2752:T1:I12523,2752,T1,2026-02-14T11:29:30.000Z,21,20,0,0,1
L2753:T0,2753,T0,2026-04-21T00:00:00.000Z,38,20,0,18,0
L2753:T1:I12526,2753,T1,2026-04-23T12:01:41.000Z,39,20,0,18,1
L2753:T2:I12530,2753,T2,2026-04-29T14:56:29.000Z,39,20,0,18,1
L2753:T2:I12528,2753,T2,2026-04-29T20:41:41.000Z,39,20,0,18,1
L2753:T2:I12525,2753,T2,2026-05-03T13:50:52.000Z,39,20,0,18,1
L2753:T2:I12527,2753,T2,2026-05-03T17:00:58.000Z,39,20,0,18,1
L2753:T2:I12529,2753,T2,2026-05-04T18:44:35.000Z,39,20,0,18,1
L2753:T2:I12524,2753,T2,2026-06-15T16:29:00.000Z,39,20,0,18,1
L2754:T0,2754,T0,2026-03-13T00:00:00.000Z,58,29,0,29,0
L2754:T1:I12534,2754,T1,2026-03-17T18:44:55.000Z,60,29,0,30,1
L2754:T2:I12531,2754,T2,2026-03-18T11:14:21.000Z,60,29,0,30,1
L2754:T2:I12532,2754,T2,2026-03-20T11:11:03.000Z,61,30,0,30,1
L2754:T2:I12533,2754,T2,2026-05-04T14:50:00.000Z,68,34,0,33,1
L2755:T0,2755,T0,2025-08-05T00:00:00.000Z,42,21,0,21,0
L2755:T1:I12535,2755,T1,2025-08-07T10:35:10.000Z,43,21,0,22,0
L2755:T2:I12537,2755,T2,2025-08-17T18:37:17.000Z,45,21,0,23,1
L2755:T2:I12536,2755,T2,2026-01-06T16:33:00.000Z,62,27,0,34,1
L2755:T2:I12538,2755,T2,2026-02-02T20:15:00.000Z,67,29,0,37,1
L2756:T0,2756,T0,2025-07-12T00:00:00.000Z,14,14,0,0,0
L2756:T1:I12544,2756,T1,2025-07-25T08:24:54.000Z,16,15,0,0,1
L2756:T2:I12541,2756,T2,2025-08-18T20:51:00.000Z,17,16,0,0,1
L2756:T2:I12543,2756,T2,2025-09-02T07:16:00.000Z,17,16,0,0,1
L2756:T2:I12539,2756,T2,2025-11-25T11:56:00.000Z,19,18,0,0,1
L2756:T2:I12542,2756,T2,2026-02-05T12:09:00.000Z,19,18,0,0,1
L2756:T2:I12540,2756,T2,2026-04-04T10:42:00.000Z,23,23,0,0,0
L2757:T0,2757,T0,2026-04-17T00:00:00.000Z,28,28,0,0,0
L2757:T1:I12545,2757,T1,2026-04-27T10:51:49.000Z,31,30,0,0,1
L2758:T0,2758,T0,2026-02-26T00:00:00.000Z,50,23,0,27,0
L2758:T1:I12546,2758,T1,2026-02-26T18:59:31.000Z,51,23,0,27,1
L2758:T2:I12547,2758,T2,2026-02-27T14:42:02.000Z,50,23,0,27,0
L2758:T2:I12548,2758,T2,2026-03-04T10:27:38.000Z,51,23,0,27,1
L2759:T0,2759,T0,2025-02-14T00:00:00.000Z,3,3,0,0,0
L2759:T1:I12552,2759,T1,2025-03-06T17:01:00.000Z,5,4,0,0,1
L2759:T2:I12550,2759,T2,2025-04-18T09:19:00.000Z,5,4,0,0,1
L2759:T2:I12549,2759,T2,2025-10-19T11:33:00.000Z,11,10,0,0,1
L2759:T2:I12555,2759,T2,2025-11-10T08:06:00.000Z,12,11,0,0,1
L2759:T2:I12554,2759,T2,2026-02-19T20:40:00.000Z,16,15,0,0,1
L2759:T2:I12551,2759,T2,2026-04-07T09:37:00.000Z,16,15,0,0,1
L2759:T2:I12553,2759,T2,2026-06-08T20:34:00.000Z,18,17,0,0,1
L2760:T0,2760,T0,2025-03-12T00:00:00.000Z,10,10,0,0,0
L2760:T1:I12558,2760,T1,2025-03-17T11:27:25.000Z,11,10,0,0,1
L2760:T2:I12557,2760,T2,2025-03-22T20:44:51.000Z,11,10,0,0,1
L2760:T2:I12556,2760,T2,2025-11-21T11:13:00.000Z,18,18,0,0,0
L2760:T2:I12559,2760,T2,2026-06-19T19:59:00.000Z,31,30,0,0,1
L2761:T0,2761,T0,2026-06-01T00:00:00.000Z,51,26,0,25,0
L2761:T1:I12561,2761,T1,2026-06-03T19:55:17.000Z,52,26,0,25,1
