prediction_key,lead_id,stage,score_time,candidate_spot_id,fallback_rank,fallback_tier,candidate_source,is_observed_current_spot
L1:T1:I3,1,T1,2025-05-12T16:10:27.000Z,2363,0,CORRIDOR,POLICY_UNIVERSE,false
L1:T1:I3,1,T1,2025-05-12T16:10:27.000Z,868,0,CORRIDOR,POLICY_UNIVERSE,false
L1:T1:I3,1,T1,2025-05-12T16:10:27.000Z,698,0,CORRIDOR,POLICY_UNIVERSE,false
L1:T1:I3,1,T1,2025-05-12T16:10:27.000Z,1607,0,CORRIDOR,POLICY_UNIVERSE,false
L1:T1:I3,1,T1,2025-05-12T16:10:27.000Z,1303,0,CORRIDOR,POLICY_UNIVERSE,false
L1:T1:I3,1,T1,2025-05-12T16:10:27.000Z,1985,0,CORRIDOR,POLICY_UNIVERSE,false
L1:T1:I3,1,T1,2025-05-12T16:10:27.000Z,2636,0,CORRIDOR,POLICY_UNIVERSE,false
L1:T1:I3,1,T1,2025-05-12T16:10:27.000Z,84,0,CORRIDOR,POLICY_UNIVERSE,false
L1:T1:I3,1,T1,2025-05-12T16:10:27.000Z,613,0,CORRIDOR,POLICY_UNIVERSE,false
L1:T1:I3,1,T1,2025-05-12T16:10:27.000Z,2180,0,CORRIDOR,POLICY_UNIVERSE,false
L1:T1:I3,1,T1,2025-05-12T16:10:27.000Z,1225,0,CORRIDOR,POLICY_UNIVERSE,false
L1:T1:I3,1,T1,2025-05-12T16:10:27.000Z,679,0,CORRIDOR,POLICY_UNIVERSE,false
L1:T1:I3,1,T1,2025-05-12T16:10:27.000Z,376,2,STATE,POLICY_UNIVERSE,false
L1:T1:I3,1,T1,2025-05-12T16:10:27.000Z,1544,2,STATE,POLICY_UNIVERSE,false
L1:T1:I3,1,T1,2025-05-12T16:10:27.000Z,1395,2,STATE,POLICY_UNIVERSE,false
L1:T1:I3,1,T1,2025-05-12T16:10:27.000Z,2651,2,STATE,POLICY_UNIVERSE,false
L1:T1:I3,1,T1,2025-05-12T16:10:27.000Z,879,2,STATE,POLICY_UNIVERSE,false
L1:T1:I3,1,T1,2025-05-12T16:10:27.000Z,1639,2,STATE,POLICY_UNIVERSE,false
L1:T1:I3,1,T1,2025-05-12T16:10:27.000Z,2915,2,STATE,POLICY_UNIVERSE,false
L1:T1:I3,1,T1,2025-05-12T16:10:27.000Z,153,2,STATE,POLICY_UNIVERSE,false
L1:T1:I3,1,T1,2025-05-12T16:10:27.000Z,1610,2,STATE,POLICY_UNIVERSE,false
L1:T1:I3,1,T1,2025-05-12T16:10:27.000Z,1592,2,STATE,POLICY_UNIVERSE,false
L1:T1:I3,1,T1,2025-05-12T16:10:27.000Z,1337,2,STATE,POLICY_UNIVERSE,false
L1:T1:I3,1,T1,2025-05-12T16:10:27.000Z,1274,99,OBSERVED_OVERRIDE,OBSERVED_CURRENT_OVERRIDE,true
L1:T2:I1,1,T2,2025-05-16T20:03:15.000Z,2032,0,CORRIDOR,POLICY_UNIVERSE,false
L1:T2:I1,1,T2,2025-05-16T20:03:15.000Z,2363,0,CORRIDOR,POLICY_UNIVERSE,false
L1:T2:I1,1,T2,2025-05-16T20:03:15.000Z,868,0,CORRIDOR,POLICY_UNIVERSE,false
L1:T2:I1,1,T2,2025-05-16T20:03:15.000Z,698,0,CORRIDOR,POLICY_UNIVERSE,false
L1:T2:I1,1,T2,2025-05-16T20:03:15.000Z,1607,0,CORRIDOR,POLICY_UNIVERSE,false
L1:T2:I1,1,T2,2025-05-16T20:03:15.000Z,1303,0,CORRIDOR,POLICY_UNIVERSE,false
L1:T2:I1,1,T2,2025-05-16T20:03:15.000Z,1985,0,CORRIDOR,POLICY_UNIVERSE,false
L1:T2:I1,1,T2,2025-05-16T20:03:15.000Z,2636,0,CORRIDOR,POLICY_UNIVERSE,false
L1:T2:I1,1,T2,2025-05-16T20:03:15.000Z,84,0,CORRIDOR,POLICY_UNIVERSE,false
L1:T2:I1,1,T2,2025-05-16T20:03:15.000Z,613,0,CORRIDOR,POLICY_UNIVERSE,false
L1:T2:I1,1,T2,2025-05-16T20:03:15.000Z,2180,0,CORRIDOR,POLICY_UNIVERSE,false
L1:T2:I1,1,T2,2025-05-16T20:03:15.000Z,1225,0,CORRIDOR,POLICY_UNIVERSE,false
L1:T2:I1,1,T2,2025-05-16T20:03:15.000Z,679,0,CORRIDOR,POLICY_UNIVERSE,false
L1:T2:I1,1,T2,2025-05-16T20:03:15.000Z,376,2,STATE,POLICY_UNIVERSE,false
L1:T2:I1,1,T2,2025-05-16T20:03:15.000Z,1544,2,STATE,POLICY_UNIVERSE,false
L1:T2:I1,1,T2,2025-05-16T20:03:15.000Z,1395,2,STATE,POLICY_UNIVERSE,false
L1:T2:I1,1,T2,2025-05-16T20:03:15.000Z,2651,2,STATE,POLICY_UNIVERSE,false
L1:T2:I1,1,T2,2025-05-16T20:03:15.000Z,879,2,STATE,POLICY_UNIVERSE,false
L1:T2:I1,1,T2,2025-05-16T20:03:15.000Z,1639,2,STATE,POLICY_UNIVERSE,false
L1:T2:I1,1,T2,2025-05-16T20:03:15.000Z,2915,2,STATE,POLICY_UNIVERSE,false
L1:T2:I1,1,T2,2025-05-16T20:03:15.000Z,153,2,STATE,POLICY_UNIVERSE,false
L1:T2:I1,1,T2,2025-05-16T20:03:15.000Z,1610,2,STATE,POLICY_UNIVERSE,false
L1:T2:I1,1,T2,2025-05-16T20:03:15.000Z,1592,2,STATE,POLICY_UNIVERSE,false
L1:T2:I1,1,T2,2025-05-16T20:03:15.000Z,1337,2,STATE,POLICY_UNIVERSE,false
L1:T2:I1,1,T2,2025-05-16T20:03:15.000Z,1483,99,OBSERVED_OVERRIDE,OBSERVED_CURRENT_OVERRIDE,true
L1:T2:I2,1,T2,2025-05-21T18:34:55.000Z,2032,0,CORRIDOR,POLICY_UNIVERSE,false
L1:T2:I2,1,T2,2025-05-21T18:34:55.000Z,2363,0,CORRIDOR,POLICY_UNIVERSE,false
L1:T2:I2,1,T2,2025-05-21T18:34:55.000Z,868,0,CORRIDOR,POLICY_UNIVERSE,false
L1:T2:I2,1,T2,2025-05-21T18:34:55.000Z,698,0,CORRIDOR,POLICY_UNIVERSE,false
L1:T2:I2,1,T2,2025-05-21T18:34:55.000Z,1607,0,CORRIDOR,POLICY_UNIVERSE,false
L1:T2:I2,1,T2,2025-05-21T18:34:55.000Z,1303,0,CORRIDOR,POLICY_UNIVERSE,false
L1:T2:I2,1,T2,2025-05-21T18:34:55.000Z,1985,0,CORRIDOR,POLICY_UNIVERSE,false
L1:T2:I2,1,T2,2025-05-21T18:34:55.000Z,2636,0,CORRIDOR,POLICY_UNIVERSE,false
L1:T2:I2,1,T2,2025-05-21T18:34:55.000Z,84,0,CORRIDOR,POLICY_UNIVERSE,false
L1:T2:I2,1,T2,2025-05-21T18:34:55.000Z,613,0,CORRIDOR,POLICY_UNIVERSE,false
L1:T2:I2,1,T2,2025-05-21T18:34:55.000Z,2180,0,CORRIDOR,POLICY_UNIVERSE,false
L1:T2:I2,1,T2,2025-05-21T18:34:55.000Z,1225,0,CORRIDOR,POLICY_UNIVERSE,false
L1:T2:I2,1,T2,2025-05-21T18:34:55.000Z,679,0,CORRIDOR,POLICY_UNIVERSE,false
L1:T2:I2,1,T2,2025-05-21T18:34:55.000Z,376,2,STATE,POLICY_UNIVERSE,false
L1:T2:I2,1,T2,2025-05-21T18:34:55.000Z,1544,2,STATE,POLICY_UNIVERSE,false
L1:T2:I2,1,T2,2025-05-21T18:34:55.000Z,1395,2,STATE,POLICY_UNIVERSE,false
L1:T2:I2,1,T2,2025-05-21T18:34:55.000Z,2651,2,STATE,POLICY_UNIVERSE,false
L1:T2:I2,1,T2,2025-05-21T18:34:55.000Z,879,2,STATE,POLICY_UNIVERSE,false
L1:T2:I2,1,T2,2025-05-21T18:34:55.000Z,1639,2,STATE,POLICY_UNIVERSE,false
L1:T2:I2,1,T2,2025-05-21T18:34:55.000Z,2915,2,STATE,POLICY_UNIVERSE,false
L1:T2:I2,1,T2,2025-05-21T18:34:55.000Z,153,2,STATE,POLICY_UNIVERSE,false
L1:T2:I2,1,T2,2025-05-21T18:34:55.000Z,1610,2,STATE,POLICY_UNIVERSE,false
L1:T2:I2,1,T2,2025-05-21T18:34:55.000Z,1592,2,STATE,POLICY_UNIVERSE,false
L1:T2:I2,1,T2,2025-05-21T18:34:55.000Z,1337,2,STATE,POLICY_UNIVERSE,false
L1:T2:I2,1,T2,2025-05-21T18:34:55.000Z,2501,2,STATE,POLICY_UNIVERSE,false
L1:T2:I2,1,T2,2025-05-21T18:34:55.000Z,2199,99,OBSERVED_OVERRIDE,OBSERVED_CURRENT_OVERRIDE,true
L1:T2:I4,1,T2,2025-05-22T12:04:52.000Z,2032,0,CORRIDOR,POLICY_UNIVERSE,false
L1:T2:I4,1,T2,2025-05-22T12:04:52.000Z,2363,0,CORRIDOR,POLICY_UNIVERSE,false
L1:T2:I4,1,T2,2025-05-22T12:04:52.000Z,868,0,CORRIDOR,POLICY_UNIVERSE,false
L1:T2:I4,1,T2,2025-05-22T12:04:52.000Z,698,0,CORRIDOR,POLICY_UNIVERSE,false
L1:T2:I4,1,T2,2025-05-22T12:04:52.000Z,1607,0,CORRIDOR,POLICY_UNIVERSE,false
L1:T2:I4,1,T2,2025-05-22T12:04:52.000Z,1303,0,CORRIDOR,POLICY_UNIVERSE,false
L1:T2:I4,1,T2,2025-05-22T12:04:52.000Z,1985,0,CORRIDOR,POLICY_UNIVERSE,false
L1:T2:I4,1,T2,2025-05-22T12:04:52.000Z,2636,0,CORRIDOR,POLICY_UNIVERSE,false
L1:T2:I4,1,T2,2025-05-22T12:04:52.000Z,84,0,CORRIDOR,POLICY_UNIVERSE,false
L1:T2:I4,1,T2,2025-05-22T12:04:52.000Z,613,0,CORRIDOR,POLICY_UNIVERSE,false
L1:T2:I4,1,T2,2025-05-22T12:04:52.000Z,2180,0,CORRIDOR,POLICY_UNIVERSE,false
L1:T2:I4,1,T2,2025-05-22T12:04:52.000Z,1225,0,CORRIDOR,POLICY_UNIVERSE,false
L1:T2:I4,1,T2,2025-05-22T12:04:52.000Z,679,0,CORRIDOR,POLICY_UNIVERSE,false
L1:T2:I4,1,T2,2025-05-22T12:04:52.000Z,376,2,STATE,POLICY_UNIVERSE,false
L1:T2:I4,1,T2,2025-05-22T12:04:52.000Z,1544,2,STATE,POLICY_UNIVERSE,false
L1:T2:I4,1,T2,2025-05-22T12:04:52.000Z,1395,2,STATE,POLICY_UNIVERSE,false
L1:T2:I4,1,T2,2025-05-22T12:04:52.000Z,2651,2,STATE,POLICY_UNIVERSE,false
L1:T2:I4,1,T2,2025-05-22T12:04:52.000Z,879,2,STATE,POLICY_UNIVERSE,false
L1:T2:I4,1,T2,2025-05-22T12:04:52.000Z,1639,2,STATE,POLICY_UNIVERSE,false
L1:T2:I4,1,T2,2025-05-22T12:04:52.000Z,2915,2,STATE,POLICY_UNIVERSE,false
L1:T2:I4,1,T2,2025-05-22T12:04:52.000Z,153,2,STATE,POLICY_UNIVERSE,false
L1:T2:I4,1,T2,2025-05-22T12:04:52.000Z,1610,2,STATE,POLICY_UNIVERSE,false
L1:T2:I4,1,T2,2025-05-22T12:04:52.000Z,1592,2,STATE,POLICY_UNIVERSE,false
L1:T2:I4,1,T2,2025-05-22T12:04:52.000Z,1337,2,STATE,POLICY_UNIVERSE,false
L1:T2:I4,1,T2,2025-05-22T12:04:52.000Z,2501,2,STATE,POLICY_UNIVERSE,false
L1:T2:I4,1,T2,2025-05-22T12:04:52.000Z,1761,99,OBSERVED_OVERRIDE,OBSERVED_CURRENT_OVERRIDE,true
L2:T0,2,T0,2026-02-25T00:00:00.000Z,1605,0,CORRIDOR,POLICY_UNIVERSE,
L2:T0,2,T0,2026-02-25T00:00:00.000Z,756,0,CORRIDOR,POLICY_UNIVERSE,
L2:T0,2,T0,2026-02-25T00:00:00.000Z,1957,0,CORRIDOR,POLICY_UNIVERSE,
L2:T0,2,T0,2026-02-25T00:00:00.000Z,2008,0,CORRIDOR,POLICY_UNIVERSE,
L2:T0,2,T0,2026-02-25T00:00:00.000Z,2454,0,CORRIDOR,POLICY_UNIVERSE,
L2:T0,2,T0,2026-02-25T00:00:00.000Z,97,0,CORRIDOR,POLICY_UNIVERSE,
L2:T0,2,T0,2026-02-25T00:00:00.000Z,1769,0,CORRIDOR,POLICY_UNIVERSE,
L2:T0,2,T0,2026-02-25T00:00:00.000Z,1914,0,CORRIDOR,POLICY_UNIVERSE,
L2:T0,2,T0,2026-02-25T00:00:00.000Z,2198,0,CORRIDOR,POLICY_UNIVERSE,
L2:T0,2,T0,2026-02-25T00:00:00.000Z,1884,0,CORRIDOR,POLICY_UNIVERSE,
L2:T0,2,T0,2026-02-25T00:00:00.000Z,1397,0,CORRIDOR,POLICY_UNIVERSE,
L2:T0,2,T0,2026-02-25T00:00:00.000Z,2983,0,CORRIDOR,POLICY_UNIVERSE,
L2:T0,2,T0,2026-02-25T00:00:00.000Z,1645,0,CORRIDOR,POLICY_UNIVERSE,
L2:T0,2,T0,2026-02-25T00:00:00.000Z,2280,0,CORRIDOR,POLICY_UNIVERSE,
L2:T0,2,T0,2026-02-25T00:00:00.000Z,1894,0,CORRIDOR,POLICY_UNIVERSE,
L2:T0,2,T0,2026-02-25T00:00:00.000Z,1236,0,CORRIDOR,POLICY_UNIVERSE,
L2:T0,2,T0,2026-02-25T00:00:00.000Z,1269,0,CORRIDOR,POLICY_UNIVERSE,
L2:T0,2,T0,2026-02-25T00:00:00.000Z,1586,0,CORRIDOR,POLICY_UNIVERSE,
L2:T0,2,T0,2026-02-25T00:00:00.000Z,1329,0,CORRIDOR,POLICY_UNIVERSE,
L2:T0,2,T0,2026-02-25T00:00:00.000Z,1808,0,CORRIDOR,POLICY_UNIVERSE,
L2:T0,2,T0,2026-02-25T00:00:00.000Z,1348,0,CORRIDOR,POLICY_UNIVERSE,
L2:T0,2,T0,2026-02-25T00:00:00.000Z,2027,0,CORRIDOR,POLICY_UNIVERSE,
L2:T0,2,T0,2026-02-25T00:00:00.000Z,1277,0,CORRIDOR,POLICY_UNIVERSE,
L2:T0,2,T0,2026-02-25T00:00:00.000Z,1623,0,CORRIDOR,POLICY_UNIVERSE,
L2:T0,2,T0,2026-02-25T00:00:00.000Z,943,0,CORRIDOR,POLICY_UNIVERSE,
L2:T0,2,T0,2026-02-25T00:00:00.000Z,1999,0,CORRIDOR,POLICY_UNIVERSE,
L2:T0,2,T0,2026-02-25T00:00:00.000Z,32,0,CORRIDOR,POLICY_UNIVERSE,
L2:T0,2,T0,2026-02-25T00:00:00.000Z,128,0,CORRIDOR,POLICY_UNIVERSE,
L2:T0,2,T0,2026-02-25T00:00:00.000Z,1640,0,CORRIDOR,POLICY_UNIVERSE,
L2:T0,2,T0,2026-02-25T00:00:00.000Z,2303,0,CORRIDOR,POLICY_UNIVERSE,
L2:T0,2,T0,2026-02-25T00:00:00.000Z,456,0,CORRIDOR,POLICY_UNIVERSE,
L2:T0,2,T0,2026-02-25T00:00:00.000Z,991,0,CORRIDOR,POLICY_UNIVERSE,
L2:T0,2,T0,2026-02-25T00:00:00.000Z,1045,0,CORRIDOR,POLICY_UNIVERSE,
L2:T0,2,T0,2026-02-25T00:00:00.000Z,2950,0,CORRIDOR,POLICY_UNIVERSE,
L2:T0,2,T0,2026-02-25T00:00:00.000Z,1258,0,CORRIDOR,POLICY_UNIVERSE,
L2:T0,2,T0,2026-02-25T00:00:00.000Z,801,0,CORRIDOR,POLICY_UNIVERSE,
L2:T0,2,T0,2026-02-25T00:00:00.000Z,1130,0,CORRIDOR,POLICY_UNIVERSE,
L2:T0,2,T0,2026-02-25T00:00:00.000Z,1875,0,CORRIDOR,POLICY_UNIVERSE,
L2:T0,2,T0,2026-02-25T00:00:00.000Z,1245,0,CORRIDOR,POLICY_UNIVERSE,
L2:T0,2,T0,2026-02-25T00:00:00.000Z,1940,0,CORRIDOR,POLICY_UNIVERSE,
L2:T0,2,T0,2026-02-25T00:00:00.000Z,1796,0,CORRIDOR,POLICY_UNIVERSE,
L2:T0,2,T0,2026-02-25T00:00:00.000Z,509,0,CORRIDOR,POLICY_UNIVERSE,
L2:T0,2,T0,2026-02-25T00:00:00.000Z,2762,2,STATE,POLICY_UNIVERSE,
L2:T0,2,T0,2026-02-25T00:00:00.000Z,1553,2,STATE,POLICY_UNIVERSE,
L2:T0,2,T0,2026-02-25T00:00:00.000Z,2918,2,STATE,POLICY_UNIVERSE,
L2:T0,2,T0,2026-02-25T00:00:00.000Z,1432,2,STATE,POLICY_UNIVERSE,
L2:T0,2,T0,2026-02-25T00:00:00.000Z,343,2,STATE,POLICY_UNIVERSE,
L2:T0,2,T0,2026-02-25T00:00:00.000Z,1218,2,STATE,POLICY_UNIVERSE,
L2:T0,2,T0,2026-02-25T00:00:00.000Z,1139,2,STATE,POLICY_UNIVERSE,
L2:T0,2,T0,2026-02-25T00:00:00.000Z,2139,2,STATE,POLICY_UNIVERSE,
L2:T0,2,T0,2026-02-25T00:00:00.000Z,603,2,STATE,POLICY_UNIVERSE,
L2:T0,2,T0,2026-02-25T00:00:00.000Z,1142,2,STATE,POLICY_UNIVERSE,
L2:T0,2,T0,2026-02-25T00:00:00.000Z,1121,2,STATE,POLICY_UNIVERSE,
L2:T0,2,T0,2026-02-25T00:00:00.000Z,1135,2,STATE,POLICY_UNIVERSE,
L2:T0,2,T0,2026-02-25T00:00:00.000Z,1318,2,STATE,POLICY_UNIVERSE,
L2:T0,2,T0,2026-02-25T00:00:00.000Z,1280,2,STATE,POLICY_UNIVERSE,
L2:T0,2,T0,2026-02-25T00:00:00.000Z,2001,2,STATE,POLICY_UNIVERSE,
L2:T0,2,T0,2026-02-25T00:00:00.000Z,838,2,STATE,POLICY_UNIVERSE,
L2:T0,2,T0,2026-02-25T00:00:00.000Z,1020,2,STATE,POLICY_UNIVERSE,
L2:T0,2,T0,2026-02-25T00:00:00.000Z,2989,2,STATE,POLICY_UNIVERSE,
L2:T0,2,T0,2026-02-25T00:00:00.000Z,355,2,STATE,POLICY_UNIVERSE,
L2:T0,2,T0,2026-02-25T00:00:00.000Z,993,2,STATE,POLICY_UNIVERSE,
L2:T0,2,T0,2026-02-25T00:00:00.000Z,353,2,STATE,POLICY_UNIVERSE,
L2:T0,2,T0,2026-02-25T00:00:00.000Z,1949,2,STATE,POLICY_UNIVERSE,
L2:T0,2,T0,2026-02-25T00:00:00.000Z,2687,2,STATE,POLICY_UNIVERSE,
L2:T0,2,T0,2026-02-25T00:00:00.000Z,2323,2,STATE,POLICY_UNIVERSE,
L2:T0,2,T0,2026-02-25T00:00:00.000Z,2123,2,STATE,POLICY_UNIVERSE,
L2:T0,2,T0,2026-02-25T00:00:00.000Z,1772,2,STATE,POLICY_UNIVERSE,
L2:T0,2,T0,2026-02-25T00:00:00.000Z,41,2,STATE,POLICY_UNIVERSE,
L2:T0,2,T0,2026-02-25T00:00:00.000Z,439,2,STATE,POLICY_UNIVERSE,
L2:T0,2,T0,2026-02-25T00:00:00.000Z,2531,2,STATE,POLICY_UNIVERSE,
L2:T0,2,T0,2026-02-25T00:00:00.000Z,2570,2,STATE,POLICY_UNIVERSE,
L2:T0,2,T0,2026-02-25T00:00:00.000Z,514,2,STATE,POLICY_UNIVERSE,
L2:T0,2,T0,2026-02-25T00:00:00.000Z,605,2,STATE,POLICY_UNIVERSE,
L2:T0,2,T0,2026-02-25T00:00:00.000Z,75,2,STATE,POLICY_UNIVERSE,
L2:T0,2,T0,2026-02-25T00:00:00.000Z,651,2,STATE,POLICY_UNIVERSE,
L2:T0,2,T0,2026-02-25T00:00:00.000Z,2313,2,STATE,POLICY_UNIVERSE,
L2:T0,2,T0,2026-02-25T00:00:00.000Z,1271,2,STATE,POLICY_UNIVERSE,
L2:T0,2,T0,2026-02-25T00:00:00.000Z,2440,2,STATE,POLICY_UNIVERSE,
L2:T0,2,T0,2026-02-25T00:00:00.000Z,2842,2,STATE,POLICY_UNIVERSE,
L2:T0,2,T0,2026-02-25T00:00:00.000Z,1987,2,STATE,POLICY_UNIVERSE,
L2:T0,2,T0,2026-02-25T00:00:00.000Z,2548,2,STATE,POLICY_UNIVERSE,
L2:T0,2,T0,2026-02-25T00:00:00.000Z,2507,2,STATE,POLICY_UNIVERSE,
L2:T0,2,T0,2026-02-25T00:00:00.000Z,2710,2,STATE,POLICY_UNIVERSE,
L2:T0,2,T0,2026-02-25T00:00:00.000Z,2338,2,STATE,POLICY_UNIVERSE,
L2:T0,2,T0,2026-02-25T00:00:00.000Z,2536,2,STATE,POLICY_UNIVERSE,
L2:T0,2,T0,2026-02-25T00:00:00.000Z,2877,2,STATE,POLICY_UNIVERSE,
L2:T0,2,T0,2026-02-25T00:00:00.000Z,981,2,STATE,POLICY_UNIVERSE,
L2:T0,2,T0,2026-02-25T00:00:00.000Z,2214,2,STATE,POLICY_UNIVERSE,
L2:T1:I5,2,T1,2026-03-04T09:00:43.000Z,1605,0,CORRIDOR,POLICY_UNIVERSE,false
L2:T1:I5,2,T1,2026-03-04T09:00:43.000Z,756,0,CORRIDOR,POLICY_UNIVERSE,false
L2:T1:I5,2,T1,2026-03-04T09:00:43.000Z,1957,0,CORRIDOR,POLICY_UNIVERSE,false
L2:T1:I5,2,T1,2026-03-04T09:00:43.000Z,2008,0,CORRIDOR,POLICY_UNIVERSE,false
L2:T1:I5,2,T1,2026-03-04T09:00:43.000Z,2454,0,CORRIDOR,POLICY_UNIVERSE,false
L2:T1:I5,2,T1,2026-03-04T09:00:43.000Z,97,0,CORRIDOR,POLICY_UNIVERSE,false
L2:T1:I5,2,T1,2026-03-04T09:00:43.000Z,1769,0,CORRIDOR,POLICY_UNIVERSE,false
L2:T1:I5,2,T1,2026-03-04T09:00:43.000Z,1914,0,CORRIDOR,POLICY_UNIVERSE,false
L2:T1:I5,2,T1,2026-03-04T09:00:43.000Z,2198,0,CORRIDOR,POLICY_UNIVERSE,false
L2:T1:I5,2,T1,2026-03-04T09:00:43.000Z,1884,0,CORRIDOR,POLICY_UNIVERSE,false
L2:T1:I5,2,T1,2026-03-04T09:00:43.000Z,1397,0,CORRIDOR,POLICY_UNIVERSE,false
L2:T1:I5,2,T1,2026-03-04T09:00:43.000Z,2983,0,CORRIDOR,POLICY_UNIVERSE,false
L2:T1:I5,2,T1,2026-03-04T09:00:43.000Z,1645,0,CORRIDOR,POLICY_UNIVERSE,false
L2:T1:I5,2,T1,2026-03-04T09:00:43.000Z,2280,0,CORRIDOR,POLICY_UNIVERSE,false
L2:T1:I5,2,T1,2026-03-04T09:00:43.000Z,1894,0,CORRIDOR,POLICY_UNIVERSE,false
L2:T1:I5,2,T1,2026-03-04T09:00:43.000Z,1236,0,CORRIDOR,POLICY_UNIVERSE,false
L2:T1:I5,2,T1,2026-03-04T09:00:43.000Z,1269,0,CORRIDOR,POLICY_UNIVERSE,false
L2:T1:I5,2,T1,2026-03-04T09:00:43.000Z,1586,0,CORRIDOR,POLICY_UNIVERSE,false
L2:T1:I5,2,T1,2026-03-04T09:00:43.000Z,1329,0,CORRIDOR,POLICY_UNIVERSE,false
L2:T1:I5,2,T1,2026-03-04T09:00:43.000Z,1808,0,CORRIDOR,POLICY_UNIVERSE,false
L2:T1:I5,2,T1,2026-03-04T09:00:43.000Z,1348,0,CORRIDOR,POLICY_UNIVERSE,false
L2:T1:I5,2,T1,2026-03-04T09:00:43.000Z,2027,0,CORRIDOR,POLICY_UNIVERSE,false
L2:T1:I5,2,T1,2026-03-04T09:00:43.000Z,1277,0,CORRIDOR,POLICY_UNIVERSE,false
L2:T1:I5,2,T1,2026-03-04T09:00:43.000Z,1623,0,CORRIDOR,POLICY_UNIVERSE,false
L2:T1:I5,2,T1,2026-03-04T09:00:43.000Z,943,0,CORRIDOR,POLICY_UNIVERSE,false
L2:T1:I5,2,T1,2026-03-04T09:00:43.000Z,1999,0,CORRIDOR,POLICY_UNIVERSE,false
L2:T1:I5,2,T1,2026-03-04T09:00:43.000Z,32,0,CORRIDOR,POLICY_UNIVERSE,false
L2:T1:I5,2,T1,2026-03-04T09:00:43.000Z,128,0,CORRIDOR,POLICY_UNIVERSE,false
L2:T1:I5,2,T1,2026-03-04T09:00:43.000Z,1640,0,CORRIDOR,POLICY_UNIVERSE,false
L2:T1:I5,2,T1,2026-03-04T09:00:43.000Z,2303,0,CORRIDOR,POLICY_UNIVERSE,false
L2:T1:I5,2,T1,2026-03-04T09:00:43.000Z,456,0,CORRIDOR,POLICY_UNIVERSE,false
L2:T1:I5,2,T1,2026-03-04T09:00:43.000Z,991,0,CORRIDOR,POLICY_UNIVERSE,false
L2:T1:I5,2,T1,2026-03-04T09:00:43.000Z,1045,0,CORRIDOR,POLICY_UNIVERSE,false
L2:T1:I5,2,T1,2026-03-04T09:00:43.000Z,2950,0,CORRIDOR,POLICY_UNIVERSE,false
L2:T1:I5,2,T1,2026-03-04T09:00:43.000Z,1258,0,CORRIDOR,POLICY_UNIVERSE,false
