snapshot_id,spot_id,snapshot_date,is_available,days_until_available,competing_inquiries_30d
94,713,2026-06-06,false,1,5
95,1635,2026-06-05,true,0,5
96,2503,2026-04-03,true,0,4
97,2959,2025-12-11,true,0,7
98,488,2026-06-24,false,15,5
99,749,2026-05-18,true,0,6
100,2931,2026-02-04,false,58,10
101,544,2026-05-03,true,0,3
102,797,2025-12-18,true,0,4
103,760,2026-03-24,false,93,8
104,570,2026-04-13,true,0,3
105,2935,2025-08-27,true,0,5
106,2065,2026-06-30,true,0,4
107,1870,2025-10-15,true,0,6
108,157,2026-01-11,false,25,5
109,1630,2026-03-13,false,10,5
110,694,2025-04-29,true,0,4
111,806,2026-06-27,false,74,6
112,262,2025-12-02,true,0,5
113,2396,2026-05-26,false,11,7
114,26,2025-06-02,false,23,7
115,1472,2026-01-01,true,0,4
116,2632,2026-05-26,true,0,6
117,805,2025-11-15,true,0,4
118,1218,2025-12-19,true,0,3
119,1997,2025-11-06,true,0,5
120,759,2026-02-18,true,0,3
121,1536,2025-12-23,false,6,3
122,432,2026-05-25,true,0,7
123,1182,2026-01-29,true,0,3
124,767,2026-03-26,false,336,9
125,1109,2025-12-04,true,0,4
126,884,2026-01-07,false,8,7
127,2570,2026-06-05,false,77,4
128,41,2025-11-13,false,239,3
129,167,2026-06-08,false,9,5
130,1881,2025-10-10,false,23,8
131,2826,2026-06-04,true,0,7
132,939,2026-06-30,false,5,10
133,2400,2026-03-04,true,0,5
134,1714,2026-05-13,true,0,5
135,1347,2026-04-14,false,100,4
136,2091,2026-06-27,true,0,11
137,1780,2026-03-29,true,0,6
138,667,2026-03-28,true,0,9
139,2337,2026-06-13,false,255,5
140,1833,2026-02-12,false,40,5
141,516,2026-03-10,true,0,4
142,2809,2025-05-03,true,0,9
143,2678,2025-10-24,false,122,5
144,770,2026-06-24,false,26,4
145,1240,2026-06-08,true,0,6
146,2790,2025-08-10,false,78,4
147,1442,2025-12-19,true,0,5
148,351,2026-01-10,true,0,5
149,900,2026-05-03,true,0,10
150,757,2026-05-12,true,0,5
151,716,2026-05-20,true,0,2
152,977,2026-06-30,false,6,4
153,2828,2026-04-23,false,115,5
154,1812,2025-11-18,true,0,6
155,600,2026-03-16,true,0,9
156,1721,2026-03-04,true,0,7
157,1602,2025-09-27,false,139,4
158,1154,2025-09-19,false,8,5
159,1303,2025-10-06,true,0,3
160,2255,2026-03-12,true,0,8
161,2534,2026-03-01,true,0,7
162,2008,2025-10-16,false,5,5
163,789,2025-05-24,true,0,5
164,1899,2025-12-09,false,21,6
165,1846,2026-05-12,true,0,3
166,1104,2025-10-22,true,0,4
167,2294,2026-06-13,true,0,8
168,1591,2025-11-13,false,20,8
169,2544,2025-10-23,false,12,3
170,1960,2026-01-02,true,0,9
171,938,2026-03-16,true,0,4
172,5,2026-06-21,true,0,5
173,752,2025-11-28,true,0,9
174,2121,2026-04-04,true,0,3
175,166,2026-06-24,true,0,5
176,2004,2026-04-21,false,40,8
177,1361,2026-01-19,false,64,3
178,2257,2026-06-05,true,0,6
179,30,2025-06-17,false,115,9
180,2636,2025-02-05,true,0,5
181,2754,2026-03-14,true,0,6
182,918,2025-12-17,false,8,8
183,2987,2026-02-02,false,27,2
184,529,2026-01-17,false,106,5
185,255,2026-04-13,true,0,5
186,1544,2025-09-12,true,0,8
187,1203,2026-01-26,false,43,6
188,1655,2026-02-10,false,209,5
189,1326,2026-04-08,true,0,3
190,257,2026-06-08,true,0,3
191,2059,2026-06-03,true,0,7
192,1316,2026-02-25,true,0,5
193,1361,2026-02-09,true,0,3
194,763,2025-11-22,true,0,3
195,1903,2026-01-21,true,0,8
196,1334,2026-05-01,true,0,4
197,2846,2025-12-21,true,0,4
198,1550,2026-05-03,false,47,1
199,1780,2026-01-23,false,15,4
200,75,2025-12-20,true,0,6
201,2664,2026-02-01,false,1,7
202,260,2026-03-06,false,23,5
203,2028,2026-04-24,true,0,3
204,2706,2026-02-07,false,15,6
205,2131,2026-03-10,false,9,4
206,1431,2026-02-22,false,5,5
207,1891,2026-06-28,false,179,7
208,1262,2026-01-01,false,72,3
209,2041,2025-11-20,true,0,3
210,1122,2026-03-21,true,0,4
211,1850,2026-03-05,true,0,3
212,1137,2025-12-26,false,67,5
213,2095,2026-06-30,true,0,14
214,992,2026-06-30,true,0,8
215,307,2026-03-04,false,59,6
216,1975,2026-04-26,true,0,5
217,2556,2026-06-30,true,0,6
218,318,2026-02-03,false,4,5
219,1958,2025-10-08,true,0,5
220,278,2026-05-31,false,98,5
221,1350,2026-05-14,true,0,10
222,2999,2026-05-14,true,0,6
223,1656,2025-06-22,true,0,6
224,2911,2026-01-15,true,0,9
225,169,2025-10-30,true,0,7
226,2996,2026-03-06,false,58,3
227,1689,2026-06-17,true,0,5
228,2683,2026-06-12,true,0,7
229,1492,2026-01-24,true,0,6
230,2716,2025-10-22,false,91,4
231,1109,2026-02-09,true,0,3
232,2908,2026-03-28,true,0,1
233,272,2026-03-08,true,0,4
234,2419,2026-06-21,true,0,5
235,525,2025-11-27,true,0,2
236,1632,2025-01-06,true,0,6
237,2703,2026-04-04,false,214,5
238,1119,2026-01-19,true,0,3
239,2960,2026-03-22,true,0,5
240,2354,2025-04-14,false,105,5
241,1521,2026-01-24,false,166,1
242,2217,2025-12-21,true,0,3
243,2827,2025-12-04,false,9,8
244,1611,2025-12-09,false,12,6
245,1281,2026-02-05,true,0,7
246,2107,2026-01-05,false,160,8
247,2839,2026-05-01,true,0,8
248,1435,2025-10-15,true,0,8
249,96,2026-06-09,false,14,5
250,2973,2025-09-11,true,0,5
251,1995,2025-11-08,false,136,6
252,2555,2025-10-24,false,228,4
253,1022,2026-03-15,true,0,3
254,1807,2026-06-30,true,0,8
255,347,2026-04-26,false,33,3
256,183,2025-12-18,false,89,4
257,1731,2026-04-13,false,102,10
258,1399,2025-12-14,true,0,3
259,2294,2026-02-25,true,0,7
260,403,2025-05-30,true,0,5
261,706,2025-12-01,true,0,4
262,2416,2025-09-10,true,0,3
263,857,2025-08-24,false,126,9
264,889,2026-02-18,true,0,4
265,18,2025-10-29,true,0,5
266,2773,2025-08-23,true,0,7
267,518,2026-05-02,true,0,6
268,2886,2026-05-10,false,6,7
269,192,2025-12-27,false,17,6
270,2870,2025-09-01,true,0,4
271,513,2025-01-25,false,90,7
272,2684,2026-02-13,false,31,2
273,241,2026-04-17,true,0,8
274,174,2025-04-22,false,1,3
275,911,2026-01-04,false,2,4
276,1482,2026-05-04,false,8,5
277,2200,2026-03-15,true,0,10
278,1705,2026-01-04,false,2,7
279,632,2026-02-11,true,0,4
280,1924,2026-04-27,true,0,13
281,1685,2026-05-09,true,0,2
282,307,2026-04-12,true,0,7
283,110,2025-07-26,false,9,1
284,141,2026-05-19,true,0,5
285,2588,2026-06-30,true,0,6
286,2651,2026-05-30,false,13,6
287,1074,2026-04-20,false,25,4
288,1557,2026-02-23,false,149,8
289,159,2026-01-04,true,0,1
290,2215,2026-04-01,false,208,4
291,1615,2025-04-06,true,0,6
292,622,2026-06-01,false,45,5
293,1045,2025-11-12,true,0,1
294,776,2026-03-24,true,0,4
295,2177,2025-11-18,false,116,5
296,2408,2025-05-29,true,0,4
297,552,2026-06-06,true,0,3
298,415,2026-06-29,true,0,3
299,2490,2026-02-16,false,88,4
300,1483,2026-01-29,true,0,9
301,2089,2026-04-14,true,0,2
302,1761,2026-05-08,true,0,7
303,2014,2025-08-30,true,0,7
304,1097,2025-06-04,true,0,5
305,2552,2026-05-26,true,0,1
306,2978,2025-10-02,false,78,2
307,180,2025-11-10,false,23,4
308,2154,2025-08-16,false,45,2
309,2766,2026-03-18,false,12,5
310,584,2025-12-31,true,0,8
311,884,2026-01-17,true,0,5
312,133,2026-02-27,false,9,8
313,1085,2026-01-22,false,34,4
314,2417,2026-03-13,false,44,5
315,1385,2026-01-21,false,6,2
316,2668,2025-06-10,false,22,5
317,1981,2026-04-02,false,270,5
318,943,2025-08-29,true,0,6
319,2988,2026-04-12,false,3,6
320,2791,2026-03-04,true,0,8
321,2311,2026-02-19,false,46,4
322,1234,2026-01-06,true,0,2
323,441,2025-12-05,false,115,7
324,2203,2025-12-13,false,35,6
325,537,2026-05-06,false,131,6
326,2209,2026-04-13,true,0,8
327,439,2026-03-10,true,0,4
328,2931,2025-11-15,true,0,6
329,2952,2026-04-22,false,2,9
330,2620,2026-01-22,false,98,5
331,1889,2026-02-20,true,0,4
332,440,2025-08-31,true,0,7
333,1917,2026-06-07,true,0,6
334,2451,2026-05-24,true,0,8
335,2540,2025-09-18,true,0,6
336,667,2025-07-17,true,0,9
337,1023,2026-06-23,false,60,6
338,2125,2026-06-02,true,0,8
339,1346,2026-01-03,true,0,6
340,109,2026-05-14,true,0,6
341,2113,2025-09-16,true,0,5
342,1173,2026-01-01,false,40,4
343,1241,2025-10-25,false,3,4
344,2466,2026-02-27,true,0,7
345,76,2025-06-28,false,30,7
346,1636,2026-04-24,false,45,8
347,2372,2026-06-30,false,76,8
348,437,2026-06-13,true,0,8
349,1874,2025-12-09,true,0,7
350,927,2025-11-26,false,9,5
351,811,2026-01-20,true,0,5
352,1094,2026-01-10,true,0,6
353,1253,2026-06-21,false,16,5
354,2841,2026-06-08,true,0,4
355,1417,2025-10-31,true,0,5
356,2325,2026-03-02,true,0,2
357,1853,2025-05-31,true,0,2
358,543,2025-08-07,false,1,5
359,736,2026-04-02,false,29,4
360,1243,2025-12-12,true,0,5
361,275,2026-06-26,true,0,9
362,1476,2026-02-23,false,68,6
363,1960,2026-06-05,false,176,12
364,1463,2025-08-01,true,0,11
365,2000,2026-05-04,true,0,2
366,2436,2026-04-09,false,130,7
367,997,2026-05-19,true,0,5
368,1261,2026-04-06,true,0,3
369,1836,2026-04-26,false,22,4
370,1579,2026-02-16,true,0,8
371,2051,2025-05-29,true,0,5
372,2981,2026-01-13,false,110,10
373,880,2025-10-18,false,26,10
374,848,2026-05-07,true,0,6
375,2088,2025-12-31,true,0,4
376,2080,2025-10-02,false,88,7
377,393,2025-12-10,true,0,4
378,1463,2025-09-01,false,112,6
379,1990,2025-10-22,false,181,3
380,122,2026-06-11,false,26,7
381,2608,2025-10-05,true,0,7
382,1215,2025-08-10,true,0,7
383,202,2025-08-06,false,20,4
384,38,2026-01-27,true,0,6
385,1602,2025-06-30,false,48,6
386,220,2026-03-28,true,0,6
387,2401,2025-02-11,true,0,9
388,1109,2025-12-10,true,0,4
389,1177,2026-01-29,false,61,5
390,2142,2026-04-22,false,33,5
391,1622,2026-04-06,false,34,8
392,793,2026-06-29,true,0,6
393,1016,2026-02-28,true,0,8
394,1421,2025-10-27,true,0,7
395,216,2025-12-13,false,58,4
396,2989,2026-05-09,true,0,10
397,452,2025-11-06,false,74,5
398,2476,2026-03-04,false,1,6
399,647,2026-06-20,false,62,10
400,344,2026-05-05,false,9,4
401,1951,2026-04-06,false,52,4
402,282,2026-03-02,false,64,6
403,2116,2025-07-13,false,101,5
404,2931,2025-07-31,false,29,8
405,271,2025-11-25,false,50,6
406,2617,2026-05-10,false,51,7
407,1505,2025-06-06,true,0,5
408,2471,2026-06-08,false,171,5
409,577,2026-04-16,true,0,5
410,419,2026-06-12,false,60,8
411,2947,2026-06-13,true,0,8
412,2048,2025-10-25,false,7,9
413,1940,2026-02-13,false,51,6
414,2019,2025-08-28,true,0,3
415,340,2026-06-02,false,4,3
416,1074,2025-11-05,true,0,4
417,2915,2026-01-15,true,0,6
418,1668,2026-04-26,true,0,3
419,1541,2025-10-17,true,0,8
420,1953,2026-02-14,true,0,6
421,533,2025-10-07,true,0,8
422,2462,2026-04-16,false,97,3
423,949,2025-12-30,true,0,8
424,798,2025-11-05,false,22,4
425,2622,2026-04-24,false,70,9
426,2389,2026-06-21,false,49,2
427,1289,2025-10-06,true,0,7
428,665,2026-01-12,true,0,5
429,378,2026-01-18,true,0,8
430,1043,2026-04-30,false,1,5
431,2406,2026-06-05,true,0,8
432,2115,2026-04-15,true,0,1
433,2864,2026-04-16,true,0,5
434,263,2025-11-14,true,0,6
435,989,2026-04-14,false,155,10
436,1404,2026-05-01,false,5,12
437,1204,2026-03-29,true,0,6
438,1338,2025-08-30,true,0,4
439,530,2026-01-04,true,0,10
440,808,2026-02-02,true,0,7
441,1396,2026-01-01,true,0,10
442,2497,2025-09-03,false,2,7
443,2568,2026-03-11,false,13,5
444,915,2026-02-27,true,0,3
445,310,2025-04-16,true,0,5
446,1274,2026-02-10,true,0,6
447,573,2025-03-11,true,0,4
448,205,2025-10-30,true,0,7
449,2046,2026-06-30,true,0,5
450,2249,2025-11-22,true,0,4
451,1999,2025-10-17,true,0,4
452,1116,2026-02-26,false,9,5
453,2094,2026-03-14,true,0,3
454,142,2026-01-22,true,0,4
455,2750,2026-02-19,false,40,8
456,2902,2026-06-13,true,0,3
457,828,2026-06-30,true,0,4
458,36,2026-03-06,true,0,8
459,716,2025-03-27,true,0,2
460,2403,2026-01-31,true,0,12
461,1873,2025-08-16,true,0,7
462,276,2025-12-21,true,0,2
463,1154,2025-11-03,false,130,6
464,1356,2026-06-30,true,0,9
465,2923,2026-03-12,true,0,12
466,1683,2026-06-24,true,0,1
467,1541,2026-05-20,false,1,6
468,2991,2026-03-30,true,0,4
469,2934,2025-09-10,true,0,3
470,2970,2026-03-15,true,0,9
471,2049,2025-09-20,false,56,8
472,185,2025-11-13,true,0,4
473,2669,2026-06-25,false,68,5
474,748,2025-10-30,true,0,4
475,1775,2026-02-06,true,0,3
476,1326,2026-01-27,false,103,5
477,396,2026-06-02,true,0,4
478,264,2026-02-19,true,0,4
479,2848,2025-12-12,false,13,9
480,2024,2026-03-04,true,0,3
481,23,2025-07-05,true,0,7
482,2747,2026-01-10,false,58,5
483,404,2025-12-21,true,0,3
484,1471,2025-04-05,true,0,4
485,151,2025-08-18,true,0,5
486,1534,2026-06-24,true,0,6
487,1449,2026-04-23,false,5,6
488,1439,2026-01-17,false,17,5
489,1302,2026-01-28,false,19,5
490,2673,2026-04-16,true,0,8
491,2446,2025-11-17,true,0,4
492,576,2025-09-06,false,214,3
493,1223,2026-03-06,true,0,2
494,538,2026-05-06,true,0,4
495,72,2025-08-24,true,0,3
496,240,2026-05-22,true,0,4
497,1321,2026-05-28,true,0,4
498,1675,2026-05-25,true,0,4
499,2682,2025-05-19,true,0,3
500,2492,2025-11-29,false,139,3
501,833,2025-09-24,true,0,9
502,779,2025-10-04,true,0,6
503,942,2026-02-20,false,30,7
504,1384,2026-02-08,false,31,5
505,2094,2026-05-06,true,0,3
506,519,2026-03-20,false,64,7
507,1277,2025-08-18,true,0,7
508,1281,2025-04-24,false,138,5
509,1891,2026-06-04,true,0,9
510,1476,2026-01-12,true,0,3
511,2211,2026-06-27,true,0,4
512,332,2026-06-26,true,0,5
513,1249,2026-04-12,true,0,8
514,747,2026-03-30,false,90,4
515,1261,2025-09-24,true,0,6
516,2055,2025-11-27,false,28,5
517,364,2026-04-23,true,0,7
518,2973,2026-02-25,true,0,6
519,1613,2026-01-11,true,0,9
520,1392,2025-11-28,false,2,7
521,863,2026-03-11,true,0,4
522,68,2026-06-13,true,0,5
523,2040,2026-02-09,true,0,5
524,1919,2026-02-22,true,0,3
525,664,2026-04-05,true,0,5
526,2674,2026-04-20,false,8,5
527,151,2026-04-01,false,29,6
528,2402,2026-02-12,false,149,4
529,2060,2025-09-30,true,0,4
530,2593,2026-05-27,false,45,5
531,2000,2026-04-09,true,0,4
532,1852,2026-04-06,true,0,7
533,783,2026-01-20,true,0,6
534,2192,2026-01-31,true,0,4
535,2736,2025-10-17,true,0,3
536,2436,2026-03-30,true,0,6
537,1166,2026-06-04,false,86,2
538,824,2026-01-14,true,0,8
539,2027,2025-08-08,true,0,8
540,2193,2025-09-10,false,52,3
541,820,2026-03-02,false,192,5
542,837,2026-05-13,true,0,9
543,483,2026-03-06,false,38,6
544,1728,2026-06-25,true,0,5
545,1275,2026-06-21,true,0,7
546,298,2026-02-18,false,35,6
547,369,2026-02-10,false,1,5
548,2694,2026-06-17,false,76,3
549,2270,2026-01-04,false,55,5
550,57,2026-01-13,true,0,4
551,2792,2026-06-10,true,0,3
552,2144,2026-06-03,false,43,4
553,2862,2025-11-26,false,37,8
554,1757,2026-05-29,true,0,9
555,1662,2026-06-30,true,0,7
556,1195,2025-11-15,true,0,8
557,387,2026-02-08,true,0,4
558,2916,2026-05-06,true,0,4
559,2085,2026-01-20,true,0,4
560,489,2025-05-20,true,0,7
561,421,2026-06-29,true,0,3
562,246,2026-02-17,false,7,8
563,1445,2025-02-14,true,0,2
564,654,2026-06-12,false,46,4
565,2478,2026-06-27,false,66,5
566,1492,2025-07-06,false,20,8
567,2274,2026-03-19,true,0,4
568,273,2026-05-22,false,14,5
569,968,2025-10-27,false,49,4
570,1851,2026-05-05,true,0,4
571,2151,2026-06-29,false,36,7
572,1846,2026-03-15,true,0,4
573,2937,2026-06-30,true,0,6
574,969,2025-09-02,false,117,6
575,2027,2026-04-18,true,0,7
576,1981,2026-06-06,true,0,7
577,2084,2026-02-17,true,0,7
578,311,2025-09-29,true,0,4
579,1995,2026-04-17,true,0,7
580,319,2025-12-25,false,1,9
581,2570,2025-11-16,false,8,7
582,1648,2026-03-20,false,110,5
583,1768,2026-05-12,false,76,3
584,1977,2025-11-10,true,0,5
585,1009,2026-03-03,false,4,7
586,1780,2026-06-10,true,0,7
587,1581,2025-07-12,false,65,7
588,726,2025-02-05,true,0,11
589,2194,2025-10-24,true,0,8
590,149,2025-11-10,true,0,5
591,666,2025-04-06,true,0,6
592,1263,2025-10-30,true,0,7
593,2327,2026-02-24,true,0,8
594,973,2026-05-15,true,0,6
595,548,2025-10-16,true,0,7
596,182,2025-08-09,true,0,5
597,2778,2026-05-09,false,25,7
598,2756,2025-11-26,false,31,8
599,2961,2026-03-27,false,18,5
600,1174,2026-02-06,false,28,4
601,211,2026-03-29,false,79,4
602,1123,2025-11-28,false,12,4
603,2996,2025-12-26,true,0,6
604,2171,2025-11-28,true,0,4
605,402,2025-09-22,true,0,5
606,746,2026-01-12,false,14,4
607,716,2025-07-12,true,0,5
608,1036,2026-03-11,true,0,5
609,59,2026-03-13,true,0,4
610,2442,2026-06-11,false,7,7
611,1403,2026-01-15,true,0,7
612,143,2025-03-17,false,83,3
613,858,2025-12-14,false,107,3
614,2878,2026-02-22,true,0,4
615,1079,2025-12-04,false,93,5
616,249,2026-03-11,true,0,3
617,770,2026-06-09,false,119,4
618,1919,2025-10-28,false,32,6
619,1260,2026-05-21,false,51,6
620,1100,2025-06-20,true,0,4
621,2828,2025-12-29,true,0,7
622,2104,2026-01-04,true,0,3
623,199,2026-05-17,true,0,6
624,1682,2026-06-24,true,0,5
625,469,2026-06-10,false,60,7
626,1968,2025-11-16,false,114,7
627,996,2026-04-01,false,10,8
628,2,2026-03-25,true,0,9
629,70,2026-05-16,true,0,4
630,1929,2026-05-21,true,0,5
631,6,2026-06-02,true,0,5
632,1108,2026-06-07,false,44,2
633,2349,2026-02-12,false,84,7
634,2456,2026-05-05,true,0,4
635,2047,2026-04-06,true,0,9
636,1445,2025-05-06,true,0,1
637,762,2026-03-28,true,0,8
638,2553,2025-04-18,true,0,1
639,2838,2025-08-25,false,93,3
640,835,2026-05-21,true,0,4
641,2621,2025-06-24,true,0,6
642,265,2025-10-23,true,0,8
643,2141,2026-02-22,true,0,6
644,1427,2025-09-12,true,0,9
645,349,2026-06-13,true,0,2
646,1790,2025-12-16,true,0,3
647,329,2025-12-22,false,10,3
648,2913,2025-06-22,false,118,6
649,2775,2026-04-05,false,2,7
650,1011,2025-09-22,true,0,5
651,1759,2026-05-14,true,0,3
652,2083,2026-05-07,true,0,11
653,148,2025-11-01,false,59,5
654,1973,2025-07-25,true,0,7
655,458,2026-04-21,false,34,7
656,2875,2026-02-17,true,0,8
657,1058,2026-04-24,false,43,6
658,1647,2026-03-28,false,25,6
659,2591,2026-05-19,false,9,5
660,651,2026-02-19,false,48,3
661,2761,2025-09-14,false,29,3
662,2084,2026-02-07,false,131,8
663,1352,2025-12-25,true,0,6
664,1364,2025-03-23,true,0,7
665,2549,2026-05-21,false,77,3
666,1684,2026-04-17,true,0,5
667,105,2026-01-16,true,0,6
668,1514,2025-12-11,true,0,3
669,30,2025-04-22,false,30,8
670,1307,2026-04-23,true,0,9
671,1435,2026-04-07,true,0,8
672,2613,2025-11-22,false,68,3
673,2282,2026-03-12,false,2,6
674,2009,2026-03-03,true,0,6
675,252,2026-05-19,false,64,9
676,1659,2025-06-06,false,18,3
677,1590,2025-04-28,false,80,8
678,1998,2025-08-07,false,59,9
679,609,2025-05-19,true,0,4
680,2551,2026-02-14,true,0,7
681,879,2026-06-07,false,19,6
682,958,2026-02-23,false,124,7
683,93,2026-03-07,true,0,1
684,2424,2025-05-30,false,99,6
685,1821,2026-03-27,false,84,6
686,2970,2026-06-19,true,0,6
687,1661,2026-02-24,true,0,3
688,1251,2026-05-18,false,173,4
689,2778,2025-07-19,true,0,7
690,1534,2026-01-26,false,27,2
691,1227,2026-02-27,true,0,9
692,41,2026-04-20,true,0,2
693,2703,2026-05-04,true,0,3
694,2421,2026-04-23,false,74,6
695,1696,2025-10-16,false,6,7
696,412,2026-06-01,false,46,5
697,2183,2025-07-08,false,17,7
698,2450,2026-02-04,true,0,2
699,2545,2026-03-09,false,75,10
700,218,2025-11-16,true,0,7
701,373,2026-04-23,false,56,6
702,2510,2025-08-20,false,9,9
703,562,2026-05-13,true,0,4
704,1762,2026-01-29,false,68,7
705,838,2026-05-04,false,9,4
706,2035,2026-02-04,true,0,7
707,2380,2026-01-18,true,0,5
708,1897,2026-06-18,false,9,6
709,1801,2026-06-10,false,3,2
710,1154,2026-03-16,false,77,3
711,981,2026-01-14,false,196,4
712,570,2025-11-05,true,0,5
713,1849,2026-01-29,false,29,4
714,1923,2026-02-28,false,42,10
715,1738,2025-12-30,false,424,2
716,1295,2025-12-27,true,0,7
717,52,2026-05-14,false,50,5
718,485,2026-06-23,true,0,5
719,1423,2026-06-12,true,0,8
720,1318,2025-06-30,true,0,4
721,2775,2025-12-20,true,0,4
722,293,2025-05-14,true,0,6
723,2457,2025-10-22,false,151,9
724,497,2026-03-05,false,32,10
725,1046,2025-05-09,false,139,8
726,649,2025-07-24,true,0,8
727,2965,2025-09-23,false,10,6
728,1943,2026-05-18,true,0,3
729,244,2026-03-06,true,0,3
730,2659,2026-06-07,false,9,4
731,2060,2025-10-27,true,0,5
732,2738,2026-04-19,true,0,5
733,2177,2025-09-17,true,0,7
734,2439,2026-05-04,false,61,6
735,2256,2026-04-27,false,13,6
736,1123,2026-05-31,false,16,4
737,462,2026-02-10,false,128,3
738,342,2025-12-30,true,0,3
739,487,2025-08-19,true,0,3
740,1826,2026-04-01,false,27,6
741,514,2025-12-05,true,0,4
742,2101,2026-04-18,false,61,2
743,1796,2026-04-11,false,1,3
744,1752,2026-04-24,false,42,5
745,2609,2025-08-16,false,37,2
746,1322,2026-02-27,true,0,8
747,2475,2026-05-08,true,0,5
748,1802,2025-12-21,true,0,7
749,2914,2026-05-24,true,0,4
750,321,2025-08-04,false,30,4
751,1594,2026-06-24,true,0,5
752,2002,2025-10-13,true,0,10
753,604,2026-06-09,false,137,7
754,2840,2026-06-30,true,0,5
755,2664,2025-05-21,true,0,6
756,2901,2026-02-27,false,46,6
757,2292,2026-04-12,true,0,5
758,1817,2026-04-01,false,79,5
759,2657,2026-06-14,true,0,6
760,1054,2025-09-14,false,12,5
761,91,2025-10-16,true,0,2
762,252,2026-06-19,false,50,3
763,196,2026-02-13,false,56,3
764,427,2026-01-27,true,0,4
765,1257,2025-06-14,true,0,8
766,473,2026-04-05,true,0,7
767,2512,2025-07-12,false,45,3
768,741,2025-11-04,true,0,10
769,160,2025-07-24,true,0,10
770,1866,2026-04-18,true,0,6
771,1773,2026-01-08,true,0,8
772,2619,2025-07-08,true,0,3
773,2324,2026-06-18,true,0,3
774,2957,2026-04-25,true,0,6
775,797,2026-04-10,true,0,4
776,964,2025-10-02,true,0,10
777,876,2026-05-25,false,14,3
778,1438,2026-05-24,true,0,3
779,261,2026-03-10,false,6,5
780,1879,2025-11-05,true,0,6
781,1935,2026-02-21,true,0,6
782,1805,2025-10-12,false,39,5
783,2085,2025-11-01,false,85,2
784,2631,2025-12-27,true,0,9
785,2787,2026-01-16,true,0,4
786,719,2026-03-23,true,0,3
787,2375,2026-02-11,true,0,4
