population,aggregation,system,population_pct,cumulative_gains
DEVELOPMENT_OOF,MACRO,LEAD_QUALITY_RECOVERED,92,0.9397654077241958
DEVELOPMENT_OOF,MACRO,LEAD_QUALITY_RECOVERED,93,0.9499185567123816
DEVELOPMENT_OOF,MACRO,LEAD_QUALITY_RECOVERED,94,0.9578974396125534
DEVELOPMENT_OOF,MACRO,LEAD_QUALITY_RECOVERED,95,0.9619514049486878
DEVELOPMENT_OOF,MACRO,LEAD_QUALITY_RECOVERED,96,0.9702426584204155
DEVELOPMENT_OOF,MACRO,LEAD_QUALITY_RECOVERED,97,0.9759551819166561
DEVELOPMENT_OOF,MACRO,LEAD_QUALITY_RECOVERED,98,0.9800269509844527
DEVELOPMENT_OOF,MACRO,LEAD_QUALITY_RECOVERED,99,0.9900501883681662
DEVELOPMENT_OOF,MACRO,LEAD_QUALITY_RECOVERED,100,1
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,1,0.016178043055982427
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,2,0.022350652459913495
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,3,0.030402961111964853
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,4,0.03860298510015067
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,5,0.046894238571878355
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,6,0.05667853113591556
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,7,0.06690510587598109
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,8,0.07307771527991215
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,9,0.0830831489319635
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,10,0.09528151623606623
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,11,0.10545246895591422
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,12,0.11326583278828926
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,13,0.12351021126001695
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,14,0.13134137882405417
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,15,0.14759371146429134
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,16,0.1557194458682224
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,17,0.166055917655867
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,18,0.1741638483281359
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,19,0.18009751291239068
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,20,0.18809419954422446
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,21,0.20185903169251643
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,22,0.21789022324473944
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,23,0.22172304749285976
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,24,0.2297197341246936
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,25,0.24377999694525443
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,26,0.25606959373289906
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,27,0.2639563833171538
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,28,0.2722298330572193
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,29,0.28621580629352544
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,30,0.2942681149455768
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,31,0.3083275139337626
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,32,0.3222756688815133
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,33,0.33416080178168506
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,34,0.3460281309501945
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,35,0.3517406544464351
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,36,0.35579461978256954
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,37,0.3659655725024175
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,38,0.37001953783855196
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,39,0.37635766631027967
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,40,0.38431874547878925
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,41,0.39235325039917845
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,42,0.4044039023671467
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,43,0.4103553706830636
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,44,0.41825996399898047
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,45,0.4286342540751804
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,46,0.43629990257142104
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,47,0.44871941096353796
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,48,0.4644373681118299
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,49,0.4681967666080705
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,50,0.48443129551664554
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,51,0.4905304791686969
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,52,0.5065608068885449
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,53,0.51437417072092
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,54,0.5220398192171605
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,55,0.5381622402529254
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,56,0.5538245753809998
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,57,0.5597760436969168
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,58,0.5800089159214087
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,59,0.5938471738215804
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,60,0.6019907119571736
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,61,0.6083110366972391
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,62,0.6144836461011702
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,63,0.6245068834848837
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,64,0.6323202473172588
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,65,0.642416910452852
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,66,0.6487728426562418
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,67,0.6611180614641039
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,68,0.6754342090036282
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,69,0.6831741470841235
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,70,0.6907663698284844
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,71,0.6990398195685499
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,72,0.7030381628844669
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,73,0.7149967215365183
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,74,0.7348785410685237
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,75,0.7487167989686955
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,76,0.7569168229568812
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,77,0.760988592024678
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,78,0.7730948660128637
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,79,0.782787929093359
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,80,0.7946552582618686
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,81,0.8086768389614989
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,82,0.8166370542976333
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,83,0.8246337409294672
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,84,0.8388764627171118
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,85,0.8485695257976071
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,86,0.8548898505376726
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,87,0.8690413428417754
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,88,0.8772591705616234
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,89,0.8871733747301329
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,90,0.8949867385625079
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,91,0.9093415682229627
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,92,0.9215577392587275
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,93,0.9298133852671309
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,94,0.9378656939191824
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,95,0.9537313664036087
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,96,0.9577853317397432
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,97,0.9637368000556601
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,98,0.9757874520236284
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,99,0.9882625824359628
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_RAW_MULTIPLICATIVE_DIAGNOSTIC,100,1
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_ACTIONABILITY_GATE_V2,1,0.011885132900171664
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_ACTIONABILITY_GATE_V2,2,0.02393578486813994
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_ACTIONABILITY_GATE_V2,3,0.029869449452394697
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_ACTIONABILITY_GATE_V2,4,0.037921758104446056
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_ACTIONABILITY_GATE_V2,5,0.04385542268870081
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_ACTIONABILITY_GATE_V2,6,0.053860856340752175
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_ACTIONABILITY_GATE_V2,7,0.06550704442124754
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_ACTIONABILITY_GATE_V2,8,0.07582571247722997
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_ACTIONABILITY_GATE_V2,9,0.090216149601009
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_ACTIONABILITY_GATE_V2,10,0.10843941097290834
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_ACTIONABILITY_GATE_V2,11,0.11265889537683942
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_ACTIONABILITY_GATE_V2,12,0.12297756343282183
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_ACTIONABILITY_GATE_V2,13,0.13933892928826302
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_ACTIONABILITY_GATE_V2,14,0.15739667159236576
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_ACTIONABILITY_GATE_V2,15,0.1637348000640934
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_ACTIONABILITY_GATE_V2,16,0.17381452330039954
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_ACTIONABILITY_GATE_V2,17,0.18991914060450227
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_ACTIONABILITY_GATE_V2,18,0.20375739850467395
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_ACTIONABILITY_GATE_V2,19,0.21391054749285976
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_ACTIONABILITY_GATE_V2,20,0.2258134841246936
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_ACTIONABILITY_GATE_V2,21,0.22981182744061052
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_ACTIONABILITY_GATE_V2,22,0.24396331974471325
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_ACTIONABILITY_GATE_V2,23,0.25584845264488487
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_ACTIONABILITY_GATE_V2,24,0.2681380494325295
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_ACTIONABILITY_GATE_V2,25,0.27639369544093284
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_ACTIONABILITY_GATE_V2,26,0.2845194298448639
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_ACTIONABILITY_GATE_V2,27,0.2885177731607808
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_ACTIONABILITY_GATE_V2,28,0.29061861349691526
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_ACTIONABILITY_GATE_V2,29,0.2967356008806288
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_ACTIONABILITY_GATE_V2,30,0.3069243573321389
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_ACTIONABILITY_GATE_V2,31,0.3173342548716632
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_ACTIONABILITY_GATE_V2,32,0.32343343852371453
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_ACTIONABILITY_GATE_V2,33,0.3355575162435625
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_ACTIONABILITY_GATE_V2,34,0.34594961005142466
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_ACTIONABILITY_GATE_V2,35,0.36190651201939295
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_ACTIONABILITY_GATE_V2,36,0.37167300085176797
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_ACTIONABILITY_GATE_V2,37,0.3756535404360228
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_ACTIONABILITY_GATE_V2,38,0.3874652475843147
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_ACTIONABILITY_GATE_V2,39,0.40169016564029714
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_ACTIONABILITY_GATE_V2,40,0.41552928737284384
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_ACTIONABILITY_GATE_V2,41,0.4255903430451128
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_ACTIONABILITY_GATE_V2,42,0.42964430838124723
DEVELOPMENT_OOF,MACRO,OPPORTUNITY_ACTIONABILITY_GATE_V2,43,0.43552235094528446
