lead_id,score_time,lead_quality_probability,lead_quality_score_0_100,inventory_actionability_gate,inventory_serviceability,inventory_confidence,opportunity_score_0_100,priority_band,exact_spot_serviceable,fallback_status,fallback_spot_ids,fallback_relaxation_tier,reason_codes,model_version,inventory_version,score_version,data_fingerprint
1410,2025-11-14T17:19:39.000Z,0.23569266546036366,23.569266546036367,1,0.8451612903225807,0.8,23.569266546036367,PRIORITY,true,KNOWN_AVAILABLE,"[1639,176,1337]",TIER_0,"[""EXACT_SERVICEABLE"",""INVENTORY_ACTIONABLE"",""BUDGET_UNVERIFIED_PRICE_NOT_PIT""]",LQ_RECOVERY_R4_STATIC_MATCH_V1,INV_SERVICEABILITY_V1_FROZEN_2026-08-30,OPPORTUNITY_ACTIONABILITY_GATE_V2_FROZEN_2026-08-30,f59b77ddcf991399bb35ec7be1e131db280f017d
1985,2026-06-27T15:16:25.000Z,0.23569266546036366,23.569266546036367,1,0.9124760076775431,1,23.569266546036367,PRIORITY,true,KNOWN_AVAILABLE,"[224,2777,23]",TIER_0,"[""EXACT_SERVICEABLE"",""INVENTORY_ACTIONABLE"",""BUDGET_UNVERIFIED_PRICE_NOT_PIT""]",LQ_RECOVERY_R4_STATIC_MATCH_V1,INV_SERVICEABILITY_V1_FROZEN_2026-08-30,OPPORTUNITY_ACTIONABILITY_GATE_V2_FROZEN_2026-08-30,f59b77ddcf991399bb35ec7be1e131db280f017d
2100,2025-02-03T18:10:26.000Z,0.23569266546036366,23.569266546036367,1,0.2948320537428023,0,23.569266546036367,PRIORITY,false,VERIFY_AVAILABILITY,"[871,1603,407]",TIER_3_EXPERIMENTAL,"[""NO_EXACT_SERVICEABLE"",""INVENTORY_ACTIONABLE"",""BUDGET_UNVERIFIED_PRICE_NOT_PIT""]",LQ_RECOVERY_R4_STATIC_MATCH_V1,INV_SERVICEABILITY_V1_FROZEN_2026-08-30,OPPORTUNITY_ACTIONABILITY_GATE_V2_FROZEN_2026-08-30,f59b77ddcf991399bb35ec7be1e131db280f017d
4950,2025-01-28T10:13:00.000Z,0.23569266546036366,23.569266546036367,1,0.3010950764006791,0,23.569266546036367,PRIORITY,false,VERIFY_AVAILABILITY,"[2329,2981,1235]",TIER_3_EXPERIMENTAL,"[""NO_EXACT_SERVICEABLE"",""INVENTORY_ACTIONABLE"",""BUDGET_UNVERIFIED_PRICE_NOT_PIT""]",LQ_RECOVERY_R4_STATIC_MATCH_V1,INV_SERVICEABILITY_V1_FROZEN_2026-08-30,OPPORTUNITY_ACTIONABILITY_GATE_V2_FROZEN_2026-08-30,f59b77ddcf991399bb35ec7be1e131db280f017d
2299,2025-08-01T12:17:17.000Z,0.23491048541712134,23.491048541712132,1,0.8327375296912113,0.55,23.491048541712132,PRIORITY,true,KNOWN_AVAILABLE,"[1386,1727,1536]",TIER_0,"[""EXACT_SERVICEABLE"",""INVENTORY_ACTIONABLE"",""BUDGET_UNVERIFIED_PRICE_NOT_PIT""]",LQ_RECOVERY_R4_STATIC_MATCH_V1,INV_SERVICEABILITY_V1_FROZEN_2026-08-30,OPPORTUNITY_ACTIONABILITY_GATE_V2_FROZEN_2026-08-30,f59b77ddcf991399bb35ec7be1e131db280f017d
41,2025-06-09T07:42:23.000Z,0.23444975310480706,23.444975310480707,1,0.788674457942488,1,23.444975310480707,PRIORITY,true,KNOWN_AVAILABLE,"[1076,1461,1674]",TIER_0,"[""EXACT_SERVICEABLE"",""INVENTORY_ACTIONABLE"",""BUDGET_UNVERIFIED_PRICE_NOT_PIT""]",LQ_RECOVERY_R4_STATIC_MATCH_V1,INV_SERVICEABILITY_V1_FROZEN_2026-08-30,OPPORTUNITY_ACTIONABILITY_GATE_V2_FROZEN_2026-08-30,f59b77ddcf991399bb35ec7be1e131db280f017d
103,2025-07-26T18:18:00.000Z,0.23444975310480706,23.444975310480707,1,0.4166609500943234,0.8,23.444975310480707,PRIORITY,false,TIER3_ONLY_EXPERIMENTAL,"[2769,2673,2304]",TIER_3_EXPERIMENTAL,"[""NO_EXACT_SERVICEABLE"",""INVENTORY_ACTIONABLE"",""BUDGET_UNVERIFIED_PRICE_NOT_PIT""]",LQ_RECOVERY_R4_STATIC_MATCH_V1,INV_SERVICEABILITY_V1_FROZEN_2026-08-30,OPPORTUNITY_ACTIONABILITY_GATE_V2_FROZEN_2026-08-30,f59b77ddcf991399bb35ec7be1e131db280f017d
124,2026-03-10T09:04:00.000Z,0.23444975310480706,23.444975310480707,1,0.9297961824652216,0.8,23.444975310480707,PRIORITY,true,KNOWN_AVAILABLE,"[1508,2834,568]",TIER_0,"[""EXACT_SERVICEABLE"",""INVENTORY_ACTIONABLE"",""BUDGET_UNVERIFIED_PRICE_NOT_PIT""]",LQ_RECOVERY_R4_STATIC_MATCH_V1,INV_SERVICEABILITY_V1_FROZEN_2026-08-30,OPPORTUNITY_ACTIONABILITY_GATE_V2_FROZEN_2026-08-30,f59b77ddcf991399bb35ec7be1e131db280f017d
148,2025-03-19T12:27:03.000Z,0.23444975310480706,23.444975310480707,1,0.3419537275064268,0.55,23.444975310480707,PRIORITY,false,TIER3_ONLY_EXPERIMENTAL,"[2615,2938,1022]",TIER_3_EXPERIMENTAL,"[""NO_EXACT_SERVICEABLE"",""INVENTORY_ACTIONABLE"",""BUDGET_UNVERIFIED_PRICE_NOT_PIT""]",LQ_RECOVERY_R4_STATIC_MATCH_V1,INV_SERVICEABILITY_V1_FROZEN_2026-08-30,OPPORTUNITY_ACTIONABILITY_GATE_V2_FROZEN_2026-08-30,f59b77ddcf991399bb35ec7be1e131db280f017d
335,2025-01-08T14:34:20.000Z,0.23444975310480706,23.444975310480707,1,0.5808861698183166,0.8,23.444975310480707,PRIORITY,false,TIER3_ONLY_EXPERIMENTAL,[192],TIER_3_EXPERIMENTAL,"[""NO_EXACT_SERVICEABLE"",""INVENTORY_ACTIONABLE"",""BUDGET_UNVERIFIED_PRICE_NOT_PIT""]",LQ_RECOVERY_R4_STATIC_MATCH_V1,INV_SERVICEABILITY_V1_FROZEN_2026-08-30,OPPORTUNITY_ACTIONABILITY_GATE_V2_FROZEN_2026-08-30,f59b77ddcf991399bb35ec7be1e131db280f017d
346,2025-07-26T11:52:00.000Z,0.23444975310480706,23.444975310480707,1,0.8829960555650831,0.55,23.444975310480707,PRIORITY,true,KNOWN_AVAILABLE,"[1071,2955,2638]",TIER_0,"[""EXACT_SERVICEABLE"",""INVENTORY_ACTIONABLE"",""BUDGET_UNVERIFIED_PRICE_NOT_PIT""]",LQ_RECOVERY_R4_STATIC_MATCH_V1,INV_SERVICEABILITY_V1_FROZEN_2026-08-30,OPPORTUNITY_ACTIONABILITY_GATE_V2_FROZEN_2026-08-30,f59b77ddcf991399bb35ec7be1e131db280f017d
353,2025-10-01T07:07:23.000Z,0.23444975310480706,23.444975310480707,1,0.36278841791094474,1,23.444975310480707,PRIORITY,false,TIER3_ONLY_EXPERIMENTAL,[1128],TIER_3_EXPERIMENTAL,"[""NO_EXACT_SERVICEABLE"",""INVENTORY_ACTIONABLE"",""BUDGET_UNVERIFIED_PRICE_NOT_PIT""]",LQ_RECOVERY_R4_STATIC_MATCH_V1,INV_SERVICEABILITY_V1_FROZEN_2026-08-30,OPPORTUNITY_ACTIONABILITY_GATE_V2_FROZEN_2026-08-30,f59b77ddcf991399bb35ec7be1e131db280f017d
433,2025-06-22T14:03:43.000Z,0.23444975310480706,23.444975310480707,1,0.44267112795291463,0.8,23.444975310480707,PRIORITY,false,TIER3_ONLY_EXPERIMENTAL,"[2285,2938,1090]",TIER_3_EXPERIMENTAL,"[""NO_EXACT_SERVICEABLE"",""INVENTORY_ACTIONABLE"",""BUDGET_UNVERIFIED_PRICE_NOT_PIT""]",LQ_RECOVERY_R4_STATIC_MATCH_V1,INV_SERVICEABILITY_V1_FROZEN_2026-08-30,OPPORTUNITY_ACTIONABILITY_GATE_V2_FROZEN_2026-08-30,f59b77ddcf991399bb35ec7be1e131db280f017d
445,2025-03-26T14:36:55.000Z,0.23444975310480706,23.444975310480707,1,0.9071850193364543,0.55,23.444975310480707,PRIORITY,true,KNOWN_AVAILABLE,"[1947,2196,1063]",TIER_0,"[""EXACT_SERVICEABLE"",""INVENTORY_ACTIONABLE"",""BUDGET_UNVERIFIED_PRICE_NOT_PIT""]",LQ_RECOVERY_R4_STATIC_MATCH_V1,INV_SERVICEABILITY_V1_FROZEN_2026-08-30,OPPORTUNITY_ACTIONABILITY_GATE_V2_FROZEN_2026-08-30,f59b77ddcf991399bb35ec7be1e131db280f017d
492,2026-01-08T10:20:17.000Z,0.23444975310480706,23.444975310480707,1,0.975,1,23.444975310480707,PRIORITY,true,KNOWN_AVAILABLE,"[2945,1859,1399]",TIER_0,"[""EXACT_SERVICEABLE"",""INVENTORY_ACTIONABLE"",""BUDGET_UNVERIFIED_PRICE_NOT_PIT""]",LQ_RECOVERY_R4_STATIC_MATCH_V1,INV_SERVICEABILITY_V1_FROZEN_2026-08-30,OPPORTUNITY_ACTIONABILITY_GATE_V2_FROZEN_2026-08-30,f59b77ddcf991399bb35ec7be1e131db280f017d
508,2025-07-04T08:30:22.000Z,0.23444975310480706,23.444975310480707,1,0.8924439273479413,0.55,23.444975310480707,PRIORITY,true,KNOWN_AVAILABLE,"[1201,2146,1073]",TIER_0,"[""EXACT_SERVICEABLE"",""INVENTORY_ACTIONABLE"",""BUDGET_UNVERIFIED_PRICE_NOT_PIT""]",LQ_RECOVERY_R4_STATIC_MATCH_V1,INV_SERVICEABILITY_V1_FROZEN_2026-08-30,OPPORTUNITY_ACTIONABILITY_GATE_V2_FROZEN_2026-08-30,f59b77ddcf991399bb35ec7be1e131db280f017d
541,2025-12-18T09:00:31.000Z,0.23444975310480706,23.444975310480707,1,0.6897362078200322,0.8,23.444975310480707,PRIORITY,true,KNOWN_AVAILABLE,"[1691,1897,2769]",TIER_0,"[""EXACT_SERVICEABLE"",""INVENTORY_ACTIONABLE"",""BUDGET_UNVERIFIED_PRICE_NOT_PIT""]",LQ_RECOVERY_R4_STATIC_MATCH_V1,INV_SERVICEABILITY_V1_FROZEN_2026-08-30,OPPORTUNITY_ACTIONABILITY_GATE_V2_FROZEN_2026-08-30,f59b77ddcf991399bb35ec7be1e131db280f017d
617,2025-10-10T19:55:00.000Z,0.23444975310480706,23.444975310480707,1,0.9717121226183689,1,23.444975310480707,PRIORITY,true,KNOWN_AVAILABLE,"[567,2571,1947]",TIER_0,"[""EXACT_SERVICEABLE"",""INVENTORY_ACTIONABLE"",""BUDGET_UNVERIFIED_PRICE_NOT_PIT""]",LQ_RECOVERY_R4_STATIC_MATCH_V1,INV_SERVICEABILITY_V1_FROZEN_2026-08-30,OPPORTUNITY_ACTIONABILITY_GATE_V2_FROZEN_2026-08-30,f59b77ddcf991399bb35ec7be1e131db280f017d
684,2026-02-27T11:48:19.000Z,0.23444975310480706,23.444975310480707,1,0.9467862741682633,0.55,23.444975310480707,PRIORITY,true,KNOWN_AVAILABLE,"[452,669,2716]",TIER_0,"[""EXACT_SERVICEABLE"",""INVENTORY_ACTIONABLE"",""BUDGET_UNVERIFIED_PRICE_NOT_PIT""]",LQ_RECOVERY_R4_STATIC_MATCH_V1,INV_SERVICEABILITY_V1_FROZEN_2026-08-30,OPPORTUNITY_ACTIONABILITY_GATE_V2_FROZEN_2026-08-30,f59b77ddcf991399bb35ec7be1e131db280f017d
911,2025-05-21T15:07:46.000Z,0.23444975310480706,23.444975310480707,1,0.7821311053984575,0.8,23.444975310480707,PRIORITY,false,KNOWN_AVAILABLE,"[478,242,1722]",TIER_1,"[""NO_EXACT_SERVICEABLE"",""INVENTORY_ACTIONABLE"",""BUDGET_UNVERIFIED_PRICE_NOT_PIT""]",LQ_RECOVERY_R4_STATIC_MATCH_V1,INV_SERVICEABILITY_V1_FROZEN_2026-08-30,OPPORTUNITY_ACTIONABILITY_GATE_V2_FROZEN_2026-08-30,f59b77ddcf991399bb35ec7be1e131db280f017d
968,2025-10-30T18:07:00.000Z,0.23444975310480706,23.444975310480707,1,0.9861743743636462,1,23.444975310480707,PRIORITY,true,KNOWN_AVAILABLE,"[1301,2760,1788]",TIER_0,"[""EXACT_SERVICEABLE"",""INVENTORY_ACTIONABLE"",""BUDGET_UNVERIFIED_PRICE_NOT_PIT""]",LQ_RECOVERY_R4_STATIC_MATCH_V1,INV_SERVICEABILITY_V1_FROZEN_2026-08-30,OPPORTUNITY_ACTIONABILITY_GATE_V2_FROZEN_2026-08-30,f59b77ddcf991399bb35ec7be1e131db280f017d
985,2026-03-29T15:29:36.000Z,0.23444975310480706,23.444975310480707,1,0.4320950576473434,0.8,23.444975310480707,PRIORITY,false,TIER3_ONLY_EXPERIMENTAL,"[2769,1016,1300]",TIER_3_EXPERIMENTAL,"[""NO_EXACT_SERVICEABLE"",""INVENTORY_ACTIONABLE"",""BUDGET_UNVERIFIED_PRICE_NOT_PIT""]",LQ_RECOVERY_R4_STATIC_MATCH_V1,INV_SERVICEABILITY_V1_FROZEN_2026-08-30,OPPORTUNITY_ACTIONABILITY_GATE_V2_FROZEN_2026-08-30,f59b77ddcf991399bb35ec7be1e131db280f017d
1025,2025-11-28T12:26:54.000Z,0.23444975310480706,23.444975310480707,1,0.8981471564742423,0.55,23.444975310480707,PRIORITY,true,KNOWN_AVAILABLE,"[640,1880,76]",TIER_0,"[""EXACT_SERVICEABLE"",""INVENTORY_ACTIONABLE"",""BUDGET_UNVERIFIED_PRICE_NOT_PIT""]",LQ_RECOVERY_R4_STATIC_MATCH_V1,INV_SERVICEABILITY_V1_FROZEN_2026-08-30,OPPORTUNITY_ACTIONABILITY_GATE_V2_FROZEN_2026-08-30,f59b77ddcf991399bb35ec7be1e131db280f017d
1053,2025-02-01T15:08:05.000Z,0.23444975310480706,23.444975310480707,1,0.2330248966628232,0,23.444975310480707,PRIORITY,false,VERIFY_AVAILABILITY,"[2259,433]",TIER_3_EXPERIMENTAL,"[""NO_EXACT_SERVICEABLE"",""INVENTORY_ACTIONABLE"",""BUDGET_UNVERIFIED_PRICE_NOT_PIT""]",LQ_RECOVERY_R4_STATIC_MATCH_V1,INV_SERVICEABILITY_V1_FROZEN_2026-08-30,OPPORTUNITY_ACTIONABILITY_GATE_V2_FROZEN_2026-08-30,f59b77ddcf991399bb35ec7be1e131db280f017d
1149,2026-05-12T11:58:09.000Z,0.23444975310480706,23.444975310480707,1,0.9932831965095585,0.8,23.444975310480707,PRIORITY,true,KNOWN_AVAILABLE,"[2842,1949,838]",TIER_0,"[""EXACT_SERVICEABLE"",""INVENTORY_ACTIONABLE"",""BUDGET_UNVERIFIED_PRICE_NOT_PIT""]",LQ_RECOVERY_R4_STATIC_MATCH_V1,INV_SERVICEABILITY_V1_FROZEN_2026-08-30,OPPORTUNITY_ACTIONABILITY_GATE_V2_FROZEN_2026-08-30,f59b77ddcf991399bb35ec7be1e131db280f017d
1174,2026-03-04T07:08:40.000Z,0.23444975310480706,23.444975310480707,1,0.834542699233375,0.55,23.444975310480707,PRIORITY,false,KNOWN_AVAILABLE,"[2407,214,437]",TIER_1,"[""NO_EXACT_SERVICEABLE"",""INVENTORY_ACTIONABLE"",""BUDGET_UNVERIFIED_PRICE_NOT_PIT""]",LQ_RECOVERY_R4_STATIC_MATCH_V1,INV_SERVICEABILITY_V1_FROZEN_2026-08-30,OPPORTUNITY_ACTIONABILITY_GATE_V2_FROZEN_2026-08-30,f59b77ddcf991399bb35ec7be1e131db280f017d
1180,2025-02-19T20:52:23.000Z,0.23444975310480706,23.444975310480707,1,0.4797767599866542,0.8,23.444975310480707,PRIORITY,false,TIER3_ONLY_EXPERIMENTAL,"[556,274,893]",TIER_3_EXPERIMENTAL,"[""NO_EXACT_SERVICEABLE"",""INVENTORY_ACTIONABLE"",""BUDGET_UNVERIFIED_PRICE_NOT_PIT""]",LQ_RECOVERY_R4_STATIC_MATCH_V1,INV_SERVICEABILITY_V1_FROZEN_2026-08-30,OPPORTUNITY_ACTIONABILITY_GATE_V2_FROZEN_2026-08-30,f59b77ddcf991399bb35ec7be1e131db280f017d
1408,2025-07-01T18:46:08.000Z,0.23444975310480706,23.444975310480707,1,0.9674947472500308,0.8,23.444975310480707,PRIORITY,true,KNOWN_AVAILABLE,"[939,598,843]",TIER_0,"[""EXACT_SERVICEABLE"",""INVENTORY_ACTIONABLE"",""BUDGET_UNVERIFIED_PRICE_NOT_PIT""]",LQ_RECOVERY_R4_STATIC_MATCH_V1,INV_SERVICEABILITY_V1_FROZEN_2026-08-30,OPPORTUNITY_ACTIONABILITY_GATE_V2_FROZEN_2026-08-30,f59b77ddcf991399bb35ec7be1e131db280f017d
1429,2026-01-11T11:59:23.000Z,0.23444975310480706,23.444975310480707,1,0.9917737386399248,0.55,23.444975310480707,PRIORITY,true,KNOWN_AVAILABLE,"[1037,504,2292]",TIER_0,"[""EXACT_SERVICEABLE"",""INVENTORY_ACTIONABLE"",""BUDGET_UNVERIFIED_PRICE_NOT_PIT""]",LQ_RECOVERY_R4_STATIC_MATCH_V1,INV_SERVICEABILITY_V1_FROZEN_2026-08-30,OPPORTUNITY_ACTIONABILITY_GATE_V2_FROZEN_2026-08-30,f59b77ddcf991399bb35ec7be1e131db280f017d
1440,2025-03-01T12:58:25.000Z,0.23444975310480706,23.444975310480707,1,0.47816774006802226,0.8,23.444975310480707,PRIORITY,false,TIER3_ONLY_EXPERIMENTAL,[1401],TIER_3_EXPERIMENTAL,"[""NO_EXACT_SERVICEABLE"",""INVENTORY_ACTIONABLE"",""BUDGET_UNVERIFIED_PRICE_NOT_PIT""]",LQ_RECOVERY_R4_STATIC_MATCH_V1,INV_SERVICEABILITY_V1_FROZEN_2026-08-30,OPPORTUNITY_ACTIONABILITY_GATE_V2_FROZEN_2026-08-30,f59b77ddcf991399bb35ec7be1e131db280f017d
1602,2026-01-16T17:39:46.000Z,0.23444975310480706,23.444975310480707,1,0.9790745737413169,0.8,23.444975310480707,PRIORITY,true,KNOWN_AVAILABLE,"[1900,692,490]",TIER_0,"[""EXACT_SERVICEABLE"",""INVENTORY_ACTIONABLE"",""BUDGET_UNVERIFIED_PRICE_NOT_PIT""]",LQ_RECOVERY_R4_STATIC_MATCH_V1,INV_SERVICEABILITY_V1_FROZEN_2026-08-30,OPPORTUNITY_ACTIONABILITY_GATE_V2_FROZEN_2026-08-30,f59b77ddcf991399bb35ec7be1e131db280f017d
1654,2026-05-11T09:03:55.000Z,0.23444975310480706,23.444975310480707,1,0.9444444444444444,1,23.444975310480707,PRIORITY,true,KNOWN_AVAILABLE,"[713,1160,2090]",TIER_0,"[""EXACT_SERVICEABLE"",""INVENTORY_ACTIONABLE"",""BUDGET_UNVERIFIED_PRICE_NOT_PIT""]",LQ_RECOVERY_R4_STATIC_MATCH_V1,INV_SERVICEABILITY_V1_FROZEN_2026-08-30,OPPORTUNITY_ACTIONABILITY_GATE_V2_FROZEN_2026-08-30,f59b77ddcf991399bb35ec7be1e131db280f017d
1750,2025-10-04T18:54:43.000Z,0.23444975310480706,23.444975310480707,1,0.5684077524830798,0.3,23.444975310480707,PRIORITY,false,KNOWN_AVAILABLE,"[303,1702,1784]",TIER_2,"[""NO_EXACT_SERVICEABLE"",""INVENTORY_ACTIONABLE"",""BUDGET_UNVERIFIED_PRICE_NOT_PIT""]",LQ_RECOVERY_R4_STATIC_MATCH_V1,INV_SERVICEABILITY_V1_FROZEN_2026-08-30,OPPORTUNITY_ACTIONABILITY_GATE_V2_FROZEN_2026-08-30,f59b77ddcf991399bb35ec7be1e131db280f017d
1812,2025-11-04T11:12:19.000Z,0.23444975310480706,23.444975310480707,1,0.837720802606757,0.55,23.444975310480707,PRIORITY,true,KNOWN_AVAILABLE,"[339,1674,1076]",TIER_0,"[""EXACT_SERVICEABLE"",""INVENTORY_ACTIONABLE"",""BUDGET_UNVERIFIED_PRICE_NOT_PIT""]",LQ_RECOVERY_R4_STATIC_MATCH_V1,INV_SERVICEABILITY_V1_FROZEN_2026-08-30,OPPORTUNITY_ACTIONABILITY_GATE_V2_FROZEN_2026-08-30,f59b77ddcf991399bb35ec7be1e131db280f017d
1822,2025-12-20T14:18:15.000Z,0.23444975310480706,23.444975310480707,1,0.6756619537275064,0.8,23.444975310480707,PRIORITY,false,KNOWN_AVAILABLE,"[741,1250,736]",TIER_2,"[""NO_EXACT_SERVICEABLE"",""INVENTORY_ACTIONABLE"",""BUDGET_UNVERIFIED_PRICE_NOT_PIT""]",LQ_RECOVERY_R4_STATIC_MATCH_V1,INV_SERVICEABILITY_V1_FROZEN_2026-08-30,OPPORTUNITY_ACTIONABILITY_GATE_V2_FROZEN_2026-08-30,f59b77ddcf991399bb35ec7be1e131db280f017d
1885,2025-10-25T15:23:00.000Z,0.23444975310480706,23.444975310480707,1,0.9696004632310364,0.55,23.444975310480707,PRIORITY,true,KNOWN_AVAILABLE,"[689,135,1097]",TIER_0,"[""EXACT_SERVICEABLE"",""INVENTORY_ACTIONABLE"",""BUDGET_UNVERIFIED_PRICE_NOT_PIT""]",LQ_RECOVERY_R4_STATIC_MATCH_V1,INV_SERVICEABILITY_V1_FROZEN_2026-08-30,OPPORTUNITY_ACTIONABILITY_GATE_V2_FROZEN_2026-08-30,f59b77ddcf991399bb35ec7be1e131db280f017d
